Date,Vanguard Short-Term Bond_Open_average,Vanguard Short-Term Bond_Open_max,Vanguard Short-Term Bond_Open_min,Vanguard Short-Term Bond_Open_volatility,Vanguard Short-Term Bond_Open_change,Vanguard Short-Term Bond_High_average,Vanguard Short-Term Bond_High_max,Vanguard Short-Term Bond_High_min,Vanguard Short-Term Bond_High_volatility,Vanguard Short-Term Bond_High_change,Vanguard Short-Term Bond_Low_average,Vanguard Short-Term Bond_Low_max,Vanguard Short-Term Bond_Low_min,Vanguard Short-Term Bond_Low_volatility,Vanguard Short-Term Bond_Low_change,Vanguard Short-Term Bond_Close_average,Vanguard Short-Term Bond_Close_max,Vanguard Short-Term Bond_Close_min,Vanguard Short-Term Bond_Close_volatility,Vanguard Short-Term Bond_Close_change
2018-01-14,78.85,78.85,78.85,0.0,0.0,78.85,78.85,78.85,0.0,0.0,78.79,78.79,78.79,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2018-01-21,78.79,78.79,78.79,0.0,0.0,78.84,78.84,78.84,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.79,78.79,78.79,0.0,0.0
2018-01-28,78.45,78.45,78.45,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.45,78.45,78.45,0.0,0.0,78.52,78.52,78.52,0.0,0.0
2018-02-04,78.54,78.54,78.54,0.0,0.0,78.75,78.75,78.75,0.0,0.0,78.54,78.54,78.54,0.0,0.0,78.57,78.57,78.57,0.0,0.0
2018-02-11,78.4,78.4,78.4,0.0,0.0,78.45,78.45,78.45,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.43,78.43,78.43,0.0,0.0
2018-02-18,78.4,78.4,78.4,0.0,0.0,78.46,78.46,78.46,0.0,0.0,78.39,78.39,78.39,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2018-02-25,78.35,78.35,78.35,0.0,0.0,78.35,78.35,78.35,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2018-03-04,78.3,78.3,78.3,0.0,0.0,78.3,78.3,78.3,0.0,0.0,78.26,78.26,78.26,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2018-03-11,78.31,78.31,78.31,0.0,0.0,78.33,78.33,78.33,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2018-03-18,78.3,78.3,78.3,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.3,78.3,78.3,0.0,0.0,78.35,78.35,78.35,0.0,0.0
2018-03-25,78.42,78.42,78.42,0.0,0.0,78.49,78.49,78.49,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.44,78.44,78.44,0.0,0.0
2018-04-01,78.34,78.34,78.34,0.0,0.0,78.38,78.38,78.38,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.36,78.36,78.36,0.0,0.0
2018-04-08,78.23,78.23,78.23,0.0,0.0,78.29,78.29,78.29,0.0,0.0,78.22,78.22,78.22,0.0,0.0,78.27,78.27,78.27,0.0,0.0
2018-04-15,78.14,78.14,78.14,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.07,78.07,78.07,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2018-04-22,78.12,78.12,78.12,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.14,78.14,78.14,0.0,0.0
2018-04-29,78.1,78.1,78.1,0.0,0.0,78.1,78.1,78.1,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.03,78.03,78.03,0.0,0.0
2018-05-06,77.97,77.97,77.97,0.0,0.0,78.02,78.02,78.02,0.0,0.0,77.97,77.97,77.97,0.0,0.0,78.01,78.01,78.01,0.0,0.0
2018-05-13,77.93,77.93,77.93,0.0,0.0,77.96,77.96,77.96,0.0,0.0,77.91,77.91,77.91,0.0,0.0,77.95,77.95,77.95,0.0,0.0
2018-05-20,78.17,78.17,78.17,0.0,0.0,78.22,78.22,78.22,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.22,78.22,78.22,0.0,0.0
2018-05-27,78.09,78.09,78.09,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.06,78.06,78.06,0.0,0.0,78.06,78.06,78.06,0.0,0.0
2018-06-03,78.06,78.06,78.06,0.0,0.0,78.14,78.14,78.14,0.0,0.0,78.06,78.06,78.06,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2018-06-10,78.09,78.09,78.09,0.0,0.0,78.14,78.14,78.14,0.0,0.0,78.07,78.07,78.07,0.0,0.0,78.08,78.08,78.08,0.0,0.0
2018-06-17,78.12,78.12,78.12,0.0,0.0,78.14,78.14,78.14,0.0,0.0,78.1,78.1,78.1,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2018-06-24,78.21,78.21,78.21,0.0,0.0,78.23,78.23,78.23,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.21,78.21,78.21,0.0,0.0
2018-07-01,78.14,78.14,78.14,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.14,78.14,78.14,0.0,0.0
2018-07-08,78.12,78.12,78.12,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.17,78.17,78.17,0.0,0.0
2018-07-15,78.19,78.19,78.19,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.18,78.18,78.18,0.0,0.0
2018-07-22,78.09,78.09,78.09,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.08,78.08,78.08,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2018-07-29,78.06,78.06,78.06,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.03,78.03,78.03,0.0,0.0,78.09,78.09,78.09,0.0,0.0
2018-08-05,78.13,78.13,78.13,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2018-08-12,78.25,78.25,78.25,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.22,78.22,78.22,0.0,0.0,78.24,78.24,78.24,0.0,0.0
2018-08-19,78.28,78.28,78.28,0.0,0.0,78.31,78.31,78.31,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2018-08-26,78.3,78.3,78.3,0.0,0.0,78.32,78.32,78.32,0.0,0.0,78.29,78.29,78.29,0.0,0.0,78.29,78.29,78.29,0.0,0.0
2018-09-02,78.13,78.13,78.13,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.06,78.06,78.06,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2018-09-09,78.01,78.01,78.01,0.0,0.0,78.04,78.04,78.04,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.02,78.02,78.02,0.0,0.0
2018-09-16,77.96,77.96,77.96,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.94,77.94,77.94,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2018-09-23,78.02,78.02,78.02,0.0,0.0,78.05,78.05,78.05,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.03,78.03,78.03,0.0,0.0
2018-09-30,77.72,77.72,77.72,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.71,77.71,77.71,0.0,0.0
2018-10-07,77.83,77.83,77.83,0.0,0.0,77.87,77.87,77.87,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.8,77.8,77.8,0.0,0.0
2018-10-14,77.84,77.84,77.84,0.0,0.0,77.84,77.84,77.84,0.0,0.0,77.77,77.77,77.77,0.0,0.0,77.8,77.8,77.8,0.0,0.0
2018-10-21,78.01,78.01,78.01,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.06,78.06,78.06,0.0,0.0
2018-10-28,77.81,77.81,77.81,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.72,77.72,77.72,0.0,0.0,77.74,77.74,77.74,0.0,0.0
2018-11-04,77.67,77.67,77.67,0.0,0.0,77.77,77.77,77.77,0.0,0.0,77.67,77.67,77.67,0.0,0.0,77.75,77.75,77.75,0.0,0.0
2018-11-11,78.0,78.0,78.0,0.0,0.0,78.01,78.01,78.01,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2018-11-18,78.03,78.03,78.03,0.0,0.0,78.07,78.07,78.07,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.01,78.01,78.01,0.0,0.0
2018-11-25,78.08,78.08,78.08,0.0,0.0,78.1,78.1,78.1,0.0,0.0,78.05,78.05,78.05,0.0,0.0,78.08,78.08,78.08,0.0,0.0
2018-12-02,78.05,78.05,78.05,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2018-12-09,78.23,78.23,78.23,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.24,78.24,78.24,0.0,0.0
2018-12-16,78.39,78.39,78.39,0.0,0.0,78.48,78.48,78.48,0.0,0.0,78.38,78.38,78.38,0.0,0.0,78.48,78.48,78.48,0.0,0.0
2018-12-23,78.42,78.42,78.42,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.48,78.48,78.48,0.0,0.0
2018-12-30,78.68,78.68,78.68,0.0,0.0,78.71,78.71,78.71,0.0,0.0,78.62,78.62,78.62,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2019-01-06,78.63,78.63,78.63,0.0,0.0,78.67,78.67,78.67,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2019-01-13,78.57,78.57,78.57,0.0,0.0,78.63,78.63,78.63,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.59,78.59,78.59,0.0,0.0
2019-01-20,78.73,78.73,78.73,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.68,78.68,78.68,0.0,0.0,78.71,78.71,78.71,0.0,0.0
2019-01-27,78.85,78.85,78.85,0.0,0.0,78.85,78.85,78.85,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.74,78.74,78.74,0.0,0.0
2019-02-03,78.9,78.9,78.9,0.0,0.0,78.94,78.94,78.94,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.9,78.9,78.9,0.0,0.0
2019-02-10,78.87,78.87,78.87,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.87,78.87,78.87,0.0,0.0,78.88,78.88,78.88,0.0,0.0
2019-02-17,78.92,78.92,78.92,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.91,78.91,78.91,0.0,0.0,78.98,78.98,78.98,0.0,0.0
2019-02-24,78.8,78.8,78.8,0.0,0.0,78.8,78.8,78.8,0.0,0.0,78.76,78.76,78.76,0.0,0.0,78.76,78.76,78.76,0.0,0.0
2019-03-03,79.04,79.04,79.04,0.0,0.0,79.04,79.04,79.04,0.0,0.0,79.0,79.0,79.0,0.0,0.0,79.04,79.04,79.04,0.0,0.0
2019-03-10,79.16,79.16,79.16,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.13,79.13,79.13,0.0,0.0,79.14,79.14,79.14,0.0,0.0
2019-03-17,79.38,79.38,79.38,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.47,79.47,79.47,0.0,0.0
2019-03-24,79.54,79.54,79.54,0.0,0.0,79.59,79.59,79.59,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.59,79.59,79.59,0.0,0.0
2019-03-31,79.31,79.31,79.31,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.33,79.33,79.33,0.0,0.0
2019-04-07,79.26,79.26,79.26,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2019-04-14,79.28,79.28,79.28,0.0,0.0,79.32,79.32,79.32,0.0,0.0,79.26,79.26,79.26,0.0,0.0,79.28,79.28,79.28,0.0,0.0
2019-04-21,79.5,79.5,79.5,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.49,79.49,79.49,0.0,0.0,79.5,79.5,79.5,0.0,0.0
2019-04-28,79.26,79.26,79.26,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.26,79.26,79.26,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2019-05-05,79.46,79.46,79.46,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2019-05-12,79.67,79.67,79.67,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.62,79.62,79.62,0.0,0.0
2019-05-19,79.75,79.75,79.75,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.72,79.72,79.72,0.0,0.0,79.74,79.74,79.74,0.0,0.0
2019-05-26,80.01,80.01,80.01,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.01,80.01,80.01,0.0,0.0,80.13,80.13,80.13,0.0,0.0
2019-06-02,80.29,80.29,80.29,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.23,80.23,80.23,0.0,0.0
2019-06-09,80.23,80.23,80.23,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.28,80.28,80.28,0.0,0.0
2019-06-16,80.46,80.46,80.46,0.0,0.0,80.49,80.49,80.49,0.0,0.0,80.43,80.43,80.43,0.0,0.0,80.49,80.49,80.49,0.0,0.0
2019-06-23,80.55,80.55,80.55,0.0,0.0,80.59,80.59,80.59,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.53,80.53,80.53,0.0,0.0
2019-06-30,80.31,80.31,80.31,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.2,80.2,80.2,0.0,0.0,80.26,80.26,80.26,0.0,0.0
2019-07-07,80.24,80.24,80.24,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2019-07-14,80.42,80.42,80.42,0.0,0.0,80.44,80.44,80.44,0.0,0.0,80.38,80.38,80.38,0.0,0.0,80.38,80.38,80.38,0.0,0.0
2019-07-21,80.39,80.39,80.39,0.0,0.0,80.39,80.39,80.39,0.0,0.0,80.34,80.34,80.34,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2019-07-28,80.53,80.53,80.53,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.51,80.51,80.51,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2019-08-04,80.82,80.82,80.82,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.74,80.74,80.74,0.0,0.0
2019-08-11,80.99,80.99,80.99,0.0,0.0,81.04,81.04,81.04,0.0,0.0,80.94,80.94,80.94,0.0,0.0,81.02,81.02,81.02,0.0,0.0
2019-08-18,80.97,80.97,80.97,0.0,0.0,81.12,81.12,81.12,0.0,0.0,80.91,80.91,80.91,0.0,0.0,81.08,81.08,81.08,0.0,0.0
2019-08-25,81.11,81.11,81.11,0.0,0.0,81.17,81.17,81.17,0.0,0.0,81.08,81.08,81.08,0.0,0.0,81.16,81.16,81.16,0.0,0.0
2019-09-01,80.96,80.96,80.96,0.0,0.0,80.99,80.99,80.99,0.0,0.0,80.91,80.91,80.91,0.0,0.0,80.94,80.94,80.94,0.0,0.0
2019-09-08,80.48,80.48,80.48,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.36,80.36,80.36,0.0,0.0,80.39,80.39,80.39,0.0,0.0
2019-09-15,80.59,80.59,80.59,0.0,0.0,80.67,80.67,80.67,0.0,0.0,80.56,80.56,80.56,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2019-09-22,80.74,80.74,80.74,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.74,80.74,80.74,0.0,0.0
2019-09-29,81.08,81.08,81.08,0.0,0.0,81.13,81.13,81.13,0.0,0.0,81.06,81.06,81.06,0.0,0.0,81.11,81.11,81.11,0.0,0.0
2019-10-06,80.78,80.78,80.78,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.78,80.78,80.78,0.0,0.0
2019-10-13,80.82,80.82,80.82,0.0,0.0,80.87,80.87,80.87,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.85,80.85,80.85,0.0,0.0
2019-10-20,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.76,80.76,80.76,0.0,0.0
2019-10-27,80.77,80.77,80.77,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2019-11-03,80.47,80.47,80.47,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2019-11-10,80.68,80.68,80.68,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2019-11-17,80.76,80.76,80.76,0.0,0.0,80.76,80.76,80.76,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2019-11-24,80.71,80.71,80.71,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.7,80.7,80.7,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2019-12-01,80.55,80.55,80.55,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.52,80.52,80.52,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2019-12-08,80.58,80.58,80.58,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2019-12-15,80.57,80.57,80.57,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2019-12-22,80.54,80.54,80.54,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.52,80.52,80.52,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2019-12-29,80.7,80.7,80.7,0.0,0.0,80.77,80.77,80.77,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.74,80.74,80.74,0.0,0.0
