Date,Vanguard Information Technology_Open_average,Vanguard Information Technology_Open_max,Vanguard Information Technology_Open_min,Vanguard Information Technology_Open_volatility,Vanguard Information Technology_Open_change,Vanguard Information Technology_High_average,Vanguard Information Technology_High_max,Vanguard Information Technology_High_min,Vanguard Information Technology_High_volatility,Vanguard Information Technology_High_change,Vanguard Information Technology_Low_average,Vanguard Information Technology_Low_max,Vanguard Information Technology_Low_min,Vanguard Information Technology_Low_volatility,Vanguard Information Technology_Low_change,Vanguard Information Technology_Close_average,Vanguard Information Technology_Close_max,Vanguard Information Technology_Close_min,Vanguard Information Technology_Close_volatility,Vanguard Information Technology_Close_change
2018-04-01,168.44,168.44,168.44,0.0,0.0,171.67,171.67,171.67,0.0,0.0,168.2,168.2,168.2,0.0,0.0,168.34,168.34,168.34,0.0,0.0
2018-04-08,174.35,174.35,174.35,0.0,0.0,175.15,175.15,175.15,0.0,0.0,173.25,173.25,173.25,0.0,0.0,174.42,174.42,174.42,0.0,0.0
2018-04-15,173.92,173.92,173.92,0.0,0.0,174.38,174.38,174.38,0.0,0.0,171.68,171.68,171.68,0.0,0.0,172.47,172.47,172.47,0.0,0.0
2018-04-22,172.06,172.06,172.06,0.0,0.0,173.31,173.31,173.31,0.0,0.0,170.45,170.45,170.45,0.0,0.0,170.96,170.96,170.96,0.0,0.0
2018-04-29,177.64,177.64,177.64,0.0,0.0,179.14,179.14,179.14,0.0,0.0,177.39,177.39,177.39,0.0,0.0,178.41,178.41,178.41,0.0,0.0
2018-05-06,183.69,183.69,183.69,0.0,0.0,184.4,184.4,184.4,0.0,0.0,182.57,182.57,182.57,0.0,0.0,182.84,182.84,182.84,0.0,0.0
2018-05-13,182.22,182.22,182.22,0.0,0.0,183.16,183.16,183.16,0.0,0.0,181.1,181.1,181.1,0.0,0.0,182.01,182.01,182.01,0.0,0.0
2018-05-20,182.63,182.63,182.63,0.0,0.0,183.45,183.45,183.45,0.0,0.0,182.42,182.42,182.42,0.0,0.0,182.89,182.89,182.89,0.0,0.0
2018-05-27,186.83,186.83,186.83,0.0,0.0,188.05,188.05,188.05,0.0,0.0,186.59,186.59,186.59,0.0,0.0,187.88,187.88,187.88,0.0,0.0
2018-06-03,187.92,187.92,187.92,0.0,0.0,188.41,188.41,188.41,0.0,0.0,187.35,187.35,187.35,0.0,0.0,187.86,187.86,187.86,0.0,0.0
2018-06-10,187.75,187.75,187.75,0.0,0.0,189.43,189.43,189.43,0.0,0.0,187.01,187.01,187.01,0.0,0.0,189.32,189.32,189.32,0.0,0.0
2018-06-17,184.49,184.49,184.49,0.0,0.0,184.49,184.49,184.49,0.0,0.0,180.1,180.1,180.1,0.0,0.0,181.57,181.57,181.57,0.0,0.0
2018-06-24,179.99,179.99,179.99,0.0,0.0,183.3,183.3,183.3,0.0,0.0,179.66,179.66,179.66,0.0,0.0,183.3,183.3,183.3,0.0,0.0
2018-07-01,186.86,186.86,186.86,0.0,0.0,187.44,187.44,187.44,0.0,0.0,185.9,185.9,185.9,0.0,0.0,187.44,187.44,187.44,0.0,0.0
2018-07-08,189.81,189.81,189.81,0.0,0.0,190.09,190.09,190.09,0.0,0.0,188.81,188.81,188.81,0.0,0.0,189.1,189.1,189.1,0.0,0.0
2018-07-15,189.79,189.79,189.79,0.0,0.0,191.1,191.1,191.1,0.0,0.0,188.83,188.83,188.83,0.0,0.0,190.95,190.95,190.95,0.0,0.0
2018-07-22,189.15,189.15,189.15,0.0,0.0,189.16,189.16,189.16,0.0,0.0,184.47,184.47,184.47,0.0,0.0,185.6,185.6,185.6,0.0,0.0
2018-07-29,191.42,191.42,191.42,0.0,0.0,192.66,192.66,192.66,0.0,0.0,191.14,191.14,191.14,0.0,0.0,192.64,192.64,192.64,0.0,0.0
2018-08-05,193.04,193.04,193.04,0.0,0.0,194.36,194.36,194.36,0.0,0.0,192.24,192.24,192.24,0.0,0.0,192.33,192.33,192.33,0.0,0.0
2018-08-12,194.21,194.21,194.21,0.0,0.0,194.25,194.25,194.25,0.0,0.0,192.65,192.65,192.65,0.0,0.0,193.56,193.56,193.56,0.0,0.0
2018-08-19,198.74,198.74,198.74,0.0,0.0,199.6,199.6,199.6,0.0,0.0,198.25,198.25,198.25,0.0,0.0,199.35,199.35,199.35,0.0,0.0
2018-08-26,201.55,201.55,201.55,0.0,0.0,203.13,203.13,203.13,0.0,0.0,201.55,201.55,201.55,0.0,0.0,202.8,202.8,202.8,0.0,0.0
2018-09-02,199.07,199.07,199.07,0.0,0.0,199.23,199.23,199.23,0.0,0.0,197.78,197.78,197.78,0.0,0.0,198.98,198.98,198.98,0.0,0.0
2018-09-09,202.12,202.12,202.12,0.0,0.0,202.37,202.37,202.37,0.0,0.0,199.07,199.07,199.07,0.0,0.0,199.29,199.29,199.29,0.0,0.0
2018-09-16,199.83,199.83,199.83,0.0,0.0,201.66,201.66,201.66,0.0,0.0,198.91,198.91,198.91,0.0,0.0,201.54,201.54,201.54,0.0,0.0
2018-09-23,203.58,203.58,203.58,0.0,0.0,204.2,204.2,204.2,0.0,0.0,202.47,202.47,202.47,0.0,0.0,202.93,202.93,202.93,0.0,0.0
2018-09-30,196.5,196.5,196.5,0.0,0.0,196.8,196.8,196.8,0.0,0.0,192.57,192.57,192.57,0.0,0.0,194.76,194.76,194.76,0.0,0.0
2018-10-07,188.81,188.81,188.81,0.0,0.0,189.14,189.14,189.14,0.0,0.0,186.26,186.26,186.26,0.0,0.0,186.55,186.55,186.55,0.0,0.0
2018-10-14,188.04,188.04,188.04,0.0,0.0,189.91,189.91,189.91,0.0,0.0,186.93,186.93,186.93,0.0,0.0,188.78,188.78,188.78,0.0,0.0
2018-10-21,184.32,184.32,184.32,0.0,0.0,185.48,185.48,185.48,0.0,0.0,175.12,175.12,175.12,0.0,0.0,178.68,178.68,178.68,0.0,0.0
2018-10-28,184.35,184.35,184.35,0.0,0.0,184.35,184.35,184.35,0.0,0.0,181.51,181.51,181.51,0.0,0.0,184.07,184.07,184.07,0.0,0.0
2018-11-04,185.25,185.25,185.25,0.0,0.0,185.55,185.55,185.55,0.0,0.0,179.96,179.96,179.96,0.0,0.0,180.44,180.44,180.44,0.0,0.0
2018-11-11,181.72,181.72,181.72,0.0,0.0,182.0,182.0,182.0,0.0,0.0,175.1,175.1,175.1,0.0,0.0,175.57,175.57,175.57,0.0,0.0
2018-11-18,174.4,174.4,174.4,0.0,0.0,176.07,176.07,176.07,0.0,0.0,173.61,173.61,173.61,0.0,0.0,176.03,176.03,176.03,0.0,0.0
2018-11-25,187.15,187.15,187.15,0.0,0.0,187.52,187.52,187.52,0.0,0.0,184.53,184.53,184.53,0.0,0.0,186.52,186.52,186.52,0.0,0.0
2018-12-02,172.9,172.9,172.9,0.0,0.0,176.61,176.61,176.61,0.0,0.0,171.9,171.9,171.9,0.0,0.0,175.97,175.97,175.97,0.0,0.0
2018-12-09,172.27,172.27,172.27,0.0,0.0,173.19,173.19,173.19,0.0,0.0,167.61,167.61,167.61,0.0,0.0,168.87,168.87,168.87,0.0,0.0
2018-12-16,157.41,157.41,157.41,0.0,0.0,159.25,159.25,159.25,0.0,0.0,154.72,154.72,154.72,0.0,0.0,154.81,154.81,154.81,0.0,0.0
2018-12-23,166.61,166.61,166.61,0.0,0.0,167.33,167.33,167.33,0.0,0.0,165.41,165.41,165.41,0.0,0.0,166.83,166.83,166.83,0.0,0.0
2018-12-30,165.87,165.87,165.87,0.0,0.0,168.53,168.53,168.53,0.0,0.0,165.5,165.5,165.5,0.0,0.0,167.43,167.43,167.43,0.0,0.0
2019-01-06,170.26,170.26,170.26,0.0,0.0,170.71,170.71,170.71,0.0,0.0,169.56,169.56,169.56,0.0,0.0,170.15,170.15,170.15,0.0,0.0
2019-01-13,175.67,175.67,175.67,0.0,0.0,177.2,177.2,177.2,0.0,0.0,174.67,174.67,174.67,0.0,0.0,176.75,176.75,176.75,0.0,0.0
2019-01-20,176.3,176.3,176.3,0.0,0.0,176.59,176.59,176.59,0.0,0.0,175.1,175.1,175.1,0.0,0.0,176.54,176.54,176.54,0.0,0.0
2019-01-27,181.64,181.64,181.64,0.0,0.0,184.23,184.23,184.23,0.0,0.0,181.59,181.59,181.59,0.0,0.0,184.23,184.23,184.23,0.0,0.0
2019-02-03,185.82,185.82,185.82,0.0,0.0,186.66,186.66,186.66,0.0,0.0,184.75,184.75,184.75,0.0,0.0,185.17,185.17,185.17,0.0,0.0
2019-02-10,189.93,189.93,189.93,0.0,0.0,190.0,190.0,190.0,0.0,0.0,188.76,188.76,188.76,0.0,0.0,189.85,189.85,189.85,0.0,0.0
2019-02-17,194.34,194.34,194.34,0.0,0.0,194.99,194.99,194.99,0.0,0.0,193.55,193.55,193.55,0.0,0.0,193.67,193.67,193.67,0.0,0.0
2019-02-24,195.42,195.42,195.42,0.0,0.0,195.66,195.66,195.66,0.0,0.0,191.25,191.25,191.25,0.0,0.0,193.48,193.48,193.48,0.0,0.0
2019-03-03,190.67,190.67,190.67,0.0,0.0,194.23,194.23,194.23,0.0,0.0,190.67,190.67,190.67,0.0,0.0,194.11,194.11,194.11,0.0,0.0
2019-03-10,199.16,199.16,199.16,0.0,0.0,200.27,200.27,200.27,0.0,0.0,198.37,198.37,198.37,0.0,0.0,199.65,199.65,199.65,0.0,0.0
2019-03-17,198.11,198.11,198.11,0.0,0.0,199.06,199.06,199.06,0.0,0.0,196.5,196.5,196.5,0.0,0.0,197.89,197.89,197.89,0.0,0.0
2019-03-24,202.75,202.75,202.75,0.0,0.0,203.61,203.61,203.61,0.0,0.0,201.5,201.5,201.5,0.0,0.0,203.44,203.44,203.44,0.0,0.0
2019-03-31,205.17,205.17,205.17,0.0,0.0,206.46,206.46,206.46,0.0,0.0,204.16,204.16,204.16,0.0,0.0,206.43,206.43,206.43,0.0,0.0
2019-04-07,208.53,208.53,208.53,0.0,0.0,208.98,208.98,208.98,0.0,0.0,207.25,207.25,207.25,0.0,0.0,208.36,208.36,208.36,0.0,0.0
2019-04-14,209.55,209.55,209.55,0.0,0.0,211.08,211.08,211.08,0.0,0.0,209.35,209.35,209.35,0.0,0.0,211.04,211.04,211.04,0.0,0.0
2019-04-21,212.91,212.91,212.91,0.0,0.0,213.77,213.77,213.77,0.0,0.0,212.83,212.83,212.83,0.0,0.0,213.03,213.03,213.03,0.0,0.0
2019-04-28,208.74,208.74,208.74,0.0,0.0,212.56,212.56,212.56,0.0,0.0,207.9,207.9,207.9,0.0,0.0,212.25,212.25,212.25,0.0,0.0
2019-05-05,200.89,200.89,200.89,0.0,0.0,201.88,201.88,201.88,0.0,0.0,197.95,197.95,197.95,0.0,0.0,198.54,198.54,198.54,0.0,0.0
2019-05-12,200.85,200.85,200.85,0.0,0.0,202.07,202.07,202.07,0.0,0.0,199.59,199.59,199.59,0.0,0.0,200.43,200.43,200.43,0.0,0.0
2019-05-19,199.5,199.5,199.5,0.0,0.0,200.39,200.39,200.39,0.0,0.0,198.27,198.27,198.27,0.0,0.0,198.43,198.43,198.43,0.0,0.0
2019-05-26,194.79,194.79,194.79,0.0,0.0,195.7,195.7,195.7,0.0,0.0,189.69,189.69,189.69,0.0,0.0,190.92,190.92,190.92,0.0,0.0
2019-06-02,207.24,207.24,207.24,0.0,0.0,209.95,209.95,209.95,0.0,0.0,207.18,207.18,207.18,0.0,0.0,207.8,207.8,207.8,0.0,0.0
2019-06-09,205.58,205.58,205.58,0.0,0.0,206.69,206.69,206.69,0.0,0.0,205.39,205.39,205.39,0.0,0.0,205.8,205.8,205.8,0.0,0.0
2019-06-16,211.8,211.8,211.8,0.0,0.0,212.18,212.18,212.18,0.0,0.0,211.22,211.22,211.22,0.0,0.0,211.22,211.22,211.22,0.0,0.0
2019-06-23,215.37,215.37,215.37,0.0,0.0,215.66,215.66,215.66,0.0,0.0,213.03,213.03,213.03,0.0,0.0,213.98,213.98,213.98,0.0,0.0
2019-06-30,214.35,214.35,214.35,0.0,0.0,214.49,214.49,214.49,0.0,0.0,213.32,213.32,213.32,0.0,0.0,214.22,214.22,214.22,0.0,0.0
2019-07-07,219.59,219.59,219.59,0.0,0.0,220.0,220.0,220.0,0.0,0.0,219.12,219.12,219.12,0.0,0.0,219.68,219.68,219.68,0.0,0.0
2019-07-14,218.51,218.51,218.51,0.0,0.0,220.57,220.57,220.57,0.0,0.0,218.51,218.51,218.51,0.0,0.0,220.0,220.0,220.0,0.0,0.0
2019-07-21,223.28,223.28,223.28,0.0,0.0,223.67,223.67,223.67,0.0,0.0,220.96,220.96,220.96,0.0,0.0,222.93,222.93,222.93,0.0,0.0
2019-07-28,207.58,207.58,207.58,0.0,0.0,207.61,207.61,207.61,0.0,0.0,202.62,202.62,202.62,0.0,0.0,204.44,204.44,204.44,0.0,0.0
2019-08-04,210.21,210.21,210.21,0.0,0.0,210.67,210.67,210.67,0.0,0.0,207.82,207.82,207.82,0.0,0.0,208.77,208.77,208.77,0.0,0.0
2019-08-11,213.84,213.84,213.84,0.0,0.0,214.46,214.46,214.46,0.0,0.0,212.6,212.6,212.6,0.0,0.0,213.64,213.64,213.64,0.0,0.0
2019-08-18,210.37,210.37,210.37,0.0,0.0,210.68,210.68,210.68,0.0,0.0,208.86,208.86,208.86,0.0,0.0,210.42,210.42,210.42,0.0,0.0
2019-08-25,214.99,214.99,214.99,0.0,0.0,215.22,215.22,215.22,0.0,0.0,211.96,211.96,211.96,0.0,0.0,213.56,213.56,213.56,0.0,0.0
2019-09-01,219.49,219.49,219.49,0.0,0.0,219.67,219.67,219.67,0.0,0.0,215.63,215.63,215.63,0.0,0.0,216.93,216.93,216.93,0.0,0.0
2019-09-08,215.87,215.87,215.87,0.0,0.0,217.77,217.77,217.77,0.0,0.0,215.46,215.46,215.46,0.0,0.0,217.33,217.33,217.33,0.0,0.0
2019-09-15,216.25,216.25,216.25,0.0,0.0,217.53,217.53,217.53,0.0,0.0,215.7,215.7,215.7,0.0,0.0,216.88,216.88,216.88,0.0,0.0
2019-09-22,214.05,214.05,214.05,0.0,0.0,216.0,216.0,216.0,0.0,0.0,213.7,213.7,213.7,0.0,0.0,215.55,215.55,215.55,0.0,0.0
2019-09-29,215.17,215.17,215.17,0.0,0.0,216.9,216.9,216.9,0.0,0.0,214.98,214.98,214.98,0.0,0.0,215.23,215.23,215.23,0.0,0.0
2019-10-06,218.27,218.27,218.27,0.0,0.0,219.26,219.26,219.26,0.0,0.0,218.25,218.25,218.25,0.0,0.0,218.49,218.49,218.49,0.0,0.0
2019-10-13,217.54,217.54,217.54,0.0,0.0,218.64,218.64,218.64,0.0,0.0,216.89,216.89,216.89,0.0,0.0,218.48,218.48,218.48,0.0,0.0
2019-10-20,223.22,223.22,223.22,0.0,0.0,224.47,224.47,224.47,0.0,0.0,223.13,223.13,223.13,0.0,0.0,224.22,224.22,224.22,0.0,0.0
2019-10-27,228.35,228.35,228.35,0.0,0.0,228.45,228.45,228.45,0.0,0.0,227.23,227.23,227.23,0.0,0.0,227.58,227.58,227.58,0.0,0.0
2019-11-03,228.89,228.89,228.89,0.0,0.0,230.73,230.73,230.73,0.0,0.0,228.61,228.61,228.61,0.0,0.0,230.49,230.49,230.49,0.0,0.0
2019-11-10,233.28,233.28,233.28,0.0,0.0,234.36,234.36,234.36,0.0,0.0,232.4,232.4,232.4,0.0,0.0,233.94,233.94,233.94,0.0,0.0
2019-11-17,233.13,233.13,233.13,0.0,0.0,235.6,235.6,235.6,0.0,0.0,232.79,232.79,232.79,0.0,0.0,235.56,235.56,235.56,0.0,0.0
2019-11-24,236.42,236.42,236.42,0.0,0.0,236.49,236.49,236.49,0.0,0.0,231.73,231.73,231.73,0.0,0.0,232.79,232.79,232.79,0.0,0.0
2019-12-01,234.55,234.55,234.55,0.0,0.0,235.15,235.15,235.15,0.0,0.0,233.58,233.58,233.58,0.0,0.0,233.7,233.7,233.7,0.0,0.0
2019-12-08,240.01,240.01,240.01,0.0,0.0,241.35,241.35,241.35,0.0,0.0,240.0,240.0,240.0,0.0,0.0,240.46,240.46,240.46,0.0,0.0
2019-12-15,243.92,243.92,243.92,0.0,0.0,244.32,244.32,244.32,0.0,0.0,243.35,243.35,243.35,0.0,0.0,243.83,243.83,243.83,0.0,0.0
2019-12-22,245.5,245.5,245.5,0.0,0.0,245.63,245.63,245.63,0.0,0.0,242.1,242.1,242.1,0.0,0.0,244.18,244.18,244.18,0.0,0.0
2019-12-29,245.93,245.93,245.93,0.0,0.0,248.39,248.39,248.39,0.0,0.0,245.9,245.9,245.9,0.0,0.0,246.72,246.72,246.72,0.0,0.0
