Date,SPDR S&P Health Care Equipment_Open_average,SPDR S&P Health Care Equipment_Open_max,SPDR S&P Health Care Equipment_Open_min,SPDR S&P Health Care Equipment_Open_volatility,SPDR S&P Health Care Equipment_Open_change,SPDR S&P Health Care Equipment_High_average,SPDR S&P Health Care Equipment_High_max,SPDR S&P Health Care Equipment_High_min,SPDR S&P Health Care Equipment_High_volatility,SPDR S&P Health Care Equipment_High_change,SPDR S&P Health Care Equipment_Low_average,SPDR S&P Health Care Equipment_Low_max,SPDR S&P Health Care Equipment_Low_min,SPDR S&P Health Care Equipment_Low_volatility,SPDR S&P Health Care Equipment_Low_change,SPDR S&P Health Care Equipment_Close_average,SPDR S&P Health Care Equipment_Close_max,SPDR S&P Health Care Equipment_Close_min,SPDR S&P Health Care Equipment_Close_volatility,SPDR S&P Health Care Equipment_Close_change
2018-07-29,82.21,82.21,82.21,0.0,0.0,82.72,82.72,82.72,0.0,0.0,81.94,81.94,81.94,0.0,0.0,82.36,82.36,82.36,0.0,0.0
2018-08-05,81.3,81.3,81.3,0.0,0.0,81.72,81.72,81.72,0.0,0.0,80.83,80.83,80.83,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2018-08-12,82.39,82.39,82.39,0.0,0.0,82.57,82.57,82.57,0.0,0.0,81.8,81.8,81.8,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2018-08-19,85.07,85.07,85.07,0.0,0.0,85.56,85.56,85.56,0.0,0.0,84.61,84.61,84.61,0.0,0.0,85.4,85.4,85.4,0.0,0.0
2018-08-26,87.64,87.64,87.64,0.0,0.0,88.31,88.31,88.31,0.0,0.0,87.56,87.56,87.56,0.0,0.0,88.22,88.22,88.22,0.0,0.0
2018-09-02,87.35,87.35,87.35,0.0,0.0,87.66,87.66,87.66,0.0,0.0,87.05,87.05,87.05,0.0,0.0,87.31,87.31,87.31,0.0,0.0
2018-09-09,88.92,88.92,88.92,0.0,0.0,88.92,88.92,88.92,0.0,0.0,85.77,85.77,85.77,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2018-09-16,86.97,86.97,86.97,0.0,0.0,87.42,87.42,87.42,0.0,0.0,86.55,86.55,86.55,0.0,0.0,87.42,87.42,87.42,0.0,0.0
2018-09-23,88.26,88.26,88.26,0.0,0.0,88.3,88.3,88.3,0.0,0.0,86.76,86.76,86.76,0.0,0.0,86.98,86.98,86.98,0.0,0.0
2018-09-30,82.9,82.9,82.9,0.0,0.0,83.0,83.0,83.0,0.0,0.0,80.71,80.71,80.71,0.0,0.0,81.7,81.7,81.7,0.0,0.0
2018-10-07,79.76,79.76,79.76,0.0,0.0,80.25,80.25,80.25,0.0,0.0,78.67,78.67,78.67,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2018-10-14,79.69,79.69,79.69,0.0,0.0,80.04,80.04,80.04,0.0,0.0,78.85,78.85,78.85,0.0,0.0,79.49,79.49,79.49,0.0,0.0
2018-10-21,76.78,76.78,76.78,0.0,0.0,77.36,77.36,77.36,0.0,0.0,74.57,74.57,74.57,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2018-10-28,79.11,79.11,79.11,0.0,0.0,79.11,79.11,79.11,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.66,78.66,78.66,0.0,0.0
2018-11-04,79.06,79.06,79.06,0.0,0.0,79.06,79.06,79.06,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.07,76.07,76.07,0.0,0.0
2018-11-11,77.15,77.15,77.15,0.0,0.0,77.19,77.19,77.19,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2018-11-18,75.25,75.25,75.25,0.0,0.0,75.63,75.63,75.63,0.0,0.0,74.89,74.89,74.89,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2018-11-25,78.79,78.79,78.79,0.0,0.0,79.1,79.1,79.1,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.92,78.92,78.92,0.0,0.0
2018-12-02,73.34,73.34,73.34,0.0,0.0,74.28,74.28,74.28,0.0,0.0,72.5,72.5,72.5,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2018-12-09,72.28,72.28,72.28,0.0,0.0,72.55,72.55,72.55,0.0,0.0,70.21,70.21,70.21,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2018-12-16,65.39,65.39,65.39,0.0,0.0,65.48,65.48,65.48,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.44,64.44,64.44,0.0,0.0
2018-12-23,69.39,69.39,69.39,0.0,0.0,70.24,70.24,70.24,0.0,0.0,69.39,69.39,69.39,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2018-12-30,69.39,69.39,69.39,0.0,0.0,70.3,70.3,70.3,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2019-01-06,71.83,71.83,71.83,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-01-13,74.65,74.65,74.65,0.0,0.0,75.0,75.0,75.0,0.0,0.0,73.71,73.71,73.71,0.0,0.0,74.81,74.81,74.81,0.0,0.0
2019-01-20,75.02,75.02,75.02,0.0,0.0,75.2,75.2,75.2,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-01-27,76.14,76.14,76.14,0.0,0.0,76.68,76.68,76.68,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2019-02-03,76.54,76.54,76.54,0.0,0.0,77.64,77.64,77.64,0.0,0.0,76.53,76.53,76.53,0.0,0.0,77.57,77.57,77.57,0.0,0.0
2019-02-10,79.15,79.15,79.15,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.1,79.1,79.1,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2019-02-17,81.87,81.87,81.87,0.0,0.0,81.87,81.87,81.87,0.0,0.0,80.98,80.98,80.98,0.0,0.0,81.13,81.13,81.13,0.0,0.0
2019-02-24,82.43,82.43,82.43,0.0,0.0,82.43,82.43,82.43,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.83,80.83,80.83,0.0,0.0
2019-03-03,78.82,78.82,78.82,0.0,0.0,79.57,79.57,79.57,0.0,0.0,78.62,78.62,78.62,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2019-03-10,80.84,80.84,80.84,0.0,0.0,80.96,80.96,80.96,0.0,0.0,79.64,79.64,79.64,0.0,0.0,80.31,80.31,80.31,0.0,0.0
2019-03-17,79.7,79.7,79.7,0.0,0.0,80.27,80.27,80.27,0.0,0.0,79.15,79.15,79.15,0.0,0.0,79.97,79.97,79.97,0.0,0.0
2019-03-24,80.9,80.9,80.9,0.0,0.0,81.03,81.03,81.03,0.0,0.0,79.37,79.37,79.37,0.0,0.0,79.8,79.8,79.8,0.0,0.0
2019-03-31,79.47,79.47,79.47,0.0,0.0,79.47,79.47,79.47,0.0,0.0,78.57,78.57,78.57,0.0,0.0,79.4,79.4,79.4,0.0,0.0
2019-04-07,79.14,79.14,79.14,0.0,0.0,79.43,79.43,79.43,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2019-04-14,73.89,73.89,73.89,0.0,0.0,75.0,75.0,75.0,0.0,0.0,73.7,73.7,73.7,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2019-04-21,77.51,77.51,77.51,0.0,0.0,77.63,77.63,77.63,0.0,0.0,76.88,76.88,76.88,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2019-04-28,78.39,78.39,78.39,0.0,0.0,80.54,80.54,80.54,0.0,0.0,78.26,78.26,78.26,0.0,0.0,80.45,80.45,80.45,0.0,0.0
2019-05-05,76.2,76.2,76.2,0.0,0.0,76.7,76.7,76.7,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.81,75.81,75.81,0.0,0.0
2019-05-12,76.0,76.0,76.0,0.0,0.0,76.32,76.32,76.32,0.0,0.0,75.29,75.29,75.29,0.0,0.0,75.98,75.98,75.98,0.0,0.0
2019-05-19,75.57,75.57,75.57,0.0,0.0,76.13,76.13,76.13,0.0,0.0,75.48,75.48,75.48,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2019-05-26,74.69,74.69,74.69,0.0,0.0,75.08,75.08,75.08,0.0,0.0,74.29,74.29,74.29,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2019-06-02,78.44,78.44,78.44,0.0,0.0,79.52,79.52,79.52,0.0,0.0,78.44,78.44,78.44,0.0,0.0,79.17,79.17,79.17,0.0,0.0
2019-06-09,79.49,79.49,79.49,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.17,79.17,79.17,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2019-06-16,81.25,81.25,81.25,0.0,0.0,81.45,81.45,81.45,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2019-06-23,82.66,82.66,82.66,0.0,0.0,82.86,82.86,82.86,0.0,0.0,81.6,81.6,81.6,0.0,0.0,82.01,82.01,82.01,0.0,0.0
2019-06-30,81.36,81.36,81.36,0.0,0.0,81.36,81.36,81.36,0.0,0.0,80.77,80.77,80.77,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2019-07-07,81.61,81.61,81.61,0.0,0.0,82.0,82.0,82.0,0.0,0.0,81.27,81.27,81.27,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2019-07-14,81.61,81.61,81.61,0.0,0.0,82.1,82.1,82.1,0.0,0.0,81.44,81.44,81.44,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2019-07-21,82.5,82.5,82.5,0.0,0.0,82.61,82.61,82.61,0.0,0.0,81.85,81.85,81.85,0.0,0.0,82.61,82.61,82.61,0.0,0.0
2019-07-28,80.8,80.8,80.8,0.0,0.0,81.49,81.49,81.49,0.0,0.0,78.88,78.88,78.88,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2019-08-04,79.56,79.56,79.56,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.14,79.14,79.14,0.0,0.0,79.4,79.4,79.4,0.0,0.0
2019-08-11,80.28,80.28,80.28,0.0,0.0,80.5,80.5,80.5,0.0,0.0,79.92,79.92,79.92,0.0,0.0,80.12,80.12,80.12,0.0,0.0
2019-08-18,78.43,78.43,78.43,0.0,0.0,78.68,78.68,78.68,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.68,78.68,78.68,0.0,0.0
2019-08-25,80.13,80.13,80.13,0.0,0.0,80.13,80.13,80.13,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.64,79.64,79.64,0.0,0.0
2019-09-01,79.13,79.13,79.13,0.0,0.0,79.13,79.13,79.13,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.57,77.57,77.57,0.0,0.0
2019-09-08,79.68,79.68,79.68,0.0,0.0,80.47,80.47,80.47,0.0,0.0,79.19,79.19,79.19,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2019-09-15,80.37,80.37,80.37,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.22,80.22,80.22,0.0,0.0,80.37,80.37,80.37,0.0,0.0
2019-09-22,77.32,77.32,77.32,0.0,0.0,78.56,78.56,78.56,0.0,0.0,77.32,77.32,77.32,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2019-09-29,76.28,76.28,76.28,0.0,0.0,76.66,76.66,76.66,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2019-10-06,75.91,75.91,75.91,0.0,0.0,76.19,76.19,76.19,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2019-10-13,78.57,78.57,78.57,0.0,0.0,78.69,78.69,78.69,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.81,77.81,77.81,0.0,0.0
2019-10-20,77.64,77.64,77.64,0.0,0.0,78.95,78.95,78.95,0.0,0.0,77.38,77.38,77.38,0.0,0.0,78.78,78.78,78.78,0.0,0.0
2019-10-27,80.77,80.77,80.77,0.0,0.0,81.28,81.28,81.28,0.0,0.0,80.45,80.45,80.45,0.0,0.0,80.96,80.96,80.96,0.0,0.0
2019-11-03,80.87,80.87,80.87,0.0,0.0,81.36,81.36,81.36,0.0,0.0,80.65,80.65,80.65,0.0,0.0,81.12,81.12,81.12,0.0,0.0
2019-11-10,82.95,82.95,82.95,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.41,82.41,82.41,0.0,0.0
2019-11-17,83.74,83.74,83.74,0.0,0.0,85.3,85.3,85.3,0.0,0.0,83.54,83.54,83.54,0.0,0.0,85.16,85.16,85.16,0.0,0.0
2019-11-24,85.28,85.28,85.28,0.0,0.0,85.28,85.28,85.28,0.0,0.0,84.29,84.29,84.29,0.0,0.0,84.6,84.6,84.6,0.0,0.0
2019-12-01,85.5,85.5,85.5,0.0,0.0,85.58,85.58,85.58,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.1,84.1,84.1,0.0,0.0
2019-12-08,85.09,85.09,85.09,0.0,0.0,85.47,85.47,85.47,0.0,0.0,84.54,84.54,84.54,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2019-12-15,85.68,85.68,85.68,0.0,0.0,86.46,86.46,86.46,0.0,0.0,85.06,85.06,85.06,0.0,0.0,86.19,86.19,86.19,0.0,0.0
2019-12-22,85.83,85.83,85.83,0.0,0.0,85.83,85.83,85.83,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.24,85.24,85.24,0.0,0.0
2019-12-29,84.97,84.97,84.97,0.0,0.0,85.64,85.64,85.64,0.0,0.0,84.5,84.5,84.5,0.0,0.0,85.39,85.39,85.39,0.0,0.0
