Date,Deutsche X-trackers Harvest CSI 500_Open_average,Deutsche X-trackers Harvest CSI 500_Open_max,Deutsche X-trackers Harvest CSI 500_Open_min,Deutsche X-trackers Harvest CSI 500_Open_volatility,Deutsche X-trackers Harvest CSI 500_Open_change,Deutsche X-trackers Harvest CSI 500_High_average,Deutsche X-trackers Harvest CSI 500_High_max,Deutsche X-trackers Harvest CSI 500_High_min,Deutsche X-trackers Harvest CSI 500_High_volatility,Deutsche X-trackers Harvest CSI 500_High_change,Deutsche X-trackers Harvest CSI 500_Low_average,Deutsche X-trackers Harvest CSI 500_Low_max,Deutsche X-trackers Harvest CSI 500_Low_min,Deutsche X-trackers Harvest CSI 500_Low_volatility,Deutsche X-trackers Harvest CSI 500_Low_change,Deutsche X-trackers Harvest CSI 500_Close_average,Deutsche X-trackers Harvest CSI 500_Close_max,Deutsche X-trackers Harvest CSI 500_Close_min,Deutsche X-trackers Harvest CSI 500_Close_volatility,Deutsche X-trackers Harvest CSI 500_Close_change
2018-01-14,36.1,36.1,36.1,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-01-21,36.19,36.19,36.19,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-01-28,34.47,34.47,34.47,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2018-02-04,32.55,32.55,32.55,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-02-11,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-02-18,34.46,34.46,34.46,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.46,34.46,34.46,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-02-25,34.67,34.67,34.67,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.67,34.67,34.67,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-03-04,36.0,36.0,36.0,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2018-03-11,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-03-18,34.01,34.01,34.01,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-03-25,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-04-01,34.6,34.6,34.6,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2018-04-08,34.72,34.72,34.72,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-04-15,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2018-04-22,33.99,33.99,33.99,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-04-29,34.35,34.35,34.35,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-05-06,34.42,34.42,34.42,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-05-13,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2018-05-20,33.7,33.7,33.7,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-05-27,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2018-06-03,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-06-10,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-06-17,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-06-24,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-07-01,27.93,27.93,27.93,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.93,27.93,27.93,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-07-08,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-07-15,27.86,27.86,27.86,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2018-07-22,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2018-07-29,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-08-05,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2018-08-12,26.0,26.0,26.0,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-08-19,26.35,26.35,26.35,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2018-08-26,25.62,25.62,25.62,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-09-02,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-09-09,24.39,24.39,24.39,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-09-16,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-09-23,25.44,25.44,25.44,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-09-30,24.39,24.39,24.39,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2018-10-07,22.43,22.43,22.43,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-10-14,22.7,22.7,22.7,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-10-21,22.12,22.12,22.12,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.91,21.91,21.91,0.0,0.0
