Date,JNJ_Open_average,JNJ_Open_max,JNJ_Open_min,JNJ_Open_volatility,JNJ_Open_change,JNJ_High_average,JNJ_High_max,JNJ_High_min,JNJ_High_volatility,JNJ_High_change,JNJ_Low_average,JNJ_Low_max,JNJ_Low_min,JNJ_Low_volatility,JNJ_Low_change,JNJ_Close_average,JNJ_Close_max,JNJ_Close_min,JNJ_Close_volatility,JNJ_Close_change,JNJ_Volume_average,JNJ_Volume_max,JNJ_Volume_min,JNJ_Volume_volatility,JNJ_Volume_change
2018-01-14,147.132,147.84,146.42,1.420000000000016,0.5900000000000034,147.922,148.32,147.44,0.8799999999999955,0.07999999999998408,146.124,146.72,145.48,1.240000000000009,0.6899999999999977,147.252,148.14,146.86,1.2799999999999727,1.2799999999999727,8145540,10619654,5554815,5064839,-1793567
2018-01-21,144.424,146.96,142.31,4.650000000000006,-2.1100000000000136,145.24,147.44,143.56,3.8799999999999955,-2.5,142.65800000000002,144.13,141.62,2.509999999999991,1.9099999999999966,143.46200000000002,145.33,141.83,3.5,1.8499999999999943,10905187,17473632,7938846,9534786,-9460188
2018-01-28,139.82,143.4,136.58,6.819999999999993,-6.819999999999993,140.884,143.82,137.0,6.819999999999993,-6.819999999999993,135.412,142.43,122.15,20.28,-20.28,137.742,142.43,130.39,12.04000000000002,-12.04000000000002,12024757,19954144,8376092,11578052,11578052
2018-02-04,130.066,131.89,127.52,4.36999999999999,-0.009999999999990905,131.982,133.43,130.92,2.5100000000000193,-1.670000000000016,127.716,131.35,125.44,5.909999999999997,-0.3199999999999932,129.882,131.83,126.36,5.470000000000013,-1.5600000000000023,13283795,19193520,9963943,9229577,-9229577
2018-02-11,129.9275,130.96,129.21,1.75,1.75,131.58499999999998,134.45,130.01,4.439999999999998,3.8499999999999943,129.33249999999998,130.84,128.39,2.450000000000017,2.140000000000015,131.0025,133.15,129.67,3.480000000000018,3.1899999999999977,6543800,7970065,5606447,2363618,1631036
2018-02-18,131.114,132.87,130.09,2.780000000000001,-1.1599999999999966,132.478,133.45,131.02,2.4299999999999784,-0.03999999999999204,130.204,131.0,129.48,1.5200000000000102,0.3400000000000034,130.956,132.07,129.91,2.1599999999999966,1.1999999999999886,6137015,6684416,5126832,1557584,120878
2018-02-25,129.762,132.21,126.91,5.300000000000011,-3.5800000000000125,130.99,133.09,129.11,3.9799999999999898,-2.789999999999992,128.61599999999999,131.6,126.52,5.079999999999998,-3.4199999999999875,129.488,131.67,127.28,4.389999999999986,-1.8799999999999955,7455744,9424007,5799799,3624208,-1358751
2018-03-04,130.624,133.8,127.48,6.320000000000007,3.8000000000000114,131.976,134.23,129.33,4.899999999999977,4.030000000000001,129.68,132.32,127.27,5.049999999999997,4.3999999999999915,131.15,133.8,128.22,5.5800000000000125,4.409999999999997,6172282,7557814,4942046,2615768,-604484
2018-03-11,133.62,135.24,132.55,2.6899999999999977,-0.45000000000001705,134.64,135.7,133.47,2.2299999999999898,-1.9199999999999875,131.856,133.45,129.36,4.089999999999975,-4.089999999999975,132.73,134.35,130.24,4.109999999999985,-4.109999999999985,8464113,14233523,6016952,8216571,-3135354
2018-03-18,129.338,131.4,126.41,4.990000000000009,-4.3700000000000045,130.13,132.78,127.54,5.239999999999995,-4.239999999999995,127.45,130.66,124.9,5.759999999999991,-4.170000000000002,128.454,131.21,125.1,6.110000000000014,-3.8200000000000074,7148763,8452497,5158743,3293754,2143991
2018-03-25,127.6325,127.97,127.11,0.8599999999999994,0.7099999999999937,128.69,129.1,127.88,1.2199999999999989,-1.2199999999999989,125.99,127.21,123.54,3.6699999999999875,-2.8499999999999943,126.8425,128.15,124.56,3.5900000000000034,-2.6499999999999915,7423680,8916907,6119424,2797483,1127046
2018-04-01,128.272,130.41,125.18,5.22999999999999,3.469999999999999,130.518,131.2,128.49,2.7099999999999795,2.6499999999999773,126.932,129.5,124.68,4.819999999999993,3.0,129.41,130.71,128.1,2.6100000000000136,1.1299999999999955,6833770,8034954,5621686,2413268,-1639106
2018-04-08,130.396,131.41,129.14,2.2700000000000102,1.1599999999999966,131.374,132.88,130.35,2.530000000000001,1.9699999999999989,129.818,131.28,129.03,2.25,1.990000000000009,130.538,131.76,129.63,2.1299999999999955,1.509999999999991,5265311,6379562,4559776,1819786,310013
2018-04-15,128.862,132.11,126.88,5.230000000000018,-5.230000000000018,129.19400000000002,132.2,127.3,4.8999999999999915,-4.8999999999999915,126.918,128.81,125.78,3.030000000000001,-3.030000000000001,127.86,130.54,126.66,3.8799999999999955,-3.7099999999999937,8319522,11008695,5959525,5049170,-3506825
