Date,SPDR DoubleLine EM Fixed Income_Open_average,SPDR DoubleLine EM Fixed Income_Open_max,SPDR DoubleLine EM Fixed Income_Open_min,SPDR DoubleLine EM Fixed Income_Open_volatility,SPDR DoubleLine EM Fixed Income_Open_change,SPDR DoubleLine EM Fixed Income_High_average,SPDR DoubleLine EM Fixed Income_High_max,SPDR DoubleLine EM Fixed Income_High_min,SPDR DoubleLine EM Fixed Income_High_volatility,SPDR DoubleLine EM Fixed Income_High_change,SPDR DoubleLine EM Fixed Income_Low_average,SPDR DoubleLine EM Fixed Income_Low_max,SPDR DoubleLine EM Fixed Income_Low_min,SPDR DoubleLine EM Fixed Income_Low_volatility,SPDR DoubleLine EM Fixed Income_Low_change,SPDR DoubleLine EM Fixed Income_Close_average,SPDR DoubleLine EM Fixed Income_Close_max,SPDR DoubleLine EM Fixed Income_Close_min,SPDR DoubleLine EM Fixed Income_Close_volatility,SPDR DoubleLine EM Fixed Income_Close_change
2018-05-13,48.59,48.59,48.59,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-05-20,48.68,48.68,48.68,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-05-27,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2018-06-03,48.32,48.32,48.32,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-06-10,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-06-17,48.3,48.3,48.3,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-06-24,48.3,48.3,48.3,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-07-01,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-07-08,48.78,48.78,48.78,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-07-15,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2018-07-22,48.94,48.94,48.94,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-07-29,48.8,48.8,48.8,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2018-08-05,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2018-08-12,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-08-19,48.38,48.38,48.38,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-08-26,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2018-09-02,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-09-09,48.27,48.27,48.27,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-09-16,48.45,48.45,48.45,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-09-23,48.39,48.39,48.39,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-09-30,48.18,48.18,48.18,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2018-10-07,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-10-14,48.31,48.31,48.31,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-10-21,48.23,48.23,48.23,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-10-28,48.08,48.08,48.08,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-11-04,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-11-11,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2018-11-18,47.64,47.64,47.64,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2018-11-25,47.58,47.58,47.58,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-12-02,47.64,47.64,47.64,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-12-09,47.62,47.62,47.62,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-12-16,47.4,47.4,47.4,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-12-23,47.69,47.69,47.69,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-12-30,47.85,47.85,47.85,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-01-06,48.28,48.28,48.28,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-01-13,48.37,48.37,48.37,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-01-20,48.57,48.57,48.57,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2019-01-27,48.74,48.74,48.74,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-02-03,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-02-10,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2019-02-17,49.05,49.05,49.05,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-02-24,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-03-03,48.93,48.93,48.93,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-03-10,49.19,49.19,49.19,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-03-17,49.6,49.6,49.6,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-03-24,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-03-31,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-04-07,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-04-14,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-04-21,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-04-28,49.57,49.57,49.57,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-05-05,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-05-12,49.81,49.81,49.81,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-05-19,49.94,49.94,49.94,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-05-26,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-06-02,50.08,50.08,50.08,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-06-09,50.51,50.51,50.51,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-06-16,50.98,50.98,50.98,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-06-23,51.08,51.08,51.08,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-06-30,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-07-07,51.25,51.25,51.25,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-07-14,51.32,51.32,51.32,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-07-21,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-07-28,51.21,51.21,51.21,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-08-04,51.02,51.02,51.02,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-08-11,50.8,50.8,50.8,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-08-18,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-08-25,50.64,50.64,50.64,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-09-01,50.74,50.74,50.74,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-09-08,50.39,50.39,50.39,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2019-09-15,50.74,50.74,50.74,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-09-22,50.72,50.72,50.72,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-09-29,50.79,50.79,50.79,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-10-06,50.84,50.84,50.84,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-10-13,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-10-20,50.86,50.86,50.86,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-10-27,50.71,50.71,50.71,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-11-03,50.5,50.5,50.5,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-11-10,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-11-17,50.78,50.78,50.78,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-11-24,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-12-01,50.72,50.72,50.72,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-12-08,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-12-15,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-12-22,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-12-29,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.28,51.28,51.28,0.0,0.0
