Date,Guggenheim Invest S&P MidCap 400 Pure Growth_Open_average,Guggenheim Invest S&P MidCap 400 Pure Growth_Open_max,Guggenheim Invest S&P MidCap 400 Pure Growth_Open_min,Guggenheim Invest S&P MidCap 400 Pure Growth_Open_volatility,Guggenheim Invest S&P MidCap 400 Pure Growth_Open_change,Guggenheim Invest S&P MidCap 400 Pure Growth_High_average,Guggenheim Invest S&P MidCap 400 Pure Growth_High_max,Guggenheim Invest S&P MidCap 400 Pure Growth_High_min,Guggenheim Invest S&P MidCap 400 Pure Growth_High_volatility,Guggenheim Invest S&P MidCap 400 Pure Growth_High_change,Guggenheim Invest S&P MidCap 400 Pure Growth_Low_average,Guggenheim Invest S&P MidCap 400 Pure Growth_Low_max,Guggenheim Invest S&P MidCap 400 Pure Growth_Low_min,Guggenheim Invest S&P MidCap 400 Pure Growth_Low_volatility,Guggenheim Invest S&P MidCap 400 Pure Growth_Low_change,Guggenheim Invest S&P MidCap 400 Pure Growth_Close_average,Guggenheim Invest S&P MidCap 400 Pure Growth_Close_max,Guggenheim Invest S&P MidCap 400 Pure Growth_Close_min,Guggenheim Invest S&P MidCap 400 Pure Growth_Close_volatility,Guggenheim Invest S&P MidCap 400 Pure Growth_Close_change
2018-07-15,165.76,165.76,165.76,0.0,0.0,166.63,166.63,166.63,0.0,0.0,165.76,165.76,165.76,0.0,0.0,166.3,166.3,166.3,0.0,0.0
2018-07-22,162.01,162.01,162.01,0.0,0.0,162.01,162.01,162.01,0.0,0.0,160.17,160.17,160.17,0.0,0.0,160.17,160.17,160.17,0.0,0.0
2018-07-29,163.85,163.85,163.85,0.0,0.0,164.73,164.73,164.73,0.0,0.0,163.81,163.81,163.81,0.0,0.0,164.68,164.68,164.68,0.0,0.0
2018-08-05,163.57,163.57,163.57,0.0,0.0,163.57,163.57,163.57,0.0,0.0,162.16,162.16,162.16,0.0,0.0,162.71,162.71,162.71,0.0,0.0
2018-08-12,164.27,164.27,164.27,0.0,0.0,164.92,164.92,164.92,0.0,0.0,163.93,163.93,163.93,0.0,0.0,164.78,164.78,164.78,0.0,0.0
2018-08-19,167.35,167.35,167.35,0.0,0.0,168.07,168.07,168.07,0.0,0.0,167.35,167.35,167.35,0.0,0.0,167.64,167.64,167.64,0.0,0.0
2018-08-26,167.97,167.97,167.97,0.0,0.0,169.23,169.23,169.23,0.0,0.0,167.97,167.97,167.97,0.0,0.0,169.23,169.23,169.23,0.0,0.0
2018-09-02,168.32,168.32,168.32,0.0,0.0,168.52,168.52,168.52,0.0,0.0,167.88,167.88,167.88,0.0,0.0,168.32,168.32,168.32,0.0,0.0
2018-09-09,169.28,169.28,169.28,0.0,0.0,169.28,169.28,169.28,0.0,0.0,166.55,166.55,166.55,0.0,0.0,166.55,166.55,166.55,0.0,0.0
2018-09-16,165.97,165.97,165.97,0.0,0.0,166.1,166.1,166.1,0.0,0.0,165.15,165.15,165.15,0.0,0.0,165.94,165.94,165.94,0.0,0.0
2018-09-23,165.77,165.77,165.77,0.0,0.0,165.77,165.77,165.77,0.0,0.0,163.24,163.24,163.24,0.0,0.0,163.24,163.24,163.24,0.0,0.0
2018-09-30,156.54,156.54,156.54,0.0,0.0,157.03,157.03,157.03,0.0,0.0,155.43,155.43,155.43,0.0,0.0,157.03,157.03,157.03,0.0,0.0
2018-10-07,149.59,149.59,149.59,0.0,0.0,151.05,151.05,151.05,0.0,0.0,149.28,149.28,149.28,0.0,0.0,150.62,150.62,150.62,0.0,0.0
2018-10-14,150.22,150.22,150.22,0.0,0.0,150.22,150.22,150.22,0.0,0.0,148.65,148.65,148.65,0.0,0.0,148.97,148.97,148.97,0.0,0.0
2018-10-21,145.79,145.79,145.79,0.0,0.0,146.72,146.72,146.72,0.0,0.0,140.14,140.14,140.14,0.0,0.0,141.85,141.85,141.85,0.0,0.0
2018-10-28,151.76,151.76,151.76,0.0,0.0,152.04,152.04,152.04,0.0,0.0,149.75,149.75,149.75,0.0,0.0,151.0,151.0,151.0,0.0,0.0
2018-11-04,150.01,150.01,150.01,0.0,0.0,150.01,150.01,150.01,0.0,0.0,147.1,147.1,147.1,0.0,0.0,147.1,147.1,147.1,0.0,0.0
2018-11-11,147.73,147.73,147.73,0.0,0.0,147.73,147.73,147.73,0.0,0.0,145.11,145.11,145.11,0.0,0.0,145.45,145.45,145.45,0.0,0.0
2018-11-18,146.57,146.57,146.57,0.0,0.0,147.57,147.57,147.57,0.0,0.0,146.53,146.53,146.53,0.0,0.0,147.37,147.37,147.37,0.0,0.0
2018-11-25,153.06,153.06,153.06,0.0,0.0,153.29,153.29,153.29,0.0,0.0,151.47,151.47,151.47,0.0,0.0,153.25,153.25,153.25,0.0,0.0
2018-12-02,141.21,141.21,141.21,0.0,0.0,141.94,141.94,141.94,0.0,0.0,139.06,139.06,139.06,0.0,0.0,141.42,141.42,141.42,0.0,0.0
2018-12-09,135.77,135.77,135.77,0.0,0.0,138.71,138.71,138.71,0.0,0.0,134.75,134.75,134.75,0.0,0.0,135.31,135.31,135.31,0.0,0.0
2018-12-16,126.81,126.81,126.81,0.0,0.0,126.81,126.81,126.81,0.0,0.0,124.17,124.17,124.17,0.0,0.0,124.17,124.17,124.17,0.0,0.0
2018-12-23,131.19,131.19,131.19,0.0,0.0,131.85,131.85,131.85,0.0,0.0,130.26,130.26,130.26,0.0,0.0,131.71,131.71,131.71,0.0,0.0
2018-12-30,134.07,134.07,134.07,0.0,0.0,136.85,136.85,136.85,0.0,0.0,134.07,134.07,134.07,0.0,0.0,136.39,136.39,136.39,0.0,0.0
2019-01-06,139.66,139.66,139.66,0.0,0.0,140.21,140.21,140.21,0.0,0.0,139.45,139.45,139.45,0.0,0.0,139.51,139.51,139.51,0.0,0.0
2019-01-13,143.84,143.84,143.84,0.0,0.0,145.13,145.13,145.13,0.0,0.0,143.65,143.65,143.65,0.0,0.0,145.13,145.13,145.13,0.0,0.0
2019-01-20,144.46,144.46,144.46,0.0,0.0,145.23,145.23,145.23,0.0,0.0,144.46,144.46,144.46,0.0,0.0,145.05,145.05,145.05,0.0,0.0
2019-01-27,147.94,147.94,147.94,0.0,0.0,148.42,148.42,148.42,0.0,0.0,147.0,147.0,147.0,0.0,0.0,148.4,148.4,148.4,0.0,0.0
2019-02-03,147.48,147.48,147.48,0.0,0.0,148.44,148.44,148.44,0.0,0.0,147.48,147.48,147.48,0.0,0.0,148.44,148.44,148.44,0.0,0.0
2019-02-10,152.01,152.01,152.01,0.0,0.0,153.0,153.0,153.0,0.0,0.0,152.01,152.01,152.01,0.0,0.0,153.0,153.0,153.0,0.0,0.0
2019-02-17,155.0,155.0,155.0,0.0,0.0,155.0,155.0,155.0,0.0,0.0,154.01,154.01,154.01,0.0,0.0,154.01,154.01,154.01,0.0,0.0
2019-02-24,154.51,154.51,154.51,0.0,0.0,154.51,154.51,154.51,0.0,0.0,151.07,151.07,151.07,0.0,0.0,152.37,152.37,152.37,0.0,0.0
2019-03-03,147.69,147.69,147.69,0.0,0.0,149.41,149.41,149.41,0.0,0.0,147.69,147.69,147.69,0.0,0.0,149.41,149.41,149.41,0.0,0.0
2019-03-10,150.59,150.59,150.59,0.0,0.0,151.76,151.76,151.76,0.0,0.0,150.56,150.56,150.56,0.0,0.0,151.54,151.54,151.54,0.0,0.0
2019-03-17,148.27,148.27,148.27,0.0,0.0,149.43,149.43,149.43,0.0,0.0,147.7,147.7,147.7,0.0,0.0,148.79,148.79,148.79,0.0,0.0
2019-03-24,152.35,152.35,152.35,0.0,0.0,152.76,152.76,152.76,0.0,0.0,152.0,152.0,152.0,0.0,0.0,152.76,152.76,152.76,0.0,0.0
2019-03-31,153.47,153.47,153.47,0.0,0.0,153.59,153.59,153.59,0.0,0.0,153.1,153.1,153.1,0.0,0.0,153.56,153.56,153.56,0.0,0.0
2019-04-07,154.02,154.02,154.02,0.0,0.0,154.17,154.17,154.17,0.0,0.0,153.5,153.5,153.5,0.0,0.0,153.91,153.91,153.91,0.0,0.0
2019-04-14,151.1,151.1,151.1,0.0,0.0,151.39,151.39,151.39,0.0,0.0,150.78,150.78,150.78,0.0,0.0,151.22,151.22,151.22,0.0,0.0
2019-04-21,153.56,153.56,153.56,0.0,0.0,153.58,153.58,153.58,0.0,0.0,153.4,153.4,153.4,0.0,0.0,153.4,153.4,153.4,0.0,0.0
2019-04-28,149.96,149.96,149.96,0.0,0.0,152.53,152.53,152.53,0.0,0.0,149.96,149.96,149.96,0.0,0.0,152.3,152.3,152.3,0.0,0.0
2019-05-05,146.17,146.17,146.17,0.0,0.0,146.17,146.17,146.17,0.0,0.0,144.09,144.09,144.09,0.0,0.0,144.29,144.29,144.29,0.0,0.0
2019-05-12,144.83,144.83,144.83,0.0,0.0,145.59,145.59,145.59,0.0,0.0,144.24,144.24,144.24,0.0,0.0,144.57,144.57,144.57,0.0,0.0
2019-05-19,142.14,142.14,142.14,0.0,0.0,142.55,142.55,142.55,0.0,0.0,142.14,142.14,142.14,0.0,0.0,142.46,142.46,142.46,0.0,0.0
2019-05-26,139.56,139.56,139.56,0.0,0.0,140.2,140.2,140.2,0.0,0.0,139.36,139.36,139.36,0.0,0.0,139.61,139.61,139.61,0.0,0.0
2019-06-02,146.2,146.2,146.2,0.0,0.0,147.0,147.0,147.0,0.0,0.0,145.75,145.75,145.75,0.0,0.0,145.82,145.82,145.82,0.0,0.0
2019-06-09,145.84,145.84,145.84,0.0,0.0,146.59,146.59,146.59,0.0,0.0,145.68,145.68,145.68,0.0,0.0,146.25,146.25,146.25,0.0,0.0
2019-06-16,147.8,147.8,147.8,0.0,0.0,147.8,147.8,147.8,0.0,0.0,145.68,145.68,145.68,0.0,0.0,145.76,145.76,145.76,0.0,0.0
2019-06-23,150.2,150.2,150.2,0.0,0.0,150.2,150.2,150.2,0.0,0.0,148.03,148.03,148.03,0.0,0.0,148.56,148.56,148.56,0.0,0.0
2019-06-30,149.68,149.68,149.68,0.0,0.0,150.12,150.12,150.12,0.0,0.0,148.98,148.98,148.98,0.0,0.0,149.13,149.13,149.13,0.0,0.0
2019-07-07,149.36,149.36,149.36,0.0,0.0,149.81,149.81,149.81,0.0,0.0,149.23,149.23,149.23,0.0,0.0,149.29,149.29,149.29,0.0,0.0
2019-07-14,146.42,146.42,146.42,0.0,0.0,147.05,147.05,147.05,0.0,0.0,146.35,146.35,146.35,0.0,0.0,146.35,146.35,146.35,0.0,0.0
2019-07-21,147.06,147.06,147.06,0.0,0.0,147.27,147.27,147.27,0.0,0.0,147.03,147.03,147.03,0.0,0.0,147.27,147.27,147.27,0.0,0.0
2019-07-28,140.25,140.25,140.25,0.0,0.0,140.25,140.25,140.25,0.0,0.0,137.91,137.91,137.91,0.0,0.0,138.69,138.69,138.69,0.0,0.0
2019-08-04,140.12,140.12,140.12,0.0,0.0,140.12,140.12,140.12,0.0,0.0,137.97,137.97,137.97,0.0,0.0,137.97,137.97,137.97,0.0,0.0
2019-08-11,139.9,139.9,139.9,0.0,0.0,140.48,140.48,140.48,0.0,0.0,139.9,139.9,139.9,0.0,0.0,140.26,140.26,140.26,0.0,0.0
2019-08-18,137.72,137.72,137.72,0.0,0.0,138.04,138.04,138.04,0.0,0.0,137.04,137.04,137.04,0.0,0.0,138.01,138.01,138.01,0.0,0.0
2019-08-25,140.26,140.26,140.26,0.0,0.0,140.26,140.26,140.26,0.0,0.0,139.2,139.2,139.2,0.0,0.0,139.52,139.52,139.52,0.0,0.0
2019-09-01,141.82,141.82,141.82,0.0,0.0,141.82,141.82,141.82,0.0,0.0,141.03,141.03,141.03,0.0,0.0,141.74,141.74,141.74,0.0,0.0
2019-09-08,144.9,144.9,144.9,0.0,0.0,146.24,146.24,146.24,0.0,0.0,144.9,144.9,144.9,0.0,0.0,146.0,146.0,146.0,0.0,0.0
2019-09-15,143.08,143.08,143.08,0.0,0.0,144.02,144.02,144.02,0.0,0.0,143.08,143.08,143.08,0.0,0.0,143.68,143.68,143.68,0.0,0.0
2019-09-22,140.47,140.47,140.47,0.0,0.0,141.79,141.79,141.79,0.0,0.0,140.47,140.47,140.47,0.0,0.0,141.36,141.36,141.36,0.0,0.0
2019-09-29,140.12,140.12,140.12,0.0,0.0,140.65,140.65,140.65,0.0,0.0,139.7,139.7,139.7,0.0,0.0,139.7,139.7,139.7,0.0,0.0
2019-10-06,140.8,140.8,140.8,0.0,0.0,140.94,140.94,140.94,0.0,0.0,140.18,140.18,140.18,0.0,0.0,140.73,140.73,140.73,0.0,0.0
2019-10-13,143.64,143.64,143.64,0.0,0.0,143.83,143.83,143.83,0.0,0.0,143.42,143.42,143.42,0.0,0.0,143.47,143.47,143.47,0.0,0.0
2019-10-20,144.45,144.45,144.45,0.0,0.0,145.2,145.2,145.2,0.0,0.0,144.45,144.45,144.45,0.0,0.0,144.79,144.79,144.79,0.0,0.0
2019-10-27,146.85,146.85,146.85,0.0,0.0,147.44,147.44,147.44,0.0,0.0,146.84,146.84,146.84,0.0,0.0,147.2,147.2,147.2,0.0,0.0
2019-11-03,147.64,147.64,147.64,0.0,0.0,148.31,148.31,148.31,0.0,0.0,147.64,147.64,147.64,0.0,0.0,148.25,148.25,148.25,0.0,0.0
2019-11-10,148.91,148.91,148.91,0.0,0.0,149.42,149.42,149.42,0.0,0.0,148.87,148.87,148.87,0.0,0.0,149.24,149.24,149.24,0.0,0.0
2019-11-17,148.79,148.79,148.79,0.0,0.0,151.06,151.06,151.06,0.0,0.0,148.79,148.79,148.79,0.0,0.0,151.04,151.04,151.04,0.0,0.0
2019-11-24,151.12,151.12,151.12,0.0,0.0,151.12,151.12,151.12,0.0,0.0,149.58,149.58,149.58,0.0,0.0,149.63,149.63,149.63,0.0,0.0
2019-12-01,151.08,151.08,151.08,0.0,0.0,151.09,151.09,151.09,0.0,0.0,150.45,150.45,150.45,0.0,0.0,150.45,150.45,150.45,0.0,0.0
2019-12-08,151.32,151.32,151.32,0.0,0.0,152.52,152.52,152.52,0.0,0.0,151.32,151.32,151.32,0.0,0.0,151.62,151.62,151.62,0.0,0.0
2019-12-15,153.2,153.2,153.2,0.0,0.0,153.2,153.2,153.2,0.0,0.0,152.85,152.85,152.85,0.0,0.0,153.02,153.02,153.02,0.0,0.0
2019-12-22,153.12,153.12,153.12,0.0,0.0,153.76,153.76,153.76,0.0,0.0,152.44,152.44,152.44,0.0,0.0,153.15,153.15,153.15,0.0,0.0
2019-12-29,152.55,152.55,152.55,0.0,0.0,154.21,154.21,154.21,0.0,0.0,152.55,152.55,152.55,0.0,0.0,153.84,153.84,153.84,0.0,0.0
