Date,GCBC_Open_average,GCBC_Open_max,GCBC_Open_min,GCBC_Open_volatility,GCBC_Open_change,GCBC_High_average,GCBC_High_max,GCBC_High_min,GCBC_High_volatility,GCBC_High_change,GCBC_Low_average,GCBC_Low_max,GCBC_Low_min,GCBC_Low_volatility,GCBC_Low_change,GCBC_Close_average,GCBC_Close_max,GCBC_Close_min,GCBC_Close_volatility,GCBC_Close_change,GCBC_Volume_average,GCBC_Volume_max,GCBC_Volume_min,GCBC_Volume_volatility,GCBC_Volume_change
2018-01-14,36.016,36.49,35.55,0.9400000000000048,0.39000000000000057,36.61,36.95,36.25,0.7000000000000028,-0.25,35.814,36.2,35.55,0.6500000000000057,0.20000000000000284,36.29,36.45,35.7,0.75,-0.05000000000000426,3996,7337,1672,5665,2749
2018-01-21,36.614,36.75,36.4,0.3500000000000014,0.3500000000000014,36.692,36.85,36.5,0.3500000000000014,0.25,36.31,36.4,35.95,0.44999999999999574,-0.44999999999999574,36.384,36.59,35.95,0.6400000000000006,-0.44999999999999574,3966,7377,2178,5199,678
2018-01-28,35.769999999999996,36.5,35.35,1.1499999999999986,-0.45000000000000284,36.32,36.7,35.75,0.9500000000000028,-0.10000000000000142,34.49,36.0,31.5,4.5,-1.7999999999999972,35.65,36.7,34.2,2.5,-2.0,2960,4389,1361,3028,-122
2018-02-04,35.15,35.6,34.65,0.9500000000000028,0.75,35.92,36.35,35.7,0.6499999999999986,0.04999999999999716,35.042,35.35,34.5,0.8500000000000014,0.8500000000000014,35.58,35.75,35.3,0.45000000000000284,0.04999999999999716,3588,5028,2239,2789,-770
2018-02-11,35.4825,35.68,35.25,0.4299999999999997,-0.25,35.6,35.9,35.45,0.44999999999999574,-0.04999999999999716,35.2375,35.5,35.0,0.5,-0.25,35.4,35.55,35.2,0.3499999999999943,0.05000000000000426,2034,4174,823,3351,-2270
2018-02-18,34.46,35.05,34.0,1.0499999999999972,-0.8499999999999943,34.9,35.5,34.5,1.0,0.10000000000000142,34.3,34.75,34.0,0.75,-0.5499999999999972,34.62,35.4,34.05,1.3500000000000014,0.6499999999999986,1671,3673,534,3139,1934
2018-02-25,35.79,36.85,34.08,2.770000000000003,1.7000000000000028,36.89,37.4,36.05,1.3500000000000014,1.3500000000000014,35.456,36.7,34.08,2.6200000000000045,1.5500000000000043,36.4,37.15,35.95,1.1999999999999957,1.1000000000000014,5370,7954,2310,5644,4327
2018-03-04,36.634,37.05,36.35,0.6999999999999957,-0.07000000000000028,36.910000000000004,37.1,36.6,0.5,-0.25,36.52,36.6,36.35,0.25,-0.05000000000000426,36.64,36.8,36.5,0.29999999999999716,0.19999999999999574,2651,5135,1159,3976,288
2018-03-11,36.944,38.0,36.5,1.5,1.5,37.35,38.0,36.8,1.2000000000000028,1.2000000000000028,36.764,37.25,36.45,0.7999999999999972,0.7999999999999972,36.97,37.35,36.45,0.8999999999999986,0.8999999999999986,6048,13803,2397,11406,1175
2018-03-18,37.1,37.3,36.8,0.5,0.10000000000000142,37.23,37.45,37.0,0.45000000000000284,0.15000000000000568,37.019999999999996,37.25,36.75,0.5,0.20000000000000284,37.04,37.35,36.75,0.6000000000000014,0.30000000000000426,2276,4412,1049,3363,1452
2018-03-25,36.599999999999994,37.0,36.05,0.9500000000000028,-0.45000000000000284,37.004999999999995,37.15,36.82,0.3299999999999983,-0.3299999999999983,35.7125,36.55,34.8,1.75,0.8499999999999943,36.400000000000006,36.75,35.7,1.0499999999999972,1.0499999999999972,2338,2907,1837,1070,-969
2018-04-01,36.6,36.8,36.1,0.6999999999999957,0.25,36.86,37.1,36.55,0.5500000000000043,0.5500000000000043,36.232,36.8,35.5,1.2999999999999972,0.6999999999999957,36.69,37.1,36.1,1.0,1.0,3789,5448,1273,4175,-4175
2018-04-08,36.65,36.85,36.4,0.45000000000000284,-0.30000000000000426,36.708,37.03,36.4,0.6300000000000026,-0.37000000000000455,36.35,36.75,35.55,1.2000000000000028,-0.05000000000000426,36.53,36.75,36.3,0.45000000000000284,0.0,1605,2751,581,2170,-1465
2018-04-15,35.47,36.4,34.0,2.3999999999999986,-1.3999999999999986,36.014,36.6,35.0,1.6000000000000014,-1.6000000000000014,35.05,36.35,33.65,2.700000000000003,-1.3500000000000014,35.269999999999996,36.4,33.8,2.6000000000000014,-1.3500000000000014,1485,3429,0,3429,-1970
