Date,iShares Core 1-5 Year USD_Open_average,iShares Core 1-5 Year USD_Open_max,iShares Core 1-5 Year USD_Open_min,iShares Core 1-5 Year USD_Open_volatility,iShares Core 1-5 Year USD_Open_change,iShares Core 1-5 Year USD_High_average,iShares Core 1-5 Year USD_High_max,iShares Core 1-5 Year USD_High_min,iShares Core 1-5 Year USD_High_volatility,iShares Core 1-5 Year USD_High_change,iShares Core 1-5 Year USD_Low_average,iShares Core 1-5 Year USD_Low_max,iShares Core 1-5 Year USD_Low_min,iShares Core 1-5 Year USD_Low_volatility,iShares Core 1-5 Year USD_Low_change,iShares Core 1-5 Year USD_Close_average,iShares Core 1-5 Year USD_Close_max,iShares Core 1-5 Year USD_Close_min,iShares Core 1-5 Year USD_Close_volatility,iShares Core 1-5 Year USD_Close_change
2018-01-14,49.59,49.59,49.59,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-01-21,49.6,49.6,49.6,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-01-28,49.42,49.42,49.42,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-02-04,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2018-02-11,49.3,49.3,49.3,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-02-18,49.37,49.37,49.37,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-02-25,49.28,49.28,49.28,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-03-04,49.29,49.29,49.29,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2018-03-11,49.26,49.26,49.26,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-03-18,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-03-25,49.2,49.2,49.2,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2018-04-01,49.3,49.3,49.3,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-04-08,49.14,49.14,49.14,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-04-15,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-04-22,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-04-29,48.97,48.97,48.97,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-05-06,48.94,48.94,48.94,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-05-13,48.92,48.92,48.92,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2018-05-20,49.1,49.1,49.1,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-05-27,48.97,48.97,48.97,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-06-03,49.0,49.0,49.0,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-06-10,49.04,49.04,49.04,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-06-17,49.05,49.05,49.05,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-06-24,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-07-01,49.03,49.03,49.03,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2018-07-08,49.03,49.03,49.03,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-07-15,49.05,49.05,49.05,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-07-22,49.01,49.01,49.01,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-07-29,49.01,49.01,49.01,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-08-05,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2018-08-12,49.16,49.16,49.16,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-08-19,49.15,49.15,49.15,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-08-26,49.12,49.12,49.12,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2018-09-02,48.98,48.98,48.98,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-09-09,48.95,48.95,48.95,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-09-16,48.94,48.94,48.94,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-09-23,48.87,48.87,48.87,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-09-30,48.76,48.76,48.76,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2018-10-07,48.81,48.81,48.81,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-10-14,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2018-10-21,48.86,48.86,48.86,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2018-10-28,48.7,48.7,48.7,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-11-04,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2018-11-11,48.79,48.79,48.79,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-11-18,48.77,48.77,48.77,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-11-25,48.72,48.72,48.72,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2018-12-02,48.86,48.86,48.86,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-12-09,48.95,48.95,48.95,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-12-16,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2018-12-23,49.06,49.06,49.06,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2018-12-30,49.17,49.17,49.17,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-01-06,49.2,49.2,49.2,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2019-01-13,49.25,49.25,49.25,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-01-20,49.3,49.3,49.3,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-01-27,49.32,49.32,49.32,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-02-03,49.41,49.41,49.41,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-02-10,49.45,49.45,49.45,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-02-17,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-02-24,49.35,49.35,49.35,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-03-03,49.48,49.48,49.48,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2019-03-10,49.58,49.58,49.58,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-03-17,49.8,49.8,49.8,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-03-24,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-03-31,49.71,49.71,49.71,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-04-07,49.66,49.66,49.66,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-04-14,49.66,49.66,49.66,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-04-21,49.8,49.8,49.8,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-04-28,49.71,49.71,49.71,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-05-05,49.79,49.79,49.79,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-05-12,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-05-19,49.88,49.88,49.88,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-05-26,50.04,50.04,50.04,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-06-02,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
