Date,CHK_Open_average,CHK_Open_max,CHK_Open_min,CHK_Open_volatility,CHK_Open_change,CHK_High_average,CHK_High_max,CHK_High_min,CHK_High_volatility,CHK_High_change,CHK_Low_average,CHK_Low_max,CHK_Low_min,CHK_Low_volatility,CHK_Low_change,CHK_Close_average,CHK_Close_max,CHK_Close_min,CHK_Close_volatility,CHK_Close_change,CHK_Volume_average,CHK_Volume_max,CHK_Volume_min,CHK_Volume_volatility,CHK_Volume_change
2018-01-14,4.102,4.3,3.97,0.3299999999999996,-0.3299999999999996,4.11,4.3,3.99,0.3099999999999996,-0.3099999999999996,3.984,4.12,3.9,0.2200000000000002,-0.2200000000000002,4.0280000000000005,4.14,3.95,0.1899999999999995,-0.16999999999999948,28132905,33307850,22388586,10919264,-4566062
2018-01-21,4.046,4.14,3.95,0.1899999999999995,-0.09999999999999964,4.094,4.18,3.99,0.1899999999999995,-0.1200000000000001,3.952,4.07,3.86,0.2100000000000004,-0.11000000000000032,3.998,4.08,3.88,0.20000000000000018,-0.1900000000000004,27808241,32781940,20907786,11874154,-2700342
2018-01-28,3.5500000000000003,3.85,3.3,0.5500000000000003,-0.5500000000000003,3.57,3.85,3.37,0.48,-0.48,3.344,3.62,3.0,0.6200000000000001,-0.6200000000000001,3.402,3.63,3.09,0.54,-0.54,49419740,58594744,42937416,15657328,-6700376
2018-02-04,2.964,3.12,2.85,0.27,-0.08999999999999986,3.029,3.19,2.87,0.31999999999999984,-0.21999999999999975,2.79,2.98,2.53,0.4500000000000002,-0.14000000000000012,2.908,3.13,2.82,0.31000000000000005,-0.2799999999999998,50247683,71174880,32884840,38290040,-14081124
2018-02-11,2.805,2.85,2.7,0.1499999999999999,0.0,2.86875,2.88,2.86,0.020000000000000018,-0.010000000000000231,2.7,2.72,2.66,0.06000000000000005,-0.020000000000000018,2.7824999999999998,2.86,2.73,0.1299999999999999,-0.010000000000000231,28677432,31013982,26924864,4089118,-1957368
2018-02-18,3.0,3.38,2.77,0.6099999999999999,0.43000000000000016,3.1246,3.43,2.79,0.6400000000000001,0.48999999999999977,2.864,3.06,2.63,0.43000000000000016,0.33000000000000007,3.0020000000000002,3.21,2.63,0.5800000000000001,0.43999999999999995,60932347,130538192,21245840,109292352,16952416
2018-02-25,2.964,3.18,2.8,0.38000000000000034,-0.22999999999999998,3.076,3.23,2.9,0.33000000000000007,-0.04999999999999982,2.866,3.06,2.77,0.29000000000000004,-0.1299999999999999,2.952,3.12,2.8,0.3200000000000003,0.06000000000000005,40989113,53447264,31861760,21585504,-1598760
2018-03-04,3.086,3.16,3.05,0.11000000000000032,-0.050000000000000266,3.136,3.18,3.08,0.10000000000000009,-0.010000000000000231,3.013,3.05,2.97,0.07999999999999963,0.02499999999999991,3.066,3.11,2.97,0.13999999999999968,0.0,26361334,29126744,21201472,7925272,-1181236
2018-03-11,3.082,3.15,3.03,0.1200000000000001,-0.07000000000000028,3.136,3.17,3.09,0.08000000000000007,-0.08000000000000007,3.012,3.09,2.98,0.10999999999999988,-0.09999999999999964,3.048,3.12,3.01,0.11000000000000032,-0.11000000000000032,63075922,197228544,24317148,172911396,3635900
2018-03-18,502.202,630.0,3.01,626.99,620.99,511.826,648.0,3.13,644.87,622.87,490.602,622.0,3.01,618.99,598.99,501.822,646.0,3.11,642.89,620.89,6579919,32384296,104966,32279330,-32276635
2018-03-25,599.5,618.0,584.0,34.0,-22.0,607.0,620.0,600.0,20.0,-20.0,575.5,592.0,562.0,30.0,-22.0,596.5,604.0,590.0,14.0,4.0,169221,192555,111957,80598,2858
2018-04-01,591.2,604.0,572.0,32.0,4.0,604.8,620.0,586.0,34.0,10.0,577.6,586.0,564.0,22.0,14.0,594.0,616.0,582.0,34.0,8.0,118072,145930,95540,50390,-25023
2018-04-08,621.2,634.0,600.0,34.0,24.0,639.6,650.0,624.0,26.0,26.0,612.8,626.0,592.0,34.0,20.0,627.2,638.0,618.0,20.0,4.0,111618,138480,69497,68983,5765
2018-04-15,612.0,630.0,600.0,30.0,-12.0,619.8,636.0,606.0,30.0,-12.0,596.8,604.0,584.0,20.0,-18.0,607.2,626.0,596.0,30.0,-12.0,148598,248395,87822,160573,-55147
2018-04-22,597.2,604.0,588.0,16.0,-6.0,605.2,612.0,594.0,18.0,-18.0,585.6,592.0,582.0,10.0,0.0,594.4,604.0,588.0,16.0,6.0,117688,131130,108449,22681,-22681
2018-04-29,598.0,618.0,582.0,36.0,26.0,610.0,636.0,590.0,46.0,36.0,584.4,612.0,572.0,40.0,32.0,600.4,626.0,584.0,42.0,30.0,173283,235683,135511,100172,-9962
2018-05-06,654.8,680.0,624.0,56.0,56.0,675.6,726.0,626.0,100.0,100.0,644.4,674.0,600.0,74.0,74.0,668.0,720.0,626.0,94.0,94.0,153737,228483,97569,130914,41507
2018-05-13,798.8,884.0,724.0,160.0,120.0,847.0,936.0,748.0,188.0,188.0,774.8,830.0,722.0,108.0,108.0,824.0,922.0,742.0,180.0,180.0,362543,485778,182691,303087,297484
2018-05-20,909.0,960.0,876.0,84.0,-84.0,939.5,1000.0,884.0,116.0,-116.0,870.5,898.0,818.0,80.0,-74.0,901.5,928.0,860.0,68.0,-48.0,409819,694677,238230,456447,-335339
2018-05-27,880.8,912.0,834.0,78.0,78.0,910.0,930.0,874.0,56.0,56.0,862.2,882.0,832.0,50.0,24.0,884.4,906.0,856.0,50.0,8.0,188592,212275,173876,38399,12067
2018-06-03,903.6,962.0,856.0,106.0,106.0,939.2,1000.0,878.0,122.0,122.0,889.648,960.24,840.0,120.24000000000001,120.24000000000001,924.8,984.0,864.0,120.0,120.0,183332,266849,119633,147216,66280
2018-06-10,955.2,998.0,922.0,76.0,-76.0,968.564,1010.0,940.0,70.0,-52.0,932.0,956.0,910.0,46.0,-36.0,947.2,962.0,928.0,34.0,-14.0,155189,200765,109756,91009,-73741
2018-06-17,976.8,1012.0,928.0,84.0,84.0,998.4,1026.0,960.0,66.0,64.0,957.8,992.0,916.0,76.0,50.0,979.2,1010.0,958.0,52.0,20.0,170429,256649,121686,134963,28569
2018-06-24,1019.6,1034.0,982.0,52.0,46.0,1052.4,1088.0,1010.0,78.0,36.0,1006.8,1034.0,954.0,80.0,68.0,1031.6,1048.0,1006.0,42.0,30.0,168897,274577,99774,174803,-68606
2018-07-01,1057.0,1064.0,1044.0,20.0,4.0,1079.3,1092.0,1066.0,26.0,8.0,1049.0,1064.0,1038.0,26.0,16.0,1061.5,1078.0,1054.0,24.0,22.0,105705,139403,81577,57826,49415
2018-07-08,1048.8,1094.0,1016.0,78.0,-78.0,1065.56,1120.0,1023.8,96.20000000000005,-96.20000000000005,1016.8,1064.0,962.0,102.0,-102.0,1030.4,1080.0,980.0,100.0,-100.0,156098,194516,94393,100123,27236
2018-07-15,937.6,966.0,926.0,40.0,-40.0,945.2,974.0,926.0,48.0,-48.0,906.0,936.0,892.0,44.0,-43.0,926.4,954.0,902.0,52.0,-52.0,167131,242894,100545,142349,-85464
2018-07-22,916.0,982.0,888.0,94.0,-14.0,938.4,996.0,908.0,88.0,-6.0,882.004,898.0,874.0,24.0,-13.980000000000018,896.4,934.0,880.0,54.0,30.0,216473,460429,143359,317070,40349
2018-07-29,896.8,934.0,878.0,56.0,-42.0,922.396,957.98,898.0,59.98000000000002,7.980000000000018,875.844,902.0,848.0,54.0,-13.779999999999973,909.6,944.0,882.0,62.0,-4.0,186225,275851,85091,190760,-61026
2018-08-05,935.2,954.0,918.0,36.0,-24.0,947.2,976.0,934.0,42.0,-34.0,913.6,936.0,886.0,50.0,-50.0,923.6,940.0,888.0,52.0,-52.0,111072,144523,77540,66983,-3459
2018-08-12,877.2,906.0,852.0,54.0,-46.0,891.024,920.0,872.0,48.0,-36.0,856.4,896.0,832.0,64.0,-40.0,875.6,902.0,850.0,52.0,-18.0,126804,193633,88200,105433,-16218
2018-08-19,923.2,950.0,896.0,54.0,20.0,937.4,956.0,920.0,36.0,8.0,909.4,920.0,896.0,24.0,8.0,923.2,942.0,912.0,30.0,0.0,84341,100424,66018,34406,-11877
