Date,PowerShares WilderHill Clean EnergyEtf_Open_average,PowerShares WilderHill Clean EnergyEtf_Open_max,PowerShares WilderHill Clean EnergyEtf_Open_min,PowerShares WilderHill Clean EnergyEtf_Open_volatility,PowerShares WilderHill Clean EnergyEtf_Open_change,PowerShares WilderHill Clean EnergyEtf_High_average,PowerShares WilderHill Clean EnergyEtf_High_max,PowerShares WilderHill Clean EnergyEtf_High_min,PowerShares WilderHill Clean EnergyEtf_High_volatility,PowerShares WilderHill Clean EnergyEtf_High_change,PowerShares WilderHill Clean EnergyEtf_Low_average,PowerShares WilderHill Clean EnergyEtf_Low_max,PowerShares WilderHill Clean EnergyEtf_Low_min,PowerShares WilderHill Clean EnergyEtf_Low_volatility,PowerShares WilderHill Clean EnergyEtf_Low_change,PowerShares WilderHill Clean EnergyEtf_Close_average,PowerShares WilderHill Clean EnergyEtf_Close_max,PowerShares WilderHill Clean EnergyEtf_Close_min,PowerShares WilderHill Clean EnergyEtf_Close_volatility,PowerShares WilderHill Clean EnergyEtf_Close_change
2018-01-14,25.69,25.69,25.69,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-01-21,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-01-28,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-02-04,22.95,22.95,22.95,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.27,22.27,22.27,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-02-11,24.73,24.73,24.73,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-02-18,24.99,24.99,24.99,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-02-25,23.86,23.86,23.86,0.0,0.0,24.21,24.21,24.21,0.0,0.0,23.63,23.63,23.63,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-03-04,25.02,25.02,25.02,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-03-11,25.36,25.36,25.36,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-03-18,25.35,25.35,25.35,0.0,0.0,25.36,25.36,25.36,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-03-25,24.57,24.57,24.57,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.57,24.57,24.57,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-04-01,25.24,25.24,25.24,0.0,0.0,25.33,25.33,25.33,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-04-08,25.25,25.25,25.25,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-04-15,25.63,25.63,25.63,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2018-04-22,25.08,25.08,25.08,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-04-29,24.67,24.67,24.67,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.67,24.67,24.67,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-05-06,26.4,26.4,26.4,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-05-13,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.59,26.59,26.59,0.0,0.0
