Date,CPSS_Open_average,CPSS_Open_max,CPSS_Open_min,CPSS_Open_volatility,CPSS_Open_change,CPSS_High_average,CPSS_High_max,CPSS_High_min,CPSS_High_volatility,CPSS_High_change,CPSS_Low_average,CPSS_Low_max,CPSS_Low_min,CPSS_Low_volatility,CPSS_Low_change,CPSS_Close_average,CPSS_Close_max,CPSS_Close_min,CPSS_Close_volatility,CPSS_Close_change,CPSS_Volume_average,CPSS_Volume_max,CPSS_Volume_min,CPSS_Volume_volatility,CPSS_Volume_change
2018-01-14,4.132,4.17,4.1,0.07000000000000028,-0.019999999999999574,4.196,4.38,4.12,0.2599999999999998,0.1899999999999995,4.058,4.1,4.04,0.05999999999999961,0.040000000000000036,4.1419999999999995,4.28,4.09,0.1900000000000004,0.1800000000000006,31088,83825,3916,79909,64813
2018-01-21,4.444,4.56,4.31,0.25,0.23000000000000043,4.566,4.61,4.5,0.11000000000000032,-0.009999999999999787,4.38,4.51,4.25,0.2599999999999998,0.2599999999999998,4.5,4.57,4.41,0.16000000000000014,-0.020000000000000462,44004,62013,15780,46233,-6749
2018-01-28,4.518,4.55,4.48,0.0699999999999994,0.03000000000000025,4.61,4.69,4.53,0.16000000000000014,-0.09000000000000075,4.42,4.51,4.23,0.27999999999999936,-0.1899999999999995,4.462,4.59,4.23,0.35999999999999943,-0.2699999999999996,37087,73676,19748,53928,-41724
2018-02-04,4.152,4.41,3.94,0.4700000000000002,-0.4700000000000002,4.154,4.41,3.94,0.4700000000000002,-0.4700000000000002,3.972,4.16,3.84,0.3200000000000003,-0.3200000000000003,4.018,4.26,3.85,0.4099999999999997,-0.4099999999999997,43321,84142,24777,59365,47285
2018-02-11,4.0425,4.28,3.83,0.4500000000000002,0.4500000000000002,4.255,4.35,4.15,0.1999999999999993,0.1299999999999999,3.9675000000000002,4.08,3.83,0.25,0.25,4.11,4.21,4.03,0.17999999999999972,0.05999999999999961,43643,61735,23834,37901,-8951
2018-02-18,4.086,4.24,3.99,0.25,-0.019999999999999574,4.11,4.24,4.0,0.2400000000000002,-0.019999999999999574,3.93,3.97,3.91,0.06000000000000005,0.020000000000000018,3.9699999999999998,4.01,3.92,0.08999999999999986,-0.04999999999999982,32154,41553,23441,18112,-4297
2018-02-25,3.806,3.96,3.67,0.29000000000000004,-0.29000000000000004,3.88,4.0,3.83,0.16999999999999993,-0.1499999999999999,3.746,3.86,3.66,0.19999999999999973,-0.18999999999999995,3.768,3.86,3.67,0.18999999999999995,-0.11999999999999966,50934,72023,32293,39730,7123
2018-03-04,3.806,3.83,3.78,0.050000000000000266,0.040000000000000036,3.926,4.01,3.86,0.1499999999999999,-0.11999999999999966,3.79,3.83,3.76,0.07000000000000028,0.040000000000000036,3.814,3.83,3.77,0.06000000000000005,0.0,28873,34252,18420,15832,-14344
2018-03-11,3.82,3.84,3.8,0.040000000000000036,-0.03000000000000025,3.85,3.9,3.82,0.08000000000000007,-0.020000000000000018,3.784,3.81,3.75,0.06000000000000005,-0.06000000000000005,3.794,3.82,3.76,0.06000000000000005,-0.06000000000000005,35358,59181,8515,50666,16085
2018-03-18,3.862,3.91,3.79,0.1200000000000001,-0.1200000000000001,3.884,3.95,3.79,0.16000000000000014,-0.16000000000000014,3.798,3.88,3.68,0.19999999999999973,-0.16999999999999993,3.812,3.9,3.69,0.20999999999999996,-0.18000000000000016,36958,46429,21979,24450,1120
2018-03-25,3.765,3.79,3.72,0.06999999999999984,0.020000000000000018,3.7925,3.8,3.77,0.029999999999999805,0.029999999999999805,3.715,3.77,3.67,0.10000000000000009,0.08000000000000007,3.7475,3.78,3.7,0.07999999999999963,0.07999999999999963,24877,33479,12749,20730,-4178
2018-04-01,3.738,3.83,3.67,0.16000000000000014,-0.10999999999999988,3.802,3.89,3.74,0.1499999999999999,0.06000000000000005,3.704,3.73,3.67,0.06000000000000005,-0.009999999999999787,3.75,3.84,3.71,0.1299999999999999,0.09999999999999964,42939,73331,26753,46578,27471
2018-04-08,3.83,3.88,3.77,0.10999999999999988,-0.06000000000000005,3.906,3.99,3.83,0.16000000000000014,-0.10999999999999988,3.78,3.82,3.72,0.09999999999999964,-0.06000000000000005,3.806,3.87,3.75,0.1200000000000001,-0.08000000000000007,53253,95151,28719,66432,-12365
2018-04-15,3.6959999999999997,3.82,3.6,0.21999999999999975,-0.19999999999999973,3.746,3.92,3.6,0.31999999999999984,-0.2599999999999998,3.63,3.82,3.46,0.3599999999999999,-0.33999999999999986,3.698,3.91,3.51,0.40000000000000036,-0.31000000000000005,91739,178837,36535,142302,34508
2018-04-22,3.432,3.54,3.33,0.20999999999999996,-0.17999999999999972,3.5,3.59,3.38,0.20999999999999996,-0.1499999999999999,3.342,3.4,3.27,0.1299999999999999,-0.020000000000000018,3.418,3.52,3.34,0.18000000000000016,0.020000000000000018,49722,76447,39365,37082,-11382
2018-04-29,3.478,3.53,3.43,0.09999999999999964,0.09999999999999964,3.53,3.55,3.5,0.04999999999999982,0.040000000000000036,3.44,3.48,3.42,0.06000000000000005,0.020000000000000018,3.484,3.52,3.42,0.10000000000000009,-0.040000000000000036,22333,33003,15828,17175,-16314
2018-05-06,3.488,3.53,3.43,0.09999999999999964,-0.04999999999999982,3.52,3.55,3.46,0.08999999999999986,-0.08000000000000007,3.454,3.48,3.42,0.06000000000000005,-0.04999999999999982,3.47,3.53,3.42,0.10999999999999988,-0.07999999999999963,28342,41828,13725,28103,-23834
2018-05-13,3.638,3.75,3.48,0.27,0.27,3.722,3.75,3.67,0.08000000000000007,0.08000000000000007,3.628,3.7,3.48,0.2200000000000002,0.2200000000000002,3.674,3.72,3.62,0.10000000000000009,0.08000000000000007,28845,53869,9423,44446,-37012
2018-05-20,3.7150000000000003,3.74,3.7,0.040000000000000036,0.040000000000000036,3.76,3.84,3.73,0.10999999999999988,0.10999999999999988,3.705,3.71,3.7,0.009999999999999787,0.009999999999999787,3.72,3.75,3.7,0.04999999999999982,0.040000000000000036,11237,35392,1635,33757,33757
