Date,AWK_Open_average,AWK_Open_max,AWK_Open_min,AWK_Open_volatility,AWK_Open_change,AWK_High_average,AWK_High_max,AWK_High_min,AWK_High_volatility,AWK_High_change,AWK_Low_average,AWK_Low_max,AWK_Low_min,AWK_Low_volatility,AWK_Low_change,AWK_Close_average,AWK_Close_max,AWK_Close_min,AWK_Close_volatility,AWK_Close_change,AWK_Volume_average,AWK_Volume_max,AWK_Volume_min,AWK_Volume_volatility,AWK_Volume_change
2018-01-14,82.42,83.45,81.25,2.200000000000003,2.200000000000003,83.362,83.75,82.8,0.9500000000000028,0.15000000000000568,81.962,82.66,80.96,1.7000000000000028,1.7000000000000028,82.622,83.01,82.22,0.7900000000000063,0.7399999999999949,1759302,3111494,1317832,1793662,-1793662
2018-01-21,84.066,84.65,82.86,1.7900000000000063,1.7900000000000063,84.69,85.0,84.49,0.5100000000000051,-0.04999999999999716,83.338,83.83,82.83,1.0,0.37000000000000455,84.232,84.94,83.74,1.2000000000000028,-0.46000000000000796,886328,1113950,764845,349105,-284135
2018-01-28,82.438,83.28,81.0,2.280000000000001,-1.9300000000000068,82.926,84.03,81.54,2.489999999999995,-2.489999999999995,81.3,82.84,78.61,4.230000000000004,-4.230000000000004,81.632,83.17,78.82,4.3500000000000085,-4.290000000000006,1305194,1883739,1030566,853173,853173
2018-02-04,77.922,79.0,76.61,2.3900000000000006,0.18999999999999773,78.896,79.74,78.34,1.3999999999999915,-0.9200000000000017,76.85,77.96,76.04,1.9199999999999875,0.2799999999999869,77.768,78.96,76.06,2.8999999999999915,-1.039999999999992,1560530,2169607,1016930,1152677,-1152677
2018-02-11,78.5125,79.69,77.83,1.8599999999999994,1.8599999999999994,79.6325,81.06,78.82,2.240000000000009,2.1299999999999955,78.1925,79.43,77.31,2.1200000000000045,2.1200000000000045,79.3275,80.5,78.33,2.1700000000000017,1.730000000000004,844600,1012733,718145,294588,91540
2018-02-18,79.694,81.5,78.81,2.6899999999999977,1.25,80.776,81.64,79.55,2.0900000000000034,0.8100000000000023,79.208,80.58,78.26,2.319999999999993,1.0100000000000051,79.774,80.8,78.74,2.0600000000000023,0.9500000000000028,944919,1250359,655775,594584,-221700
2018-02-25,79.568,80.99,78.73,2.259999999999991,-2.259999999999991,80.818,81.94,80.14,1.7999999999999972,-1.0600000000000023,78.858,79.73,78.15,1.5799999999999983,-1.0700000000000074,79.508,80.19,78.88,1.3100000000000023,0.23000000000000398,1331229,1992421,986728,1005693,1005693
2018-03-04,80.47200000000001,81.35,79.43,1.9199999999999875,1.1999999999999886,81.148,82.39,80.37,2.019999999999996,2.019999999999996,80.138,81.32,79.15,2.1699999999999875,1.809999999999988,80.846,82.2,79.69,2.510000000000005,2.510000000000005,951509,1122522,665894,456628,-163137
2018-03-11,81.736,82.49,81.04,1.4499999999999886,-0.3299999999999983,82.34400000000001,82.67,81.83,0.8400000000000034,-0.0799999999999983,80.958,81.48,80.56,0.9200000000000017,0.29000000000000625,81.42,82.16,80.75,1.4099999999999966,0.769999999999996,1112296,1952223,785287,1166936,86356
2018-03-18,80.802,81.51,79.41,2.1000000000000085,-2.1000000000000085,81.542,82.07,80.01,2.059999999999988,-1.9599999999999937,79.96,81.2,78.89,2.3100000000000023,-2.3100000000000023,80.304,81.42,79.23,2.1899999999999977,-1.5499999999999972,706875,791227,570641,220586,97064
