Date,HGSH_Open_average,HGSH_Open_max,HGSH_Open_min,HGSH_Open_volatility,HGSH_Open_change,HGSH_High_average,HGSH_High_max,HGSH_High_min,HGSH_High_volatility,HGSH_High_change,HGSH_Low_average,HGSH_Low_max,HGSH_Low_min,HGSH_Low_volatility,HGSH_Low_change,HGSH_Close_average,HGSH_Close_max,HGSH_Close_min,HGSH_Close_volatility,HGSH_Close_change,HGSH_Volume_average,HGSH_Volume_max,HGSH_Volume_min,HGSH_Volume_volatility,HGSH_Volume_change
2018-01-14,1.817,1.95,1.74,0.20999999999999996,-0.20999999999999996,1.8920000000000001,2.079,1.7890000000000001,0.29000000000000004,-0.29000000000000004,1.6969999999999998,1.7,1.6909999999999998,0.009000000000000119,0.0,1.756,1.78,1.7309999999999999,0.049000000000000155,-0.049000000000000155,96239,162148,34861,127287,-127287
2018-01-21,1.794,1.89,1.71,0.17999999999999994,0.040000000000000036,1.8868,2.05,1.8,0.24999999999999978,-0.038999999999999924,1.73,1.8,1.67,0.13000000000000012,-0.040000000000000036,1.8078,1.859,1.75,0.10899999999999999,-0.06000000000000005,108584,263585,32470,231115,25053
2018-01-28,1.683,1.77,1.64,0.13000000000000012,-0.13000000000000012,1.708,1.78,1.64,0.14000000000000012,-0.13000000000000012,1.6079999999999999,1.66,1.55,0.10999999999999988,-0.09999999999999987,1.63,1.69,1.55,0.1399999999999999,-0.11999999999999988,56663,82643,32060,50583,520
2018-02-04,1.5052,1.66,1.33,0.32999999999999985,0.16999999999999993,1.5712,1.69,1.47,0.21999999999999997,0.08999999999999986,1.3846,1.493,1.31,0.18300000000000005,-0.08999999999999986,1.4426,1.54,1.34,0.19999999999999996,-0.14000000000000012,110198,294658,28062,266596,232883
2018-02-11,1.3965,1.435,1.361,0.07400000000000007,0.03500000000000014,1.457,1.54,1.4,0.14000000000000012,0.06800000000000028,1.36,1.37,1.34,0.030000000000000027,0.010000000000000009,1.3860000000000001,1.41,1.36,0.04999999999999982,0.02400000000000002,33873,50037,11720,38317,-12939
2018-02-18,1.392,1.43,1.36,0.06999999999999984,-0.030000000000000027,1.41,1.44,1.39,0.050000000000000044,0.010000000000000009,1.36,1.37,1.35,0.020000000000000018,0.0,1.374,1.39,1.36,0.029999999999999805,0.019999999999999796,36876,114954,8364,106590,106590
2018-02-25,1.396,1.41,1.38,0.030000000000000027,0.010000000000000009,1.4,1.41,1.38,0.030000000000000027,0.0,1.332,1.36,1.3,0.06000000000000005,-0.06000000000000005,1.3452,1.38,1.32,0.05999999999999983,-0.05999999999999983,24504,45069,9159,35910,17652
2018-03-04,1.38,1.43,1.32,0.10999999999999988,0.07999999999999985,1.41,1.45,1.35,0.09999999999999987,0.09999999999999987,1.3264,1.36,1.301,0.05900000000000016,0.05900000000000016,1.384,1.45,1.35,0.09999999999999987,0.029999999999999805,34290,51205,14513,36692,24596
2018-03-11,1.396,1.44,1.32,0.11999999999999988,0.020000000000000018,1.4245999999999999,1.45,1.39,0.06000000000000005,0.016999999999999904,1.3412,1.37,1.32,0.050000000000000044,-0.027999999999999803,1.379,1.42,1.32,0.09999999999999987,-0.020000000000000018,30110,48286,8771,39515,12828
2018-03-18,1.3718000000000001,1.39,1.34,0.04999999999999982,0.0,1.3814,1.4,1.37,0.029999999999999805,0.0,1.332,1.35,1.31,0.040000000000000036,-0.040000000000000036,1.343,1.36,1.33,0.030000000000000027,-0.020000000000000018,12829,23968,2222,21746,21746
2018-03-25,1.32225,1.34,1.3,0.040000000000000036,-0.038999999999999924,1.341,1.357,1.328,0.028999999999999915,-0.010999999999999899,1.3050000000000002,1.31,1.3,0.010000000000000009,-0.010000000000000009,1.31075,1.3130000000000002,1.31,0.0030000000000001137,-0.0030000000000001137,10473,13028,6859,6169,-4266
2018-04-01,1.2854,1.32,1.2329999999999999,0.08700000000000019,-0.020000000000000018,1.3106,1.327,1.29,0.03699999999999992,-0.006999999999999895,1.2556,1.3,1.2209999999999999,0.07900000000000018,0.04600000000000004,1.279,1.3,1.26,0.040000000000000036,0.030000000000000027,25007,70709,4889,65820,-65820
2018-04-08,1.3386,1.37,1.3030000000000002,0.06699999999999995,0.026999999999999913,1.422,1.6,1.33,0.27,-0.05999999999999983,1.3178,1.355,1.281,0.07400000000000007,0.019000000000000128,1.348,1.38,1.31,0.06999999999999984,-0.06000000000000005,60573,183581,4508,179073,-69214
2018-04-15,1.314,1.33,1.3,0.030000000000000027,0.030000000000000027,1.3386,1.35,1.33,0.020000000000000018,-0.010000000000000009,1.296,1.3,1.28,0.020000000000000018,-0.020000000000000018,1.314,1.34,1.28,0.06000000000000005,-0.06000000000000005,11668,22396,1954,20442,-9857
2018-04-22,1.288,1.32,1.25,0.07000000000000006,0.030000000000000027,1.3134000000000001,1.36,1.28,0.08000000000000007,0.040000000000000036,1.268,1.31,1.22,0.09000000000000008,0.030000000000000027,1.2873999999999999,1.321,1.265,0.05600000000000005,0.040999999999999925,15418,20034,11127,8907,-4998
2018-04-29,1.3422,1.4,1.291,0.10899999999999999,0.040000000000000036,1.3792,1.45,1.32,0.1299999999999999,0.07400000000000007,1.3104,1.36,1.27,0.09000000000000008,0.08000000000000007,1.3394,1.389,1.27,0.119,0.119,26374,72958,4770,68188,7178
