Date,Schwab amental US Large Company_Open_average,Schwab amental US Large Company_Open_max,Schwab amental US Large Company_Open_min,Schwab amental US Large Company_Open_volatility,Schwab amental US Large Company_Open_change,Schwab amental US Large Company_High_average,Schwab amental US Large Company_High_max,Schwab amental US Large Company_High_min,Schwab amental US Large Company_High_volatility,Schwab amental US Large Company_High_change,Schwab amental US Large Company_Low_average,Schwab amental US Large Company_Low_max,Schwab amental US Large Company_Low_min,Schwab amental US Large Company_Low_volatility,Schwab amental US Large Company_Low_change,Schwab amental US Large Company_Close_average,Schwab amental US Large Company_Close_max,Schwab amental US Large Company_Close_min,Schwab amental US Large Company_Close_volatility,Schwab amental US Large Company_Close_change
2018-07-08,38.18,38.18,38.18,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2018-07-15,38.08,38.08,38.08,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2018-07-22,38.54,38.54,38.54,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2018-07-29,38.86,38.86,38.86,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2018-08-05,38.82,38.82,38.82,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2018-08-12,39.19,39.19,39.19,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-08-19,39.59,39.59,39.59,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-08-26,39.56,39.56,39.56,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-09-02,39.51,39.51,39.51,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2018-09-09,39.83,39.83,39.83,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2018-09-16,40.23,40.23,40.23,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2018-09-23,39.87,39.87,39.87,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-09-30,39.49,39.49,39.49,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2018-10-07,37.87,37.87,37.87,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-10-14,38.08,38.08,38.08,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-10-21,36.89,36.89,36.89,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-10-28,37.55,37.55,37.55,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-11-04,38.14,38.14,38.14,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-11-11,37.61,37.61,37.61,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-11-18,36.66,36.66,36.66,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-11-25,38.29,38.29,38.29,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2018-12-02,36.07,36.07,36.07,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.35,35.35,35.35,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2018-12-09,35.16,35.16,35.16,0.0,0.0,35.33,35.33,35.33,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-12-16,32.67,32.67,32.67,0.0,0.0,32.75,32.75,32.75,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-12-23,33.87,33.87,33.87,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2018-12-30,34.48,34.48,34.48,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-01-06,35.05,35.05,35.05,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-01-13,35.98,35.98,35.98,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2019-01-20,35.84,35.84,35.84,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-01-27,36.75,36.75,36.75,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-02-03,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-02-10,37.51,37.51,37.51,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-02-17,38.19,38.19,38.19,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-02-24,38.16,38.16,38.16,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-03-03,37.21,37.21,37.21,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-03-10,38.12,38.12,38.12,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-03-17,37.48,37.48,37.48,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-03-24,38.17,38.17,38.17,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-03-31,38.69,38.69,38.69,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-04-07,38.93,38.93,38.93,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-04-14,38.91,38.91,38.91,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2019-04-21,39.14,39.14,39.14,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-04-28,38.68,38.68,38.68,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.62,38.62,38.62,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-05-05,37.8,37.8,37.8,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-05-12,37.89,37.89,37.89,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-05-19,37.71,37.71,37.71,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-05-26,36.49,36.49,36.49,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-06-02,38.39,38.39,38.39,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-06-09,38.46,38.46,38.46,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-06-16,39.23,39.23,39.23,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-06-23,39.48,39.48,39.48,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-06-30,39.45,39.45,39.45,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-07-07,39.88,39.88,39.88,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2019-07-14,39.45,39.45,39.45,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-07-21,40.01,40.01,40.01,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-07-28,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-08-04,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-08-11,38.35,38.35,38.35,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-08-18,37.75,37.75,37.75,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-08-25,38.55,38.55,38.55,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-09-01,39.44,39.44,39.44,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-09-08,40.07,40.07,40.07,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2019-09-15,39.7,39.7,39.7,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-09-22,39.46,39.46,39.46,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-09-29,38.88,38.88,38.88,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-10-06,39.28,39.28,39.28,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-10-13,39.8,39.8,39.8,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2019-10-20,40.38,40.38,40.38,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-10-27,41.07,41.07,41.07,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-11-03,41.34,41.34,41.34,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-11-10,41.64,41.64,41.64,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-11-17,41.61,41.61,41.61,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-11-24,41.81,41.81,41.81,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-12-01,41.84,41.84,41.84,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-12-08,42.18,42.18,42.18,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2019-12-15,42.64,42.64,42.64,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-12-22,42.74,42.74,42.74,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2019-12-29,42.55,42.55,42.55,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.67,42.67,42.67,0.0,0.0
