Date,LDL_Open_average,LDL_Open_max,LDL_Open_min,LDL_Open_volatility,LDL_Open_change,LDL_High_average,LDL_High_max,LDL_High_min,LDL_High_volatility,LDL_High_change,LDL_Low_average,LDL_Low_max,LDL_Low_min,LDL_Low_volatility,LDL_Low_change,LDL_Close_average,LDL_Close_max,LDL_Close_min,LDL_Close_volatility,LDL_Close_change,LDL_Volume_average,LDL_Volume_max,LDL_Volume_min,LDL_Volume_volatility,LDL_Volume_change
2018-01-14,49.48,50.1,48.35,1.75,0.10000000000000142,50.34,50.6,49.9,0.7000000000000028,-0.25,48.656,49.48,47.9,1.5799999999999983,1.5799999999999983,49.53,50.25,48.0,2.25,2.25,87671,145179,42903,102276,-102276
2018-01-21,49.93,50.35,49.25,1.1000000000000014,-0.9500000000000028,50.14,50.6,49.55,1.0500000000000043,-1.0500000000000043,49.230000000000004,49.7,48.75,0.9500000000000028,-0.5499999999999972,49.59,50.05,49.35,0.6999999999999957,-0.6999999999999957,45603,58352,31535,26817,-12675
2018-01-28,47.83,49.25,46.4,2.8500000000000014,-2.3500000000000014,48.2,49.35,47.25,2.1000000000000014,-2.0,46.9,48.5,44.6,3.8999999999999986,-3.8999999999999986,47.2,48.9,44.75,4.149999999999999,-4.149999999999999,83806,123929,49502,74427,57763
2018-02-04,44.660000000000004,45.25,43.7,1.5499999999999972,0.75,45.54,46.65,44.45,2.1999999999999957,-2.1999999999999957,43.602,44.7,42.51,2.190000000000005,0.7899999999999991,44.55,45.3,43.85,1.4499999999999957,-1.1499999999999986,88884,125510,63462,62048,-12170
2018-02-11,43.650000000000006,43.95,43.45,0.5,0.25,44.275,44.75,44.1,0.6499999999999986,0.6499999999999986,43.3375,43.7,42.9,0.8000000000000043,0.6000000000000014,43.925,44.3,43.75,0.5499999999999972,0.5,91890,127330,56892,70438,-70438
2018-02-18,45.96,49.3,44.05,5.25,3.9000000000000057,47.94,50.3,44.85,5.449999999999996,4.100000000000001,45.016,46.98,43.4,3.5799999999999983,3.0799999999999983,46.63,48.85,43.6,5.25,3.8999999999999986,171958,273463,87488,185975,57083
2018-02-25,48.089999999999996,48.25,48.0,0.25,0.05000000000000426,48.955999999999996,49.5,48.75,0.75,-0.7000000000000028,47.92,48.1,47.75,0.3500000000000014,0.05000000000000426,48.3,48.45,48.15,0.30000000000000426,0.20000000000000284,138572,172903,87672,85231,-23825
2018-03-04,48.78,49.4,48.15,1.25,0.75,49.31,50.25,48.7,1.5499999999999972,1.3999999999999986,48.466,49.0,48.15,0.8500000000000014,0.7700000000000031,48.910000000000004,49.35,48.45,0.8999999999999986,0.8999999999999986,120769,172376,51799,120577,-7333
2018-03-11,48.57,49.5,47.45,2.049999999999997,-1.3500000000000014,49.04,49.95,48.35,1.6000000000000014,-0.9000000000000057,47.870000000000005,48.9,47.2,1.6999999999999957,-1.1999999999999957,48.45,49.2,47.45,1.75,-0.3500000000000014,101709,200974,52879,148095,23455
2018-03-18,48.19,48.9,46.8,2.1000000000000014,-2.1000000000000014,48.467999999999996,49.3,47.0,2.299999999999997,-2.299999999999997,47.124,48.25,45.8,2.450000000000003,-2.450000000000003,47.74,49.05,46.1,2.9499999999999957,-1.9500000000000028,89460,135748,55838,79910,-1087
2018-03-25,47.3,48.0,46.7,1.2999999999999972,1.0,48.0375,48.45,47.7,0.75,0.5,46.4375,47.4,45.85,1.5499999999999972,-0.5499999999999972,47.1125,48.25,46.15,2.1000000000000014,-0.6000000000000014,120197,147079,98421,48658,-17646
2018-04-01,47.09,47.75,46.25,1.5,1.1499999999999986,47.63,48.2,47.05,1.1500000000000057,0.5500000000000043,46.414,47.25,45.9,1.3500000000000014,-0.05000000000000426,47.22,48.15,46.65,1.5,-0.10000000000000142,94734,124395,57436,66959,42273
2018-04-08,47.67,48.3,47.15,1.1499999999999986,0.8500000000000014,48.21,49.1,47.3,1.8000000000000043,1.0500000000000043,47.26,47.85,46.7,1.1499999999999986,0.5500000000000043,47.89,48.75,47.3,1.4500000000000028,1.2000000000000028,68676,99497,46623,52874,20715
2018-04-15,48.76,49.1,48.2,0.8999999999999986,-0.8999999999999986,48.92,49.5,48.2,1.2999999999999972,-1.0999999999999943,48.160000000000004,48.85,47.45,1.3999999999999986,-1.0,48.43,49.25,47.55,1.7000000000000028,-1.3000000000000043,46858,58514,38895,19619,-19619
2018-04-22,46.74,47.8,46.05,1.75,-1.75,46.92,47.8,46.05,1.75,-1.75,45.73,46.4,44.5,1.8999999999999986,-1.75,46.07,47.0,44.6,2.3999999999999986,-2.1000000000000014,35752,41050,29869,11181,9747
2018-04-29,42.53,44.5,41.3,3.200000000000003,-3.200000000000003,42.91,44.8,41.3,3.5,-3.5,40.474000000000004,43.7,37.5,6.200000000000003,-3.8500000000000014,41.93,44.75,40.7,4.049999999999997,-4.049999999999997,151583,335738,77998,257740,25494
