Date,First Trust LongShort Equity_etf_Open_average,First Trust LongShort Equity_etf_Open_max,First Trust LongShort Equity_etf_Open_min,First Trust LongShort Equity_etf_Open_volatility,First Trust LongShort Equity_etf_Open_change,First Trust LongShort Equity_etf_High_average,First Trust LongShort Equity_etf_High_max,First Trust LongShort Equity_etf_High_min,First Trust LongShort Equity_etf_High_volatility,First Trust LongShort Equity_etf_High_change,First Trust LongShort Equity_etf_Low_average,First Trust LongShort Equity_etf_Low_max,First Trust LongShort Equity_etf_Low_min,First Trust LongShort Equity_etf_Low_volatility,First Trust LongShort Equity_etf_Low_change,First Trust LongShort Equity_etf_Close_average,First Trust LongShort Equity_etf_Close_max,First Trust LongShort Equity_etf_Close_min,First Trust LongShort Equity_etf_Close_volatility,First Trust LongShort Equity_etf_Close_change
2018-01-14,41.11,41.11,41.11,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2018-01-21,41.43,41.43,41.43,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-01-28,40.65,40.65,40.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-02-04,38.44,38.44,38.44,0.0,0.0,38.74,38.74,38.74,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2018-02-11,39.78,39.78,39.78,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-02-18,39.68,39.68,39.68,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2018-02-25,38.86,38.86,38.86,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2018-03-04,40.05,40.05,40.05,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-03-11,40.15,40.15,40.15,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2018-03-18,38.9,38.9,38.9,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2018-03-25,38.62,38.62,38.62,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-04-01,38.94,38.94,38.94,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-04-08,39.01,39.01,39.01,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-04-15,39.04,39.04,39.04,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-04-22,38.89,38.89,38.89,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-04-29,38.37,38.37,38.37,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2018-05-06,39.14,39.14,39.14,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2018-05-13,39.21,39.21,39.21,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2018-05-20,39.04,39.04,39.04,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-05-27,39.33,39.33,39.33,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2018-06-03,39.83,39.83,39.83,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-06-10,39.7,39.7,39.7,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2018-06-17,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-06-24,39.2,39.2,39.2,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2018-07-01,39.23,39.23,39.23,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2018-07-08,39.5,39.5,39.5,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-07-15,39.96,39.96,39.96,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-07-22,39.91,39.91,39.91,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2018-07-29,39.69,39.69,39.69,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2018-08-05,40.0,40.0,40.0,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-08-12,39.91,39.91,39.91,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-08-19,40.33,40.33,40.33,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-08-26,40.63,40.63,40.63,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-09-02,40.36,40.36,40.36,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2018-09-09,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-09-16,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-09-23,40.48,40.48,40.48,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2018-09-30,40.18,40.18,40.18,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.95,39.95,39.95,0.0,0.0
