Date,First Trust RiverFront Dynamic EM_Open_average,First Trust RiverFront Dynamic EM_Open_max,First Trust RiverFront Dynamic EM_Open_min,First Trust RiverFront Dynamic EM_Open_volatility,First Trust RiverFront Dynamic EM_Open_change,First Trust RiverFront Dynamic EM_High_average,First Trust RiverFront Dynamic EM_High_max,First Trust RiverFront Dynamic EM_High_min,First Trust RiverFront Dynamic EM_High_volatility,First Trust RiverFront Dynamic EM_High_change,First Trust RiverFront Dynamic EM_Low_average,First Trust RiverFront Dynamic EM_Low_max,First Trust RiverFront Dynamic EM_Low_min,First Trust RiverFront Dynamic EM_Low_volatility,First Trust RiverFront Dynamic EM_Low_change,First Trust RiverFront Dynamic EM_Close_average,First Trust RiverFront Dynamic EM_Close_max,First Trust RiverFront Dynamic EM_Close_min,First Trust RiverFront Dynamic EM_Close_volatility,First Trust RiverFront Dynamic EM_Close_change
2018-03-25,74.52,74.52,74.52,0.0,0.0,74.52,74.52,74.52,0.0,0.0,72.63,72.63,72.63,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2018-04-01,73.28,73.28,73.28,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.16,73.16,73.16,0.0,0.0
2018-04-08,73.15,73.15,73.15,0.0,0.0,73.39,73.39,73.39,0.0,0.0,72.96,72.96,72.96,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2018-04-15,73.15,73.15,73.15,0.0,0.0,73.3,73.3,73.3,0.0,0.0,72.77,72.77,72.77,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2018-04-22,73.38,73.38,73.38,0.0,0.0,73.39,73.39,73.39,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.71,72.71,72.71,0.0,0.0
2018-04-29,71.92,71.92,71.92,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2018-05-06,73.72,73.72,73.72,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2018-05-13,72.44,72.44,72.44,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-05-20,72.34,72.34,72.34,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2018-05-27,72.7,72.7,72.7,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2018-06-03,72.39,72.39,72.39,0.0,0.0,72.39,72.39,72.39,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2018-06-10,69.43,69.43,69.43,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.02,69.02,69.02,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2018-06-17,67.44,67.44,67.44,0.0,0.0,67.44,67.44,67.44,0.0,0.0,66.67,66.67,66.67,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2018-06-24,65.23,65.23,65.23,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2018-07-01,66.8,66.8,66.8,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2018-07-08,66.37,66.37,66.37,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2018-07-15,65.79,65.79,65.79,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2018-07-22,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2018-07-29,65.13,65.13,65.13,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.27,65.27,65.27,0.0,0.0
2018-08-05,63.84,63.84,63.84,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2018-08-12,62.29,62.29,62.29,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2018-08-19,64.65,64.65,64.65,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.65,64.65,64.65,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-08-26,63.92,63.92,63.92,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.39,64.39,64.39,0.0,0.0
2018-09-02,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-09-09,61.13,61.13,61.13,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2018-09-16,62.32,62.32,62.32,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2018-09-23,62.53,62.53,62.53,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2018-09-30,58.94,58.94,58.94,0.0,0.0,59.33,59.33,59.33,0.0,0.0,58.78,58.78,58.78,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2018-10-07,57.54,57.54,57.54,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2018-10-14,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2018-10-21,55.52,55.52,55.52,0.0,0.0,55.52,55.52,55.52,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2018-10-28,58.26,58.26,58.26,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-11-04,57.15,57.15,57.15,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2018-11-11,58.28,58.28,58.28,0.0,0.0,58.43,58.43,58.43,0.0,0.0,57.76,57.76,57.76,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2018-11-18,57.82,57.82,57.82,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2018-11-25,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2018-12-02,56.44,56.44,56.44,0.0,0.0,56.67,56.67,56.67,0.0,0.0,55.78,55.78,55.78,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2018-12-09,56.35,56.35,56.35,0.0,0.0,56.66,56.66,56.66,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2018-12-16,55.2,55.2,55.2,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2018-12-23,56.38,56.38,56.38,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2018-12-30,56.47,56.47,56.47,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-01-06,57.21,57.21,57.21,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2019-01-13,59.0,59.0,59.0,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-01-20,59.86,59.86,59.86,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.86,59.86,59.86,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2019-01-27,61.66,61.66,61.66,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-02-03,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-02-10,61.46,61.46,61.46,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2019-02-17,63.66,63.66,63.66,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2019-02-24,62.59,62.59,62.59,0.0,0.0,62.59,62.59,62.59,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2019-03-03,61.28,61.28,61.28,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2019-03-10,63.47,63.47,63.47,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2019-03-17,62.18,62.18,62.18,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2019-03-24,63.23,63.23,63.23,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2019-03-31,64.29,64.29,64.29,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-04-07,64.49,64.49,64.49,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2019-04-14,63.8,63.8,63.8,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2019-04-21,63.32,63.32,63.32,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2019-04-28,61.37,61.37,61.37,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2019-05-05,58.48,58.48,58.48,0.0,0.0,58.48,58.48,58.48,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-05-12,57.95,57.95,57.95,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-05-19,57.9,57.9,57.9,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2019-05-26,59.25,59.25,59.25,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-06-02,59.98,59.98,59.98,0.0,0.0,60.17,60.17,60.17,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2019-06-09,59.09,59.09,59.09,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2019-06-16,61.21,61.21,61.21,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-06-23,62.67,62.67,62.67,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2019-06-30,61.6,61.6,61.6,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2019-07-07,62.3,62.3,62.3,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2019-07-14,62.22,62.22,62.22,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-07-21,61.38,61.38,61.38,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2019-07-28,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2019-08-04,56.89,56.89,56.89,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-08-11,57.53,57.53,57.53,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2019-08-18,56.09,56.09,56.09,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2019-08-25,57.47,57.47,57.47,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-09-01,59.61,59.61,59.61,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-09-08,60.15,60.15,60.15,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2019-09-15,59.22,59.22,59.22,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2019-09-22,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-09-29,57.44,57.44,57.44,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-10-06,58.52,58.52,58.52,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2019-10-13,59.39,59.39,59.39,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-10-20,60.99,60.99,60.99,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2019-10-27,62.18,62.18,62.18,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-11-03,61.51,61.51,61.51,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-11-10,61.26,61.26,61.26,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-11-17,61.31,61.31,61.31,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2019-11-24,60.74,60.74,60.74,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2019-12-01,61.84,61.84,61.84,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2019-12-08,62.94,62.94,62.94,0.0,0.0,63.12,63.12,63.12,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-12-15,64.01,64.01,64.01,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-12-22,65.07,65.07,65.07,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2019-12-29,65.41,65.41,65.41,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.19,65.19,65.19,0.0,0.0
