Date,Inspire Global Hope_Open_average,Inspire Global Hope_Open_max,Inspire Global Hope_Open_min,Inspire Global Hope_Open_volatility,Inspire Global Hope_Open_change,Inspire Global Hope_High_average,Inspire Global Hope_High_max,Inspire Global Hope_High_min,Inspire Global Hope_High_volatility,Inspire Global Hope_High_change,Inspire Global Hope_Low_average,Inspire Global Hope_Low_max,Inspire Global Hope_Low_min,Inspire Global Hope_Low_volatility,Inspire Global Hope_Low_change,Inspire Global Hope_Close_average,Inspire Global Hope_Close_max,Inspire Global Hope_Close_min,Inspire Global Hope_Close_volatility,Inspire Global Hope_Close_change
2018-12-09,25.15,25.15,25.15,0.0,0.0,25.46,25.46,25.46,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-12-16,24.29,24.29,24.29,0.0,0.0,24.55,24.55,24.55,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-12-23,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-12-30,24.49,24.49,24.49,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-01-06,25.67,25.67,25.67,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-01-13,26.24,26.24,26.24,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-01-20,26.59,26.59,26.59,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-01-27,26.89,26.89,26.89,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-02-03,26.7,26.7,26.7,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-02-10,27.48,27.48,27.48,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-02-17,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-02-24,28.0,28.0,28.0,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-03-03,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-03-10,27.78,27.78,27.78,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-03-17,27.9,27.9,27.9,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-03-24,27.62,27.62,27.62,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-03-31,28.44,28.44,28.44,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-04-07,28.84,28.84,28.84,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-04-14,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-04-21,28.57,28.57,28.57,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-04-28,28.48,28.48,28.48,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-05-05,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-05-12,27.51,27.51,27.51,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-05-19,27.05,27.05,27.05,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-05-26,26.51,26.51,26.51,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-06-02,27.66,27.66,27.66,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-06-09,27.69,27.69,27.69,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-06-16,28.33,28.33,28.33,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-06-23,28.14,28.14,28.14,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-06-30,28.41,28.41,28.41,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-07-07,28.23,28.23,28.23,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-07-14,28.44,28.44,28.44,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-07-21,28.43,28.43,28.43,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2019-07-28,27.65,27.65,27.65,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-08-04,27.41,27.41,27.41,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-08-11,26.54,26.54,26.54,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-08-18,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-08-25,27.16,27.16,27.16,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-09-01,27.74,27.74,27.74,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-09-08,28.47,28.47,28.47,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-09-15,28.25,28.25,28.25,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-09-22,27.84,27.84,27.84,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-09-29,27.13,27.13,27.13,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-10-06,27.5,27.5,27.5,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-10-13,28.2,28.2,28.2,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-10-20,28.52,28.52,28.52,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-10-27,28.82,28.82,28.82,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.7,28.7,28.7,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-11-03,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-11-10,29.29,29.29,29.29,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-11-17,29.08,29.08,29.08,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-11-24,29.41,29.41,29.41,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-12-01,29.53,29.53,29.53,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-12-08,30.01,30.01,30.01,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-12-15,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-12-22,30.41,30.41,30.41,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-12-29,30.1,30.1,30.1,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.19,30.19,30.19,0.0,0.0
