Date,WBI Tactical LCV_Open_average,WBI Tactical LCV_Open_max,WBI Tactical LCV_Open_min,WBI Tactical LCV_Open_volatility,WBI Tactical LCV_Open_change,WBI Tactical LCV_High_average,WBI Tactical LCV_High_max,WBI Tactical LCV_High_min,WBI Tactical LCV_High_volatility,WBI Tactical LCV_High_change,WBI Tactical LCV_Low_average,WBI Tactical LCV_Low_max,WBI Tactical LCV_Low_min,WBI Tactical LCV_Low_volatility,WBI Tactical LCV_Low_change,WBI Tactical LCV_Close_average,WBI Tactical LCV_Close_max,WBI Tactical LCV_Close_min,WBI Tactical LCV_Close_volatility,WBI Tactical LCV_Close_change
2018-07-15,29.0,29.0,29.0,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-07-22,29.14,29.14,29.14,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-07-29,29.5,29.5,29.5,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-08-05,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2018-08-12,29.96,29.96,29.96,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-08-19,30.38,30.38,30.38,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2018-08-26,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-09-02,30.57,30.57,30.57,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-09-09,30.85,30.85,30.85,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-09-16,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-09-23,30.75,30.75,30.75,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-09-30,30.21,30.21,30.21,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-10-07,29.06,29.06,29.06,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-10-14,29.22,29.22,29.22,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2018-10-21,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-10-28,28.81,28.81,28.81,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-11-04,29.05,29.05,29.05,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-11-11,28.86,28.86,28.86,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-11-18,28.63,28.63,28.63,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-11-25,29.04,29.04,29.04,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-12-02,27.72,27.72,27.72,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-12-09,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2018-12-16,27.38,27.38,27.38,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-12-23,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-12-30,27.31,27.31,27.31,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-01-06,27.44,27.44,27.44,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-01-13,27.56,27.56,27.56,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-01-20,27.5,27.5,27.5,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-01-27,27.62,27.62,27.62,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-02-03,27.69,27.69,27.69,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-02-10,28.48,28.48,28.48,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-02-17,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-02-24,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-03-03,28.24,28.24,28.24,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-03-10,28.47,28.47,28.47,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2019-03-17,27.55,27.55,27.55,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-03-24,27.98,27.98,27.98,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-03-31,28.43,28.43,28.43,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-04-07,28.53,28.53,28.53,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-04-14,28.55,28.55,28.55,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-04-21,28.45,28.45,28.45,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-04-28,28.0,28.0,28.0,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-05-05,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-05-12,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-05-19,27.12,27.12,27.12,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-05-26,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-06-02,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-06-09,26.97,26.97,26.97,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-06-16,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-06-23,27.28,27.28,27.28,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-06-30,27.4,27.4,27.4,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-07-07,27.57,27.57,27.57,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-07-14,27.25,27.25,27.25,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-07-21,28.23,28.23,28.23,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-07-28,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-08-04,26.53,26.53,26.53,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-08-11,26.77,26.77,26.77,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-08-18,26.5,26.5,26.5,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-08-25,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-09-01,27.09,27.09,27.09,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-09-08,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-09-15,26.67,26.67,26.67,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-09-22,26.79,26.79,26.79,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-09-29,26.16,26.16,26.16,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-10-06,26.41,26.41,26.41,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-10-13,26.75,26.75,26.75,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-10-20,26.97,26.97,26.97,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-10-27,27.23,27.23,27.23,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-11-03,27.47,27.47,27.47,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-11-10,27.49,27.49,27.49,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-11-17,27.42,27.42,27.42,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-11-24,27.32,27.32,27.32,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-12-01,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-12-08,27.76,27.76,27.76,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-12-15,28.0,28.0,28.0,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-12-22,27.86,27.86,27.86,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-12-29,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.67,27.67,27.67,0.0,0.0
