Date,SPDR S&P 400 Mid Cap Value_Open_average,SPDR S&P 400 Mid Cap Value_Open_max,SPDR S&P 400 Mid Cap Value_Open_min,SPDR S&P 400 Mid Cap Value_Open_volatility,SPDR S&P 400 Mid Cap Value_Open_change,SPDR S&P 400 Mid Cap Value_High_average,SPDR S&P 400 Mid Cap Value_High_max,SPDR S&P 400 Mid Cap Value_High_min,SPDR S&P 400 Mid Cap Value_High_volatility,SPDR S&P 400 Mid Cap Value_High_change,SPDR S&P 400 Mid Cap Value_Low_average,SPDR S&P 400 Mid Cap Value_Low_max,SPDR S&P 400 Mid Cap Value_Low_min,SPDR S&P 400 Mid Cap Value_Low_volatility,SPDR S&P 400 Mid Cap Value_Low_change,SPDR S&P 400 Mid Cap Value_Close_average,SPDR S&P 400 Mid Cap Value_Close_max,SPDR S&P 400 Mid Cap Value_Close_min,SPDR S&P 400 Mid Cap Value_Close_volatility,SPDR S&P 400 Mid Cap Value_Close_change
2018-01-14,52.86,52.86,52.86,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2018-01-21,53.08,53.08,53.08,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-01-28,50.47,50.47,50.47,0.0,0.0,50.89,50.89,50.89,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2018-02-04,48.7,48.7,48.7,0.0,0.0,49.21,49.21,49.21,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-02-11,50.17,50.17,50.17,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-02-18,50.74,50.74,50.74,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2018-02-25,49.76,49.76,49.76,0.0,0.0,50.7,50.7,50.7,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-03-04,51.61,51.61,51.61,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2018-03-11,50.84,50.84,50.84,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2018-03-18,48.98,48.98,48.98,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.49,48.49,48.49,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2018-03-25,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-04-01,49.3,49.3,49.3,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-04-08,50.19,50.19,50.19,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-04-15,50.38,50.38,50.38,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2018-04-22,50.52,50.52,50.52,0.0,0.0,50.65,50.65,50.65,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-04-29,50.67,50.67,50.67,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-05-06,51.65,51.65,51.65,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-05-13,52.0,52.0,52.0,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-05-20,51.87,51.87,51.87,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-05-27,52.38,52.38,52.38,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-06-03,53.3,53.3,53.3,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2018-06-10,52.37,52.37,52.37,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-06-17,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-06-24,51.78,51.78,51.78,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-07-01,53.25,53.25,53.25,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2018-07-08,53.11,53.11,53.11,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-07-15,53.25,53.25,53.25,0.0,0.0,53.27,53.27,53.27,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2018-07-22,52.8,52.8,52.8,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2018-07-29,53.45,53.45,53.45,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2018-08-05,53.36,53.36,53.36,0.0,0.0,53.44,53.44,53.44,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2018-08-12,53.9,53.9,53.9,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.83,53.83,53.83,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2018-08-19,54.6,54.6,54.6,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-08-26,54.38,54.38,54.38,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2018-09-02,54.07,54.07,54.07,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2018-09-09,54.37,54.37,54.37,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-09-16,54.14,54.14,54.14,0.0,0.0,54.36,54.36,54.36,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-09-23,53.99,53.99,53.99,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2018-09-30,52.62,52.62,52.62,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2018-10-07,50.34,50.34,50.34,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2018-10-14,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-10-21,48.65,48.65,48.65,0.0,0.0,49.02,49.02,49.02,0.0,0.0,47.62,47.62,47.62,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2018-10-28,49.98,49.98,49.98,0.0,0.0,50.47,50.47,50.47,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2018-11-04,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-11-11,50.08,50.08,50.08,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-11-18,49.61,49.61,49.61,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2018-11-25,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-12-02,47.88,47.88,47.88,0.0,0.0,48.0,48.0,48.0,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-12-09,46.37,46.37,46.37,0.0,0.0,46.64,46.64,46.64,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2018-12-16,42.72,42.72,42.72,0.0,0.0,42.91,42.91,42.91,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2018-12-23,44.16,44.16,44.16,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2018-12-30,45.39,45.39,45.39,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-01-06,47.19,47.19,47.19,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2019-01-13,48.73,48.73,48.73,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.58,48.58,48.58,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-01-20,48.66,48.66,48.66,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.6,48.6,48.6,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-01-27,49.62,49.62,49.62,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.4,49.4,49.4,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-02-03,49.91,49.91,49.91,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-02-10,51.12,51.12,51.12,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-02-17,52.47,52.47,52.47,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-02-24,52.0,52.0,52.0,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-03-03,50.17,50.17,50.17,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-03-10,50.81,50.81,50.81,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-03-17,49.09,49.09,49.09,0.0,0.0,49.5,49.5,49.5,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-03-24,50.76,50.76,50.76,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.72,50.72,50.72,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-03-31,52.05,52.05,52.05,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-04-07,52.63,52.63,52.63,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-04-14,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-04-21,52.79,52.79,52.79,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-04-28,52.09,52.09,52.09,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-05-05,50.71,50.71,50.71,0.0,0.0,50.81,50.81,50.81,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-05-12,49.9,49.9,49.9,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-05-19,49.36,49.36,49.36,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-05-26,47.71,47.71,47.71,0.0,0.0,48.33,48.33,48.33,0.0,0.0,47.69,47.69,47.69,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-06-02,49.99,49.99,49.99,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-06-09,50.13,50.13,50.13,0.0,0.0,50.29,50.29,50.29,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-06-16,50.66,50.66,50.66,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-06-23,51.96,51.96,51.96,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2019-06-30,51.49,51.49,51.49,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-07-07,51.55,51.55,51.55,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-07-14,51.03,51.03,51.03,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-07-21,52.37,52.37,52.37,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-07-28,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.74,48.74,48.74,0.0,0.0
