Date,GEF_Open_average,GEF_Open_max,GEF_Open_min,GEF_Open_volatility,GEF_Open_change,GEF_High_average,GEF_High_max,GEF_High_min,GEF_High_volatility,GEF_High_change,GEF_Low_average,GEF_Low_max,GEF_Low_min,GEF_Low_volatility,GEF_Low_change,GEF_Close_average,GEF_Close_max,GEF_Close_min,GEF_Close_volatility,GEF_Close_change,GEF_Volume_average,GEF_Volume_max,GEF_Volume_min,GEF_Volume_volatility,GEF_Volume_change
2018-01-14,60.6,62.03,59.61,2.4200000000000017,-1.4100000000000037,61.206,62.81,60.4,2.4100000000000037,-1.5900000000000034,59.784,60.09,59.55,0.5400000000000063,-0.04000000000000625,60.321999999999996,60.9,59.69,1.2100000000000009,0.7800000000000011,153315,228243,106511,121732,66021
2018-01-21,60.506,61.23,59.86,1.3699999999999974,-0.7899999999999991,60.726,61.54,59.95,1.5899999999999963,-1.1499999999999986,59.562,59.82,59.23,0.5900000000000034,-0.5900000000000034,60.094,60.88,59.34,1.5399999999999991,-1.5399999999999991,160303,204108,131223,72885,55401
2018-01-28,58.88,60.19,57.62,2.5700000000000003,-1.1700000000000017,59.53,60.19,58.26,1.9299999999999997,-1.8999999999999986,57.788000000000004,58.64,55.27,3.3699999999999974,-3.3699999999999974,58.394,59.95,55.31,4.640000000000001,-4.640000000000001,176383,195676,145218,50458,-18899
2018-02-04,54.71,55.58,53.96,1.6199999999999974,-0.05000000000000426,55.45,56.19,54.38,1.8099999999999952,-0.38000000000000256,53.82,55.39,52.44,2.950000000000003,-0.14000000000000057,54.624,55.61,53.27,2.3399999999999963,-0.9500000000000028,183759,252396,102838,149558,-32692
2018-02-11,55.235,56.43,54.03,2.3999999999999986,2.0700000000000003,56.269999999999996,57.4,54.73,2.6700000000000017,2.6700000000000017,54.7775,56.01,53.81,2.1999999999999957,2.1999999999999957,55.9075,57.05,54.5,2.549999999999997,2.549999999999997,165610,211239,141173,70066,5113
2018-02-18,58.042,59.0,56.68,2.3200000000000003,2.020000000000003,59.05,59.85,57.53,2.3200000000000003,2.289999999999999,57.464,58.56,56.44,2.1200000000000045,2.1200000000000045,58.23,59.18,56.66,2.520000000000003,2.520000000000003,192069,303887,117274,186613,-15301
2018-02-25,54.442,59.32,49.22,10.100000000000001,-9.149999999999999,55.044,59.49,50.8,8.690000000000005,-8.550000000000004,52.654,58.46,47.97,10.490000000000002,-8.869999999999997,53.406,58.46,49.95,8.509999999999998,-8.030000000000001,563432,1106185,189274,916911,113333
2018-03-04,52.11,53.85,50.14,3.710000000000001,3.259999999999998,53.2,54.74,50.88,3.8599999999999994,3.8599999999999994,51.502,53.85,48.96,4.890000000000001,4.890000000000001,52.862,54.24,50.87,3.3700000000000045,3.3700000000000045,263356,323556,142140,181416,-133387
2018-03-11,53.822,54.88,52.55,2.3300000000000054,-2.3300000000000054,54.02,54.95,52.55,2.4000000000000057,-2.4000000000000057,52.946,54.36,51.36,3.0,-3.0,53.3,54.5,51.92,2.5799999999999983,-2.5799999999999983,300116,341502,264519,76983,-18020
2018-03-18,51.428,52.15,50.79,1.3599999999999994,-1.0600000000000023,51.908,52.52,51.11,1.4100000000000037,-0.990000000000002,50.634,51.84,49.74,2.1000000000000014,-2.0400000000000063,51.202,52.08,49.8,2.280000000000001,-0.5700000000000003,180637,205449,150548,54901,-5455
2018-03-25,51.6275,52.68,51.09,1.5899999999999963,1.0899999999999963,52.44,53.64,51.61,2.030000000000001,1.7700000000000031,50.89,51.41,50.27,1.1399999999999935,0.6799999999999997,51.605000000000004,52.4,50.75,1.6499999999999986,1.3799999999999955,284953,396085,137914,258171,95165
