Date,YGEHY_Open_average,YGEHY_Open_max,YGEHY_Open_min,YGEHY_Open_volatility,YGEHY_Open_change,YGEHY_High_average,YGEHY_High_max,YGEHY_High_min,YGEHY_High_volatility,YGEHY_High_change,YGEHY_Low_average,YGEHY_Low_max,YGEHY_Low_min,YGEHY_Low_volatility,YGEHY_Low_change,YGEHY_Close_average,YGEHY_Close_max,YGEHY_Close_min,YGEHY_Close_volatility,YGEHY_Close_change,YGEHY_Volume_average,YGEHY_Volume_max,YGEHY_Volume_min,YGEHY_Volume_volatility,YGEHY_Volume_change
2018-01-14,1.935,2.04,1.86,0.17999999999999994,-0.17999999999999994,2.0002,2.074,1.92,0.15399999999999991,-0.05719999999999992,1.8820000000000001,1.92,1.85,0.06999999999999984,-0.06199999999999983,1.9075,1.95,1.87,0.07999999999999985,-0.050000000000000044,114014,229826,57356,172470,146196
2018-01-21,1.858,1.94,1.81,0.1299999999999999,-0.11999999999999988,1.8760000000000001,1.96,1.84,0.11999999999999988,-0.11999999999999988,1.7959800000000001,1.85,1.75,0.10000000000000009,-0.06000000000000005,1.82,1.89,1.79,0.09999999999999987,-0.08999999999999986,109863,248818,48588,200230,-37199
2018-01-28,1.752,1.79,1.7,0.09000000000000008,-0.07000000000000006,1.7918,1.919,1.71,0.20900000000000007,-0.1100000000000001,1.718,1.75,1.7,0.050000000000000044,-0.050000000000000044,1.736,1.78,1.7,0.08000000000000007,-0.08000000000000007,203869,701283,60652,640631,-8610
2018-02-04,1.604,1.69,1.57,0.11999999999999988,-0.11999999999999988,1.62466,1.6934,1.5999,0.09349999999999992,-0.08339999999999992,1.52236,1.6,1.4317,0.16830000000000012,-0.1200000000000001,1.56302,1.6,1.4851,0.1149,-0.1149,102244,197912,35173,162739,-64048
2018-02-11,1.564,1.62,1.5,0.1200000000000001,0.1200000000000001,1.6279,1.69,1.57,0.11999999999999988,0.08050000000000002,1.54114,1.61,1.4907,0.11930000000000018,0.1100000000000001,1.5818,1.619,1.52,0.09899999999999998,0.050000000000000044,37768,52390,19944,32446,-8444
2018-02-18,1.5975000000000001,1.62,1.58,0.040000000000000036,0.010000000000000009,1.6375,1.7,1.61,0.08999999999999986,0.08999999999999986,1.59,1.62,1.58,0.040000000000000036,0.040000000000000036,1.6087500000000001,1.63,1.585,0.04499999999999993,0.03500000000000014,54309,93660,23473,70187,45930
2018-02-25,1.678,1.7,1.66,0.040000000000000036,-0.020000000000000018,1.6934,1.71,1.66,0.050000000000000044,-0.03699999999999992,1.64202,1.67,1.61,0.05999999999999983,-0.04999999999999982,1.6680199999999998,1.68,1.65,0.030000000000000027,-0.030000000000000027,26229,48289,14512,33777,-24141
2018-03-04,1.646,1.7,1.6,0.09999999999999987,0.029999999999999805,1.708,1.73,1.67,0.06000000000000005,-0.010000000000000009,1.6239999999999999,1.63,1.6,0.029999999999999805,0.029999999999999805,1.672,1.71,1.63,0.08000000000000007,0.010000000000000009,28275,47764,10450,37314,-568
2018-03-11,1.696,1.73,1.68,0.050000000000000044,0.010000000000000009,1.7260199999999999,1.73,1.72,0.010000000000000009,-0.010000000000000009,1.6820199999999998,1.7001,1.65,0.05010000000000003,-0.030000000000000027,1.693,1.72,1.65,0.07000000000000006,-0.030000000000000027,23772,35114,8409,26705,-6504
2018-03-18,1.64096,1.69,1.56,0.1299999999999999,-0.09999999999999987,1.66598,1.7,1.5999,0.10009999999999986,-0.09009999999999985,1.6119999999999999,1.65,1.55,0.09999999999999987,-0.08999999999999986,1.6219999999999999,1.67,1.55,0.11999999999999988,-0.10999999999999988,30327,52999,13386,39613,2578
2018-03-25,1.6675,1.75,1.57,0.17999999999999994,0.10999999999999988,1.7277,1.75,1.6908,0.05919999999999992,0.029199999999999893,1.64275,1.671,1.57,0.10099999999999998,0.10099999999999998,1.6900249999999999,1.72,1.66,0.06000000000000005,0.020100000000000007,58460,79744,35506,44238,11304
