Date,CZFC_Open_average,CZFC_Open_max,CZFC_Open_min,CZFC_Open_volatility,CZFC_Open_change,CZFC_High_average,CZFC_High_max,CZFC_High_min,CZFC_High_volatility,CZFC_High_change,CZFC_Low_average,CZFC_Low_max,CZFC_Low_min,CZFC_Low_volatility,CZFC_Low_change,CZFC_Close_average,CZFC_Close_max,CZFC_Close_min,CZFC_Close_volatility,CZFC_Close_change,CZFC_Volume_average,CZFC_Volume_max,CZFC_Volume_min,CZFC_Volume_volatility,CZFC_Volume_change
2016-01-03,13.776,14.0,13.5,0.5,-0.40000000000000036,13.826,14.0,13.5,0.5,-0.40000000000000036,13.692,13.88,13.5,0.3800000000000008,-0.09999999999999964,13.742,13.88,13.5,0.3800000000000008,-0.09999999999999964,765,1949,8,1941,-1941
2016-01-10,13.4,13.4,13.4,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.47,13.47,13.47,0.0,0.0,1610,1610,1610,0,0
2016-01-17,13.5,13.9,13.27,0.6300000000000008,0.5700000000000003,13.57,13.98,13.34,0.6400000000000006,0.6400000000000006,13.5,13.9,13.27,0.6300000000000008,0.5700000000000003,13.57,13.98,13.34,0.6400000000000006,0.6400000000000006,1060,1382,700,682,-282
2016-01-24,13.8125,14.1,13.7,0.40000000000000036,0.40000000000000036,14.02,14.3,13.78,0.5200000000000014,0.1999999999999993,13.799999999999999,14.1,13.7,0.40000000000000036,0.40000000000000036,13.87,14.1,13.7,0.40000000000000036,0.1999999999999993,1867,5639,100,5539,-1295
2016-01-31,13.7025,13.8,13.65,0.15000000000000036,-0.049999999999998934,13.75,13.8,13.7,0.10000000000000142,0.0,13.68,13.71,13.65,0.0600000000000005,-0.049999999999998934,13.7275,13.8,13.7,0.10000000000000142,0.0,2634,4431,619,3812,-1381
2016-02-07,13.655,13.82,13.54,0.28000000000000114,-0.16000000000000014,13.845,14.3,13.56,0.7400000000000002,0.6000000000000014,13.625,13.82,13.44,0.3800000000000008,-0.16000000000000014,13.715,13.9,13.44,0.46000000000000085,0.20000000000000107,436,956,110,846,846
2016-02-14,13.716,13.9,13.58,0.3200000000000003,-0.15000000000000036,13.744,13.9,13.67,0.23000000000000043,-0.15000000000000036,13.704,13.88,13.55,0.33000000000000007,-0.13000000000000078,13.74,13.88,13.67,0.21000000000000085,-0.13000000000000078,5372,16800,438,16362,2196
2016-02-21,13.97,14.0,13.9,0.09999999999999964,0.019999999999999574,13.97,14.0,13.9,0.09999999999999964,0.019999999999999574,13.7925,13.9,13.75,0.15000000000000036,0.019999999999999574,13.7925,13.9,13.75,0.15000000000000036,0.019999999999999574,814,1844,94,1750,1636
2016-02-28,13.958,14.01,13.79,0.22000000000000064,0.009999999999999787,13.964,14.03,13.79,0.2400000000000002,0.0,13.952,14.01,13.79,0.22000000000000064,-0.019999999999999574,13.959999999999999,14.01,13.79,0.22000000000000064,0.0,1951,2931,518,2413,797
2016-03-06,13.92,14.15,13.77,0.3800000000000008,0.3800000000000008,13.946666666666667,14.2,13.8,0.3999999999999986,0.3999999999999986,13.84,13.95,13.77,0.17999999999999972,0.17999999999999972,13.85,13.95,13.8,0.14999999999999858,0.14999999999999858,2724,4355,1336,3019,-1145
2016-03-13,13.9,14.24,13.75,0.4900000000000002,0.07000000000000028,13.964,14.24,13.75,0.4900000000000002,-0.25,13.696,13.9,13.18,0.7200000000000006,0.07000000000000028,13.746,14.0,13.18,0.8200000000000003,-0.09999999999999964,2359,8335,279,8056,862
2016-03-20,14.040000000000001,14.25,13.9,0.34999999999999964,0.07000000000000028,14.040000000000001,14.25,13.9,0.34999999999999964,0.07000000000000028,14.040000000000001,14.25,13.9,0.34999999999999964,0.07000000000000028,14.040000000000001,14.25,13.9,0.34999999999999964,0.07000000000000028,359,538,140,398,-398
2016-03-27,13.8975,14.0,13.79,0.21000000000000085,0.0,13.9,14.0,13.8,0.1999999999999993,0.0,13.8725,14.0,13.79,0.21000000000000085,0.09999999999999964,13.875,14.0,13.8,0.1999999999999993,0.09999999999999964,1958,6534,311,6223,-6223
2016-04-03,14.03,14.12,13.87,0.25,0.019999999999999574,14.03,14.12,13.87,0.25,0.019999999999999574,14.03,14.12,13.87,0.25,0.019999999999999574,14.03,14.12,13.87,0.25,0.019999999999999574,111,218,0,218,-117
2016-04-10,13.99,14.1,13.75,0.34999999999999964,0.0600000000000005,14.15,14.3,14.1,0.20000000000000107,0.0,13.965,14.07,13.75,0.3200000000000003,-0.03999999999999915,14.15,14.3,14.1,0.20000000000000107,0.0,548,2074,5,2069,2069
2016-04-17,13.991999999999999,14.18,13.78,0.40000000000000036,0.16999999999999993,14.048,14.18,13.82,0.35999999999999943,0.129999999999999,13.964,14.18,13.76,0.41999999999999993,0.1899999999999995,14.012,14.18,13.76,0.41999999999999993,0.1899999999999995,1094,2447,0,2447,-2367
2016-04-24,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0,398,398,398,0,0
2016-05-01,14.033333333333333,14.07,14.0,0.07000000000000028,0.040000000000000924,14.033333333333333,14.07,14.0,0.07000000000000028,0.040000000000000924,14.033333333333333,14.07,14.0,0.07000000000000028,0.040000000000000924,14.033333333333333,14.07,14.0,0.07000000000000028,0.040000000000000924,619,1668,9,1659,1488
2016-05-08,14.14,14.25,14.07,0.17999999999999972,-0.02999999999999936,14.363333333333333,14.44,14.25,0.1899999999999995,-0.03999999999999915,14.14,14.25,14.07,0.17999999999999972,-0.02999999999999936,14.363333333333333,14.44,14.25,0.1899999999999995,-0.03999999999999915,378,881,113,768,28
