Date,ProShares UltraPro QQQ_etf_Open_average,ProShares UltraPro QQQ_etf_Open_max,ProShares UltraPro QQQ_etf_Open_min,ProShares UltraPro QQQ_etf_Open_volatility,ProShares UltraPro QQQ_etf_Open_change,ProShares UltraPro QQQ_etf_High_average,ProShares UltraPro QQQ_etf_High_max,ProShares UltraPro QQQ_etf_High_min,ProShares UltraPro QQQ_etf_High_volatility,ProShares UltraPro QQQ_etf_High_change,ProShares UltraPro QQQ_etf_Low_average,ProShares UltraPro QQQ_etf_Low_max,ProShares UltraPro QQQ_etf_Low_min,ProShares UltraPro QQQ_etf_Low_volatility,ProShares UltraPro QQQ_etf_Low_change,ProShares UltraPro QQQ_etf_Close_average,ProShares UltraPro QQQ_etf_Close_max,ProShares UltraPro QQQ_etf_Close_min,ProShares UltraPro QQQ_etf_Close_volatility,ProShares UltraPro QQQ_etf_Close_change
2018-04-29,47.85,47.85,47.85,0.0,0.0,51.55,51.55,51.55,0.0,0.0,47.73,47.73,47.73,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-05-06,55.38,55.38,55.38,0.0,0.0,55.87,55.87,55.87,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-05-13,53.7,53.7,53.7,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2018-05-20,55.43,55.43,55.43,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2018-05-27,56.65,56.65,56.65,0.0,0.0,58.58,58.58,58.58,0.0,0.0,56.65,56.65,56.65,0.0,0.0,58.49,58.49,58.49,0.0,0.0
2018-06-03,59.23,59.23,59.23,0.0,0.0,60.4,60.4,60.4,0.0,0.0,58.83,58.83,58.83,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2018-06-10,62.64,62.64,62.64,0.0,0.0,63.09,63.09,63.09,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2018-06-17,62.32,62.32,62.32,0.0,0.0,62.38,62.38,62.38,0.0,0.0,60.61,60.61,60.61,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-06-24,57.67,57.67,57.67,0.0,0.0,58.56,58.56,58.56,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2018-07-01,58.81,58.81,58.81,0.0,0.0,61.29,61.29,61.29,0.0,0.0,58.52,58.52,58.52,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-07-08,65.08,65.08,65.08,0.0,0.0,65.63,65.63,65.63,0.0,0.0,64.59,64.59,64.59,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2018-07-15,65.16,65.16,65.16,0.0,0.0,65.83,65.83,65.83,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2018-07-22,66.84,66.84,66.84,0.0,0.0,66.9,66.9,66.9,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2018-07-29,65.09,65.09,65.09,0.0,0.0,65.39,65.39,65.39,0.0,0.0,64.3,64.3,64.3,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2018-08-05,65.96,65.96,65.96,0.0,0.0,66.55,66.55,66.55,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2018-08-12,64.39,64.39,64.39,0.0,0.0,65.42,65.42,65.42,0.0,0.0,63.21,63.21,63.21,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2018-08-19,66.57,66.57,66.57,0.0,0.0,67.87,67.87,67.87,0.0,0.0,66.5,66.5,66.5,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2018-08-26,71.82,71.82,71.82,0.0,0.0,72.95,72.95,72.95,0.0,0.0,71.57,71.57,71.57,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-09-02,65.36,65.36,65.36,0.0,0.0,67.69,67.69,67.69,0.0,0.0,65.22,65.22,65.22,0.0,0.0,66.07,66.07,66.07,0.0,0.0
2018-09-09,69.79,69.79,69.79,0.0,0.0,70.14,70.14,70.14,0.0,0.0,68.21,68.21,68.21,0.0,0.0,69.01,69.01,69.01,0.0,0.0
2018-09-16,70.26,70.26,70.26,0.0,0.0,70.58,70.58,70.58,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.53,68.53,68.53,0.0,0.0
2018-09-23,70.64,70.64,70.64,0.0,0.0,71.75,71.75,71.75,0.0,0.0,70.28,70.28,70.28,0.0,0.0,71.14,71.14,71.14,0.0,0.0
2018-09-30,67.2,67.2,67.2,0.0,0.0,67.83,67.83,67.83,0.0,0.0,62.82,62.82,62.82,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2018-10-07,57.78,57.78,57.78,0.0,0.0,58.52,58.52,58.52,0.0,0.0,54.8,54.8,54.8,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2018-10-14,57.79,57.79,57.79,0.0,0.0,59.39,59.39,59.39,0.0,0.0,55.79,55.79,55.79,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2018-10-21,48.4,48.4,48.4,0.0,0.0,52.83,52.83,52.83,0.0,0.0,47.48,47.48,47.48,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-10-28,53.95,53.95,53.95,0.0,0.0,54.93,54.93,54.93,0.0,0.0,50.8,50.8,50.8,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-11-04,54.92,54.92,54.92,0.0,0.0,55.28,55.28,55.28,0.0,0.0,52.29,52.29,52.29,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2018-11-11,48.76,48.76,48.76,0.0,0.0,50.4,50.4,50.4,0.0,0.0,48.12,48.12,48.12,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-11-18,42.28,42.28,42.28,0.0,0.0,43.72,43.72,43.72,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-11-25,49.84,49.84,49.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,49.13,49.13,49.13,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2018-12-02,47.6,47.6,47.6,0.0,0.0,48.42,48.42,48.42,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-12-09,44.89,44.89,44.89,0.0,0.0,45.33,45.33,45.33,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2018-12-16,36.65,36.65,36.65,0.0,0.0,37.41,37.41,37.41,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-12-23,37.0,37.0,37.0,0.0,0.0,38.11,38.11,38.11,0.0,0.0,35.37,35.37,35.37,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-12-30,35.55,35.55,35.55,0.0,0.0,38.76,38.76,38.76,0.0,0.0,35.17,35.17,35.17,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2019-01-06,41.24,41.24,41.24,0.0,0.0,41.63,41.63,41.63,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-01-13,44.72,44.72,44.72,0.0,0.0,45.61,45.61,45.61,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-01-20,44.26,44.26,44.26,0.0,0.0,45.17,45.17,45.17,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2019-01-27,46.34,46.34,46.34,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2019-02-03,45.71,45.71,45.71,0.0,0.0,47.25,47.25,47.25,0.0,0.0,45.6,45.6,45.6,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-02-10,50.51,50.51,50.51,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.36,49.36,49.36,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-02-17,50.06,50.06,50.06,0.0,0.0,50.92,50.92,50.92,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-02-24,52.12,52.12,52.12,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.02,51.02,51.02,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-03-03,47.74,47.74,47.74,0.0,0.0,49.22,49.22,49.22,0.0,0.0,47.56,47.56,47.56,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-03-10,54.61,54.61,54.61,0.0,0.0,55.94,55.94,55.94,0.0,0.0,54.46,54.46,54.46,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-03-17,58.87,58.87,58.87,0.0,0.0,59.35,59.35,59.35,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-03-24,56.63,56.63,56.63,0.0,0.0,56.82,56.82,56.82,0.0,0.0,55.68,55.68,55.68,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-03-31,61.06,61.06,61.06,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.78,60.78,60.78,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2019-04-07,62.5,62.5,62.5,0.0,0.0,62.6,62.6,62.6,0.0,0.0,61.73,61.73,61.73,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-04-14,64.08,64.08,64.08,0.0,0.0,64.11,64.11,64.11,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2019-04-21,66.81,66.81,66.81,0.0,0.0,67.3,67.3,67.3,0.0,0.0,65.1,65.1,65.1,0.0,0.0,67.28,67.28,67.28,0.0,0.0
2019-04-28,66.14,66.14,66.14,0.0,0.0,67.75,67.75,67.75,0.0,0.0,65.79,65.79,65.79,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2019-05-05,60.24,60.24,60.24,0.0,0.0,62.03,62.03,62.03,0.0,0.0,57.24,57.24,57.24,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-05-12,58.89,58.89,58.89,0.0,0.0,61.34,61.34,61.34,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2019-05-19,55.07,55.07,55.07,0.0,0.0,55.6,55.6,55.6,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2019-05-26,50.87,50.87,50.87,0.0,0.0,51.41,51.41,51.41,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-06-02,54.0,54.0,54.0,0.0,0.0,56.92,56.92,56.92,0.0,0.0,53.82,53.82,53.82,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2019-06-09,57.47,57.47,57.47,0.0,0.0,58.1,58.1,58.1,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-06-16,63.31,63.31,63.31,0.0,0.0,64.54,64.54,64.54,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2019-06-23,61.98,61.98,61.98,0.0,0.0,62.19,62.19,62.19,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2019-06-30,65.09,65.09,65.09,0.0,0.0,66.39,66.39,66.39,0.0,0.0,64.31,64.31,64.31,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-07-07,67.55,67.55,67.55,0.0,0.0,68.51,68.51,68.51,0.0,0.0,67.38,67.38,67.38,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2019-07-14,68.7,68.7,68.7,0.0,0.0,68.7,68.7,68.7,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2019-07-21,69.3,69.3,69.3,0.0,0.0,70.39,70.39,70.39,0.0,0.0,69.22,69.22,69.22,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2019-07-28,63.2,63.2,63.2,0.0,0.0,63.43,63.43,63.43,0.0,0.0,60.6,60.6,60.6,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-08-04,61.26,61.26,61.26,0.0,0.0,61.92,61.92,61.92,0.0,0.0,58.97,58.97,58.97,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2019-08-11,57.78,57.78,57.78,0.0,0.0,59.49,59.49,59.49,0.0,0.0,57.78,57.78,57.78,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2019-08-18,60.13,60.13,60.13,0.0,0.0,61.8,61.8,61.8,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2019-08-25,61.92,61.92,61.92,0.0,0.0,61.93,61.93,61.93,0.0,0.0,59.46,59.46,59.46,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-09-01,64.85,64.85,64.85,0.0,0.0,64.96,64.96,64.96,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-09-08,65.7,65.7,65.7,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-09-15,65.76,65.76,65.76,0.0,0.0,65.95,65.95,65.95,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-09-22,62.55,62.55,62.55,0.0,0.0,62.65,62.65,62.65,0.0,0.0,58.66,58.66,58.66,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2019-09-29,59.71,59.71,59.71,0.0,0.0,61.68,61.68,61.68,0.0,0.0,59.59,59.59,59.59,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-10-06,63.22,63.22,63.22,0.0,0.0,65.0,65.0,65.0,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2019-10-13,65.62,65.62,65.62,0.0,0.0,66.03,66.03,66.03,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2019-10-20,65.29,65.29,65.29,0.0,0.0,67.99,67.99,67.99,0.0,0.0,65.25,65.25,65.25,0.0,0.0,67.82,67.82,67.82,0.0,0.0
2019-10-27,70.21,70.21,70.21,0.0,0.0,71.19,71.19,71.19,0.0,0.0,69.89,69.89,69.89,0.0,0.0,71.17,71.17,71.17,0.0,0.0
2019-11-03,72.37,72.37,72.37,0.0,0.0,73.69,73.69,73.69,0.0,0.0,71.83,71.83,71.83,0.0,0.0,73.66,73.66,73.66,0.0,0.0
2019-11-10,75.11,75.11,75.11,0.0,0.0,75.34,75.34,75.34,0.0,0.0,74.46,74.46,74.46,0.0,0.0,75.21,75.21,75.21,0.0,0.0
2019-11-17,74.56,74.56,74.56,0.0,0.0,74.71,74.71,74.71,0.0,0.0,72.97,72.97,72.97,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-11-24,78.21,78.21,78.21,0.0,0.0,78.57,78.57,78.57,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.74,77.74,77.74,0.0,0.0
2019-12-01,76.68,76.68,76.68,0.0,0.0,77.62,77.62,77.62,0.0,0.0,76.54,76.54,76.54,0.0,0.0,77.35,77.35,77.35,0.0,0.0
2019-12-08,78.96,78.96,78.96,0.0,0.0,80.72,80.72,80.72,0.0,0.0,78.46,78.46,78.46,0.0,0.0,79.86,79.86,79.86,0.0,0.0
2019-12-15,85.23,85.23,85.23,0.0,0.0,85.52,85.52,85.52,0.0,0.0,84.6,84.6,84.6,0.0,0.0,85.13,85.13,85.13,0.0,0.0
2019-12-22,89.01,89.01,89.01,0.0,0.0,89.06,89.06,89.06,0.0,0.0,87.15,87.15,87.15,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2019-12-29,87.29,87.29,87.29,0.0,0.0,90.0,90.0,90.0,0.0,0.0,87.24,87.24,87.24,0.0,0.0,88.37,88.37,88.37,0.0,0.0
