Date,SPDR S&P Technology HardwareEtf_Open_average,SPDR S&P Technology HardwareEtf_Open_max,SPDR S&P Technology HardwareEtf_Open_min,SPDR S&P Technology HardwareEtf_Open_volatility,SPDR S&P Technology HardwareEtf_Open_change,SPDR S&P Technology HardwareEtf_High_average,SPDR S&P Technology HardwareEtf_High_max,SPDR S&P Technology HardwareEtf_High_min,SPDR S&P Technology HardwareEtf_High_volatility,SPDR S&P Technology HardwareEtf_High_change,SPDR S&P Technology HardwareEtf_Low_average,SPDR S&P Technology HardwareEtf_Low_max,SPDR S&P Technology HardwareEtf_Low_min,SPDR S&P Technology HardwareEtf_Low_volatility,SPDR S&P Technology HardwareEtf_Low_change,SPDR S&P Technology HardwareEtf_Close_average,SPDR S&P Technology HardwareEtf_Close_max,SPDR S&P Technology HardwareEtf_Close_min,SPDR S&P Technology HardwareEtf_Close_volatility,SPDR S&P Technology HardwareEtf_Close_change
2018-06-24,75.19,75.19,75.19,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2018-07-01,76.27,76.27,76.27,0.0,0.0,76.3,76.3,76.3,0.0,0.0,76.27,76.27,76.27,0.0,0.0,76.3,76.3,76.3,0.0,0.0
2018-07-08,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2018-07-15,77.5,77.5,77.5,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2018-07-22,77.16,77.16,77.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0
2018-07-29,76.72,76.72,76.72,0.0,0.0,77.32,77.32,77.32,0.0,0.0,76.72,76.72,76.72,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2018-08-05,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2018-08-12,78.78,78.78,78.78,0.0,0.0,78.78,78.78,78.78,0.0,0.0,78.41,78.41,78.41,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2018-08-19,80.71,80.71,80.71,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.94,80.94,80.94,0.0,0.0
2018-08-26,82.1,82.1,82.1,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2018-09-02,80.24,80.24,80.24,0.0,0.0,80.24,80.24,80.24,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2018-09-09,79.39,79.39,79.39,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.39,79.39,79.39,0.0,0.0
2018-09-16,77.65,77.65,77.65,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2018-09-23,77.29,77.29,77.29,0.0,0.0,78.15,78.15,78.15,0.0,0.0,77.29,77.29,77.29,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2018-09-30,73.16,73.16,73.16,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-10-07,66.49,66.49,66.49,0.0,0.0,70.07,70.07,70.07,0.0,0.0,66.49,66.49,66.49,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2018-10-14,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2018-10-21,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-10-28,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0
2018-11-04,72.85,72.85,72.85,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2018-11-11,70.82,70.82,70.82,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.77,70.77,70.77,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2018-11-18,68.17,68.17,68.17,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2018-11-25,70.07,70.07,70.07,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2018-12-02,67.16,67.16,67.16,0.0,0.0,68.18,68.18,68.18,0.0,0.0,67.16,67.16,67.16,0.0,0.0,68.18,68.18,68.18,0.0,0.0
2018-12-09,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2018-12-16,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2018-12-23,61.18,61.18,61.18,0.0,0.0,61.32,61.32,61.32,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2018-12-30,60.88,60.88,60.88,0.0,0.0,61.59,61.59,61.59,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2019-01-06,66.08,66.08,66.08,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.07,66.07,66.07,0.0,0.0
2019-01-13,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2019-01-20,68.54,68.54,68.54,0.0,0.0,68.7,68.7,68.7,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-01-27,70.86,70.86,70.86,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.88,70.88,70.88,0.0,0.0
2019-02-03,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0
2019-02-10,73.86,73.86,73.86,0.0,0.0,74.15,74.15,74.15,0.0,0.0,73.86,73.86,73.86,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2019-02-17,75.32,75.32,75.32,0.0,0.0,76.37,76.37,76.37,0.0,0.0,75.32,75.32,75.32,0.0,0.0,76.37,76.37,76.37,0.0,0.0
2019-02-24,75.98,75.98,75.98,0.0,0.0,75.98,75.98,75.98,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.82,75.82,75.82,0.0,0.0
2019-03-03,71.5,71.5,71.5,0.0,0.0,72.37,72.37,72.37,0.0,0.0,71.5,71.5,71.5,0.0,0.0,72.37,72.37,72.37,0.0,0.0
2019-03-10,75.17,75.17,75.17,0.0,0.0,75.17,75.17,75.17,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.9,74.9,74.9,0.0,0.0
2019-03-17,72.78,72.78,72.78,0.0,0.0,72.78,72.78,72.78,0.0,0.0,72.78,72.78,72.78,0.0,0.0,72.78,72.78,72.78,0.0,0.0
2019-03-24,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0
2019-03-31,77.02,77.02,77.02,0.0,0.0,77.07,77.07,77.07,0.0,0.0,76.97,76.97,76.97,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2019-04-07,78.25,78.25,78.25,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.42,78.42,78.42,0.0,0.0
2019-04-14,78.57,78.57,78.57,0.0,0.0,79.2,79.2,79.2,0.0,0.0,78.57,78.57,78.57,0.0,0.0,79.13,79.13,79.13,0.0,0.0
2019-04-21,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2019-04-28,78.07,78.07,78.07,0.0,0.0,78.7,78.7,78.7,0.0,0.0,78.07,78.07,78.07,0.0,0.0,78.7,78.7,78.7,0.0,0.0
2019-05-05,74.71,74.71,74.71,0.0,0.0,75.7,75.7,75.7,0.0,0.0,74.61,74.61,74.61,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2019-05-12,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2019-05-19,70.59,70.59,70.59,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2019-05-26,68.54,68.54,68.54,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.44,68.44,68.44,0.0,0.0
2019-06-02,71.54,71.54,71.54,0.0,0.0,71.54,71.54,71.54,0.0,0.0,71.54,71.54,71.54,0.0,0.0,71.54,71.54,71.54,0.0,0.0
2019-06-09,71.32,71.32,71.32,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.57,71.57,71.57,0.0,0.0
2019-06-16,74.23,74.23,74.23,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.17,74.17,74.17,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2019-06-23,74.41,74.41,74.41,0.0,0.0,75.46,75.46,75.46,0.0,0.0,74.41,74.41,74.41,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2019-06-30,75.02,75.02,75.02,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.02,75.02,75.02,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2019-07-07,75.22,75.22,75.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0
2019-07-14,74.67,74.67,74.67,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.33,74.33,74.33,0.0,0.0
2019-07-21,77.42,77.42,77.42,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.42,77.42,77.42,0.0,0.0
2019-07-28,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.7,71.7,71.7,0.0,0.0
2019-08-04,71.32,71.32,71.32,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-08-11,70.44,70.44,70.44,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2019-08-18,71.07,71.07,71.07,0.0,0.0,71.07,71.07,71.07,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2019-08-25,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2019-09-01,75.22,75.22,75.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2019-09-08,78.31,78.31,78.31,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.31,78.31,78.31,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2019-09-15,75.81,75.81,75.81,0.0,0.0,76.11,76.11,76.11,0.0,0.0,75.81,75.81,75.81,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2019-09-22,75.18,75.18,75.18,0.0,0.0,75.18,75.18,75.18,0.0,0.0,75.18,75.18,75.18,0.0,0.0,75.18,75.18,75.18,0.0,0.0
2019-09-29,73.8,73.8,73.8,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.8,73.8,73.8,0.0,0.0,74.06,74.06,74.06,0.0,0.0
2019-10-06,74.04,74.04,74.04,0.0,0.0,74.04,74.04,74.04,0.0,0.0,74.04,74.04,74.04,0.0,0.0,74.04,74.04,74.04,0.0,0.0
2019-10-13,76.21,76.21,76.21,0.0,0.0,76.21,76.21,76.21,0.0,0.0,76.21,76.21,76.21,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2019-10-20,77.99,77.99,77.99,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2019-10-27,79.71,79.71,79.71,0.0,0.0,80.51,80.51,80.51,0.0,0.0,79.71,79.71,79.71,0.0,0.0,80.51,80.51,80.51,0.0,0.0
2019-11-03,81.88,81.88,81.88,0.0,0.0,81.88,81.88,81.88,0.0,0.0,81.88,81.88,81.88,0.0,0.0,81.88,81.88,81.88,0.0,0.0
2019-11-10,80.85,80.85,80.85,0.0,0.0,81.38,81.38,81.38,0.0,0.0,80.85,80.85,80.85,0.0,0.0,81.38,81.38,81.38,0.0,0.0
2019-11-17,79.64,79.64,79.64,0.0,0.0,80.19,80.19,80.19,0.0,0.0,79.64,79.64,79.64,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2019-11-24,80.66,80.66,80.66,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2019-12-01,80.42,80.42,80.42,0.0,0.0,80.42,80.42,80.42,0.0,0.0,80.35,80.35,80.35,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2019-12-08,82.31,82.31,82.31,0.0,0.0,82.31,82.31,82.31,0.0,0.0,82.11,82.11,82.11,0.0,0.0,82.11,82.11,82.11,0.0,0.0
2019-12-15,83.49,83.49,83.49,0.0,0.0,83.49,83.49,83.49,0.0,0.0,83.03,83.03,83.03,0.0,0.0,83.03,83.03,83.03,0.0,0.0
2019-12-22,83.09,83.09,83.09,0.0,0.0,83.09,83.09,83.09,0.0,0.0,83.09,83.09,83.09,0.0,0.0,83.09,83.09,83.09,0.0,0.0
2019-12-29,83.5,83.5,83.5,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.5,83.5,83.5,0.0,0.0
