Date,FNV_stock_Open_average,FNV_stock_Open_max,FNV_stock_Open_min,FNV_stock_Open_volatility,FNV_stock_Open_change,FNV_stock_High_average,FNV_stock_High_max,FNV_stock_High_min,FNV_stock_High_volatility,FNV_stock_High_change,FNV_stock_Low_average,FNV_stock_Low_max,FNV_stock_Low_min,FNV_stock_Low_volatility,FNV_stock_Low_change,FNV_stock_Close_average,FNV_stock_Close_max,FNV_stock_Close_min,FNV_stock_Close_volatility,FNV_stock_Close_change,FNV_stock_Volume_average,FNV_stock_Volume_max,FNV_stock_Volume_min,FNV_stock_Volume_volatility,FNV_stock_Volume_change
2018-01-14,78.795,79.05,78.61,0.4399999999999977,0.28000000000000114,79.5,80.21,78.87,1.3399999999999892,0.5499999999999972,78.28,78.5,78.0,0.5,0.23999999999999488,78.6775,79.02,78.26,0.7599999999999909,-0.539999999999992,548706,655442,481970,173472,22807
2018-01-21,77.708,78.9,75.66,3.240000000000009,-1.1200000000000045,78.36800000000001,79.12,76.55,2.5700000000000074,-0.5,76.38799999999999,77.57,74.88,2.6899999999999977,2.1799999999999926,77.228,78.25,75.92,2.3299999999999983,2.1099999999999994,711879,872453,402291,470162,-470162
2018-01-28,76.436,77.57,75.45,2.1199999999999903,-2.1199999999999903,76.744,77.8,75.6,2.200000000000003,-2.200000000000003,75.128,76.03,73.56,2.469999999999999,-2.469999999999999,75.802,76.39,74.18,2.2099999999999937,-1.9399999999999977,565562,737841,383004,354837,89329
2018-02-04,71.846,74.18,69.89,4.290000000000006,-4.290000000000006,72.342,74.69,70.14,4.549999999999997,-4.549999999999997,70.612,73.86,67.9,5.959999999999994,-5.959999999999994,71.004,74.19,69.03,5.159999999999997,-5.159999999999997,987483,1184081,867733,316348,165248
2018-02-11,72.08,74.5,69.15,5.349999999999994,5.349999999999994,73.528,75.25,71.11,4.140000000000001,3.700000000000003,71.528,74.25,68.94,5.310000000000002,4.150000000000006,73.046,74.99,70.79,4.199999999999989,2.8799999999999955,760270,1050692,523365,527327,-283672
2018-02-18,72.2225,72.85,71.54,1.309999999999988,-0.8799999999999955,73.17,73.51,72.75,0.7600000000000051,0.21000000000000796,71.5675,72.15,71.31,0.8400000000000034,-0.6900000000000119,72.3375,73.4,71.49,1.9100000000000108,1.1099999999999994,595230,775160,485094,290066,-207475
2018-02-25,71.91,73.91,69.78,4.1299999999999955,-2.5999999999999943,72.36,74.22,71.1,3.1200000000000045,-2.5999999999999943,70.602,73.14,68.63,4.510000000000005,-2.700000000000003,71.218,73.83,70.06,3.769999999999996,-3.269999999999996,666381,851198,409379,441819,-177349
2018-03-04,69.96,71.1,67.26,3.839999999999989,-2.989999999999995,70.54,72.04,68.4,3.6400000000000006,-1.8900000000000006,68.778,70.91,66.48,4.429999999999993,-2.739999999999995,69.632,71.38,67.69,3.6899999999999977,-1.9500000000000028,828001,1299310,649923,649387,-73297
2018-03-11,68.498,69.3,67.73,1.5699999999999932,0.6199999999999903,69.218,69.75,68.89,0.8599999999999994,0.1700000000000017,68.238,68.76,67.59,1.1700000000000017,0.6499999999999915,68.724,69.32,68.23,1.0899999999999892,0.030000000000001137,804681,1871242,491812,1379430,1250516
2018-03-18,69.41,70.09,68.72,1.3700000000000045,0.46000000000000796,70.002,71.06,69.45,1.6099999999999994,0.3100000000000023,68.616,69.23,68.01,1.2199999999999989,0.5400000000000063,69.332,70.43,68.16,2.2700000000000102,-0.01999999999999602,749291,939391,548007,391384,232967
