Date,Powershares S&P 500 High Beta PortfolioEtf_Open_average,Powershares S&P 500 High Beta PortfolioEtf_Open_max,Powershares S&P 500 High Beta PortfolioEtf_Open_min,Powershares S&P 500 High Beta PortfolioEtf_Open_volatility,Powershares S&P 500 High Beta PortfolioEtf_Open_change,Powershares S&P 500 High Beta PortfolioEtf_High_average,Powershares S&P 500 High Beta PortfolioEtf_High_max,Powershares S&P 500 High Beta PortfolioEtf_High_min,Powershares S&P 500 High Beta PortfolioEtf_High_volatility,Powershares S&P 500 High Beta PortfolioEtf_High_change,Powershares S&P 500 High Beta PortfolioEtf_Low_average,Powershares S&P 500 High Beta PortfolioEtf_Low_max,Powershares S&P 500 High Beta PortfolioEtf_Low_min,Powershares S&P 500 High Beta PortfolioEtf_Low_volatility,Powershares S&P 500 High Beta PortfolioEtf_Low_change,Powershares S&P 500 High Beta PortfolioEtf_Close_average,Powershares S&P 500 High Beta PortfolioEtf_Close_max,Powershares S&P 500 High Beta PortfolioEtf_Close_min,Powershares S&P 500 High Beta PortfolioEtf_Close_volatility,Powershares S&P 500 High Beta PortfolioEtf_Close_change
2018-03-25,41.9,41.9,41.9,0.0,0.0,42.81,42.81,42.81,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-04-01,42.2,42.2,42.2,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2018-04-08,43.25,43.25,43.25,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2018-04-15,43.19,43.19,43.19,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2018-04-22,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-04-29,41.5,41.5,41.5,0.0,0.0,42.57,42.57,42.57,0.0,0.0,41.5,41.5,41.5,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-05-06,43.78,43.78,43.78,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2018-05-13,44.36,44.36,44.36,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2018-05-20,44.33,44.33,44.33,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-05-27,44.27,44.27,44.27,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-06-03,44.92,44.92,44.92,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-06-10,45.27,45.27,45.27,0.0,0.0,45.31,45.31,45.31,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-06-17,44.62,44.62,44.62,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2018-06-24,43.16,43.16,43.16,0.0,0.0,43.48,43.48,43.48,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2018-07-01,43.12,43.12,43.12,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-07-08,44.12,44.12,44.12,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2018-07-15,44.25,44.25,44.25,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-07-22,44.98,44.98,44.98,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2018-07-29,44.25,44.25,44.25,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2018-08-05,44.1,44.1,44.1,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2018-08-12,43.5,43.5,43.5,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2018-08-19,44.53,44.53,44.53,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2018-08-26,45.17,45.17,45.17,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2018-09-02,44.13,44.13,44.13,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2018-09-09,44.67,44.67,44.67,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2018-09-16,45.83,45.83,45.83,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2018-09-23,44.89,44.89,44.89,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2018-09-30,44.59,44.59,44.59,0.0,0.0,44.68,44.68,44.68,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-10-07,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0,40.77,40.77,40.77,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-10-14,41.15,41.15,41.15,0.0,0.0,41.52,41.52,41.52,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2018-10-21,37.85,37.85,37.85,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-10-28,40.48,40.48,40.48,0.0,0.0,40.76,40.76,40.76,0.0,0.0,39.8,39.8,39.8,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-11-04,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-11-11,39.17,39.17,39.17,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-11-18,37.73,37.73,37.73,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-11-25,39.53,39.53,39.53,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-12-02,38.69,38.69,38.69,0.0,0.0,39.01,39.01,39.01,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-12-09,36.97,36.97,36.97,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-12-16,34.8,34.8,34.8,0.0,0.0,35.1,35.1,35.1,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-12-23,35.33,35.33,35.33,0.0,0.0,35.58,35.58,35.58,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-12-30,35.23,35.23,35.23,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.03,35.03,35.03,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-01-06,37.61,37.61,37.61,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-01-13,38.99,38.99,38.99,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.73,38.73,38.73,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-01-20,39.24,39.24,39.24,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-01-27,39.92,39.92,39.92,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.82,39.82,39.82,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2019-02-03,39.4,39.4,39.4,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2019-02-10,41.21,41.21,41.21,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-02-17,41.53,41.53,41.53,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-02-24,41.75,41.75,41.75,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2019-03-03,39.73,39.73,39.73,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.57,39.57,39.57,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-03-10,41.34,41.34,41.34,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-03-17,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-03-24,41.6,41.6,41.6,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-03-31,43.17,43.17,43.17,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2019-04-07,43.91,43.91,43.91,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2019-04-14,43.82,43.82,43.82,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-04-21,43.7,43.7,43.7,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.45,43.45,43.45,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-04-28,43.66,43.66,43.66,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.66,43.66,43.66,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-05-05,42.19,42.19,42.19,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.52,41.52,41.52,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2019-05-12,41.54,41.54,41.54,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2019-05-19,40.52,40.52,40.52,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-05-26,39.22,39.22,39.22,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-06-02,40.75,40.75,40.75,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-06-09,41.11,41.11,41.11,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-06-16,42.49,42.49,42.49,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-06-23,42.61,42.61,42.61,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-06-30,43.15,43.15,43.15,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.79,42.79,42.79,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2019-07-07,43.41,43.41,43.41,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-07-14,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2019-07-21,43.94,43.94,43.94,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-07-28,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-08-04,40.93,40.93,40.93,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-08-11,39.34,39.34,39.34,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-08-18,40.19,40.19,40.19,0.0,0.0,40.41,40.41,40.41,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-08-25,40.63,40.63,40.63,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-09-01,41.69,41.69,41.69,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-09-08,42.93,42.93,42.93,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-09-15,42.6,42.6,42.6,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-09-22,41.65,41.65,41.65,0.0,0.0,41.75,41.75,41.75,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2019-09-29,40.38,40.38,40.38,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-10-06,40.99,40.99,40.99,0.0,0.0,41.64,41.64,41.64,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-10-13,41.53,41.53,41.53,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-10-20,41.99,41.99,41.99,0.0,0.0,42.56,42.56,42.56,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2019-10-27,42.6,42.6,42.6,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.53,42.53,42.53,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-11-03,43.57,43.57,43.57,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-11-10,44.12,44.12,44.12,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2019-11-17,43.7,43.7,43.7,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-11-24,44.4,44.4,44.4,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-12-01,44.0,44.0,44.0,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-12-08,45.69,45.69,45.69,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-12-15,46.66,46.66,46.66,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2019-12-22,47.19,47.19,47.19,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2019-12-29,46.78,46.78,46.78,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.71,46.71,46.71,0.0,0.0
