Date,ITP_stock_Open_average,ITP_stock_Open_max,ITP_stock_Open_min,ITP_stock_Open_volatility,ITP_stock_Open_change,ITP_stock_High_average,ITP_stock_High_max,ITP_stock_High_min,ITP_stock_High_volatility,ITP_stock_High_change,ITP_stock_Low_average,ITP_stock_Low_max,ITP_stock_Low_min,ITP_stock_Low_volatility,ITP_stock_Low_change,ITP_stock_Close_average,ITP_stock_Close_max,ITP_stock_Close_min,ITP_stock_Close_volatility,ITP_stock_Close_change,ITP_stock_Volume_average,ITP_stock_Volume_max,ITP_stock_Volume_min,ITP_stock_Volume_volatility,ITP_stock_Volume_change
2018-03-25,1.21,1.31,1.09,0.21999999999999997,-0.15999999999999992,1.245,1.31,1.18,0.13000000000000012,-0.1200000000000001,1.1425,1.22,1.07,0.1499999999999999,-0.1299999999999999,1.1925,1.3,1.1,0.19999999999999996,-0.1200000000000001,4050,9103,1606,7497,-7399
2018-04-01,1.108,1.13,1.09,0.039999999999999813,-0.009999999999999787,1.136,1.19,1.11,0.07999999999999985,0.06000000000000005,1.102,1.12,1.09,0.030000000000000027,0.020000000000000018,1.124,1.19,1.1,0.08999999999999986,0.08999999999999986,2104,3360,230,3130,-1100
2018-04-08,1.176,1.19,1.16,0.030000000000000027,-0.020000000000000018,1.1798,1.19,1.17,0.020000000000000018,-0.020000000000000018,1.164,1.17,1.16,0.010000000000000009,0.010000000000000009,1.1698,1.179,1.16,0.019000000000000128,0.010000000000000009,1673,4602,149,4453,-1464
2018-04-15,1.148,1.18,1.14,0.040000000000000036,-0.040000000000000036,1.1598,1.18,1.14,0.040000000000000036,-0.040000000000000036,1.128,1.14,1.1,0.039999999999999813,-0.019999999999999796,1.1378,1.169,1.1,0.06899999999999995,0.0,2245,3974,800,3174,765
2018-04-22,1.13,1.14,1.11,0.029999999999999805,-0.010000000000000009,1.14,1.15,1.13,0.020000000000000018,0.0,1.114,1.13,1.1,0.029999999999999805,0.029999999999999805,1.124,1.14,1.1,0.039999999999999813,0.039999999999999813,2505,6119,684,5435,-5310
2018-04-29,1.1260000000000001,1.14,1.12,0.019999999999999796,-0.010000000000000009,1.14,1.19,1.12,0.06999999999999984,0.050000000000000044,1.1234,1.13,1.12,0.009999999999999787,0.0029999999999998916,1.1314,1.17,1.12,0.04999999999999982,0.04299999999999993,2723,4893,971,3922,456
2018-05-06,1.152,1.18,1.13,0.050000000000000044,-0.050000000000000044,1.1565999999999999,1.18,1.13,0.050000000000000044,-0.026999999999999913,1.1246,1.15,1.103,0.04699999999999993,-0.020000000000000018,1.1392,1.18,1.103,0.07699999999999996,-0.026999999999999913,4501,10808,505,10303,-157
2018-05-13,1.144,1.16,1.12,0.039999999999999813,0.0,1.158,1.17,1.14,0.030000000000000027,0.010000000000000009,1.136,1.16,1.11,0.04999999999999982,0.010000000000000009,1.146,1.17,1.11,0.05999999999999983,0.020000000000000018,1012,3494,12,3482,-597
2018-05-20,1.142,1.18,1.12,0.05999999999999983,-0.05999999999999983,1.1485999999999998,1.18,1.123,0.05699999999999994,-0.05699999999999994,1.134,1.15,1.12,0.029999999999999805,-0.029999999999999805,1.1366,1.16,1.12,0.039999999999999813,-0.026999999999999913,568,1972,31,1941,-74
2018-05-27,1.1524999999999999,1.17,1.14,0.030000000000000027,-0.020000000000000018,1.1637499999999998,1.18,1.15,0.030000000000000027,0.0050000000000001155,1.145,1.15,1.14,0.010000000000000009,-0.010000000000000009,1.15375,1.165,1.15,0.015000000000000124,0.015000000000000124,4224,8986,317,8669,6332
2018-06-03,1.168,1.19,1.14,0.050000000000000044,0.010000000000000009,1.184,1.19,1.17,0.020000000000000018,-0.020000000000000018,1.1603999999999999,1.182,1.14,0.04200000000000004,0.010000000000000009,1.1743999999999999,1.19,1.16,0.030000000000000027,-0.020000000000000018,661,2720,4,2716,2489
2018-06-10,1.156,1.2,1.11,0.08999999999999986,-0.08999999999999986,1.166,1.2,1.12,0.07999999999999985,-0.07999999999999985,1.138,1.17,1.1,0.06999999999999984,-0.06999999999999984,1.1552,1.18,1.12,0.05999999999999983,-0.04999999999999982,3812,17531,121,17410,485
2018-06-17,1.05,1.1,1.0,0.10000000000000009,-0.10000000000000009,1.0566,1.1,1.02,0.08000000000000007,-0.07700000000000018,1.0334,1.079,0.97,0.10899999999999999,-0.07899999999999996,1.0442,1.079,0.991,0.08799999999999997,-0.05600000000000005,3890,16907,8,16899,152
2018-06-24,1.05,1.08,1.02,0.06000000000000005,0.010000000000000009,1.064,1.08,1.04,0.040000000000000036,0.010000000000000009,1.014,1.05,0.97,0.08000000000000007,-0.030000000000000027,1.0438,1.07,1.0,0.07000000000000006,-0.049000000000000155,2259,3720,1211,2509,1774
2018-07-01,1.0225,1.05,1.0,0.050000000000000044,0.020000000000000018,1.0325,1.05,1.02,0.030000000000000027,-0.010000000000000009,0.975,1.02,0.94,0.08000000000000007,-0.050000000000000044,1.0135,1.03,0.99,0.040000000000000036,-0.030000000000000027,3265,9305,411,8894,8800
2018-07-08,0.994,1.02,0.96,0.06000000000000005,0.030000000000000027,1.0128,1.03,0.99,0.040000000000000036,0.030000000000000027,0.986,1.01,0.96,0.050000000000000044,0.040000000000000036,1.0082,1.03,0.987,0.04300000000000004,0.02300000000000002,296,800,20,780,648
2018-07-15,0.9988,1.01,0.98,0.030000000000000027,0.0,1.0096,1.02,0.998,0.02200000000000002,0.010000000000000009,0.9772,0.998,0.93,0.06799999999999995,-0.051999999999999935,1.004,1.02,0.998,0.02200000000000002,0.0039999999999997815,588,2658,0,2658,2454
2018-07-22,0.9743999999999999,1.02,0.95,0.07000000000000006,-0.07000000000000006,0.981,1.02,0.95,0.07000000000000006,-0.07000000000000006,0.9348,0.9670000000000001,0.857,0.1100000000000001,-0.017000000000000126,0.96,0.983,0.95,0.03300000000000003,-0.017000000000000126,1084,3927,0,3927,-140
2018-07-29,0.9551999999999999,0.99,0.932,0.05799999999999994,-0.0040000000000000036,0.9856,1.05,0.958,0.09200000000000008,0.03199999999999992,0.9441999999999999,0.958,0.932,0.025999999999999912,-0.010000000000000009,0.9536,0.97,0.94,0.030000000000000027,-0.019000000000000128,753,2917,0,2917,703
2018-08-05,0.8798,0.99,0.802,0.18799999999999994,-0.18799999999999994,0.9796,1.23,0.848,0.382,0.24,0.849,0.94,0.802,0.1379999999999999,-0.1379999999999999,0.8902,0.958,0.848,0.10999999999999999,-0.04799999999999993,15273,55604,3,55601,53620
2018-08-12,0.8304,0.851,0.81,0.040999999999999925,0.031000000000000028,0.8353999999999999,0.851,0.815,0.03600000000000003,0.01100000000000001,0.8032,0.81,0.79,0.020000000000000018,0.015999999999999903,0.8116,0.82,0.8079999999999999,0.01200000000000001,-0.002000000000000113,4052,10349,100,10249,-1253
2018-08-19,0.83,0.85,0.8,0.04999999999999993,0.029999999999999916,0.8684000000000001,0.9,0.8170000000000001,0.08299999999999996,0.08299999999999996,0.824,0.83,0.8,0.029999999999999916,0.029999999999999916,0.8281999999999999,0.838,0.81,0.027999999999999914,0.027999999999999914,3886,6406,1200,5206,1983
2018-08-26,0.8526,0.865,0.848,0.017000000000000015,0.0020000000000000018,0.877,0.885,0.86,0.025000000000000022,-0.0050000000000000044,0.84,0.84,0.84,0.0,0.0,0.8526,0.873,0.84,0.03300000000000003,0.03300000000000003,1958,3908,695,3213,2066
2018-09-02,0.87075,0.92,0.84,0.08000000000000007,0.05700000000000005,0.912,0.99,0.868,0.122,0.052000000000000046,0.845,0.86,0.84,0.020000000000000018,0.020000000000000018,0.865,0.9,0.84,0.06000000000000005,0.020000000000000018,3832,8786,1125,7661,-445
2018-09-09,0.866,0.9,0.83,0.07000000000000006,-0.07000000000000006,0.874,0.9,0.84,0.06000000000000005,-0.06000000000000005,0.8324,0.86,0.812,0.04799999999999993,-0.04799999999999993,0.8518,0.88,0.82,0.06000000000000005,-0.040000000000000036,1748,3904,560,3344,2049
2018-09-16,0.8548,0.89,0.83,0.06000000000000005,0.04599999999999993,0.8784,0.9179999999999999,0.8340000000000001,0.08399999999999985,0.04599999999999993,0.8383999999999999,0.862,0.82,0.04200000000000004,0.04200000000000004,0.862,0.9179999999999999,0.82,0.09799999999999998,0.04200000000000004,1206,2474,309,2165,-5
2018-09-23,0.8438,0.875,0.8240000000000001,0.050999999999999934,-0.04500000000000004,0.8464,0.875,0.83,0.04500000000000004,-0.04500000000000004,0.8144,0.83,0.78,0.04999999999999993,0.010000000000000009,0.8300000000000001,0.8540000000000001,0.82,0.03400000000000014,0.005999999999999894,2602,5678,461,5217,3400
2018-09-30,0.836,0.88,0.81,0.06999999999999995,0.06000000000000005,0.852,0.89,0.82,0.07000000000000006,0.07000000000000006,0.826,0.85,0.81,0.039999999999999925,0.020000000000000018,0.84,0.88,0.81,0.06999999999999995,0.020000000000000018,2635,5231,417,4814,-619
2018-10-07,0.846,0.882,0.83,0.052000000000000046,-0.04200000000000004,0.8656,0.882,0.848,0.03400000000000003,-0.01200000000000001,0.8298,0.8390000000000001,0.82,0.019000000000000128,-0.019000000000000128,0.8534,0.88,0.83,0.050000000000000044,0.030999999999999917,1380,4239,96,4143,398
2018-10-14,0.8236,0.89,0.78,0.10999999999999999,-0.039999999999999925,0.8666,0.89,0.835,0.05500000000000005,-0.05400000000000005,0.7934,0.8390000000000001,0.7390000000000001,0.09999999999999998,-0.039999999999999925,0.8318,0.889,0.789,0.09999999999999998,-0.08199999999999996,2484,6382,392,5990,408
2018-10-21,0.792,0.8,0.78,0.020000000000000018,0.020000000000000018,0.805,0.815,0.8,0.014999999999999902,-0.004999999999999893,0.792,0.8,0.78,0.020000000000000018,0.020000000000000018,0.802,0.81,0.8,0.010000000000000009,0.010000000000000009,2288,5200,0,5200,445
2018-10-28,0.8222,0.87,0.8079999999999999,0.062000000000000055,0.05599999999999994,0.8308,0.87,0.81,0.05999999999999994,0.05599999999999994,0.8140000000000001,0.86,0.8,0.05999999999999994,0.05999999999999994,0.8246,0.868,0.8,0.06799999999999995,0.06799999999999995,1595,4226,200,4026,4026
2018-11-04,0.8516,0.9079999999999999,0.8,0.10799999999999987,-0.050000000000000044,0.887,0.99,0.833,0.15700000000000003,-0.15000000000000002,0.808,0.82,0.8,0.019999999999999907,0.0,0.8214,0.8640000000000001,0.8,0.06400000000000006,0.0029999999999998916,5632,20694,507,20187,-20187
2018-11-11,0.8004,0.8190000000000001,0.78,0.039000000000000035,-0.0129999999999999,0.8004,0.8190000000000001,0.78,0.039000000000000035,-0.0129999999999999,0.7774,0.8,0.76,0.040000000000000036,-0.03300000000000003,0.7808,0.8,0.767,0.03300000000000003,-0.03300000000000003,2340,5461,260,5201,5201
2018-11-18,0.74075,0.76,0.72,0.040000000000000036,-0.040000000000000036,0.7697499999999999,0.833,0.73,0.10299999999999998,-0.03599999999999992,0.7275,0.75,0.72,0.030000000000000027,-0.030000000000000027,0.73125,0.75,0.72,0.030000000000000027,-0.020000000000000018,5835,12700,939,11761,-3364
2018-11-25,0.704,0.72,0.69,0.030000000000000027,-0.030000000000000027,0.7276,0.78,0.69,0.09000000000000008,0.040000000000000036,0.696,0.72,0.68,0.039999999999999925,-0.030000000000000027,0.7176,0.78,0.69,0.09000000000000008,0.06000000000000005,6370,17150,787,16363,-2900
2018-12-02,0.735,0.79,0.69,0.10000000000000009,-0.040000000000000036,0.79725,0.9590000000000001,0.74,0.21900000000000008,-0.20900000000000007,0.689,0.72,0.6659999999999999,0.05400000000000005,0.039999999999999925,0.725,0.74,0.72,0.020000000000000018,0.0,6824,22656,828,21828,-21828
2018-12-09,0.688,0.7340000000000001,0.6629999999999999,0.07100000000000017,-0.04700000000000004,0.7,0.74,0.6729999999999999,0.06700000000000006,-0.06700000000000006,0.6772,0.71,0.6629999999999999,0.04700000000000004,-0.04700000000000004,0.6846,0.7240000000000001,0.6729999999999999,0.051000000000000156,-0.051000000000000156,772,2701,8,2693,-751
2018-12-16,0.6816,0.6890000000000001,0.669,0.020000000000000018,0.006000000000000116,0.6982,0.722,0.68,0.041999999999999926,-0.03299999999999992,0.6656000000000001,0.67,0.659,0.01100000000000001,-0.010000000000000009,0.669,0.679,0.659,0.020000000000000018,-0.010000000000000009,1460,2999,220,2779,-380
2018-12-23,0.65475,0.669,0.63,0.039000000000000035,-0.030000000000000027,0.6605000000000001,0.669,0.64,0.029000000000000026,-0.029000000000000026,0.64225,0.66,0.61,0.050000000000000044,-0.050000000000000044,0.652,0.669,0.64,0.029000000000000026,-0.029000000000000026,2388,3900,505,3395,-1600
2018-12-30,0.63575,0.65,0.623,0.027000000000000024,-0.010000000000000009,0.645,0.66,0.64,0.020000000000000018,-0.020000000000000018,0.62625,0.632,0.62,0.01200000000000001,-0.01200000000000001,0.6355,0.64,0.63,0.010000000000000009,0.008000000000000007,1656,5235,164,5071,4433
2019-01-06,0.628,0.64,0.6,0.040000000000000036,0.0,0.6524,0.68,0.632,0.04800000000000004,0.04800000000000004,0.62,0.64,0.6,0.040000000000000036,0.0,0.6384,0.67,0.6,0.07000000000000006,0.018000000000000016,3354,7905,6,7899,5287
2019-01-13,0.638,0.67,0.6,0.07000000000000006,0.040000000000000036,0.666,0.7,0.65,0.04999999999999993,0.04999999999999993,0.638,0.67,0.6,0.07000000000000006,0.040000000000000036,0.656,0.7,0.64,0.05999999999999994,0.05999999999999994,1304,2669,505,2164,1768
2019-01-20,0.71875,0.745,0.69,0.05500000000000005,0.030000000000000027,0.73125,0.745,0.72,0.025000000000000022,-0.020000000000000018,0.712,0.72,0.69,0.030000000000000027,0.030000000000000027,0.7244999999999999,0.74,0.718,0.02200000000000002,-0.020000000000000018,459,1040,0,1040,-431
2019-01-27,0.6826,0.71,0.655,0.05499999999999994,-0.03200000000000003,0.6902,0.71,0.68,0.029999999999999916,-0.029000000000000026,0.6654,0.7020000000000001,0.64,0.062000000000000055,-0.027000000000000024,0.6792,0.7020000000000001,0.66,0.04200000000000004,-0.027000000000000024,592,1481,15,1466,286
2019-02-03,0.7012499999999999,0.72,0.685,0.03499999999999992,0.03499999999999992,0.71,0.72,0.7,0.020000000000000018,0.020000000000000018,0.68125,0.7,0.66,0.039999999999999925,-0.025000000000000022,0.69425,0.7170000000000001,0.66,0.05700000000000005,-0.039999999999999925,664,1224,102,1122,707
2019-02-10,0.694,0.72,0.66,0.05999999999999994,0.039999999999999925,0.7304,0.75,0.71,0.040000000000000036,0.038000000000000034,0.6838,0.701,0.66,0.040999999999999925,0.039999999999999925,0.7044,0.73,0.68,0.04999999999999993,0.040000000000000036,2126,3213,1303,1910,1910
2019-02-17,0.7424999999999999,0.78,0.71,0.07000000000000006,0.07000000000000006,0.7575000000000001,0.78,0.75,0.030000000000000027,0.030000000000000027,0.73075,0.763,0.71,0.05300000000000005,0.05300000000000005,0.74325,0.763,0.72,0.04300000000000004,0.02300000000000002,2823,4000,1957,2043,-138
2019-02-24,0.7062,0.77,0.655,0.11499999999999999,-0.09099999999999997,0.736,0.835,0.66,0.17499999999999993,-0.12,0.681,0.746,0.644,0.10199999999999998,-0.09099999999999997,0.703,0.7859999999999999,0.644,0.1419999999999999,-0.07099999999999995,3159,6531,1090,5441,-5441
2019-03-03,0.7422,0.82,0.68,0.1399999999999999,-0.039999999999999925,0.7922,0.85,0.74,0.10999999999999999,0.010000000000000009,0.682,0.72,0.645,0.07499999999999996,-0.04499999999999993,0.728,0.745,0.7,0.04500000000000004,0.0050000000000000044,11146,24994,176,24818,8003
2019-03-10,0.8148,0.95,0.74,0.20999999999999996,0.20999999999999996,0.8968,1.05,0.755,0.29500000000000004,0.29500000000000004,0.798,0.9,0.73,0.17000000000000004,0.17000000000000004,0.8718,0.951,0.73,0.22099999999999997,0.21999999999999997,10921,21024,352,20672,20672
2019-03-17,0.946,0.98,0.92,0.05999999999999994,0.0,0.964,1.0,0.94,0.06000000000000005,-0.050000000000000044,0.9279999999999999,0.94,0.9,0.039999999999999925,0.0,0.95,1.0,0.92,0.07999999999999996,-0.050000000000000044,5058,11877,52,11825,-9355
2019-03-24,0.979,1.0,0.94,0.06000000000000005,0.06000000000000005,1.0,1.02,0.98,0.040000000000000036,-0.020000000000000018,0.969,1.0,0.935,0.06499999999999995,0.06000000000000005,0.991,1.02,0.935,0.08499999999999996,-0.020000000000000018,1578,3866,264,3602,-3116
2019-03-31,1.038,1.14,0.98,0.15999999999999992,0.15999999999999992,1.114,1.25,1.04,0.20999999999999996,0.20999999999999996,0.994,1.1,0.95,0.15000000000000013,0.1200000000000001,1.078,1.24,0.97,0.27,0.22999999999999998,8219,12352,2493,9859,5687
2019-04-07,1.218,1.25,1.19,0.06000000000000005,-0.06000000000000005,1.244,1.3,1.21,0.09000000000000008,-0.07000000000000006,1.192,1.24,1.16,0.08000000000000007,-0.08000000000000007,1.202,1.24,1.17,0.07000000000000006,-0.07000000000000006,2219,5267,854,4413,-4413
2019-04-14,1.1925,1.25,1.15,0.10000000000000009,0.0,1.2325,1.25,1.21,0.040000000000000036,0.010000000000000009,1.1624999999999999,1.22,1.13,0.09000000000000008,0.0,1.2025,1.25,1.13,0.1200000000000001,0.010000000000000009,1609,3295,590,2705,1649
2019-04-21,1.198,1.23,1.1,0.1299999999999999,-0.09999999999999987,1.216,1.23,1.16,0.07000000000000006,-0.07000000000000006,1.146,1.2,1.1,0.09999999999999987,-0.09999999999999987,1.178,1.23,1.1,0.1299999999999999,-0.10000000000000009,2085,8465,83,8382,279
2019-04-28,1.1139999999999999,1.14,1.08,0.05999999999999983,-0.04999999999999982,1.138,1.16,1.08,0.07999999999999985,-0.07999999999999985,1.088,1.13,1.07,0.05999999999999983,-0.05999999999999983,1.106,1.15,1.07,0.07999999999999985,-0.06999999999999984,835,2219,187,2032,-1433
2019-05-05,1.074,1.14,1.01,0.1299999999999999,-0.07000000000000006,1.086,1.14,1.01,0.1299999999999999,-0.07000000000000006,1.0170000000000001,1.09,0.8740000000000001,0.21599999999999997,-0.18699999999999983,1.0586,1.1,0.9620000000000001,0.138,-0.09899999999999987,4881,14081,88,13993,9535
2019-05-12,1.018,1.08,0.96,0.1200000000000001,0.050000000000000044,1.074,1.09,1.03,0.06000000000000005,-0.010000000000000009,1.004,1.02,0.96,0.06000000000000005,0.040000000000000036,1.042,1.09,1.02,0.07000000000000006,-0.050000000000000044,1420,3026,139,2887,1065
2019-05-19,0.988,1.04,0.9670000000000001,0.07299999999999995,0.07299999999999995,1.01125,1.05,0.975,0.07500000000000007,0.030000000000000027,0.98125,1.013,0.9670000000000001,0.04599999999999982,0.04599999999999982,0.997,1.013,0.975,0.03799999999999992,0.0129999999999999,526,1000,0,1000,295
2019-05-26,0.9605,0.98,0.95,0.030000000000000027,-0.002000000000000113,0.9724999999999999,1.0,0.95,0.050000000000000044,-0.050000000000000044,0.9605,0.98,0.95,0.030000000000000027,-0.002000000000000113,0.9724999999999999,1.0,0.95,0.050000000000000044,-0.050000000000000044,27,109,0,109,-109
2019-06-02,0.8965,0.953,0.86,0.09299999999999997,-0.04999999999999993,0.9059999999999999,0.953,0.86,0.09299999999999997,-0.04999999999999993,0.87075,0.903,0.85,0.05300000000000005,0.03300000000000003,0.8805000000000001,0.903,0.86,0.04300000000000004,0.03300000000000003,1318,4159,0,4159,-4159
2019-06-09,0.8275,0.8320000000000001,0.823,0.009000000000000119,-0.009000000000000119,0.8360000000000001,0.84,0.8320000000000001,0.007999999999999896,0.007999999999999896,0.767,0.784,0.75,0.03400000000000003,-0.03400000000000003,0.787,0.79,0.784,0.006000000000000005,0.006000000000000005,2305,3601,1009,2592,2592
2019-06-16,0.80625,0.85,0.75,0.09999999999999998,0.09999999999999998,0.82125,0.85,0.8,0.04999999999999993,0.039999999999999925,0.801,0.8290000000000001,0.75,0.07900000000000007,0.07900000000000007,0.8135,0.8290000000000001,0.8,0.029000000000000026,0.029000000000000026,137,533,0,533,-519
2019-06-23,0.7772,0.8,0.75,0.050000000000000044,0.0,0.8372,1.05,0.75,0.30000000000000004,0.25,0.7472,0.8,0.7,0.10000000000000009,-0.10000000000000009,0.7582,0.8,0.7,0.10000000000000009,-0.09500000000000008,12833,53555,0,53555,53457
2019-06-30,0.7070000000000001,0.74,0.68,0.05999999999999994,-0.05999999999999994,0.72875,0.753,0.682,0.07099999999999995,-0.05799999999999994,0.674,0.6859999999999999,0.65,0.03599999999999992,0.030000000000000027,0.70275,0.753,0.682,0.07099999999999995,-0.007999999999999896,4741,7685,1750,5935,-3563
2019-07-07,0.68725,0.703,0.674,0.028999999999999915,0.020999999999999908,0.7005,0.7240000000000001,0.685,0.039000000000000035,0.013000000000000012,0.6815,0.69,0.674,0.015999999999999903,-0.0020000000000000018,0.69475,0.7240000000000001,0.68,0.04400000000000004,-0.009999999999999898,1076,2351,341,2010,-452
2019-07-14,0.69075,0.7,0.68,0.019999999999999907,0.0030000000000000027,0.6975,0.7,0.69,0.010000000000000009,0.010000000000000009,0.68325,0.693,0.68,0.0129999999999999,0.0129999999999999,0.68825,0.7,0.68,0.019999999999999907,0.0129999999999999,107,390,9,381,368
2019-07-21,0.71,0.742,0.68,0.061999999999999944,-0.028000000000000025,0.7272,0.8029999999999999,0.691,0.11199999999999999,-0.10299999999999998,0.666,0.68,0.65,0.030000000000000027,0.010000000000000009,0.699,0.7090000000000001,0.691,0.018000000000000127,-0.013000000000000123,3392,9109,200,8909,-3173
2019-07-28,0.6958000000000001,0.79,0.649,0.14100000000000001,-0.031000000000000028,0.7030000000000001,0.79,0.649,0.14100000000000001,-0.031000000000000028,0.6478,0.65,0.64,0.010000000000000009,-0.010000000000000009,0.6656,0.715,0.64,0.07499999999999996,-0.03400000000000003,6274,19331,600,18731,15900
2019-08-04,0.5914,0.637,0.55,0.08699999999999997,-0.04999999999999993,0.6454,0.838,0.5770000000000001,0.2609999999999999,-0.0020000000000000018,0.55,0.58,0.51,0.06999999999999995,-0.029999999999999916,0.5741999999999999,0.602,0.5539999999999999,0.04800000000000004,-0.04800000000000004,10430,32298,302,31996,-5070
2019-08-11,0.5494,0.5670000000000001,0.53,0.03700000000000003,0.007000000000000006,0.5586,0.58,0.54,0.039999999999999925,0.019999999999999907,0.532,0.54,0.53,0.010000000000000009,0.0,0.55,0.58,0.53,0.04999999999999993,0.04299999999999993,911,1615,20,1595,-365
2019-08-18,0.536,0.6,0.5,0.09999999999999998,-0.05999999999999994,0.5512,0.6,0.521,0.07899999999999996,-0.039999999999999925,0.5198,0.54,0.5,0.040000000000000036,0.0010000000000000009,0.5342,0.557,0.5,0.05700000000000005,0.018000000000000016,1591,2369,112,2257,-869
2019-08-25,0.54625,0.56,0.525,0.03500000000000003,-0.020000000000000018,0.5547500000000001,0.56,0.54,0.020000000000000018,-0.020000000000000018,0.5265,0.54,0.516,0.02400000000000002,0.009000000000000008,0.5375,0.5589999999999999,0.516,0.04299999999999993,0.019000000000000017,1523,5717,42,5675,5597
2019-09-01,0.53225,0.564,0.515,0.04899999999999993,0.04399999999999993,0.5445,0.564,0.531,0.03299999999999992,0.03299999999999992,0.5155000000000001,0.55,0.48700000000000004,0.063,0.063,0.53525,0.55,0.52,0.030000000000000027,0.019000000000000017,1553,3456,364,3092,-598
2019-09-08,0.51325,0.55,0.451,0.09900000000000003,-0.030000000000000027,0.533,0.55,0.52,0.030000000000000027,-0.020000000000000018,0.50575,0.532,0.451,0.08100000000000002,0.0,0.5255000000000001,0.532,0.52,0.01200000000000001,0.010000000000000009,1251,3341,100,3241,-1033
2019-09-15,0.542,0.56,0.52,0.040000000000000036,0.020000000000000018,0.556,0.575,0.546,0.028999999999999915,0.026000000000000023,0.526,0.54,0.5,0.040000000000000036,-0.040000000000000036,0.5492,0.56,0.532,0.028000000000000025,0.010000000000000009,2012,8930,168,8762,8762
2019-09-22,0.5566,0.568,0.55,0.017999999999999905,0.017999999999999905,0.5814,0.682,0.55,0.132,0.132,0.5546,0.568,0.55,0.017999999999999905,0.017999999999999905,0.5794,0.682,0.55,0.132,0.132,2338,5276,0,5276,4408
2019-09-29,0.651,0.7,0.6,0.09999999999999998,-0.08999999999999997,0.652,0.7,0.6,0.09999999999999998,-0.09499999999999997,0.6348,0.69,0.595,0.09499999999999997,-0.09499999999999997,0.6358,0.695,0.595,0.09999999999999998,-0.09999999999999998,465,1142,224,918,-853
