Date,Morgan Stanley Market Vectors Double Short Euro_Open_average,Morgan Stanley Market Vectors Double Short Euro_Open_max,Morgan Stanley Market Vectors Double Short Euro_Open_min,Morgan Stanley Market Vectors Double Short Euro_Open_volatility,Morgan Stanley Market Vectors Double Short Euro_Open_change,Morgan Stanley Market Vectors Double Short Euro_High_average,Morgan Stanley Market Vectors Double Short Euro_High_max,Morgan Stanley Market Vectors Double Short Euro_High_min,Morgan Stanley Market Vectors Double Short Euro_High_volatility,Morgan Stanley Market Vectors Double Short Euro_High_change,Morgan Stanley Market Vectors Double Short Euro_Low_average,Morgan Stanley Market Vectors Double Short Euro_Low_max,Morgan Stanley Market Vectors Double Short Euro_Low_min,Morgan Stanley Market Vectors Double Short Euro_Low_volatility,Morgan Stanley Market Vectors Double Short Euro_Low_change,Morgan Stanley Market Vectors Double Short Euro_Close_average,Morgan Stanley Market Vectors Double Short Euro_Close_max,Morgan Stanley Market Vectors Double Short Euro_Close_min,Morgan Stanley Market Vectors Double Short Euro_Close_volatility,Morgan Stanley Market Vectors Double Short Euro_Close_change
2018-07-29,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-08-05,57.0,57.0,57.0,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2018-08-12,56.28,56.28,56.28,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2018-08-19,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2018-08-26,54.64,54.64,54.64,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-09-02,54.46,54.46,54.46,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2018-09-09,54.01,54.01,54.01,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2018-09-16,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-09-23,53.99,53.99,53.99,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-09-30,56.03,56.03,56.03,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2018-10-07,56.55,56.55,56.55,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2018-10-14,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2018-10-21,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2018-10-28,57.0,57.0,57.0,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.0,57.0,57.0,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2018-11-04,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-11-11,56.55,56.55,56.55,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2018-11-18,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2018-11-25,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2018-12-02,57.82,57.82,57.82,0.0,0.0,57.82,57.82,57.82,0.0,0.0,54.8,54.8,54.8,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2018-12-09,58.5,58.5,58.5,0.0,0.0,58.5,58.5,58.5,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2018-12-16,56.5,56.5,56.5,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.5,56.5,56.5,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-12-23,56.0,56.0,56.0,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2018-12-30,55.01,55.01,55.01,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-01-06,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-01-13,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-01-20,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-01-27,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-02-03,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-02-10,59.13,59.13,59.13,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2019-02-17,58.95,58.95,58.95,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2019-02-24,59.02,59.02,59.02,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2019-03-03,60.07,60.07,60.07,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-03-10,59.74,59.74,59.74,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-03-17,58.54,58.54,58.54,0.0,0.0,59.64,59.64,59.64,0.0,0.0,58.54,58.54,58.54,0.0,0.0,59.14,59.14,59.14,0.0,0.0
2019-03-24,61.16,61.16,61.16,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2019-03-31,62.99,62.99,62.99,0.0,0.0,63.0,63.0,63.0,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2019-04-07,60.14,60.14,60.14,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-04-14,60.48,60.48,60.48,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-04-21,61.74,61.74,61.74,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2019-04-28,61.19,61.19,61.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-05-05,60.25,60.25,60.25,0.0,0.0,61.54,61.54,61.54,0.0,0.0,60.25,60.25,60.25,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2019-05-12,61.7,61.7,61.7,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2019-05-19,61.7,61.7,61.7,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-05-26,61.72,61.72,61.72,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-06-02,59.9,59.9,59.9,0.0,0.0,60.88,60.88,60.88,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2019-06-09,61.24,61.24,61.24,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2019-06-16,59.65,59.65,59.65,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2019-06-23,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-06-30,62.06,62.06,62.06,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2019-07-07,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2019-07-14,61.75,61.75,61.75,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2019-07-21,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2019-07-28,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2019-08-04,62.7,62.7,62.7,0.0,0.0,63.24,63.24,63.24,0.0,0.0,61.94,61.94,61.94,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-08-11,63.44,63.44,63.44,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2019-08-18,63.58,63.58,63.58,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2019-08-25,65.0,65.0,65.0,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2019-09-01,62.68,62.68,62.68,0.0,0.0,64.54,64.54,64.54,0.0,0.0,62.68,62.68,62.68,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2019-09-08,53.0,53.0,53.0,0.0,0.0,65.79,65.79,65.79,0.0,0.0,53.0,53.0,53.0,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2019-09-15,65.0,65.0,65.0,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2019-09-22,67.51,67.51,67.51,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2019-09-29,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2019-10-06,65.86,65.86,65.86,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2019-10-13,63.22,63.22,63.22,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2019-10-20,63.52,63.52,63.52,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2019-10-27,64.36,64.36,64.36,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2019-11-03,63.05,63.05,63.05,0.0,0.0,66.08,66.08,66.08,0.0,0.0,63.05,63.05,63.05,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-11-10,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-11-17,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0
2019-11-24,63.99,63.99,63.99,0.0,0.0,66.37,66.37,66.37,0.0,0.0,63.99,63.99,63.99,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2019-12-01,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2019-12-08,63.53,63.53,63.53,0.0,0.0,65.0,65.0,65.0,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-12-15,67.68,67.68,67.68,0.0,0.0,67.68,67.68,67.68,0.0,0.0,64.0,64.0,64.0,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-12-22,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0
2019-12-29,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0
