Date,VelocityShares 1x Long VSTOXX Futures_Open_average,VelocityShares 1x Long VSTOXX Futures_Open_max,VelocityShares 1x Long VSTOXX Futures_Open_min,VelocityShares 1x Long VSTOXX Futures_Open_volatility,VelocityShares 1x Long VSTOXX Futures_Open_change,VelocityShares 1x Long VSTOXX Futures_High_average,VelocityShares 1x Long VSTOXX Futures_High_max,VelocityShares 1x Long VSTOXX Futures_High_min,VelocityShares 1x Long VSTOXX Futures_High_volatility,VelocityShares 1x Long VSTOXX Futures_High_change,VelocityShares 1x Long VSTOXX Futures_Low_average,VelocityShares 1x Long VSTOXX Futures_Low_max,VelocityShares 1x Long VSTOXX Futures_Low_min,VelocityShares 1x Long VSTOXX Futures_Low_volatility,VelocityShares 1x Long VSTOXX Futures_Low_change,VelocityShares 1x Long VSTOXX Futures_Close_average,VelocityShares 1x Long VSTOXX Futures_Close_max,VelocityShares 1x Long VSTOXX Futures_Close_min,VelocityShares 1x Long VSTOXX Futures_Close_volatility,VelocityShares 1x Long VSTOXX Futures_Close_change
2018-04-08,11.49,11.49,11.49,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2018-04-15,11.14,11.14,11.14,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2018-04-22,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2018-04-29,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-05-06,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2018-05-13,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2018-05-20,10.2,10.2,10.2,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2018-05-27,10.09,10.09,10.09,0.0,0.0,10.09,10.09,10.09,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-06-03,9.9,9.9,9.9,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2018-06-10,9.48,9.48,9.48,0.0,0.0,9.48,9.48,9.48,0.0,0.0,8.94,8.94,8.94,0.0,0.0,9.07,9.07,9.07,0.0,0.0
2018-06-17,10.9,10.9,10.9,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2018-06-24,10.69,10.69,10.69,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2018-07-01,9.52,9.52,9.52,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2018-07-08,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2018-07-15,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-07-22,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-07-29,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0
2018-08-05,9.26,9.26,9.26,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.26,9.26,9.26,0.0,0.0
2018-08-12,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2018-08-19,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0
2018-08-26,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2018-09-02,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2018-09-09,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2018-09-16,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0
2018-09-23,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2018-09-30,9.12,9.12,9.12,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2018-10-07,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2018-10-14,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2018-10-21,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2018-10-28,10.31,10.31,10.31,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2018-11-04,9.49,9.49,9.49,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2018-11-11,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2018-11-18,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2018-11-25,9.0,9.0,9.0,0.0,0.0,9.1,9.1,9.1,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.87,8.87,8.87,0.0,0.0
2018-12-02,11.07,11.07,11.07,0.0,0.0,11.28,11.28,11.28,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2018-12-09,10.7,10.7,10.7,0.0,0.0,11.13,11.13,11.13,0.0,0.0,10.7,10.7,10.7,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-12-16,12.01,12.01,12.01,0.0,0.0,12.1,12.1,12.1,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2018-12-23,13.33,13.33,13.33,0.0,0.0,13.33,13.33,13.33,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0
2018-12-30,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2019-01-06,10.19,10.19,10.19,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-01-13,8.91,8.91,8.91,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2019-01-20,9.01,9.01,9.01,0.0,0.0,9.01,9.01,9.01,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.92,8.92,8.92,0.0,0.0
2019-01-27,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2019-02-03,8.2,8.2,8.2,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2019-02-10,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.76,7.76,7.76,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-02-17,7.72,7.72,7.72,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2019-02-24,7.44,7.44,7.44,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.53,7.53,7.53,0.0,0.0
2019-03-03,7.56,7.56,7.56,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.46,7.46,7.46,0.0,0.0,7.46,7.46,7.46,0.0,0.0
2019-03-10,7.02,7.02,7.02,0.0,0.0,7.15,7.15,7.15,0.0,0.0,6.98,6.98,6.98,0.0,0.0,6.98,6.98,6.98,0.0,0.0
2019-03-17,8.01,8.01,8.01,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2019-03-24,7.23,7.23,7.23,0.0,0.0,7.23,7.23,7.23,0.0,0.0,7.04,7.04,7.04,0.0,0.0,7.04,7.04,7.04,0.0,0.0
2019-03-31,7.7,7.7,7.7,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.02,7.02,7.02,0.0,0.0,7.13,7.13,7.13,0.0,0.0
2019-04-07,6.24,6.24,6.24,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.24,6.24,6.24,0.0,0.0
2019-04-14,6.61,6.61,6.61,0.0,0.0,6.61,6.61,6.61,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.05,6.05,6.05,0.0,0.0
2019-04-21,6.02,6.02,6.02,0.0,0.0,6.04,6.04,6.04,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0
2019-04-28,6.34,6.34,6.34,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.24,6.24,6.24,0.0,0.0
2019-05-05,7.2,7.2,7.2,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.06,7.06,7.06,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2019-05-12,6.53,6.53,6.53,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.53,6.53,6.53,0.0,0.0
2019-05-19,6.42,6.42,6.42,0.0,0.0,6.42,6.42,6.42,0.0,0.0,6.42,6.42,6.42,0.0,0.0,6.42,6.42,6.42,0.0,0.0
2019-05-26,6.75,6.75,6.75,0.0,0.0,6.98,6.98,6.98,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.78,6.78,6.78,0.0,0.0
2019-06-02,6.23,6.23,6.23,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.23,6.23,6.23,0.0,0.0
2019-06-09,6.11,6.11,6.11,0.0,0.0,6.12,6.12,6.12,0.0,0.0,5.92,5.92,5.92,0.0,0.0,5.92,5.92,5.92,0.0,0.0
2019-06-16,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0
2019-06-23,5.53,5.53,5.53,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.43,5.43,5.43,0.0,0.0,5.43,5.43,5.43,0.0,0.0
2019-06-30,5.4,5.4,5.4,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.26,5.26,5.26,0.0,0.0,5.26,5.26,5.26,0.0,0.0
2019-07-07,5.15,5.15,5.15,0.0,0.0,5.15,5.15,5.15,0.0,0.0,5.15,5.15,5.15,0.0,0.0,5.15,5.15,5.15,0.0,0.0
2019-07-14,5.1,5.1,5.1,0.0,0.0,5.1,5.1,5.1,0.0,0.0,5.1,5.1,5.1,0.0,0.0,5.1,5.1,5.1,0.0,0.0
2019-07-21,4.84,4.84,4.84,0.0,0.0,4.84,4.84,4.84,0.0,0.0,4.84,4.84,4.84,0.0,0.0,4.84,4.84,4.84,0.0,0.0
2019-07-28,6.33,6.33,6.33,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.56,6.56,6.56,0.0,0.0
2019-08-04,6.31,6.31,6.31,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2019-08-11,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2019-08-18,6.45,6.45,6.45,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.46,6.46,6.46,0.0,0.0
2019-08-25,5.93,5.93,5.93,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.86,5.86,5.86,0.0,0.0,5.96,5.96,5.96,0.0,0.0
2019-09-01,5.31,5.31,5.31,0.0,0.0,5.36,5.36,5.36,0.0,0.0,5.31,5.31,5.31,0.0,0.0,5.36,5.36,5.36,0.0,0.0
2019-09-08,5.16,5.16,5.16,0.0,0.0,5.16,5.16,5.16,0.0,0.0,5.16,5.16,5.16,0.0,0.0,5.16,5.16,5.16,0.0,0.0
2019-09-15,5.14,5.14,5.14,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.14,5.14,5.14,0.0,0.0,5.15,5.15,5.15,0.0,0.0
2019-09-22,5.18,5.18,5.18,0.0,0.0,5.22,5.22,5.22,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.22,5.22,5.22,0.0,0.0
2019-09-29,5.46,5.46,5.46,0.0,0.0,5.46,5.46,5.46,0.0,0.0,5.46,5.46,5.46,0.0,0.0,5.46,5.46,5.46,0.0,0.0
2019-10-06,5.12,5.12,5.12,0.0,0.0,5.12,5.12,5.12,0.0,0.0,5.03,5.03,5.03,0.0,0.0,5.03,5.03,5.03,0.0,0.0
2019-10-13,4.77,4.77,4.77,0.0,0.0,4.77,4.77,4.77,0.0,0.0,4.77,4.77,4.77,0.0,0.0,4.77,4.77,4.77,0.0,0.0
2019-10-20,4.56,4.56,4.56,0.0,0.0,4.58,4.58,4.58,0.0,0.0,4.56,4.56,4.56,0.0,0.0,4.58,4.58,4.58,0.0,0.0
2019-10-27,4.4,4.4,4.4,0.0,0.0,4.41,4.41,4.41,0.0,0.0,4.38,4.38,4.38,0.0,0.0,4.38,4.38,4.38,0.0,0.0
2019-11-03,4.29,4.29,4.29,0.0,0.0,4.29,4.29,4.29,0.0,0.0,4.23,4.23,4.23,0.0,0.0,4.26,4.26,4.26,0.0,0.0
2019-11-10,3.94,3.94,3.94,0.0,0.0,3.96,3.96,3.96,0.0,0.0,3.92,3.92,3.92,0.0,0.0,3.96,3.96,3.96,0.0,0.0
2019-11-17,3.96,3.96,3.96,0.0,0.0,3.96,3.96,3.96,0.0,0.0,3.79,3.79,3.79,0.0,0.0,3.79,3.79,3.79,0.0,0.0
2019-11-24,3.85,3.85,3.85,0.0,0.0,4.08,4.08,4.08,0.0,0.0,3.85,3.85,3.85,0.0,0.0,4.05,4.05,4.05,0.0,0.0
2019-12-01,4.04,4.04,4.04,0.0,0.0,4.1,4.1,4.1,0.0,0.0,4.04,4.04,4.04,0.0,0.0,4.1,4.1,4.1,0.0,0.0
2019-12-08,3.6,3.6,3.6,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.46,3.46,3.46,0.0,0.0,3.48,3.48,3.48,0.0,0.0
2019-12-15,3.49,3.49,3.49,0.0,0.0,3.49,3.49,3.49,0.0,0.0,3.49,3.49,3.49,0.0,0.0,3.49,3.49,3.49,0.0,0.0
2019-12-22,3.67,3.67,3.67,0.0,0.0,3.76,3.76,3.76,0.0,0.0,3.67,3.67,3.67,0.0,0.0,3.76,3.76,3.76,0.0,0.0
2019-12-29,3.54,3.54,3.54,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.54,3.54,3.54,0.0,0.0,3.58,3.58,3.58,0.0,0.0
