Date,MASI_Open_average,MASI_Open_max,MASI_Open_min,MASI_Open_volatility,MASI_Open_change,MASI_High_average,MASI_High_max,MASI_High_min,MASI_High_volatility,MASI_High_change,MASI_Low_average,MASI_Low_max,MASI_Low_min,MASI_Low_volatility,MASI_Low_change,MASI_Close_average,MASI_Close_max,MASI_Close_min,MASI_Close_volatility,MASI_Close_change,MASI_Volume_average,MASI_Volume_max,MASI_Volume_min,MASI_Volume_volatility,MASI_Volume_change
2018-01-14,86.852,88.45,85.98,2.469999999999999,2.469999999999999,87.61,88.62,86.74,1.8800000000000097,1.3399999999999892,86.232,86.93,85.84,1.0900000000000034,1.0900000000000034,87.256,88.56,86.3,2.260000000000005,1.5300000000000011,414235,461751,316582,145169,-115569
2018-01-21,89.742,91.54,88.05,3.490000000000009,3.490000000000009,91.304,94.99,88.56,6.429999999999993,6.429999999999993,89.19800000000001,91.17,87.43,3.739999999999995,3.739999999999995,90.852,94.08,87.9,6.179999999999993,6.179999999999993,472443,718423,336417,382006,382006
2018-01-28,93.446,95.65,92.2,3.450000000000003,-0.9899999999999949,94.512,96.44,92.79,3.6499999999999915,-2.9499999999999886,91.772,94.24,88.42,5.819999999999993,-4.159999999999997,92.932,95.19,89.42,5.769999999999996,-5.769999999999996,708619,842402,539998,302404,-26947
2018-02-04,85.26599999999999,87.99,82.8,5.189999999999998,-4.159999999999997,86.348,88.85,84.06,4.789999999999992,-2.9599999999999937,83.356,85.29,80.69,4.6000000000000085,-1.0900000000000034,84.626,87.06,82.06,5.0,-2.200000000000003,720355,1145715,487698,658017,-658017
2018-02-11,84.8825,85.77,83.98,1.789999999999992,1.0999999999999943,85.8275,87.35,84.67,2.6799999999999926,2.6799999999999926,84.14750000000001,85.42,83.2,2.219999999999999,2.219999999999999,85.4975,86.68,84.5,2.180000000000007,2.180000000000007,397976,477559,340432,137127,-136897
2018-02-18,85.502,86.61,84.6,2.010000000000005,-1.7399999999999949,86.0,86.88,84.64,2.239999999999995,-0.9500000000000028,84.28,85.34,83.01,2.3299999999999983,-1.2900000000000063,85.04,85.64,83.96,1.6800000000000068,0.060000000000002274,346290,399813,232922,166891,166891
2018-02-25,85.84,90.08,81.56,8.519999999999996,-1.8900000000000006,86.852,90.08,84.7,5.3799999999999955,-1.8100000000000023,83.462,86.5,81.56,4.939999999999998,-3.3499999999999943,84.754,87.53,82.11,5.420000000000002,-2.5,1007459,1246079,689376,556703,220078
2018-03-04,86.83800000000001,88.62,83.7,4.920000000000002,4.920000000000002,88.678,89.81,87.07,2.740000000000009,1.1000000000000085,86.082,88.41,83.54,4.86999999999999,4.86999999999999,87.71,88.96,86.3,2.6599999999999966,0.5099999999999909,897668,1161810,625772,536038,-536038
2018-03-11,88.01,89.75,86.5,3.25,-2.819999999999993,88.528,90.09,86.5,3.5900000000000034,-3.5900000000000034,86.616,88.84,84.54,4.299999999999997,-4.299999999999997,87.272,89.44,85.5,3.9399999999999977,-3.9399999999999977,558002,716742,421346,295396,-199461
2018-03-18,86.108,86.96,85.44,1.519999999999996,-0.20000000000000284,86.92,87.68,86.35,1.3300000000000125,-0.7199999999999989,85.152,86.87,84.02,2.8500000000000085,-0.9900000000000091,86.086,87.25,84.36,2.8900000000000006,-0.5900000000000034,514792,619663,430797,188866,159726
2018-03-25,86.535,87.74,85.73,2.009999999999991,1.4200000000000017,87.4525,88.85,86.11,2.739999999999995,1.4300000000000068,85.015,85.47,84.67,0.7999999999999972,0.28000000000000114,86.20750000000001,87.95,85.43,2.519999999999996,-0.18999999999999773,532966,601050,471545,129505,129505
2018-04-01,85.68599999999999,86.82,84.52,2.299999999999997,-1.3100000000000023,86.432,86.93,85.23,1.7000000000000028,-1.7000000000000028,84.364,86.06,83.16,2.9000000000000057,-0.5899999999999892,85.376,86.68,83.88,2.8000000000000114,-1.3900000000000006,344566,437533,257163,180370,-180370
