Date,Direxion Daily South Korea Bull 3X Shares_etf_Open_average,Direxion Daily South Korea Bull 3X Shares_etf_Open_max,Direxion Daily South Korea Bull 3X Shares_etf_Open_min,Direxion Daily South Korea Bull 3X Shares_etf_Open_volatility,Direxion Daily South Korea Bull 3X Shares_etf_Open_change,Direxion Daily South Korea Bull 3X Shares_etf_High_average,Direxion Daily South Korea Bull 3X Shares_etf_High_max,Direxion Daily South Korea Bull 3X Shares_etf_High_min,Direxion Daily South Korea Bull 3X Shares_etf_High_volatility,Direxion Daily South Korea Bull 3X Shares_etf_High_change,Direxion Daily South Korea Bull 3X Shares_etf_Low_average,Direxion Daily South Korea Bull 3X Shares_etf_Low_max,Direxion Daily South Korea Bull 3X Shares_etf_Low_min,Direxion Daily South Korea Bull 3X Shares_etf_Low_volatility,Direxion Daily South Korea Bull 3X Shares_etf_Low_change,Direxion Daily South Korea Bull 3X Shares_etf_Close_average,Direxion Daily South Korea Bull 3X Shares_etf_Close_max,Direxion Daily South Korea Bull 3X Shares_etf_Close_min,Direxion Daily South Korea Bull 3X Shares_etf_Close_volatility,Direxion Daily South Korea Bull 3X Shares_etf_Close_change
2018-04-08,56.63,56.63,56.63,0.0,0.0,56.67,56.67,56.67,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-04-15,57.24,57.24,57.24,0.0,0.0,57.24,57.24,57.24,0.0,0.0,55.35,55.35,55.35,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2018-04-22,59.4,59.4,59.4,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2018-04-29,53.78,53.78,53.78,0.0,0.0,55.77,55.77,55.77,0.0,0.0,53.67,53.67,53.67,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2018-05-06,56.84,56.84,56.84,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2018-05-13,51.97,51.97,51.97,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.38,51.38,51.38,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-05-20,54.02,54.02,54.02,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2018-05-27,52.07,52.07,52.07,0.0,0.0,52.65,52.65,52.65,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2018-06-03,52.19,52.19,52.19,0.0,0.0,52.75,52.75,52.75,0.0,0.0,51.61,51.61,51.61,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2018-06-10,45.83,45.83,45.83,0.0,0.0,46.5,46.5,46.5,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2018-06-17,42.14,42.14,42.14,0.0,0.0,42.21,42.21,42.21,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2018-06-24,40.28,40.28,40.28,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-07-01,37.48,37.48,37.48,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-07-08,37.38,37.38,37.38,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-07-15,37.41,37.41,37.41,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-07-22,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2018-07-29,36.75,36.75,36.75,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-08-05,34.9,34.9,34.9,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2018-08-12,33.61,33.61,33.61,0.0,0.0,34.51,34.51,34.51,0.0,0.0,33.59,33.59,33.59,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-08-19,37.41,37.41,37.41,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-08-26,38.68,38.68,38.68,0.0,0.0,38.7,38.7,38.7,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2018-09-02,35.07,35.07,35.07,0.0,0.0,35.5,35.5,35.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-09-09,37.55,37.55,37.55,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-09-16,39.09,39.09,39.09,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2018-09-23,39.8,39.8,39.8,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-09-30,33.86,33.86,33.86,0.0,0.0,33.9,33.9,33.9,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2018-10-07,29.76,29.76,29.76,0.0,0.0,29.93,29.93,29.93,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-10-14,29.2,29.2,29.2,0.0,0.0,29.49,29.49,29.49,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-10-21,23.27,23.27,23.27,0.0,0.0,24.16,24.16,24.16,0.0,0.0,22.63,22.63,22.63,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-10-28,27.73,27.73,27.73,0.0,0.0,28.07,28.07,28.07,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-11-04,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-11-11,26.11,26.11,26.11,0.0,0.0,27.35,27.35,27.35,0.0,0.0,26.01,26.01,26.01,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-11-18,24.32,24.32,24.32,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2018-11-25,26.49,26.49,26.49,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-12-02,25.57,25.57,25.57,0.0,0.0,26.12,26.12,26.12,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-12-09,24.05,24.05,24.05,0.0,0.0,24.31,24.31,24.31,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-12-16,24.19,24.19,24.19,0.0,0.0,24.52,24.52,24.52,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-12-23,24.86,24.86,24.86,0.0,0.0,25.39,25.39,25.39,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-12-30,23.27,23.27,23.27,0.0,0.0,24.4,24.4,24.4,0.0,0.0,23.16,23.16,23.16,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-01-06,25.59,25.59,25.59,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-01-13,27.79,27.79,27.79,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-01-20,30.0,30.0,30.0,0.0,0.0,30.5,30.5,30.5,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-01-27,31.05,31.05,31.05,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-02-03,28.85,28.85,28.85,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-02-10,29.73,29.73,29.73,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-02-17,31.05,31.05,31.05,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-02-24,29.71,29.71,29.71,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-03-03,25.77,25.77,25.77,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.61,25.61,25.61,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-03-10,27.29,27.29,27.29,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-03-17,27.84,27.84,27.84,0.0,0.0,27.89,27.89,27.89,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-03-24,26.24,26.24,26.24,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-03-31,29.23,29.23,29.23,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-04-07,30.2,30.2,30.2,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-04-14,29.02,29.02,29.02,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-04-21,26.04,26.04,26.04,0.0,0.0,26.19,26.19,26.19,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-04-28,26.03,26.03,26.03,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-05-05,21.59,21.59,21.59,0.0,0.0,22.04,22.04,22.04,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-05-12,18.9,18.9,18.9,0.0,0.0,19.16,19.16,19.16,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-05-19,19.35,19.35,19.35,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-05-26,18.81,18.81,18.81,0.0,0.0,19.22,19.22,19.22,0.0,0.0,18.69,18.69,18.69,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2019-06-02,20.23,20.23,20.23,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-06-09,20.35,20.35,20.35,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-06-16,23.1,23.1,23.1,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-06-23,23.84,23.84,23.84,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-06-30,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-07-07,20.87,20.87,20.87,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.79,20.79,20.79,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-07-14,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-07-21,20.42,20.42,20.42,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-07-28,17.22,17.22,17.22,0.0,0.0,17.32,17.32,17.32,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2019-08-04,15.4,15.4,15.4,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2019-08-11,15.16,15.16,15.16,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2019-08-18,15.23,15.23,15.23,0.0,0.0,15.58,15.58,15.58,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2019-08-25,16.4,16.4,16.4,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-09-01,18.13,18.13,18.13,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2019-09-08,20.56,20.56,20.56,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-09-15,20.3,20.3,20.3,0.0,0.0,20.36,20.36,20.36,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-09-22,18.63,18.63,18.63,0.0,0.0,18.67,18.67,18.67,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2019-09-29,18.0,18.0,18.0,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2019-10-06,20.01,20.01,20.01,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-10-13,20.02,20.02,20.02,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.84,19.84,19.84,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-10-20,21.2,21.2,21.2,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-10-27,22.14,22.14,22.14,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-11-03,23.62,23.62,23.62,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-11-10,24.02,24.02,24.02,0.0,0.0,24.17,24.17,24.17,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-11-17,21.37,21.37,21.37,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-11-24,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-12-01,19.97,19.97,19.97,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-12-08,23.27,23.27,23.27,0.0,0.0,23.81,23.81,23.81,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-12-15,25.67,25.67,25.67,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-12-22,26.23,26.23,26.23,0.0,0.0,26.42,26.42,26.42,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-12-29,24.38,24.38,24.38,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
