Date,WisdomTree SmallCap Earnings_Open_average,WisdomTree SmallCap Earnings_Open_max,WisdomTree SmallCap Earnings_Open_min,WisdomTree SmallCap Earnings_Open_volatility,WisdomTree SmallCap Earnings_Open_change,WisdomTree SmallCap Earnings_High_average,WisdomTree SmallCap Earnings_High_max,WisdomTree SmallCap Earnings_High_min,WisdomTree SmallCap Earnings_High_volatility,WisdomTree SmallCap Earnings_High_change,WisdomTree SmallCap Earnings_Low_average,WisdomTree SmallCap Earnings_Low_max,WisdomTree SmallCap Earnings_Low_min,WisdomTree SmallCap Earnings_Low_volatility,WisdomTree SmallCap Earnings_Low_change,WisdomTree SmallCap Earnings_Close_average,WisdomTree SmallCap Earnings_Close_max,WisdomTree SmallCap Earnings_Close_min,WisdomTree SmallCap Earnings_Close_volatility,WisdomTree SmallCap Earnings_Close_change
2018-01-14,37.75,37.75,37.75,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-01-21,37.74,37.74,37.74,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-01-28,35.95,35.95,35.95,0.0,0.0,36.19,36.19,36.19,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-02-04,34.8,34.8,34.8,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2018-02-11,35.92,35.92,35.92,0.0,0.0,36.45,36.45,36.45,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-02-18,36.4,36.4,36.4,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-02-25,35.5,35.5,35.5,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-03-04,37.12,37.12,37.12,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2018-03-11,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-03-18,35.6,35.6,35.6,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2018-03-25,35.67,35.67,35.67,0.0,0.0,35.78,35.78,35.78,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-04-01,35.75,35.75,35.75,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-04-08,36.3,36.3,36.3,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-04-15,36.69,36.69,36.69,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-04-22,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-04-29,36.39,36.39,36.39,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-05-06,37.28,37.28,37.28,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2018-05-13,37.92,37.92,37.92,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2018-05-20,37.81,37.81,37.81,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-05-27,38.53,38.53,38.53,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-06-03,39.44,39.44,39.44,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2018-06-10,39.39,39.39,39.39,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2018-06-17,39.52,39.52,39.52,0.0,0.0,39.54,39.54,39.54,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2018-06-24,38.49,38.49,38.49,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.43,38.43,38.43,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-07-01,40.02,40.02,40.02,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-07-08,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-07-15,39.86,39.86,39.86,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-07-22,39.24,39.24,39.24,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2018-07-29,39.51,39.51,39.51,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2018-08-05,39.89,39.89,39.89,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-08-12,40.04,40.04,40.04,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-08-19,40.83,40.83,40.83,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-08-26,40.42,40.42,40.42,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-09-02,40.42,40.42,40.42,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2018-09-09,40.56,40.56,40.56,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-09-16,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.86,39.86,39.86,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2018-09-23,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-09-30,38.4,38.4,38.4,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2018-10-07,36.67,36.67,36.67,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2018-10-14,36.61,36.61,36.61,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2018-10-21,35.76,35.76,35.76,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2018-10-28,37.05,37.05,37.05,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.67,36.67,36.67,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-11-04,36.81,36.81,36.81,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-11-11,36.27,36.27,36.27,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-11-18,35.69,35.69,35.69,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2018-11-25,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-12-02,34.3,34.3,34.3,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.74,33.74,33.74,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2018-12-09,33.36,33.36,33.36,0.0,0.0,33.56,33.56,33.56,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-12-16,30.71,30.71,30.71,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-12-23,32.0,32.0,32.0,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.48,31.48,31.48,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-12-30,33.27,33.27,33.27,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-01-06,34.66,34.66,34.66,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-01-13,35.54,35.54,35.54,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-01-20,35.55,35.55,35.55,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2019-01-27,36.12,36.12,36.12,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-02-03,35.79,35.79,35.79,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.63,35.63,35.63,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-02-10,37.2,37.2,37.2,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-02-17,38.51,38.51,38.51,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-02-24,37.96,37.96,37.96,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-03-03,36.21,36.21,36.21,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-03-10,36.57,36.57,36.57,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2019-03-17,35.02,35.02,35.02,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-03-24,36.4,36.4,36.4,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-03-31,37.38,37.38,37.38,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-04-07,37.75,37.75,37.75,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-04-14,37.71,37.71,37.71,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.43,37.43,37.43,0.0,0.0
