Date,SHW_Open_average,SHW_Open_max,SHW_Open_min,SHW_Open_volatility,SHW_Open_change,SHW_High_average,SHW_High_max,SHW_High_min,SHW_High_volatility,SHW_High_change,SHW_Low_average,SHW_Low_max,SHW_Low_min,SHW_Low_volatility,SHW_Low_change,SHW_Close_average,SHW_Close_max,SHW_Close_min,SHW_Close_volatility,SHW_Close_change,SHW_Volume_average,SHW_Volume_max,SHW_Volume_min,SHW_Volume_volatility,SHW_Volume_change
2018-01-14,429.832,434.3,426.41,7.889999999999986,-4.300000000000011,432.746,435.15,430.78,4.3700000000000045,-4.3700000000000045,424.62,429.01,422.44,6.569999999999993,0.6700000000000159,427.91,430.8,423.87,6.930000000000007,3.3100000000000023,703455,921496,570402,351094,-351094
2018-01-21,424.978,430.34,419.05,11.289999999999964,-3.1999999999999886,429.432,433.96,425.77,8.189999999999998,-1.8999999999999773,420.896,426.85,416.01,10.840000000000032,-4.400000000000034,425.544,429.38,420.79,8.589999999999975,-8.419999999999959,926556,1472297,712597,759700,26246
2018-01-28,413.654,421.95,400.0,21.94999999999999,-19.639999999999986,416.354,422.34,406.72,15.619999999999948,-15.449999999999989,407.236,416.51,393.22,23.289999999999964,-22.379999999999995,409.392,421.36,393.23,28.129999999999995,-28.129999999999995,823049,1192301,658301,534000,534000
2018-02-04,398.128,405.71,388.0,17.70999999999998,13.810000000000002,406.198,411.0,402.5,8.5,0.5399999999999636,390.194,402.63,381.49,21.139999999999986,11.720000000000027,399.736,405.0,387.65,17.350000000000023,-1.3100000000000023,840251,1057495,537275,520220,-520220
2018-02-11,403.475,408.5,400.29,8.20999999999998,-1.8199999999999932,407.29999999999995,409.02,404.75,4.269999999999982,-2.5299999999999727,399.845,401.41,397.41,4.0,-3.0499999999999545,403.7025,405.76,401.09,4.670000000000016,-3.4599999999999795,666684,765832,437597,328235,328235
2018-02-18,399.768,401.34,398.09,3.25,-0.7599999999999909,403.01,405.46,400.58,4.8799999999999955,2.6999999999999886,396.296,399.24,394.73,4.509999999999991,4.410000000000025,399.016,404.2,396.67,7.529999999999973,7.529999999999973,546277,603870,506065,97805,-45193
2018-02-25,398.026,404.35,387.88,16.470000000000027,-16.470000000000027,401.624,409.58,394.99,14.589999999999975,-10.5,393.988,400.13,387.4,12.730000000000018,-11.840000000000032,396.168,401.58,390.24,11.339999999999975,-6.310000000000002,742144,925006,495504,429502,367200
2018-03-04,405.288,421.0,393.08,27.920000000000016,27.920000000000016,413.318,421.45,405.6,15.849999999999966,15.629999999999995,401.34,414.1,390.96,23.140000000000043,23.140000000000043,409.918,421.16,401.03,20.130000000000052,14.220000000000027,592682,824966,435073,389893,-102758
2018-03-11,412.34,417.45,408.58,8.870000000000005,-8.870000000000005,413.24,418.79,409.39,9.400000000000034,-9.400000000000034,406.896,410.26,402.58,7.680000000000007,-7.680000000000007,409.484,413.77,405.33,8.439999999999998,-8.439999999999998,465043,710978,362117,348861,-49196
2018-03-18,400.25600000000003,406.54,392.52,14.020000000000039,-14.020000000000039,403.576,409.9,396.36,13.539999999999964,-13.079999999999984,395.712,404.68,387.65,17.03000000000003,-15.610000000000014,397.51800000000003,405.91,388.42,17.49000000000001,-10.980000000000018,467523,591770,343639,248131,106843
2018-03-25,391.79,396.04,387.97,8.069999999999993,-4.840000000000032,395.22,398.54,392.93,5.610000000000014,-4.580000000000041,384.67,388.72,378.14,10.580000000000041,-10.580000000000041,387.4925,392.12,381.88,10.240000000000009,-8.840000000000032,559676,612617,467458,145159,145159
2018-04-01,390.38599999999997,398.31,383.75,14.560000000000002,5.089999999999975,397.32,402.14,395.14,7.0,0.37000000000000455,386.754,394.11,382.34,11.770000000000039,4.230000000000018,392.226,396.82,385.71,11.110000000000014,-3.8999999999999773,622722,735413,484910,250503,-250503
2018-04-08,388.83799999999997,392.65,385.44,7.2099999999999795,-4.919999999999959,391.452,394.15,389.5,4.649999999999977,-4.649999999999977,385.772,387.32,384.36,2.9599999999999795,-1.1800000000000068,387.358,388.63,385.43,3.1999999999999886,-0.2599999999999909,617756,710904,500479,210425,3096
2018-04-15,395.718,400.71,390.35,10.359999999999957,1.599999999999966,399.58799999999997,404.4,392.0,12.399999999999977,-7.75,391.774,397.2,387.07,10.129999999999995,-2.160000000000025,395.118,400.88,387.71,13.170000000000016,-10.710000000000036,722479,939280,622086,317194,-195564
2018-04-22,373.84,381.61,367.95,13.660000000000025,-6.600000000000023,379.098,387.77,374.32,13.449999999999989,-8.060000000000002,366.892,369.29,365.36,3.930000000000007,1.1999999999999886,371.174,375.14,367.66,7.479999999999961,-1.419999999999959,1336864,2462129,857459,1604670,-1604670
2018-04-29,371.23,377.75,364.09,13.660000000000025,13.660000000000025,376.466,381.17,372.72,8.449999999999989,5.980000000000018,368.44,375.44,362.36,13.079999999999984,13.079999999999984,374.276,378.65,370.25,8.399999999999977,4.829999999999984,775524,1073392,528599,544793,-544793
2018-05-06,379.948,382.13,376.95,5.180000000000007,5.180000000000007,383.694,385.22,382.38,2.840000000000032,2.090000000000032,378.236,381.53,375.33,6.199999999999989,4.989999999999952,380.974,384.58,377.94,6.639999999999986,6.639999999999986,550513,611190,492201,118989,118989
2018-05-13,382.23199999999997,389.0,378.84,10.160000000000025,5.4599999999999795,386.608,394.31,382.56,11.75,9.680000000000007,380.224,387.93,377.08,10.850000000000023,9.189999999999998,383.872,390.79,379.65,11.140000000000043,11.140000000000043,652476,767680,389540,378140,-35648
2018-05-20,384.055,391.08,376.0,15.079999999999984,-5.029999999999973,389.4225,393.1,384.5,8.600000000000023,0.5800000000000409,378.7175,385.73,375.02,10.710000000000036,10.710000000000036,384.8,392.25,375.97,16.279999999999973,16.279999999999973,1078658,1231629,958023,273606,-125011
2018-05-27,386.37,389.11,381.68,7.430000000000007,-2.0600000000000023,389.04,391.39,386.98,4.409999999999968,-3.240000000000009,382.038,385.8,378.97,6.829999999999984,-2.8000000000000114,385.064,387.97,379.25,8.720000000000027,-1.1200000000000045,882938,1565275,424982,1140293,-602954
2018-06-03,393.288,397.58,386.94,10.639999999999986,10.639999999999986,396.718,399.78,391.64,8.139999999999986,8.139999999999986,390.654,395.35,385.28,10.07000000000005,9.870000000000005,395.53,398.52,390.43,8.089999999999975,8.089999999999975,511279,630140,414648,215492,-136397
2018-06-10,399.608,402.0,397.61,4.389999999999986,0.0,402.334,403.53,400.0,3.5299999999999727,-3.1299999999999955,396.778,398.4,395.02,3.3799999999999955,-1.079999999999984,400.048,402.44,396.15,6.2900000000000205,-4.100000000000023,725413,958116,448740,509376,-230836
2018-06-17,396.37,397.64,395.68,1.9599999999999795,-0.060000000000002274,398.754,399.99,397.18,2.8100000000000023,-1.5400000000000205,393.736,394.77,390.47,4.2999999999999545,-3.7399999999999523,396.394,397.9,394.95,2.9499999999999886,-2.660000000000025,557399,739347,389598,349749,191773
