Date,First Trust Capital StrengthEtf_Open_average,First Trust Capital StrengthEtf_Open_max,First Trust Capital StrengthEtf_Open_min,First Trust Capital StrengthEtf_Open_volatility,First Trust Capital StrengthEtf_Open_change,First Trust Capital StrengthEtf_High_average,First Trust Capital StrengthEtf_High_max,First Trust Capital StrengthEtf_High_min,First Trust Capital StrengthEtf_High_volatility,First Trust Capital StrengthEtf_High_change,First Trust Capital StrengthEtf_Low_average,First Trust Capital StrengthEtf_Low_max,First Trust Capital StrengthEtf_Low_min,First Trust Capital StrengthEtf_Low_volatility,First Trust Capital StrengthEtf_Low_change,First Trust Capital StrengthEtf_Close_average,First Trust Capital StrengthEtf_Close_max,First Trust Capital StrengthEtf_Close_min,First Trust Capital StrengthEtf_Close_volatility,First Trust Capital StrengthEtf_Close_change
2018-03-25,50.27,50.27,50.27,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2018-04-01,50.69,50.69,50.69,0.0,0.0,50.78,50.78,50.78,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-04-08,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2018-04-15,51.19,51.19,51.19,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2018-04-22,50.48,50.48,50.48,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-04-29,49.53,49.53,49.53,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.42,49.42,49.42,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-05-06,51.22,51.22,51.22,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2018-05-13,51.5,51.5,51.5,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2018-05-20,51.74,51.74,51.74,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2018-05-27,51.68,51.68,51.68,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2018-06-03,52.7,52.7,52.7,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2018-06-10,52.86,52.86,52.86,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.62,52.62,52.62,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-06-17,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-06-24,51.28,51.28,51.28,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2018-07-01,51.29,51.29,51.29,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2018-07-08,52.35,52.35,52.35,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2018-07-15,52.47,52.47,52.47,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2018-07-22,53.5,53.5,53.5,0.0,0.0,53.5,53.5,53.5,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-07-29,53.14,53.14,53.14,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-08-05,53.19,53.19,53.19,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2018-08-12,53.5,53.5,53.5,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-08-19,53.85,53.85,53.85,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.79,53.79,53.79,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-08-26,54.37,54.37,54.37,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-09-02,54.63,54.63,54.63,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2018-09-09,55.12,55.12,55.12,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2018-09-16,55.94,55.94,55.94,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2018-09-23,55.13,55.13,55.13,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2018-09-30,55.26,55.26,55.26,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-10-07,52.36,52.36,52.36,0.0,0.0,52.44,52.44,52.44,0.0,0.0,51.58,51.58,51.58,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2018-10-14,52.62,52.62,52.62,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-10-21,50.86,50.86,50.86,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-10-28,52.39,52.39,52.39,0.0,0.0,52.64,52.64,52.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-11-04,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2018-11-11,52.65,52.65,52.65,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2018-11-18,50.72,50.72,50.72,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2018-11-25,52.65,52.65,52.65,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.49,52.49,52.49,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2018-12-02,51.63,51.63,51.63,0.0,0.0,51.94,51.94,51.94,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-12-09,50.55,50.55,50.55,0.0,0.0,50.56,50.56,50.56,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-12-16,46.93,46.93,46.93,0.0,0.0,47.88,47.88,47.88,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-12-23,48.19,48.19,48.19,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-12-30,47.42,47.42,47.42,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.37,47.37,47.37,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2019-01-06,49.15,49.15,49.15,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.88,48.88,48.88,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2019-01-13,50.28,50.28,50.28,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-01-20,50.26,50.26,50.26,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-01-27,51.48,51.48,51.48,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-02-03,51.56,51.56,51.56,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2019-02-10,52.96,52.96,52.96,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-02-17,53.52,53.52,53.52,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-02-24,53.87,53.87,53.87,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2019-03-03,52.43,52.43,52.43,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-03-10,53.73,53.73,53.73,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-03-17,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-03-24,53.93,53.93,53.93,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2019-03-31,54.92,54.92,54.92,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2019-04-07,55.32,55.32,55.32,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-04-14,55.55,55.55,55.55,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-04-21,55.47,55.47,55.47,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2019-04-28,55.32,55.32,55.32,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-05-05,54.16,54.16,54.16,0.0,0.0,54.8,54.8,54.8,0.0,0.0,53.59,53.59,53.59,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-05-12,54.43,54.43,54.43,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-05-19,54.52,54.52,54.52,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-05-26,53.28,53.28,53.28,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-06-02,55.42,55.42,55.42,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2019-06-09,55.65,55.65,55.65,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2019-06-16,56.98,56.98,56.98,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2019-06-23,56.61,56.61,56.61,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-06-30,57.29,57.29,57.29,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-07-07,57.6,57.6,57.6,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2019-07-14,57.69,57.69,57.69,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-07-21,57.59,57.59,57.59,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-07-28,56.54,56.54,56.54,0.0,0.0,56.66,56.66,56.66,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-08-04,56.73,56.73,56.73,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2019-08-11,55.64,55.64,55.64,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-08-18,56.41,56.41,56.41,0.0,0.0,56.64,56.64,56.64,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-08-25,57.01,57.01,57.01,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2019-09-01,57.81,57.81,57.81,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2019-09-08,57.69,57.69,57.69,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2019-09-15,57.69,57.69,57.69,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.27,57.27,57.27,0.0,0.0
2019-09-22,57.09,57.09,57.09,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2019-09-29,55.53,55.53,55.53,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.53,55.53,55.53,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2019-10-06,56.63,56.63,56.63,0.0,0.0,57.17,57.17,57.17,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-10-13,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-10-20,56.77,56.77,56.77,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2019-10-27,57.87,57.87,57.87,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2019-11-03,58.08,58.08,58.08,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-11-10,58.93,58.93,58.93,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2019-11-17,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2019-11-24,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-12-01,59.59,59.59,59.59,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2019-12-08,59.62,59.62,59.62,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2019-12-15,60.37,60.37,60.37,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.43,60.43,60.43,0.0,0.0
2019-12-22,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-12-29,60.26,60.26,60.26,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.59,60.59,60.59,0.0,0.0
