Date,ProShares UltraPro Short Russell2000_etf_Open_average,ProShares UltraPro Short Russell2000_etf_Open_max,ProShares UltraPro Short Russell2000_etf_Open_min,ProShares UltraPro Short Russell2000_etf_Open_volatility,ProShares UltraPro Short Russell2000_etf_Open_change,ProShares UltraPro Short Russell2000_etf_High_average,ProShares UltraPro Short Russell2000_etf_High_max,ProShares UltraPro Short Russell2000_etf_High_min,ProShares UltraPro Short Russell2000_etf_High_volatility,ProShares UltraPro Short Russell2000_etf_High_change,ProShares UltraPro Short Russell2000_etf_Low_average,ProShares UltraPro Short Russell2000_etf_Low_max,ProShares UltraPro Short Russell2000_etf_Low_min,ProShares UltraPro Short Russell2000_etf_Low_volatility,ProShares UltraPro Short Russell2000_etf_Low_change,ProShares UltraPro Short Russell2000_etf_Close_average,ProShares UltraPro Short Russell2000_etf_Close_max,ProShares UltraPro Short Russell2000_etf_Close_min,ProShares UltraPro Short Russell2000_etf_Close_volatility,ProShares UltraPro Short Russell2000_etf_Close_change
2018-09-23,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-09-30,23.87,23.87,23.87,0.0,0.0,25.2,25.2,25.2,0.0,0.0,23.72,23.72,23.72,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-10-07,27.59,27.59,27.59,0.0,0.0,29.67,29.67,29.67,0.0,0.0,27.5,27.5,27.5,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-10-14,27.49,27.49,27.49,0.0,0.0,28.98,28.98,28.98,0.0,0.0,27.07,27.07,27.07,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-10-21,31.84,31.84,31.84,0.0,0.0,33.57,33.57,33.57,0.0,0.0,30.67,30.67,30.67,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-10-28,27.81,27.81,27.81,0.0,0.0,28.7,28.7,28.7,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-11-04,26.81,26.81,26.81,0.0,0.0,28.31,28.31,28.31,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2018-11-11,29.65,29.65,29.65,0.0,0.0,29.92,29.92,29.92,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-11-18,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,30.28,30.28,30.28,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-11-25,28.88,28.88,28.88,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-12-02,31.24,31.24,31.24,0.0,0.0,33.63,33.63,33.63,0.0,0.0,30.48,30.48,30.48,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-12-09,34.82,34.82,34.82,0.0,0.0,35.95,35.95,35.95,0.0,0.0,33.73,33.73,33.73,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2018-12-16,41.85,41.85,41.85,0.0,0.0,46.19,46.19,46.19,0.0,0.0,41.4,41.4,41.4,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-12-23,40.9,40.9,40.9,0.0,0.0,41.75,41.75,41.75,0.0,0.0,38.58,38.58,38.58,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2018-12-30,39.47,39.47,39.47,0.0,0.0,39.61,39.61,39.61,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-01-06,32.06,32.06,32.06,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-01-13,29.81,29.81,29.81,0.0,0.0,30.13,30.13,30.13,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-01-20,29.68,29.68,29.68,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-01-27,28.11,28.11,28.11,0.0,0.0,28.52,28.52,28.52,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-02-03,28.29,28.29,28.29,0.0,0.0,28.57,28.57,28.57,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-02-10,25.25,25.25,25.25,0.0,0.0,25.52,25.52,25.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-02-17,24.04,24.04,24.04,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-02-24,23.75,23.75,23.75,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-03-03,27.21,27.21,27.21,0.0,0.0,27.32,27.32,27.32,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-03-10,25.31,25.31,25.31,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.63,24.63,24.63,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-03-17,25.12,25.12,25.12,0.0,0.0,27.33,27.33,27.33,0.0,0.0,24.99,24.99,24.99,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-03-24,25.19,25.19,25.19,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-03-31,23.97,23.97,23.97,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2019-04-07,23.1,23.1,23.1,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-04-14,24.05,24.05,24.05,0.0,0.0,24.71,24.71,24.71,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-04-21,23.65,23.65,23.65,0.0,0.0,23.88,23.88,23.88,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2019-04-28,23.05,23.05,23.05,0.0,0.0,23.08,23.08,23.08,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-05-05,24.18,24.18,24.18,0.0,0.0,25.04,25.04,25.04,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2019-05-12,24.86,24.86,24.86,0.0,0.0,25.39,25.39,25.39,0.0,0.0,24.19,24.19,24.19,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-05-19,26.49,26.49,26.49,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-05-26,28.85,28.85,28.85,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-06-02,26.4,26.4,26.4,0.0,0.0,26.58,26.58,26.58,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-06-09,25.14,25.14,25.14,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-06-16,23.8,23.8,23.8,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.78,23.78,23.78,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-06-23,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-06-30,23.43,23.43,23.43,0.0,0.0,23.71,23.71,23.71,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2019-07-07,23.62,23.62,23.62,0.0,0.0,23.72,23.72,23.72,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-07-14,23.72,23.72,23.72,0.0,0.0,24.23,24.23,24.23,0.0,0.0,23.5,23.5,23.5,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-07-21,23.39,23.39,23.39,0.0,0.0,23.42,23.42,23.42,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2019-07-28,24.38,24.38,24.38,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-08-04,24.78,24.78,24.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,24.76,24.76,24.76,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-08-11,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-08-18,25.99,25.99,25.99,0.0,0.0,28.18,28.18,28.18,0.0,0.0,25.58,25.58,25.58,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-08-25,25.44,25.44,25.44,0.0,0.0,26.39,26.39,26.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-09-01,24.96,24.96,24.96,0.0,0.0,25.38,25.38,25.38,0.0,0.0,24.69,24.69,24.69,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-09-08,21.64,21.64,21.64,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-09-15,22.59,22.59,22.59,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2019-09-22,23.44,23.44,23.44,0.0,0.0,24.54,24.54,24.54,0.0,0.0,23.28,23.28,23.28,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-09-29,25.76,25.76,25.76,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-10-06,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,23.68,23.68,23.68,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-10-13,23.29,23.29,23.29,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-10-20,22.82,22.82,22.82,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2019-10-27,21.78,21.78,21.78,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-11-03,20.98,20.98,20.98,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-11-10,20.61,20.61,20.61,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-11-17,20.98,20.98,20.98,0.0,0.0,21.36,21.36,21.36,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-11-24,19.42,19.42,19.42,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2019-12-01,19.29,19.29,19.29,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-12-08,18.88,18.88,18.88,0.0,0.0,19.3,19.3,19.3,0.0,0.0,18.53,18.53,18.53,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-12-15,17.94,17.94,17.94,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2019-12-22,17.5,17.5,17.5,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-12-29,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.18,18.18,18.18,0.0,0.0
