Date,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Open_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Open_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Open_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Open_change,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_High_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_High_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_High_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_High_change,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Low_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Low_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Low_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Low_change,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Close_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Close_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Close_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_Close_change
2016-01-03,25.16,25.16,0.0,0.0,25.33,25.33,0.0,0.0,25.03,25.03,0.0,0.0,25.19,25.19,0.0,0.0
2016-01-10,24.22,24.22,0.0,0.0,24.22,24.22,0.0,0.0,23.58,23.58,0.0,0.0,24.15,24.15,0.0,0.0
2016-01-17,24.99,24.99,0.0,0.0,24.99,24.99,0.0,0.0,24.35,24.35,0.0,0.0,24.4,24.4,0.0,0.0
2016-01-24,26.13,26.13,0.0,0.0,26.69,26.69,0.0,0.0,26.0,26.0,0.0,0.0,26.6,26.6,0.0,0.0
2016-01-31,26.38,26.38,0.0,0.0,26.38,26.38,0.0,0.0,25.44,25.44,0.0,0.0,26.02,26.02,0.0,0.0
2016-02-07,24.22,24.22,0.0,0.0,24.52,24.52,0.0,0.0,24.1,24.1,0.0,0.0,24.52,24.52,0.0,0.0
2016-02-14,26.01,26.01,0.0,0.0,26.51,26.51,0.0,0.0,26.01,26.01,0.0,0.0,26.47,26.47,0.0,0.0
2016-02-21,26.65,26.65,0.0,0.0,27.12,27.12,0.0,0.0,26.61,26.61,0.0,0.0,26.68,26.68,0.0,0.0
2016-02-28,28.69,28.69,0.0,0.0,29.04,29.04,0.0,0.0,28.44,28.44,0.0,0.0,28.93,28.93,0.0,0.0
2016-03-06,29.0,29.0,0.0,0.0,29.4,29.4,0.0,0.0,28.5,28.5,0.0,0.0,29.4,29.4,0.0,0.0
2016-03-13,30.22,30.22,0.0,0.0,30.67,30.67,0.0,0.0,30.22,30.22,0.0,0.0,30.3,30.3,0.0,0.0
2016-03-20,29.95,29.95,0.0,0.0,30.14,30.14,0.0,0.0,29.9,29.9,0.0,0.0,30.07,30.07,0.0,0.0
2016-03-27,30.96,30.96,0.0,0.0,30.96,30.96,0.0,0.0,30.51,30.51,0.0,0.0,30.6,30.6,0.0,0.0
2016-04-03,29.98,29.98,0.0,0.0,30.01,30.01,0.0,0.0,29.8,29.8,0.0,0.0,29.85,29.85,0.0,0.0
2016-04-10,30.39,30.39,0.0,0.0,30.77,30.77,0.0,0.0,30.39,30.39,0.0,0.0,30.77,30.77,0.0,0.0
2016-04-17,30.0,30.0,0.0,0.0,30.14,30.14,0.0,0.0,30.0,30.0,0.0,0.0,30.14,30.14,0.0,0.0
2016-04-24,30.43,30.43,0.0,0.0,31.09,31.09,0.0,0.0,30.43,30.43,0.0,0.0,31.08,31.08,0.0,0.0
2016-05-01,30.79,30.79,0.0,0.0,30.92,30.92,0.0,0.0,30.77,30.77,0.0,0.0,30.9,30.9,0.0,0.0
2016-05-08,30.16,30.16,0.0,0.0,30.77,30.77,0.0,0.0,30.0,30.0,0.0,0.0,30.66,30.66,0.0,0.0
2016-05-15,29.09,29.09,0.0,0.0,29.35,29.35,0.0,0.0,29.09,29.09,0.0,0.0,29.3,29.3,0.0,0.0
2016-05-22,30.3,30.3,0.0,0.0,30.47,30.47,0.0,0.0,30.3,30.3,0.0,0.0,30.41,30.41,0.0,0.0
2016-05-29,30.6,30.6,0.0,0.0,30.84,30.84,0.0,0.0,30.6,30.6,0.0,0.0,30.74,30.74,0.0,0.0
2016-06-05,30.92,30.92,0.0,0.0,31.15,31.15,0.0,0.0,30.36,30.36,0.0,0.0,31.03,31.03,0.0,0.0
2016-06-12,31.44,31.44,0.0,0.0,31.81,31.81,0.0,0.0,31.41,31.41,0.0,0.0,31.53,31.53,0.0,0.0
2016-06-19,30.28,30.28,0.0,0.0,30.64,30.64,0.0,0.0,30.06,30.06,0.0,0.0,30.55,30.55,0.0,0.0
2016-06-26,33.0,33.0,0.0,0.0,33.97,33.97,0.0,0.0,32.84,32.84,0.0,0.0,33.05,33.05,0.0,0.0
2016-07-03,34.19,34.19,0.0,0.0,34.19,34.19,0.0,0.0,33.47,33.47,0.0,0.0,33.88,33.88,0.0,0.0
2016-07-10,33.9,33.9,0.0,0.0,34.12,34.12,0.0,0.0,33.9,33.9,0.0,0.0,34.12,34.12,0.0,0.0
2016-07-17,35.02,35.02,0.0,0.0,35.25,35.25,0.0,0.0,32.79,32.79,0.0,0.0,34.97,34.97,0.0,0.0
2016-07-24,34.41,34.41,0.0,0.0,34.66,34.66,0.0,0.0,34.41,34.41,0.0,0.0,34.54,34.54,0.0,0.0
2016-07-31,33.37,33.37,0.0,0.0,33.5,33.5,0.0,0.0,33.0,33.0,0.0,0.0,33.26,33.26,0.0,0.0
2016-08-07,33.29,33.29,0.0,0.0,33.53,33.53,0.0,0.0,33.29,33.29,0.0,0.0,33.33,33.33,0.0,0.0
2016-08-14,32.45,32.45,0.0,0.0,32.6,32.6,0.0,0.0,32.34,32.34,0.0,0.0,32.59,32.59,0.0,0.0
2016-08-21,32.7,32.7,0.0,0.0,32.77,32.77,0.0,0.0,32.69,32.69,0.0,0.0,32.69,32.69,0.0,0.0
2016-08-28,33.37,33.37,0.0,0.0,33.37,33.37,0.0,0.0,33.04,33.04,0.0,0.0,33.06,33.06,0.0,0.0
2016-09-04,30.81,30.81,0.0,0.0,31.99,31.99,0.0,0.0,30.81,30.81,0.0,0.0,31.99,31.99,0.0,0.0
2016-09-11,31.69,31.69,0.0,0.0,31.75,31.75,0.0,0.0,31.43,31.43,0.0,0.0,31.64,31.64,0.0,0.0
2016-09-18,33.18,33.18,0.0,0.0,33.18,33.18,0.0,0.0,33.01,33.01,0.0,0.0,33.05,33.05,0.0,0.0
2016-09-25,32.0,32.0,0.0,0.0,32.0,32.0,0.0,0.0,31.62,31.62,0.0,0.0,31.7,31.7,0.0,0.0
2016-10-02,30.28,30.28,0.0,0.0,30.44,30.44,0.0,0.0,30.19,30.19,0.0,0.0,30.2,30.2,0.0,0.0
2016-10-09,29.72,29.72,0.0,0.0,30.06,30.06,0.0,0.0,29.72,29.72,0.0,0.0,29.85,29.85,0.0,0.0
2016-10-16,30.17,30.17,0.0,0.0,30.17,30.17,0.0,0.0,29.97,29.97,0.0,0.0,30.02,30.02,0.0,0.0
2016-10-23,29.32,29.32,0.0,0.0,30.39,30.39,0.0,0.0,29.29,29.29,0.0,0.0,29.73,29.73,0.0,0.0
2016-10-30,28.94,28.94,0.0,0.0,29.41,29.41,0.0,0.0,28.94,28.94,0.0,0.0,29.4,29.4,0.0,0.0
2016-11-06,27.6,27.6,0.0,0.0,27.88,27.88,0.0,0.0,27.51,27.51,0.0,0.0,27.84,27.84,0.0,0.0
2016-11-13,28.38,28.38,0.0,0.0,28.52,28.52,0.0,0.0,28.37,28.37,0.0,0.0,28.41,28.41,0.0,0.0
2016-11-20,29.83,29.83,0.0,0.0,30.24,30.24,0.0,0.0,29.83,29.83,0.0,0.0,29.91,29.91,0.0,0.0
2016-11-27,29.18,29.18,0.0,0.0,29.31,29.31,0.0,0.0,29.18,29.18,0.0,0.0,29.31,29.31,0.0,0.0
2016-12-04,31.3,31.3,0.0,0.0,31.71,31.71,0.0,0.0,31.22,31.22,0.0,0.0,31.43,31.43,0.0,0.0
2016-12-11,31.35,31.35,0.0,0.0,32.0,32.0,0.0,0.0,31.35,31.35,0.0,0.0,31.82,31.82,0.0,0.0
2016-12-18,31.72,31.72,0.0,0.0,31.74,31.74,0.0,0.0,31.6,31.6,0.0,0.0,31.74,31.74,0.0,0.0
2016-12-25,31.7,31.7,0.0,0.0,31.7,31.7,0.0,0.0,31.53,31.53,0.0,0.0,31.53,31.53,0.0,0.0
2017-01-01,32.47,32.47,0.0,0.0,32.47,32.47,0.0,0.0,31.9,31.9,0.0,0.0,31.9,31.9,0.0,0.0
2017-01-08,31.57,31.57,0.0,0.0,31.57,31.57,0.0,0.0,31.56,31.56,0.0,0.0,31.56,31.56,0.0,0.0
2017-01-15,32.0,32.0,0.0,0.0,32.0,32.0,0.0,0.0,31.9,31.9,0.0,0.0,31.9,31.9,0.0,0.0
2017-01-22,31.48,31.48,0.0,0.0,31.48,31.48,0.0,0.0,31.2,31.2,0.0,0.0,31.2,31.2,0.0,0.0
2017-01-29,32.29,32.29,0.0,0.0,32.29,32.29,0.0,0.0,31.76,31.76,0.0,0.0,31.84,31.84,0.0,0.0
2017-02-05,32.32,32.32,0.0,0.0,32.51,32.51,0.0,0.0,32.15,32.15,0.0,0.0,32.51,32.51,0.0,0.0
2017-02-12,32.61,32.61,0.0,0.0,32.61,32.61,0.0,0.0,32.27,32.27,0.0,0.0,32.27,32.27,0.0,0.0
2017-02-19,34.02,34.02,0.0,0.0,34.07,34.07,0.0,0.0,34.0,34.0,0.0,0.0,34.04,34.04,0.0,0.0
