Date,John Hancock Multifactor Consumer Staples_Open_average,John Hancock Multifactor Consumer Staples_Open_max,John Hancock Multifactor Consumer Staples_Open_min,John Hancock Multifactor Consumer Staples_Open_volatility,John Hancock Multifactor Consumer Staples_Open_change,John Hancock Multifactor Consumer Staples_High_average,John Hancock Multifactor Consumer Staples_High_max,John Hancock Multifactor Consumer Staples_High_min,John Hancock Multifactor Consumer Staples_High_volatility,John Hancock Multifactor Consumer Staples_High_change,John Hancock Multifactor Consumer Staples_Low_average,John Hancock Multifactor Consumer Staples_Low_max,John Hancock Multifactor Consumer Staples_Low_min,John Hancock Multifactor Consumer Staples_Low_volatility,John Hancock Multifactor Consumer Staples_Low_change,John Hancock Multifactor Consumer Staples_Close_average,John Hancock Multifactor Consumer Staples_Close_max,John Hancock Multifactor Consumer Staples_Close_min,John Hancock Multifactor Consumer Staples_Close_volatility,John Hancock Multifactor Consumer Staples_Close_change
2019-07-28,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-08-04,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-08-11,28.79,28.79,28.79,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-08-18,28.45,28.45,28.45,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-08-25,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-09-01,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-09-08,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-09-15,28.81,28.81,28.81,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-09-22,29.19,29.19,29.19,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-09-29,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-10-06,28.7,28.7,28.7,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-10-13,28.83,28.83,28.83,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-10-20,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-10-27,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-11-03,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-11-10,29.18,29.18,29.18,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-11-17,29.22,29.22,29.22,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-11-24,29.45,29.45,29.45,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-12-01,29.78,29.78,29.78,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-12-08,29.92,29.92,29.92,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-12-15,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-12-22,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-12-29,29.66,29.66,29.66,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.8,29.8,29.8,0.0,0.0
