Date,Renaissance International IPO_Open_average,Renaissance International IPO_Open_max,Renaissance International IPO_Open_min,Renaissance International IPO_Open_volatility,Renaissance International IPO_Open_change,Renaissance International IPO_High_average,Renaissance International IPO_High_max,Renaissance International IPO_High_min,Renaissance International IPO_High_volatility,Renaissance International IPO_High_change,Renaissance International IPO_Low_average,Renaissance International IPO_Low_max,Renaissance International IPO_Low_min,Renaissance International IPO_Low_volatility,Renaissance International IPO_Low_change,Renaissance International IPO_Close_average,Renaissance International IPO_Close_max,Renaissance International IPO_Close_min,Renaissance International IPO_Close_volatility,Renaissance International IPO_Close_change
2018-08-19,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-08-26,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-09-02,22.17,22.17,22.17,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-09-09,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-09-16,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-09-23,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-09-30,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-10-07,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-10-14,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-10-21,20.28,20.28,20.28,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2018-10-28,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-11-04,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2018-11-11,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2018-11-18,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-11-25,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2018-12-02,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2018-12-09,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-12-16,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2018-12-23,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-12-30,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-01-06,19.24,19.24,19.24,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-01-13,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2019-01-20,19.91,19.91,19.91,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2019-01-27,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-02-03,20.0,20.0,20.0,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-02-10,20.62,20.62,20.62,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-02-17,21.14,21.14,21.14,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-02-24,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2019-03-03,20.83,20.83,20.83,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.82,20.82,20.82,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-03-10,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-03-17,20.58,20.58,20.58,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-03-24,21.08,21.08,21.08,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-03-31,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2019-04-07,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-04-14,21.79,21.79,21.79,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-04-21,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-04-28,21.48,21.48,21.48,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-05-05,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2019-05-12,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-05-19,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-05-26,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-06-02,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-06-09,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2019-06-16,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-06-23,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-06-30,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-07-07,21.53,21.53,21.53,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-07-14,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-07-21,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-07-28,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2019-08-04,20.49,20.49,20.49,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-08-11,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-08-18,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2019-08-25,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-09-01,21.41,21.41,21.41,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2019-09-08,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-09-15,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-09-22,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-09-29,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-10-06,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-10-13,22.56,22.56,22.56,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-10-20,22.75,22.75,22.75,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-10-27,23.05,23.05,23.05,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-11-03,22.68,22.68,22.68,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-11-10,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-11-17,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-11-24,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-12-01,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2019-12-08,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-12-15,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-12-22,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-12-29,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
