Date,John Hancock Multifactor Financials_etf_Open_average,John Hancock Multifactor Financials_etf_Open_max,John Hancock Multifactor Financials_etf_Open_min,John Hancock Multifactor Financials_etf_Open_volatility,John Hancock Multifactor Financials_etf_Open_change,John Hancock Multifactor Financials_etf_High_average,John Hancock Multifactor Financials_etf_High_max,John Hancock Multifactor Financials_etf_High_min,John Hancock Multifactor Financials_etf_High_volatility,John Hancock Multifactor Financials_etf_High_change,John Hancock Multifactor Financials_etf_Low_average,John Hancock Multifactor Financials_etf_Low_max,John Hancock Multifactor Financials_etf_Low_min,John Hancock Multifactor Financials_etf_Low_volatility,John Hancock Multifactor Financials_etf_Low_change,John Hancock Multifactor Financials_etf_Close_average,John Hancock Multifactor Financials_etf_Close_max,John Hancock Multifactor Financials_etf_Close_min,John Hancock Multifactor Financials_etf_Close_volatility,John Hancock Multifactor Financials_etf_Close_change
2018-01-14,38.72,38.72,38.72,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2018-01-21,39.3,39.3,39.3,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2018-01-28,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-02-04,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0,35.4,35.4,35.4,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-02-11,38.27,38.27,38.27,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-02-18,37.97,37.97,37.97,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-02-25,37.1,37.1,37.1,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2018-03-04,38.81,38.81,38.81,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-03-11,38.73,38.73,38.73,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2018-03-18,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2018-03-25,36.61,36.61,36.61,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.61,36.61,36.61,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2018-04-01,36.89,36.89,36.89,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2018-04-08,37.26,37.26,37.26,0.0,0.0,37.27,37.27,37.27,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-04-15,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-04-22,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-04-29,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2018-05-06,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-05-13,37.75,37.75,37.75,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-05-20,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-05-27,37.25,37.25,37.25,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-06-03,37.91,37.91,37.91,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2018-06-10,37.5,37.5,37.5,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-06-17,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-06-24,36.02,36.02,36.02,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-07-01,35.94,35.94,35.94,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2018-07-08,36.57,36.57,36.57,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-07-15,37.06,37.06,37.06,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-07-22,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2018-07-29,37.4,37.4,37.4,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-08-05,37.22,37.22,37.22,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-08-12,37.72,37.72,37.72,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-08-19,37.87,37.87,37.87,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-08-26,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2018-09-02,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-09-09,37.56,37.56,37.56,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-09-16,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2018-09-23,37.22,37.22,37.22,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-09-30,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-10-07,36.0,36.0,36.0,0.0,0.0,36.03,36.03,36.03,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2018-10-14,35.26,35.26,35.26,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-10-21,33.64,33.64,33.64,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-10-28,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-11-04,35.96,35.96,35.96,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-11-11,35.36,35.36,35.36,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-11-18,34.39,34.39,34.39,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-11-25,35.51,35.51,35.51,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-12-02,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-12-09,32.32,32.32,32.32,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-12-16,30.97,30.97,30.97,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-12-23,30.99,30.99,30.99,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-12-30,31.65,31.65,31.65,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.55,31.55,31.55,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-01-06,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-01-13,34.01,34.01,34.01,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-01-20,34.47,34.47,34.47,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-01-27,34.73,34.73,34.73,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-02-03,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-02-10,35.19,35.19,35.19,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2019-02-17,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-02-24,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.17,36.17,36.17,0.0,0.0
