Date,PureFunds Drone Economy Strategy_Open_average,PureFunds Drone Economy Strategy_Open_max,PureFunds Drone Economy Strategy_Open_min,PureFunds Drone Economy Strategy_Open_volatility,PureFunds Drone Economy Strategy_Open_change,PureFunds Drone Economy Strategy_High_average,PureFunds Drone Economy Strategy_High_max,PureFunds Drone Economy Strategy_High_min,PureFunds Drone Economy Strategy_High_volatility,PureFunds Drone Economy Strategy_High_change,PureFunds Drone Economy Strategy_Low_average,PureFunds Drone Economy Strategy_Low_max,PureFunds Drone Economy Strategy_Low_min,PureFunds Drone Economy Strategy_Low_volatility,PureFunds Drone Economy Strategy_Low_change,PureFunds Drone Economy Strategy_Close_average,PureFunds Drone Economy Strategy_Close_max,PureFunds Drone Economy Strategy_Close_min,PureFunds Drone Economy Strategy_Close_volatility,PureFunds Drone Economy Strategy_Close_change
2018-03-25,34.61,34.61,34.61,0.0,0.0,34.63,34.63,34.63,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-04-01,34.24,34.24,34.24,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-04-08,35.66,35.66,35.66,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-04-15,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-04-22,34.83,34.83,34.83,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-04-29,34.99,34.99,34.99,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2018-05-06,35.79,35.79,35.79,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-05-13,35.25,35.25,35.25,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-05-20,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-05-27,35.66,35.66,35.66,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-06-03,35.95,35.95,35.95,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-06-10,35.68,35.68,35.68,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-06-17,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2018-06-24,35.04,35.04,35.04,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.71,34.71,34.71,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-07-01,35.77,35.77,35.77,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-07-08,35.5,35.5,35.5,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2018-07-15,35.68,35.68,35.68,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-07-22,35.38,35.38,35.38,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2018-07-29,35.54,35.54,35.54,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2018-08-05,35.12,35.12,35.12,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-08-12,36.15,36.15,36.15,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2018-08-19,36.76,36.76,36.76,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-08-26,36.72,36.72,36.72,0.0,0.0,36.9,36.9,36.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-09-02,37.63,37.63,37.63,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-09-09,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-09-16,38.68,38.68,38.68,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-09-23,39.25,39.25,39.25,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2018-09-30,37.2,37.2,37.2,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2018-10-07,35.15,35.15,35.15,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-10-14,35.02,35.02,35.02,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-10-21,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2018-10-28,34.74,34.74,34.74,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-11-04,35.29,35.29,35.29,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-11-11,34.06,34.06,34.06,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-11-18,31.51,31.51,31.51,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-11-25,31.89,31.89,31.89,0.0,0.0,32.66,32.66,32.66,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-12-02,30.57,30.57,30.57,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-12-09,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-12-16,28.2,28.2,28.2,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-12-23,29.29,29.29,29.29,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-12-30,29.98,29.98,29.98,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.76,29.76,29.76,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-01-06,30.98,30.98,30.98,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-01-13,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-01-20,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-01-27,32.65,32.65,32.65,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-02-03,32.86,32.86,32.86,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-02-10,33.99,33.99,33.99,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-02-17,35.11,35.11,35.11,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-02-24,34.88,34.88,34.88,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-03-03,33.78,33.78,33.78,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.64,33.64,33.64,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-03-10,34.15,34.15,34.15,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-03-17,33.27,33.27,33.27,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-03-24,33.91,33.91,33.91,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-03-31,34.49,34.49,34.49,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-04-07,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-04-14,34.66,34.66,34.66,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-04-21,35.18,35.18,35.18,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-04-28,34.41,34.41,34.41,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-05-05,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-05-12,33.35,33.35,33.35,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-05-19,33.15,33.15,33.15,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-05-26,32.74,32.74,32.74,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-06-02,34.42,34.42,34.42,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-06-09,33.89,33.89,33.89,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-06-16,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-06-23,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-06-30,34.73,34.73,34.73,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-07-07,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-07-14,34.61,34.61,34.61,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-07-21,35.25,35.25,35.25,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-07-28,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-08-04,33.82,33.82,33.82,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-08-11,34.0,34.0,34.0,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-08-18,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-08-25,34.63,34.63,34.63,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-09-01,35.85,35.85,35.85,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-09-08,36.64,36.64,36.64,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-09-15,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-09-22,35.73,35.73,35.73,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.73,35.73,35.73,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2019-09-29,34.93,34.93,34.93,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.65,34.65,34.65,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-10-06,34.98,34.98,34.98,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-10-13,35.25,35.25,35.25,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-10-20,35.82,35.82,35.82,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-10-27,36.35,36.35,36.35,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-11-03,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-11-10,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-11-17,36.48,36.48,36.48,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-11-24,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-12-01,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2019-12-08,36.9,36.9,36.9,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.73,36.73,36.73,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-12-15,37.29,37.29,37.29,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-12-22,37.24,37.24,37.24,0.0,0.0,37.3,37.3,37.3,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-12-29,37.71,37.71,37.71,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.89,37.89,37.89,0.0,0.0
