Date,GS Connect S&P GSCI Enhanced Commodity Total Retur_Open_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_Open_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_Open_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_Open_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_Open_change,GS Connect S&P GSCI Enhanced Commodity Total Retur_High_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_High_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_High_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_High_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_High_change,GS Connect S&P GSCI Enhanced Commodity Total Retur_Low_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_Low_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_Low_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_Low_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_Low_change,GS Connect S&P GSCI Enhanced Commodity Total Retur_Close_average,GS Connect S&P GSCI Enhanced Commodity Total Retur_Close_max,GS Connect S&P GSCI Enhanced Commodity Total Retur_Close_min,GS Connect S&P GSCI Enhanced Commodity Total Retur_Close_volatility,GS Connect S&P GSCI Enhanced Commodity Total Retur_Close_change
2018-09-23,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-09-30,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,27.75,27.75,27.75,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-10-07,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-10-14,25.55,25.55,25.55,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.55,25.55,25.55,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-10-21,25.08,25.08,25.08,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.08,25.08,25.08,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2018-10-28,25.07,25.07,25.07,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-11-04,24.46,24.46,24.46,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-11-11,23.09,23.09,23.09,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2018-11-18,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-11-25,23.9,23.9,23.9,0.0,0.0,23.97,23.97,23.97,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-12-02,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2018-12-09,22.0,22.0,22.0,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-12-16,17.82,17.82,17.82,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2018-12-23,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,18.02,18.02,18.02,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2018-12-30,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-01-06,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-01-13,22.45,22.45,22.45,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2019-01-20,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2019-01-27,22.25,22.25,22.25,0.0,0.0,22.66,22.66,22.66,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-02-03,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2019-02-10,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-02-17,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,22.66,22.66,22.66,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-02-24,22.96,22.96,22.96,0.0,0.0,23.24,23.24,23.24,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2019-03-03,23.06,23.06,23.06,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-03-10,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-03-17,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-03-24,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-03-31,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-04-07,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-04-14,25.0,25.0,25.0,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-04-21,24.16,24.16,24.16,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-04-28,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-05-05,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-05-12,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-05-19,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-05-26,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2019-06-02,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-06-09,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-06-16,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2019-06-23,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-06-30,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2019-07-07,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-07-14,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-07-21,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2019-07-28,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2019-08-04,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-08-11,21.38,21.38,21.38,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-08-18,21.05,21.05,21.05,0.0,0.0,21.6,21.6,21.6,0.0,0.0,20.5,20.5,20.5,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-08-25,21.2,21.2,21.2,0.0,0.0,21.61,21.61,21.61,0.0,0.0,20.45,20.45,20.45,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-09-01,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-09-08,22.76,22.76,22.76,0.0,0.0,24.0,24.0,24.0,0.0,0.0,22.76,22.76,22.76,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-09-15,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2019-09-22,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2019-09-29,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-10-06,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-10-13,21.82,21.82,21.82,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.82,21.82,21.82,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-10-20,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2019-10-27,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-11-03,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-11-10,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-11-17,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-11-24,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2019-12-01,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2019-12-08,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-12-15,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-12-22,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-12-29,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,24.62,24.62,24.62,0.0,0.0,25.28,25.28,25.28,0.0,0.0
