Date,OLED_Open_average,OLED_Open_max,OLED_Open_min,OLED_Open_volatility,OLED_Open_change,OLED_High_average,OLED_High_max,OLED_High_min,OLED_High_volatility,OLED_High_change,OLED_Low_average,OLED_Low_max,OLED_Low_min,OLED_Low_volatility,OLED_Low_change,OLED_Close_average,OLED_Close_max,OLED_Close_min,OLED_Close_volatility,OLED_Close_change,OLED_Volume_average,OLED_Volume_max,OLED_Volume_min,OLED_Volume_volatility,OLED_Volume_change
2018-01-14,202.75,206.5,199.05,7.449999999999989,4.0,205.676,209.0,201.5,7.5,3.180000000000007,199.044,203.06,194.0,9.060000000000002,-2.6100000000000136,202.02,205.6,198.4,7.199999999999989,0.5999999999999943,1058252,1578473,797130,781343,620545
2018-01-21,181.52,200.0,165.0,35.0,-30.0,182.978,200.1,170.45,29.650000000000006,-29.650000000000006,169.10999999999999,188.25,158.25,30.0,-30.0,173.87,189.35,162.8,26.549999999999983,-26.549999999999983,3012631,3632753,2129546,1503207,891053
2018-01-28,158.14000000000001,165.15,152.05,13.099999999999994,-6.199999999999989,161.348,166.9,155.75,11.150000000000006,-9.349999999999994,152.44,157.5,146.0,11.5,-8.099999999999994,156.22,164.2,146.65,17.549999999999983,-17.549999999999983,1792554,1948194,1554449,393745,139010
2018-02-04,146.73,155.4,141.0,14.400000000000006,5.099999999999994,152.37,156.75,146.4,10.349999999999994,-5.75,141.95,147.75,137.1,10.650000000000006,5.300000000000011,147.32,155.45,139.8,15.649999999999977,-7.5,1752132,2083819,1313893,769926,-515602
2018-02-11,157.6125,164.15,147.0,17.150000000000006,13.050000000000011,160.3125,167.7,147.35,20.349999999999994,14.099999999999994,153.39,158.6,144.21,14.389999999999986,9.939999999999998,155.55,162.0,146.1,15.900000000000006,8.849999999999994,1989399,3745530,805196,2940334,720814
2018-02-18,148.1,164.95,130.65,34.29999999999998,-24.299999999999983,151.35,165.85,133.0,32.849999999999994,-29.900000000000006,143.65,155.5,127.5,28.0,-27.099999999999994,146.714,161.1,130.4,30.69999999999999,-29.53,3290015,7682677,1819358,5863319,764449
2018-02-25,126.94,131.45,121.1,10.349999999999994,-10.349999999999994,128.584,132.95,122.42,10.529999999999987,-10.529999999999987,124.44200000000001,129.45,119.2,10.249999999999986,-10.249999999999986,125.88000000000001,130.05,120.45,9.600000000000009,-9.600000000000009,1600410,1915128,1128450,786678,641494
2018-03-04,125.55,133.9,120.7,13.200000000000003,13.0,128.67000000000002,134.55,123.95,10.600000000000009,10.600000000000009,123.694,128.15,119.6,8.550000000000011,8.550000000000011,126.41,132.05,122.15,9.900000000000006,6.25,1231266,1597961,845759,752202,-3624
2018-03-11,123.74,129.4,114.0,15.400000000000006,-15.400000000000006,124.496,129.6,114.05,15.549999999999997,-15.549999999999997,119.88,125.15,104.15,21.0,-20.89999999999999,121.72,126.25,109.0,17.25,-17.25,1755938,5440136,663516,4776620,4480413
2018-03-18,112.21000000000001,116.9,107.65,9.25,-5.299999999999997,114.33,119.3,110.1,9.200000000000003,-7.3500000000000085,109.37599999999999,114.35,105.1,9.25,-5.469999999999999,110.744,115.97,105.25,10.719999999999999,-8.620000000000005,1604506,2557017,1202946,1354071,-1076410
2018-03-25,103.15,108.0,100.1,7.900000000000006,-7.900000000000006,104.1375,108.25,101.45,6.799999999999997,-6.799999999999997,100.065,104.65,96.55,8.100000000000009,-8.100000000000009,100.8625,105.3,97.55,7.75,-7.75,1371951,1859123,1172735,686388,-42262
