Date,WisdomTree Japan Hedged Equity_Open_average,WisdomTree Japan Hedged Equity_Open_max,WisdomTree Japan Hedged Equity_Open_min,WisdomTree Japan Hedged Equity_Open_volatility,WisdomTree Japan Hedged Equity_Open_change,WisdomTree Japan Hedged Equity_High_average,WisdomTree Japan Hedged Equity_High_max,WisdomTree Japan Hedged Equity_High_min,WisdomTree Japan Hedged Equity_High_volatility,WisdomTree Japan Hedged Equity_High_change,WisdomTree Japan Hedged Equity_Low_average,WisdomTree Japan Hedged Equity_Low_max,WisdomTree Japan Hedged Equity_Low_min,WisdomTree Japan Hedged Equity_Low_volatility,WisdomTree Japan Hedged Equity_Low_change,WisdomTree Japan Hedged Equity_Close_average,WisdomTree Japan Hedged Equity_Close_max,WisdomTree Japan Hedged Equity_Close_min,WisdomTree Japan Hedged Equity_Close_volatility,WisdomTree Japan Hedged Equity_Close_change
2018-01-14,62.02,62.02,62.02,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2018-01-21,61.34,61.34,61.34,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2018-01-28,59.08,59.08,59.08,0.0,0.0,59.76,59.76,59.76,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-02-04,56.96,56.96,56.96,0.0,0.0,57.67,57.67,57.67,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2018-02-11,57.01,57.01,57.01,0.0,0.0,57.37,57.37,57.37,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2018-02-18,58.16,58.16,58.16,0.0,0.0,58.48,58.48,58.48,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2018-02-25,54.84,54.84,54.84,0.0,0.0,55.99,55.99,55.99,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2018-03-04,56.59,56.59,56.59,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2018-03-11,55.56,55.56,55.56,0.0,0.0,55.57,55.57,55.57,0.0,0.0,54.5,54.5,54.5,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2018-03-18,53.77,53.77,53.77,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.21,53.21,53.21,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-03-25,55.56,55.56,55.56,0.0,0.0,55.67,55.67,55.67,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-04-01,55.71,55.71,55.71,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2018-04-08,56.5,56.5,56.5,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2018-04-15,57.01,57.01,57.01,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.94,56.94,56.94,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-04-22,57.57,57.57,57.57,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2018-04-29,57.19,57.19,57.19,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-05-06,57.93,57.93,57.93,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2018-05-13,58.53,58.53,58.53,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-05-20,56.49,56.49,56.49,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-05-27,57.04,57.04,57.04,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2018-06-03,57.48,57.48,57.48,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2018-06-10,56.16,56.16,56.16,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2018-06-17,53.85,53.85,53.85,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2018-06-24,53.02,53.02,53.02,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.28,53.28,53.28,0.0,0.0
