Date,FENG_stock_Open_average,FENG_stock_Open_max,FENG_stock_Open_min,FENG_stock_Open_volatility,FENG_stock_Open_change,FENG_stock_High_average,FENG_stock_High_max,FENG_stock_High_min,FENG_stock_High_volatility,FENG_stock_High_change,FENG_stock_Low_average,FENG_stock_Low_max,FENG_stock_Low_min,FENG_stock_Low_volatility,FENG_stock_Low_change,FENG_stock_Close_average,FENG_stock_Close_max,FENG_stock_Close_min,FENG_stock_Close_volatility,FENG_stock_Close_change,FENG_stock_Volume_average,FENG_stock_Volume_max,FENG_stock_Volume_min,FENG_stock_Volume_volatility,FENG_stock_Volume_change
2018-01-14,6.9925,7.04,6.93,0.11000000000000032,-0.009999999999999787,7.14975,7.22,7.12,0.09999999999999964,0.01899999999999924,6.8575,6.94,6.79,0.15000000000000036,0.15000000000000036,6.9975000000000005,7.1,6.83,0.2699999999999996,0.2699999999999996,397525,676627,269220,407407,46865
2018-01-21,6.852,7.1,6.65,0.4499999999999993,-0.2999999999999998,6.958,7.1,6.8,0.2999999999999998,-0.1299999999999999,6.6948,6.831,6.524,0.3070000000000004,-0.08200000000000074,6.822,6.97,6.65,0.3199999999999994,0.009999999999999787,397200,603204,244950,358254,-278600
2018-01-28,6.7139999999999995,6.85,6.6,0.25,-0.09999999999999964,6.844,7.0,6.75,0.25,-0.25,6.504,6.73,6.17,0.5600000000000005,-0.5600000000000005,6.602,6.85,6.18,0.6699999999999999,-0.6699999999999999,301198,471076,207871,263205,224687
2018-02-04,5.732,6.12,5.44,0.6799999999999997,-0.6200000000000001,5.9214,6.337000000000001,5.62,0.7170000000000005,-0.7170000000000005,5.476,5.83,5.14,0.6900000000000004,-0.5899999999999999,5.674,5.87,5.46,0.41000000000000014,-0.40000000000000036,275005,578123,131938,446185,-18538
2018-02-11,5.594,5.83,5.38,0.4500000000000002,0.08000000000000007,5.736,5.83,5.62,0.20999999999999996,0.05999999999999961,5.4639999999999995,5.59,5.38,0.20999999999999996,0.040000000000000036,5.578,5.75,5.4,0.34999999999999964,0.05999999999999961,184529,306362,103105,203257,-111761
2018-02-18,5.4875,5.75,5.33,0.41999999999999993,0.04999999999999982,5.7330000000000005,5.9,5.58,0.3200000000000003,-0.012000000000000455,5.32275,5.4,5.211,0.18900000000000006,0.1200000000000001,5.5125,5.77,5.29,0.47999999999999954,0.2400000000000002,378357,555383,219339,336044,20885
2018-02-25,5.278,5.56,4.88,0.6799999999999997,-0.6600000000000001,5.369,5.67,5.07,0.5999999999999996,-0.5999999999999996,5.06,5.47,4.77,0.7000000000000002,-0.7000000000000002,5.2,5.6,5.01,0.5899999999999999,-0.5499999999999998,331587,578076,203071,375005,63664
2018-03-04,5.304,5.42,4.99,0.4299999999999997,0.39999999999999947,5.514,5.63,5.33,0.2999999999999998,0.29000000000000004,5.2459999999999996,5.39,4.94,0.4499999999999993,0.4499999999999993,5.404,5.53,5.27,0.2600000000000007,0.2600000000000007,268331,406285,144202,262083,132939
2018-03-11,5.138,5.59,4.85,0.7400000000000002,-0.7400000000000002,5.3100000000000005,6.0,4.92,1.08,-1.08,4.948,5.59,4.67,0.9199999999999999,-0.9100000000000001,5.06,5.72,4.72,1.0,-1.0,596946,1191518,184681,1006837,-446470
2018-03-18,4.558,4.72,4.3,0.41999999999999993,-0.40000000000000036,4.6244000000000005,4.743,4.41,0.3330000000000002,-0.29000000000000004,4.3862,4.6,4.02,0.5800000000000001,-0.5300000000000002,4.464,4.69,4.1,0.5900000000000007,-0.5900000000000007,238188,352870,124637,228233,15679
2018-03-25,4.265,4.35,4.19,0.15999999999999925,0.15999999999999925,4.401,4.45,4.33,0.1200000000000001,0.1200000000000001,4.217499999999999,4.29,4.13,0.16000000000000014,0.16000000000000014,4.3025,4.35,4.22,0.1299999999999999,0.1299999999999999,316858,384198,235700,148498,29557
2018-04-01,4.256,4.34,4.2,0.13999999999999968,-0.0600000000000005,4.364,4.44,4.28,0.16000000000000014,-0.1299999999999999,4.174,4.24,4.09,0.15000000000000036,0.11000000000000032,4.276,4.36,4.19,0.16999999999999993,0.0699999999999994,271987,426464,122591,303873,-75065
2018-04-08,4.24,4.3,4.09,0.20999999999999996,-0.20999999999999996,4.268,4.34,4.13,0.20999999999999996,-0.16999999999999993,4.109,4.25,3.99,0.2599999999999998,-0.1299999999999999,4.174,4.28,4.05,0.23000000000000043,-0.10000000000000053,277921,455308,95323,359985,-236583
2018-04-15,4.138,4.24,4.05,0.1900000000000004,0.1200000000000001,4.205,4.26,4.075,0.1849999999999996,0.10499999999999954,4.074,4.18,4.0,0.17999999999999972,0.0,4.148,4.24,4.05,0.1900000000000004,0.009999999999999787,151547,202682,118252,84430,62436
2018-04-22,4.022,4.16,3.92,0.2400000000000002,-0.0900000000000003,4.062,4.18,3.98,0.19999999999999973,-0.1899999999999995,3.92,4.07,3.82,0.25000000000000044,-0.1900000000000004,3.99,4.12,3.91,0.20999999999999996,-0.1499999999999999,144105,176057,95279,80778,-36392
2018-04-29,4.014,4.07,3.95,0.1200000000000001,-0.009999999999999787,4.0602,4.09,4.01,0.08000000000000007,-0.021000000000000796,3.962,4.03,3.9,0.13000000000000034,-0.06000000000000005,4.008,4.07,3.93,0.14000000000000012,-0.14000000000000012,153422,260695,78935,181760,14781
2018-05-06,4.028,4.3,3.91,0.3899999999999997,0.3899999999999997,4.148,4.33,3.97,0.3599999999999999,0.21999999999999975,3.954,4.1,3.89,0.20999999999999952,0.1899999999999995,4.054,4.28,3.94,0.3400000000000003,0.1499999999999999,162979,242008,74683,167325,-67214
2018-05-13,4.822,5.5,4.09,1.4100000000000001,1.3399999999999999,5.25,5.72,4.22,1.5,1.3600000000000003,4.796,5.5,4.09,1.4100000000000001,1.37,5.134,5.55,4.19,1.3599999999999994,1.3599999999999994,748153,1960002,222559,1737443,22504
2018-05-20,5.544,5.57,5.49,0.08000000000000007,0.020000000000000462,5.716,5.83,5.57,0.2599999999999998,-0.16000000000000014,5.478000000000001,5.5,5.45,0.04999999999999982,0.0,5.592,5.65,5.51,0.14000000000000057,-0.1200000000000001,343202,502009,126285,375724,-333655
2018-05-27,5.5225,5.59,5.49,0.09999999999999964,-0.009999999999999787,5.5595,5.6,5.518,0.08199999999999985,-0.07200000000000006,5.465,5.48,5.43,0.05000000000000071,-0.05000000000000071,5.515,5.58,5.47,0.11000000000000032,-0.11000000000000032,177309,227523,148597,78926,-4755
2018-06-03,5.31,5.5,5.11,0.3899999999999997,-0.34999999999999964,5.412,5.57,5.27,0.3000000000000007,-0.21999999999999975,5.204,5.46,5.09,0.3700000000000001,-0.34999999999999964,5.26,5.5,5.14,0.3600000000000003,-0.2999999999999998,132809,160469,103968,56501,-35252
2018-06-10,5.16,5.41,4.95,0.45999999999999996,-0.2599999999999998,5.263,5.465,5.05,0.41500000000000004,-0.40000000000000036,5.002,5.12,4.88,0.2400000000000002,-0.2400000000000002,5.114,5.37,4.92,0.4500000000000002,-0.4500000000000002,220830,386536,116706,269830,-247932
2018-06-17,4.66,4.83,4.55,0.28000000000000025,-0.23000000000000043,4.7012,4.885,4.601,0.2839999999999998,-0.2839999999999998,4.4818,4.698,4.35,0.34800000000000075,-0.25700000000000056,4.596,4.76,4.48,0.27999999999999936,-0.20000000000000018,326172,951318,123026,828292,-36553
2018-06-24,4.364,4.54,4.2,0.33999999999999986,-0.33999999999999986,4.446,4.61,4.27,0.34000000000000075,-0.22999999999999954,4.252,4.39,4.17,0.21999999999999975,-0.1899999999999995,4.314,4.46,4.22,0.2400000000000002,-0.20999999999999996,138950,234422,63236,171186,-167194
2018-07-01,4.345,4.52,4.2,0.3199999999999994,0.3199999999999994,4.4965,4.646,4.38,0.266,0.2560000000000002,4.2795000000000005,4.37,4.2,0.16999999999999993,0.16999999999999993,4.4350000000000005,4.54,4.33,0.20999999999999996,0.20999999999999996,373943,978334,45232,933102,276340
2018-07-08,4.65,4.82,4.56,0.2600000000000007,0.03000000000000025,4.814,5.08,4.65,0.4299999999999997,-0.4299999999999997,4.548,4.72,4.47,0.25,0.08000000000000007,4.676,4.88,4.54,0.33999999999999986,-0.28000000000000025,238895,672799,41751,631048,-631048
2018-07-15,4.462,4.55,4.35,0.20000000000000018,-0.16000000000000014,4.536,4.65,4.39,0.2600000000000007,-0.2600000000000007,4.3020000000000005,4.48,4.0,0.4800000000000004,-0.4500000000000002,4.364,4.55,4.04,0.5099999999999998,-0.4400000000000004,154961,335039,78271,256768,236924
