Date,Financial Select Sector SPDR_Open_average,Financial Select Sector SPDR_Open_max,Financial Select Sector SPDR_Open_min,Financial Select Sector SPDR_Open_volatility,Financial Select Sector SPDR_Open_change,Financial Select Sector SPDR_High_average,Financial Select Sector SPDR_High_max,Financial Select Sector SPDR_High_min,Financial Select Sector SPDR_High_volatility,Financial Select Sector SPDR_High_change,Financial Select Sector SPDR_Low_average,Financial Select Sector SPDR_Low_max,Financial Select Sector SPDR_Low_min,Financial Select Sector SPDR_Low_volatility,Financial Select Sector SPDR_Low_change,Financial Select Sector SPDR_Close_average,Financial Select Sector SPDR_Close_max,Financial Select Sector SPDR_Close_min,Financial Select Sector SPDR_Close_volatility,Financial Select Sector SPDR_Close_change
2019-03-17,25.31,25.31,25.31,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-03-24,25.92,25.92,25.92,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-03-31,26.53,26.53,26.53,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-04-07,27.15,27.15,27.15,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-04-14,27.26,27.26,27.26,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-04-21,27.8,27.8,27.8,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-04-28,27.58,27.58,27.58,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-05-05,26.93,26.93,26.93,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-05-12,26.78,26.78,26.78,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-05-19,26.75,26.75,26.75,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-05-26,25.97,25.97,25.97,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-06-02,27.28,27.28,27.28,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-06-09,27.23,27.23,27.23,0.0,0.0,27.31,27.31,27.31,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-06-16,27.17,27.17,27.17,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-06-23,27.92,27.92,27.92,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-06-30,28.01,28.01,28.01,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-07-07,28.33,28.33,28.33,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-07-14,27.88,27.88,27.88,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-07-21,28.64,28.64,28.64,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2019-07-28,26.99,26.99,26.99,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-08-04,26.85,26.85,26.85,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-08-11,26.98,26.98,26.98,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-08-18,26.27,26.27,26.27,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-08-25,26.98,26.98,26.98,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-09-01,27.63,27.63,27.63,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-09-08,28.25,28.25,28.25,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-09-15,27.94,27.94,27.94,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2019-09-22,28.14,28.14,28.14,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-09-29,27.35,27.35,27.35,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-10-06,27.56,27.56,27.56,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-10-13,28.35,28.35,28.35,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-10-20,28.75,28.75,28.75,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-10-27,29.37,29.37,29.37,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-11-03,29.66,29.66,29.66,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-11-10,29.75,29.75,29.75,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-11-17,29.96,29.96,29.96,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-11-24,30.2,30.2,30.2,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-12-01,30.3,30.3,30.3,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-12-08,30.96,30.96,30.96,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-12-15,30.76,30.76,30.76,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-12-22,30.91,30.91,30.91,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-12-29,30.68,30.68,30.68,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.75,30.75,30.75,0.0,0.0
