Date,Financial Select Sector SPDR_Open_average,Financial Select Sector SPDR_Open_max,Financial Select Sector SPDR_Open_min,Financial Select Sector SPDR_Open_volatility,Financial Select Sector SPDR_Open_change,Financial Select Sector SPDR_High_average,Financial Select Sector SPDR_High_max,Financial Select Sector SPDR_High_min,Financial Select Sector SPDR_High_volatility,Financial Select Sector SPDR_High_change,Financial Select Sector SPDR_Low_average,Financial Select Sector SPDR_Low_max,Financial Select Sector SPDR_Low_min,Financial Select Sector SPDR_Low_volatility,Financial Select Sector SPDR_Low_change,Financial Select Sector SPDR_Close_average,Financial Select Sector SPDR_Close_max,Financial Select Sector SPDR_Close_min,Financial Select Sector SPDR_Close_volatility,Financial Select Sector SPDR_Close_change
2018-01-14,29.55,29.55,29.55,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-01-21,30.19,30.19,30.19,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-01-28,28.73,28.73,28.73,0.0,0.0,29.21,29.21,29.21,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-02-04,27.96,27.96,27.96,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-02-11,28.88,28.88,28.88,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-02-18,29.33,29.33,29.33,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-02-25,28.22,28.22,28.22,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2018-03-04,29.7,29.7,29.7,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2018-03-11,28.83,28.83,28.83,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-03-18,27.36,27.36,27.36,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-03-25,27.57,27.57,27.57,0.0,0.0,27.6,27.6,27.6,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-04-01,27.32,27.32,27.32,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-04-08,27.62,27.62,27.62,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-04-15,27.96,27.96,27.96,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-04-22,27.77,27.77,27.77,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-04-29,27.37,27.37,27.37,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-05-06,28.34,28.34,28.34,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-05-13,28.11,28.11,28.11,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-05-20,27.81,27.81,27.81,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-05-27,27.61,27.61,27.61,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-06-03,28.17,28.17,28.17,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2018-06-10,27.23,27.23,27.23,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-06-17,26.95,26.95,26.95,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-06-24,26.37,26.37,26.37,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-07-01,26.81,26.81,26.81,0.0,0.0,27.31,27.31,27.31,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-07-08,27.06,27.06,27.06,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-07-15,27.56,27.56,27.56,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-07-22,28.15,28.15,28.15,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-07-29,28.16,28.16,28.16,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-08-05,27.97,27.97,27.97,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-08-12,28.17,28.17,28.17,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-08-19,28.35,28.35,28.35,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2018-08-26,28.26,28.26,28.26,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-09-02,28.4,28.4,28.4,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-09-09,28.23,28.23,28.23,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-09-16,28.71,28.71,28.71,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-09-23,27.74,27.74,27.74,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-09-30,27.92,27.92,27.92,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2018-10-07,26.44,26.44,26.44,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2018-10-14,26.7,26.7,26.7,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2018-10-21,25.57,25.57,25.57,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-10-28,26.49,26.49,26.49,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2018-11-04,27.06,27.06,27.06,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-11-11,26.77,26.77,26.77,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-11-18,26.27,26.27,26.27,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-11-25,27.36,27.36,27.36,0.0,0.0,27.47,27.47,27.47,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-12-02,25.01,25.01,25.01,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2018-12-09,24.1,24.1,24.1,0.0,0.0,24.47,24.47,24.47,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-12-16,22.49,22.49,22.49,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-12-23,23.72,23.72,23.72,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-12-30,24.21,24.21,24.21,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-01-06,24.26,24.26,24.26,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-01-13,25.74,25.74,25.74,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.53,25.53,25.53,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-01-20,25.75,25.75,25.75,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-01-27,26.06,26.06,26.06,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-02-03,25.75,25.75,25.75,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-02-10,26.09,26.09,26.09,0.0,0.0,26.43,26.43,26.43,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-02-17,26.58,26.58,26.58,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-02-24,26.76,26.76,26.76,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-03-03,26.1,26.1,26.1,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-03-10,26.68,26.68,26.68,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.9,26.9,26.9,0.0,0.0
