Date,CHKP_stock_Open_average,CHKP_stock_Open_max,CHKP_stock_Open_min,CHKP_stock_Open_volatility,CHKP_stock_Open_change,CHKP_stock_High_average,CHKP_stock_High_max,CHKP_stock_High_min,CHKP_stock_High_volatility,CHKP_stock_High_change,CHKP_stock_Low_average,CHKP_stock_Low_max,CHKP_stock_Low_min,CHKP_stock_Low_volatility,CHKP_stock_Low_change,CHKP_stock_Close_average,CHKP_stock_Close_max,CHKP_stock_Close_min,CHKP_stock_Close_volatility,CHKP_stock_Close_change,CHKP_stock_Volume_average,CHKP_stock_Volume_max,CHKP_stock_Volume_min,CHKP_stock_Volume_volatility,CHKP_stock_Volume_change
2018-01-14,103.4225,104.29,102.98,1.3100000000000023,0.10999999999999943,104.42,104.96,103.83,1.1299999999999955,0.769999999999996,102.67750000000001,103.0,102.06,0.9399999999999977,0.9399999999999977,103.435,104.48,102.49,1.990000000000009,1.990000000000009,1536082,1800816,1223202,577614,175759
2018-01-21,104.76,105.97,103.4,2.569999999999993,-0.04999999999999716,105.808,106.5,105.28,1.2199999999999989,0.09999999999999432,104.12,104.6,103.29,1.309999999999988,-0.4299999999999926,104.806,105.34,103.97,1.3700000000000045,-0.4200000000000017,1619088,2757615,1169280,1588335,1455386
2018-01-28,102.95,105.03,101.11,3.9200000000000017,-2.3499999999999943,104.95400000000001,106.68,102.86,3.8200000000000074,-3.8200000000000074,101.388,104.16,98.75,5.409999999999997,-3.469999999999999,103.514,105.33,101.38,3.950000000000003,-3.950000000000003,2723545,4890316,1805490,3084826,361236
2018-02-04,100.102,101.27,98.97,2.299999999999997,-1.9200000000000017,101.04,103.1,99.1,4.0,-4.0,98.348,100.03,95.03,5.0,-5.0,99.502,101.44,97.84,3.5999999999999943,-3.1599999999999966,2328446,2461432,2239792,221640,-33369
2018-02-11,100.402,102.97,98.58,4.390000000000001,4.390000000000001,101.944,103.82,100.44,3.3799999999999955,3.3799999999999955,100.13,102.44,98.54,3.8999999999999915,3.8999999999999915,101.544,103.28,99.48,3.799999999999997,3.799999999999997,1139910,1358803,707994,650809,-565431
2018-02-18,102.8525,103.39,102.31,1.0799999999999983,0.769999999999996,104.0625,104.51,103.24,1.2700000000000102,1.1000000000000085,102.3075,102.78,101.73,1.0499999999999972,1.0499999999999972,103.0325,104.31,102.21,2.1000000000000085,2.1000000000000085,1045843,1328875,710777,618098,-451562
2018-02-25,103.912,105.43,101.86,3.5700000000000074,-2.5600000000000023,105.06400000000001,105.95,103.98,1.9699999999999989,-1.9099999999999966,102.892,104.1,101.51,2.589999999999989,-2.589999999999989,103.964,105.83,102.58,3.25,-2.0,1101450,1311816,749025,562791,-388315
2018-03-04,104.558,105.73,103.38,2.3500000000000085,1.6099999999999994,105.508,106.41,104.72,1.6899999999999977,1.6899999999999977,103.804,104.91,103.12,1.789999999999992,1.6199999999999903,104.88,105.99,103.95,2.039999999999992,1.7399999999999949,820566,864443,689944,174499,163127
2018-03-11,105.526,106.56,104.48,2.0799999999999983,-1.4099999999999966,106.004,107.1,104.89,2.2099999999999937,-2.2099999999999937,104.614,105.7,103.5,2.200000000000003,-2.200000000000003,104.95,106.39,103.59,2.799999999999997,-2.799999999999997,783503,1380613,545052,835561,699537
2018-03-18,102.5,103.32,100.99,2.3299999999999983,-2.3299999999999983,103.446,104.19,101.95,2.239999999999995,-2.239999999999995,101.578,102.62,99.35,3.2700000000000102,-2.9200000000000017,102.038,103.37,99.36,4.010000000000005,-4.010000000000005,816002,1209395,625355,584040,-333335
