Date,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Open_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Open_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Open_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Open_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Open_change,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_High_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_High_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_High_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_High_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_High_change,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Low_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Low_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Low_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Low_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Low_change,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Close_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Close_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Close_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Close_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_etf_Close_change
2018-05-27,70.62,70.62,70.62,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.62,70.62,70.62,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2018-06-03,71.13,71.13,71.13,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2018-06-10,70.92,70.92,70.92,0.0,0.0,70.92,70.92,70.92,0.0,0.0,70.77,70.77,70.77,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2018-06-17,70.3,70.3,70.3,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2018-06-24,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2018-07-01,69.49,69.49,69.49,0.0,0.0,69.86,69.86,69.86,0.0,0.0,69.49,69.49,69.49,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2018-07-08,69.64,69.64,69.64,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2018-07-15,70.08,70.08,70.08,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2018-07-22,71.34,71.34,71.34,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.26,71.26,71.26,0.0,0.0
2018-07-29,70.09,70.09,70.09,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.09,70.09,70.09,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2018-08-05,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.01,69.01,69.01,0.0,0.0
2018-08-12,68.29,68.29,68.29,0.0,0.0,68.89,68.89,68.89,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2018-08-19,69.88,69.88,69.88,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2018-08-26,69.56,69.56,69.56,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.49,69.49,69.49,0.0,0.0,69.87,69.87,69.87,0.0,0.0
2018-09-02,68.12,68.12,68.12,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.06,68.06,68.06,0.0,0.0,68.06,68.06,68.06,0.0,0.0
2018-09-09,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2018-09-16,71.03,71.03,71.03,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.03,71.03,71.03,0.0,0.0
2018-09-23,70.16,70.16,70.16,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.16,70.16,70.16,0.0,0.0,70.23,70.23,70.23,0.0,0.0
2018-09-30,68.58,68.58,68.58,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.57,68.57,68.57,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2018-10-07,65.18,65.18,65.18,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2018-10-14,65.81,65.81,65.81,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2018-10-21,63.21,63.21,63.21,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2018-10-28,65.33,65.33,65.33,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2018-11-04,65.4,65.4,65.4,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2018-11-11,64.63,64.63,64.63,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2018-11-18,63.91,63.91,63.91,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.91,63.91,63.91,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2018-11-25,64.91,64.91,64.91,0.0,0.0,64.91,64.91,64.91,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2018-12-02,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2018-12-09,62.68,62.68,62.68,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2018-12-16,60.05,60.05,60.05,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2018-12-23,60.12,60.12,60.12,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2018-12-30,61.64,61.64,61.64,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2019-01-06,62.88,62.88,62.88,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2019-01-13,63.52,63.52,63.52,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2019-01-20,63.85,63.85,63.85,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-01-27,64.4,64.4,64.4,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-02-03,63.64,63.64,63.64,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-02-10,65.0,65.0,65.0,0.0,0.0,65.35,65.35,65.35,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2019-02-17,65.69,65.69,65.69,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2019-02-24,66.03,66.03,66.03,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2019-03-03,64.59,64.59,64.59,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.59,64.59,64.59,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2019-03-10,66.66,66.66,66.66,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2019-03-17,66.25,66.25,66.25,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-03-24,66.41,66.41,66.41,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2019-03-31,67.74,67.74,67.74,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2019-04-07,67.78,67.78,67.78,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.9,67.9,67.9,0.0,0.0
2019-04-14,68.28,68.28,68.28,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2019-04-21,68.26,68.26,68.26,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2019-04-28,68.41,68.41,68.41,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.58,68.58,68.58,0.0,0.0
2019-05-05,66.43,66.43,66.43,0.0,0.0,66.98,66.98,66.98,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.98,66.98,66.98,0.0,0.0
2019-05-12,66.79,66.79,66.79,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2019-05-19,66.43,66.43,66.43,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2019-05-26,65.33,65.33,65.33,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2019-06-02,66.24,66.24,66.24,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-06-09,65.89,65.89,65.89,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2019-06-16,67.42,67.42,67.42,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.42,67.42,67.42,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2019-06-23,67.84,67.84,67.84,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-06-30,68.36,68.36,68.36,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-07-07,67.92,67.92,67.92,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2019-07-14,67.99,67.99,67.99,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2019-07-21,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-07-28,65.98,65.98,65.98,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.98,65.98,65.98,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2019-08-04,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-08-11,64.1,64.1,64.1,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-08-18,64.33,64.33,64.33,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.33,64.33,64.33,0.0,0.0
2019-08-25,65.49,65.49,65.49,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-09-01,66.99,66.99,66.99,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2019-09-08,68.45,68.45,68.45,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.39,68.39,68.39,0.0,0.0
2019-09-15,68.13,68.13,68.13,0.0,0.0,68.13,68.13,68.13,0.0,0.0,67.97,67.97,67.97,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-09-22,67.65,67.65,67.65,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2019-09-29,66.7,66.7,66.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2019-10-06,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2019-10-13,68.97,68.97,68.97,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.91,68.91,68.91,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2019-10-20,69.74,69.74,69.74,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.63,69.63,69.63,0.0,0.0
2019-10-27,70.65,70.65,70.65,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2019-11-03,71.01,71.01,71.01,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.99,70.99,70.99,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2019-11-10,71.02,71.02,71.02,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.95,70.95,70.95,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2019-11-17,70.63,70.63,70.63,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.61,70.61,70.61,0.0,0.0
2019-11-24,71.05,71.05,71.05,0.0,0.0,71.36,71.36,71.36,0.0,0.0,70.98,70.98,70.98,0.0,0.0,71.1,71.1,71.1,0.0,0.0
2019-12-01,71.7,71.7,71.7,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2019-12-08,72.76,72.76,72.76,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2019-12-15,72.41,72.41,72.41,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.12,72.12,72.12,0.0,0.0,72.12,72.12,72.12,0.0,0.0
2019-12-22,72.75,72.75,72.75,0.0,0.0,72.88,72.88,72.88,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2019-12-29,72.57,72.57,72.57,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.34,72.34,72.34,0.0,0.0
