Date,Vanguard Telecommunication ServicesEtf_Open_average,Vanguard Telecommunication ServicesEtf_Open_max,Vanguard Telecommunication ServicesEtf_Open_min,Vanguard Telecommunication ServicesEtf_Open_volatility,Vanguard Telecommunication ServicesEtf_Open_change,Vanguard Telecommunication ServicesEtf_High_average,Vanguard Telecommunication ServicesEtf_High_max,Vanguard Telecommunication ServicesEtf_High_min,Vanguard Telecommunication ServicesEtf_High_volatility,Vanguard Telecommunication ServicesEtf_High_change,Vanguard Telecommunication ServicesEtf_Low_average,Vanguard Telecommunication ServicesEtf_Low_max,Vanguard Telecommunication ServicesEtf_Low_min,Vanguard Telecommunication ServicesEtf_Low_volatility,Vanguard Telecommunication ServicesEtf_Low_change,Vanguard Telecommunication ServicesEtf_Close_average,Vanguard Telecommunication ServicesEtf_Close_max,Vanguard Telecommunication ServicesEtf_Close_min,Vanguard Telecommunication ServicesEtf_Close_volatility,Vanguard Telecommunication ServicesEtf_Close_change
2018-06-03,84.3,84.3,84.3,0.0,0.0,84.93,84.93,84.93,0.0,0.0,83.98,83.98,83.98,0.0,0.0,84.77,84.77,84.77,0.0,0.0
2018-06-10,86.2,86.2,86.2,0.0,0.0,86.75,86.75,86.75,0.0,0.0,85.9,85.9,85.9,0.0,0.0,86.75,86.75,86.75,0.0,0.0
2018-06-17,86.39,86.39,86.39,0.0,0.0,87.03,87.03,87.03,0.0,0.0,86.39,86.39,86.39,0.0,0.0,86.75,86.75,86.75,0.0,0.0
2018-06-24,85.31,85.31,85.31,0.0,0.0,85.42,85.42,85.42,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2018-07-01,86.36,86.36,86.36,0.0,0.0,87.46,87.46,87.46,0.0,0.0,86.36,86.36,86.36,0.0,0.0,87.37,87.37,87.37,0.0,0.0
2018-07-08,88.03,88.03,88.03,0.0,0.0,88.11,88.11,88.11,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.89,87.89,87.89,0.0,0.0
2018-07-15,86.26,86.26,86.26,0.0,0.0,86.38,86.38,86.38,0.0,0.0,85.9,85.9,85.9,0.0,0.0,85.97,85.97,85.97,0.0,0.0
2018-07-22,85.47,85.47,85.47,0.0,0.0,85.61,85.61,85.61,0.0,0.0,84.3,84.3,84.3,0.0,0.0,84.65,84.65,84.65,0.0,0.0
2018-07-29,85.07,85.07,85.07,0.0,0.0,85.4,85.4,85.4,0.0,0.0,84.76,84.76,84.76,0.0,0.0,85.23,85.23,85.23,0.0,0.0
2018-08-05,86.75,86.75,86.75,0.0,0.0,86.82,86.82,86.82,0.0,0.0,86.3,86.3,86.3,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2018-08-12,85.94,85.94,85.94,0.0,0.0,86.31,86.31,86.31,0.0,0.0,85.52,85.52,85.52,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2018-08-19,86.21,86.21,86.21,0.0,0.0,87.16,87.16,87.16,0.0,0.0,86.21,86.21,86.21,0.0,0.0,87.15,87.15,87.15,0.0,0.0
2018-08-26,87.06,87.06,87.06,0.0,0.0,87.19,87.19,87.19,0.0,0.0,86.51,86.51,86.51,0.0,0.0,86.81,86.81,86.81,0.0,0.0
2018-09-02,83.94,83.94,83.94,0.0,0.0,84.92,84.92,84.92,0.0,0.0,83.86,83.86,83.86,0.0,0.0,84.54,84.54,84.54,0.0,0.0
2018-09-09,86.38,86.38,86.38,0.0,0.0,86.39,86.39,86.39,0.0,0.0,85.81,85.81,85.81,0.0,0.0,86.09,86.09,86.09,0.0,0.0
2018-09-16,87.07,87.07,87.07,0.0,0.0,87.29,87.29,87.29,0.0,0.0,86.42,86.42,86.42,0.0,0.0,86.43,86.43,86.43,0.0,0.0
2018-09-23,87.02,87.02,87.02,0.0,0.0,87.2,87.2,87.2,0.0,0.0,86.66,86.66,86.66,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2018-09-30,86.0,86.0,86.0,0.0,0.0,86.25,86.25,86.25,0.0,0.0,84.39,84.39,84.39,0.0,0.0,85.02,85.02,85.02,0.0,0.0
2018-10-07,82.54,82.54,82.54,0.0,0.0,82.55,82.55,82.55,0.0,0.0,81.0,81.0,81.0,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2018-10-14,83.3,83.3,83.3,0.0,0.0,84.14,84.14,84.14,0.0,0.0,82.78,82.78,82.78,0.0,0.0,83.06,83.06,83.06,0.0,0.0
2018-10-21,79.02,79.02,79.02,0.0,0.0,80.45,80.45,80.45,0.0,0.0,77.81,77.81,77.81,0.0,0.0,78.91,78.91,78.91,0.0,0.0
2018-10-28,82.26,82.26,82.26,0.0,0.0,82.6,82.6,82.6,0.0,0.0,80.97,80.97,80.97,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2018-11-04,81.56,81.56,81.56,0.0,0.0,81.68,81.68,81.68,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.87,80.87,80.87,0.0,0.0
2018-11-11,79.72,79.72,79.72,0.0,0.0,80.32,80.32,80.32,0.0,0.0,79.36,79.36,79.36,0.0,0.0,80.05,80.05,80.05,0.0,0.0
2018-11-18,77.36,77.36,77.36,0.0,0.0,77.67,77.67,77.67,0.0,0.0,77.2,77.2,77.2,0.0,0.0,77.27,77.27,77.27,0.0,0.0
2018-11-25,81.05,81.05,81.05,0.0,0.0,81.33,81.33,81.33,0.0,0.0,80.39,80.39,80.39,0.0,0.0,81.01,81.01,81.01,0.0,0.0
2018-12-02,78.88,78.88,78.88,0.0,0.0,79.5,79.5,79.5,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.63,77.63,77.63,0.0,0.0
2018-12-09,77.32,77.32,77.32,0.0,0.0,78.12,78.12,78.12,0.0,0.0,76.97,76.97,76.97,0.0,0.0,77.16,77.16,77.16,0.0,0.0
2018-12-16,73.29,73.29,73.29,0.0,0.0,74.07,74.07,74.07,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.96,70.96,70.96,0.0,0.0
2018-12-23,74.11,74.11,74.11,0.0,0.0,74.82,74.82,74.82,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.79,73.79,73.79,0.0,0.0
2018-12-30,75.19,75.19,75.19,0.0,0.0,77.2,77.2,77.2,0.0,0.0,75.18,75.18,75.18,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2019-01-06,78.87,78.87,78.87,0.0,0.0,79.36,79.36,79.36,0.0,0.0,78.5,78.5,78.5,0.0,0.0,79.22,79.22,79.22,0.0,0.0
2019-01-13,80.43,80.43,80.43,0.0,0.0,81.0,81.0,81.0,0.0,0.0,80.16,80.16,80.16,0.0,0.0,80.4,80.4,80.4,0.0,0.0
2019-01-20,79.58,79.58,79.58,0.0,0.0,80.05,80.05,80.05,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2019-01-27,81.79,81.79,81.79,0.0,0.0,82.37,82.37,82.37,0.0,0.0,81.68,81.68,81.68,0.0,0.0,81.79,81.79,81.79,0.0,0.0
2019-02-03,80.56,80.56,80.56,0.0,0.0,81.39,81.39,81.39,0.0,0.0,80.43,80.43,80.43,0.0,0.0,81.39,81.39,81.39,0.0,0.0
2019-02-10,82.71,82.71,82.71,0.0,0.0,82.71,82.71,82.71,0.0,0.0,82.2,82.2,82.2,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2019-02-17,82.5,82.5,82.5,0.0,0.0,82.93,82.93,82.93,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.83,82.83,82.83,0.0,0.0
2019-02-24,82.8,82.8,82.8,0.0,0.0,83.03,83.03,83.03,0.0,0.0,82.54,82.54,82.54,0.0,0.0,83.01,83.01,83.01,0.0,0.0
2019-03-03,81.88,81.88,81.88,0.0,0.0,82.59,82.59,82.59,0.0,0.0,81.88,81.88,81.88,0.0,0.0,82.56,82.56,82.56,0.0,0.0
2019-03-10,84.57,84.57,84.57,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.44,84.44,84.44,0.0,0.0
2019-03-17,84.92,84.92,84.92,0.0,0.0,85.06,85.06,85.06,0.0,0.0,83.8,83.8,83.8,0.0,0.0,84.03,84.03,84.03,0.0,0.0
2019-03-24,83.79,83.79,83.79,0.0,0.0,83.79,83.79,83.79,0.0,0.0,82.83,82.83,82.83,0.0,0.0,83.52,83.52,83.52,0.0,0.0
2019-03-31,86.08,86.08,86.08,0.0,0.0,86.14,86.14,86.14,0.0,0.0,85.93,85.93,85.93,0.0,0.0,86.08,86.08,86.08,0.0,0.0
2019-04-07,87.32,87.32,87.32,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.13,87.13,87.13,0.0,0.0,87.64,87.64,87.64,0.0,0.0
2019-04-14,87.93,87.93,87.93,0.0,0.0,88.27,88.27,88.27,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2019-04-21,89.31,89.31,89.31,0.0,0.0,89.85,89.85,89.85,0.0,0.0,89.01,89.01,89.01,0.0,0.0,89.82,89.82,89.82,0.0,0.0
2019-04-28,88.1,88.1,88.1,0.0,0.0,88.79,88.79,88.79,0.0,0.0,87.96,87.96,87.96,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2019-05-05,87.09,87.09,87.09,0.0,0.0,87.63,87.63,87.63,0.0,0.0,85.72,85.72,85.72,0.0,0.0,87.31,87.31,87.31,0.0,0.0
2019-05-12,86.9,86.9,86.9,0.0,0.0,88.0,88.0,88.0,0.0,0.0,86.9,86.9,86.9,0.0,0.0,87.23,87.23,87.23,0.0,0.0
2019-05-19,86.27,86.27,86.27,0.0,0.0,86.45,86.45,86.45,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.95,85.95,85.95,0.0,0.0
2019-05-26,84.1,84.1,84.1,0.0,0.0,84.18,84.18,84.18,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.57,83.57,83.57,0.0,0.0
2019-06-02,83.78,83.78,83.78,0.0,0.0,84.76,84.76,84.76,0.0,0.0,83.78,83.78,83.78,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2019-06-09,85.22,85.22,85.22,0.0,0.0,85.53,85.53,85.53,0.0,0.0,85.09,85.09,85.09,0.0,0.0,85.36,85.36,85.36,0.0,0.0
2019-06-16,87.22,87.22,87.22,0.0,0.0,87.6,87.6,87.6,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.46,87.46,87.46,0.0,0.0
2019-06-23,86.0,86.0,86.0,0.0,0.0,86.69,86.69,86.69,0.0,0.0,85.85,85.85,85.85,0.0,0.0,86.69,86.69,86.69,0.0,0.0
2019-06-30,88.43,88.43,88.43,0.0,0.0,89.29,89.29,89.29,0.0,0.0,88.28,88.28,88.28,0.0,0.0,89.13,89.13,89.13,0.0,0.0
2019-07-07,89.8,89.8,89.8,0.0,0.0,90.44,90.44,90.44,0.0,0.0,89.72,89.72,89.72,0.0,0.0,90.4,90.4,90.4,0.0,0.0
2019-07-14,89.23,89.23,89.23,0.0,0.0,89.23,89.23,89.23,0.0,0.0,87.88,87.88,87.88,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2019-07-21,90.65,90.65,90.65,0.0,0.0,91.72,91.72,91.72,0.0,0.0,90.5,90.5,90.5,0.0,0.0,91.54,91.54,91.54,0.0,0.0
2019-07-28,88.66,88.66,88.66,0.0,0.0,88.66,88.66,88.66,0.0,0.0,87.72,87.72,87.72,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2019-08-04,87.94,87.94,87.94,0.0,0.0,87.96,87.96,87.96,0.0,0.0,86.92,86.92,86.92,0.0,0.0,87.4,87.4,87.4,0.0,0.0
2019-08-11,85.75,85.75,85.75,0.0,0.0,86.24,86.24,86.24,0.0,0.0,85.59,85.59,85.59,0.0,0.0,86.1,86.1,86.1,0.0,0.0
2019-08-18,86.43,86.43,86.43,0.0,0.0,86.98,86.98,86.98,0.0,0.0,84.32,84.32,84.32,0.0,0.0,84.53,84.53,84.53,0.0,0.0
2019-08-25,87.67,87.67,87.67,0.0,0.0,87.67,87.67,87.67,0.0,0.0,86.77,86.77,86.77,0.0,0.0,87.17,87.17,87.17,0.0,0.0
2019-09-01,88.9,88.9,88.9,0.0,0.0,88.99,88.99,88.99,0.0,0.0,88.51,88.51,88.51,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2019-09-08,90.17,90.17,90.17,0.0,0.0,90.35,90.35,90.35,0.0,0.0,89.85,89.85,89.85,0.0,0.0,90.08,90.08,90.08,0.0,0.0
2019-09-15,89.49,89.49,89.49,0.0,0.0,89.53,89.53,89.53,0.0,0.0,88.52,88.52,88.52,0.0,0.0,88.96,88.96,88.96,0.0,0.0
2019-09-22,87.52,87.52,87.52,0.0,0.0,87.6,87.6,87.6,0.0,0.0,85.72,85.72,85.72,0.0,0.0,86.33,86.33,86.33,0.0,0.0
2019-09-29,85.74,85.74,85.74,0.0,0.0,86.62,86.62,86.62,0.0,0.0,85.71,85.71,85.71,0.0,0.0,86.54,86.54,86.54,0.0,0.0
2019-10-06,87.01,87.01,87.01,0.0,0.0,87.88,87.88,87.88,0.0,0.0,87.01,87.01,87.01,0.0,0.0,87.2,87.2,87.2,0.0,0.0
2019-10-13,88.99,88.99,88.99,0.0,0.0,89.23,89.23,89.23,0.0,0.0,87.87,87.87,87.87,0.0,0.0,88.24,88.24,88.24,0.0,0.0
2019-10-20,88.04,88.04,88.04,0.0,0.0,89.04,89.04,89.04,0.0,0.0,88.02,88.02,88.02,0.0,0.0,88.66,88.66,88.66,0.0,0.0
2019-10-27,89.7,89.7,89.7,0.0,0.0,89.89,89.89,89.89,0.0,0.0,89.26,89.26,89.26,0.0,0.0,89.89,89.89,89.89,0.0,0.0
2019-11-03,90.23,90.23,90.23,0.0,0.0,90.78,90.78,90.78,0.0,0.0,90.23,90.23,90.23,0.0,0.0,90.55,90.55,90.55,0.0,0.0
2019-11-10,91.36,91.36,91.36,0.0,0.0,91.6,91.6,91.6,0.0,0.0,91.07,91.07,91.07,0.0,0.0,91.52,91.52,91.52,0.0,0.0
2019-11-17,91.45,91.45,91.45,0.0,0.0,91.55,91.55,91.55,0.0,0.0,91.03,91.03,91.03,0.0,0.0,91.32,91.32,91.32,0.0,0.0
2019-11-24,92.24,92.24,92.24,0.0,0.0,92.48,92.48,92.48,0.0,0.0,92.1,92.1,92.1,0.0,0.0,92.15,92.15,92.15,0.0,0.0
2019-12-01,92.45,92.45,92.45,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.33,92.33,92.33,0.0,0.0,92.45,92.45,92.45,0.0,0.0
2019-12-08,91.96,91.96,91.96,0.0,0.0,92.32,92.32,92.32,0.0,0.0,91.62,91.62,91.62,0.0,0.0,91.86,91.86,91.86,0.0,0.0
2019-12-15,94.39,94.39,94.39,0.0,0.0,94.48,94.48,94.48,0.0,0.0,93.94,93.94,93.94,0.0,0.0,94.41,94.41,94.41,0.0,0.0
2019-12-22,95.13,95.13,95.13,0.0,0.0,95.13,95.13,95.13,0.0,0.0,94.55,94.55,94.55,0.0,0.0,94.69,94.69,94.69,0.0,0.0
2019-12-29,94.09,94.09,94.09,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.09,94.09,94.09,0.0,0.0,94.64,94.64,94.64,0.0,0.0
