Date,FRT_Open_average,FRT_Open_max,FRT_Open_min,FRT_Open_volatility,FRT_Open_change,FRT_High_average,FRT_High_max,FRT_High_min,FRT_High_volatility,FRT_High_change,FRT_Low_average,FRT_Low_max,FRT_Low_min,FRT_Low_volatility,FRT_Low_change,FRT_Close_average,FRT_Close_max,FRT_Close_min,FRT_Close_volatility,FRT_Close_change,FRT_Volume_average,FRT_Volume_max,FRT_Volume_min,FRT_Volume_volatility,FRT_Volume_change
2018-01-14,122.652,123.0,122.3,0.7000000000000028,-0.3400000000000034,123.60600000000001,124.8,122.68,2.1199999999999903,-0.3999999999999915,121.64,122.2,121.0,1.2000000000000028,0.20000000000000284,122.776,124.37,122.05,2.3200000000000074,2.3200000000000074,500027,711211,370888,340323,-75153
2018-01-21,123.56,124.76,121.88,2.8800000000000097,-2.6500000000000057,124.11,124.99,122.3,2.6899999999999977,-2.6899999999999977,122.22,123.94,120.22,3.719999999999999,-3.719999999999999,122.926,124.74,121.13,3.6099999999999994,-3.6099999999999994,442830,566754,370031,196723,-84805
2018-01-28,118.80799999999999,120.99,115.49,5.5,-5.5,119.826,121.64,117.17,4.469999999999999,-4.159999999999997,116.676,119.49,112.32,7.170000000000002,-7.170000000000002,117.224,120.8,112.52,8.280000000000001,-6.990000000000009,872421,1364516,529689,834827,-56197
2018-02-04,110.78,112.2,108.86,3.3400000000000034,-0.6599999999999966,112.326,114.2,110.66,3.5400000000000063,-2.6500000000000057,108.50999999999999,111.25,106.64,4.609999999999999,-2.9200000000000017,110.364,112.22,108.11,4.109999999999999,-1.980000000000004,727351,900763,639700,261063,-222386
2018-02-11,110.2975,111.88,108.3,3.5799999999999983,1.9599999999999937,112.905,114.77,110.88,3.8900000000000006,3.8900000000000006,109.3975,111.88,106.41,5.469999999999999,3.6700000000000017,111.9075,114.45,110.26,4.189999999999998,4.189999999999998,777392,1018450,525091,493359,-293003
2018-02-18,114.22800000000001,116.36,111.62,4.739999999999995,2.1799999999999926,115.776,116.99,114.78,2.2099999999999937,0.6899999999999977,113.084,115.39,111.09,4.299999999999997,1.6700000000000017,114.528,116.96,111.11,5.849999999999994,2.3999999999999915,534266,727792,383600,344192,-243382
2018-02-25,115.182,116.7,113.45,3.25,-0.5499999999999972,116.772,117.47,115.52,1.9500000000000028,0.030000000000001137,113.962,115.81,113.06,2.75,2.3299999999999983,115.248,116.51,113.48,3.030000000000001,3.030000000000001,545419,726508,444183,282325,-151429
2018-03-04,116.85600000000001,117.84,116.09,1.75,-0.3100000000000023,117.59,118.17,117.14,1.0300000000000011,0.5,115.80799999999999,116.74,114.78,1.9599999999999937,0.9300000000000068,117.014,117.32,116.32,1.0,0.35999999999999943,383252,440485,335499,104986,104986
2018-03-11,117.542,118.39,116.65,1.7399999999999949,0.9099999999999966,118.212,118.59,117.56,1.0300000000000011,-0.5600000000000023,116.488,116.85,115.87,0.9799999999999898,-0.6199999999999903,117.46,117.94,116.49,1.4500000000000028,-1.3200000000000074,585829,816067,422218,393849,267500
2018-03-18,114.79,116.51,113.14,3.3700000000000045,-3.3700000000000045,115.526,117.33,113.45,3.8799999999999955,-3.8799999999999955,113.242,114.38,111.82,2.5600000000000023,-2.5600000000000023,113.94,115.24,112.51,2.7299999999999898,-1.9899999999999949,455629,557627,322380,235247,-11272
2018-03-25,115.08,117.19,113.16,4.030000000000001,3.049999999999997,116.6225,117.28,115.33,1.9500000000000028,1.5100000000000051,113.9325,115.37,111.96,3.410000000000011,2.680000000000007,115.475,116.66,113.48,3.1799999999999926,2.1700000000000017,545639,667830,463801,204029,-160600
2018-04-01,116.82600000000001,118.53,115.7,2.8299999999999983,0.23999999999999488,117.968,118.86,116.67,2.1899999999999977,-0.5699999999999932,115.532,117.0,114.43,2.569999999999993,0.519999999999996,117.03,118.58,115.49,3.0900000000000034,-1.5300000000000011,381430,479480,334433,145047,-899
2018-04-08,115.732,116.51,115.16,1.3500000000000085,-0.7199999999999989,116.44,117.6,115.27,2.3299999999999983,0.14000000000000057,114.508,115.61,113.98,1.6299999999999955,0.14999999999999147,115.59,116.31,114.96,1.3500000000000085,-0.04000000000000625,318157,367409,262925,104484,-95023
2018-04-15,114.81,116.83,111.33,5.5,-4.670000000000002,115.462,117.48,112.32,5.160000000000011,-5.160000000000011,113.154,116.01,110.71,5.300000000000011,-4.3500000000000085,113.806,116.52,111.2,5.319999999999993,-4.989999999999995,344016,436010,290999,145011,10981
2018-04-22,113.236,116.7,111.49,5.210000000000008,4.859999999999999,114.532,116.77,112.23,4.539999999999992,4.469999999999999,112.55,115.49,110.66,4.829999999999998,4.829999999999998,113.976,116.39,111.62,4.769999999999996,4.22999999999999,466512,565957,325457,240500,231590
2018-04-29,117.128,119.19,115.85,3.3400000000000034,3.3400000000000034,118.496,119.49,117.47,2.019999999999996,1.6099999999999994,116.148,117.97,114.69,3.280000000000001,2.3700000000000045,117.586,118.85,115.52,3.3299999999999983,1.4099999999999966,434893,548895,313063,235832,56284
2018-05-06,118.578,119.19,117.78,1.4099999999999966,-0.21999999999999886,119.072,119.69,118.64,1.0499999999999972,0.09999999999999432,117.5,118.38,116.64,1.7399999999999949,-0.2600000000000051,118.284,119.04,117.41,1.6300000000000097,-0.37000000000000455,283927,459796,178639,281157,-241520
2018-05-13,115.224,116.67,114.15,2.519999999999996,-1.3799999999999955,115.974,117.08,114.87,2.2099999999999937,0.4099999999999966,113.906,114.72,113.25,1.4699999999999989,-0.6799999999999926,114.934,116.52,114.09,2.4299999999999926,1.4099999999999966,393485,500111,278767,221344,-170328
2018-05-20,117.0025,117.34,116.72,0.6200000000000045,0.3299999999999983,117.575,118.11,117.06,1.0499999999999972,0.23999999999999488,116.2125,116.3,116.09,0.20999999999999375,0.20999999999999375,116.88,117.24,116.61,0.6299999999999955,0.3299999999999983,467756,587252,327681,259571,-166662
2018-05-27,118.026,118.9,116.47,2.430000000000007,2.200000000000003,119.036,119.5,117.75,1.75,1.3400000000000034,117.334,118.28,115.91,2.3700000000000045,2.010000000000005,118.576,119.38,117.05,2.3299999999999983,1.9399999999999977,429021,556626,363911,192715,-107055
2018-06-03,120.438,121.78,119.16,2.6200000000000045,1.7600000000000051,121.382,122.31,119.99,2.3200000000000074,1.440000000000012,119.87,120.49,119.0,1.4899999999999949,1.4300000000000068,120.734,121.73,119.46,2.2700000000000102,1.3300000000000125,396564,551798,278252,273546,-89295
2018-06-10,120.732,122.3,119.42,2.8799999999999955,-1.3199999999999932,121.738,122.96,119.84,3.1199999999999903,-3.1199999999999903,119.52,120.39,118.11,2.280000000000001,-2.280000000000001,120.392,122.3,118.91,3.3900000000000006,-3.3900000000000006,412226,741350,256933,484417,-21099
2018-06-17,121.486,127.38,118.0,9.379999999999995,8.899999999999991,123.438,128.0,119.07,8.930000000000007,8.930000000000007,120.766,124.54,117.89,6.650000000000006,6.650000000000006,122.736,125.73,118.2,7.530000000000001,7.530000000000001,578475,749645,412145,337500,161302
2018-06-24,125.668,126.43,124.95,1.480000000000004,0.7700000000000102,126.528,127.21,125.82,1.3900000000000006,1.3900000000000006,124.182,125.11,123.2,1.9099999999999966,0.4399999999999977,125.474,126.55,124.74,1.8100000000000023,-0.21999999999999886,538297,778693,384719,393974,-124306
2018-07-01,125.8925,126.88,124.88,2.0,2.0,126.7925,127.42,126.15,1.269999999999996,1.1400000000000006,125.045,125.91,123.94,1.9699999999999989,1.8100000000000023,126.1725,126.89,125.0,1.8900000000000006,1.519999999999996,356442,539713,217684,322029,322029
2018-07-08,125.7,126.57,124.84,1.7299999999999898,-1.7299999999999898,126.254,127.11,125.11,2.0,-2.0,124.658,125.72,123.42,2.299999999999997,-2.299999999999997,125.318,126.28,124.73,1.5499999999999972,-1.5499999999999972,324599,427021,241338,185683,-149924
