Date,AXTI_Open_average,AXTI_Open_max,AXTI_Open_min,AXTI_Open_volatility,AXTI_Open_change,AXTI_High_average,AXTI_High_max,AXTI_High_min,AXTI_High_volatility,AXTI_High_change,AXTI_Low_average,AXTI_Low_max,AXTI_Low_min,AXTI_Low_volatility,AXTI_Low_change,AXTI_Close_average,AXTI_Close_max,AXTI_Close_min,AXTI_Close_volatility,AXTI_Close_change,AXTI_Volume_average,AXTI_Volume_max,AXTI_Volume_min,AXTI_Volume_volatility,AXTI_Volume_change
2018-01-14,9.049999999999999,9.2,8.85,0.34999999999999964,0.1999999999999993,9.209999999999999,9.45,8.95,0.5,0.4499999999999993,8.922,9.2,8.65,0.5499999999999989,0.5499999999999989,9.12,9.45,8.75,0.6999999999999993,0.6999999999999993,329722,373561,294932,78629,17139
2018-01-21,9.08,9.4,8.7,0.7000000000000011,-0.7000000000000011,9.16,9.45,8.7,0.75,-0.75,8.712,9.25,8.1,1.1500000000000004,-1.1500000000000004,8.82,9.4,8.15,1.25,-1.25,519832,917371,289532,627839,564937
2018-01-28,7.96,8.15,7.85,0.3000000000000007,-0.20000000000000107,8.14,8.35,8.0,0.34999999999999964,-0.34999999999999964,7.8,7.95,7.7,0.25,-0.25,7.930000000000001,8.15,7.75,0.40000000000000036,-0.40000000000000036,405233,489483,315230,174253,22050
2018-02-04,7.75,7.9,7.55,0.35000000000000053,0.25,8.0,8.25,7.9,0.34999999999999964,0.2999999999999998,7.556,7.76,7.36,0.39999999999999947,0.39999999999999947,7.82,8.05,7.6,0.45000000000000107,0.20000000000000107,486587,786394,332419,453975,-372879
2018-02-11,8.15,8.35,7.9,0.4499999999999993,0.25,8.3125,8.4,8.15,0.25,0.25,7.995,8.13,7.9,0.23000000000000043,0.1800000000000006,8.2375,8.35,8.0,0.34999999999999964,0.34999999999999964,290744,518925,185770,333155,305201
2018-02-18,7.83,8.5,7.15,1.3499999999999996,-0.8500000000000005,8.068,8.65,7.53,1.12,-1.12,7.58,8.4,6.95,1.4500000000000002,-0.9499999999999993,7.744,8.5,7.0,1.5,-1.0500000000000007,801811,1925334,335019,1590315,186545
2018-02-25,7.3100000000000005,7.45,7.15,0.2999999999999998,-0.20000000000000018,7.5,7.55,7.45,0.09999999999999964,0.04999999999999982,7.13,7.25,7.0,0.25,0.04999999999999982,7.294,7.47,7.2,0.2699999999999996,0.0,474452,769372,273492,495880,-243626
2018-03-04,7.83,8.25,7.3,0.9500000000000002,0.9500000000000002,8.096,8.38,7.65,0.7300000000000004,0.7300000000000004,7.77,8.1,7.3,0.7999999999999998,0.7999999999999998,7.986000000000001,8.15,7.65,0.5,0.5,360816,414649,318363,96286,96286
2018-03-11,8.09,8.3,7.85,0.45000000000000107,-0.40000000000000036,8.16,8.35,7.85,0.5,-0.5,7.846,8.1,7.4,0.6999999999999993,-0.6999999999999993,7.92,8.2,7.6,0.5999999999999996,-0.5999999999999996,439823,591998,276822,315176,159167
2018-03-18,7.58,7.7,7.35,0.35000000000000053,-0.3000000000000007,7.726,7.93,7.5,0.4299999999999997,-0.2999999999999998,7.426,7.63,7.25,0.3799999999999999,-0.20000000000000018,7.53,7.85,7.3,0.5499999999999998,-0.3000000000000007,373186,451436,248111,203325,-24824
