Date,iShares MSCI KLD 400 SocialEtf_Open_average,iShares MSCI KLD 400 SocialEtf_Open_max,iShares MSCI KLD 400 SocialEtf_Open_min,iShares MSCI KLD 400 SocialEtf_Open_volatility,iShares MSCI KLD 400 SocialEtf_Open_change,iShares MSCI KLD 400 SocialEtf_High_average,iShares MSCI KLD 400 SocialEtf_High_max,iShares MSCI KLD 400 SocialEtf_High_min,iShares MSCI KLD 400 SocialEtf_High_volatility,iShares MSCI KLD 400 SocialEtf_High_change,iShares MSCI KLD 400 SocialEtf_Low_average,iShares MSCI KLD 400 SocialEtf_Low_max,iShares MSCI KLD 400 SocialEtf_Low_min,iShares MSCI KLD 400 SocialEtf_Low_volatility,iShares MSCI KLD 400 SocialEtf_Low_change,iShares MSCI KLD 400 SocialEtf_Close_average,iShares MSCI KLD 400 SocialEtf_Close_max,iShares MSCI KLD 400 SocialEtf_Close_min,iShares MSCI KLD 400 SocialEtf_Close_volatility,iShares MSCI KLD 400 SocialEtf_Close_change
2018-01-14,103.02,103.02,103.02,0.0,0.0,103.33,103.33,103.33,0.0,0.0,102.91,102.91,102.91,0.0,0.0,103.33,103.33,103.33,0.0,0.0
2018-01-21,105.12,105.12,105.12,0.0,0.0,106.05,106.05,106.05,0.0,0.0,105.12,105.12,105.12,0.0,0.0,106.05,106.05,106.05,0.0,0.0
2018-01-28,103.42,103.42,103.42,0.0,0.0,103.42,103.42,103.42,0.0,0.0,101.88,101.88,101.88,0.0,0.0,101.94,101.94,101.94,0.0,0.0
2018-02-04,96.44,96.44,96.44,0.0,0.0,97.35,97.35,97.35,0.0,0.0,93.5,93.5,93.5,0.0,0.0,96.72,96.72,96.72,0.0,0.0
2018-02-11,100.48,100.48,100.48,0.0,0.0,101.61,101.61,101.61,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.75,100.75,100.75,0.0,0.0
2018-02-18,100.47,100.47,100.47,0.0,0.0,101.56,101.56,101.56,0.0,0.0,100.25,100.25,100.25,0.0,0.0,101.56,101.56,101.56,0.0,0.0
2018-02-25,98.02,98.02,98.02,0.0,0.0,99.63,99.63,99.63,0.0,0.0,97.85,97.85,97.85,0.0,0.0,99.49,99.49,99.49,0.0,0.0
2018-03-04,102.36,102.36,102.36,0.0,0.0,103.48,103.48,103.48,0.0,0.0,102.31,102.31,102.31,0.0,0.0,103.48,103.48,103.48,0.0,0.0
2018-03-11,102.3,102.3,102.3,0.0,0.0,102.69,102.69,102.69,0.0,0.0,102.3,102.3,102.3,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2018-03-18,98.07,98.07,98.07,0.0,0.0,98.09,98.09,98.09,0.0,0.0,95.61,95.61,95.61,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2018-03-25,96.5,96.5,96.5,0.0,0.0,98.2,98.2,98.2,0.0,0.0,96.4,96.4,96.4,0.0,0.0,97.72,97.72,97.72,0.0,0.0
2018-04-01,97.41,97.41,97.41,0.0,0.0,98.01,98.01,98.01,0.0,0.0,95.69,95.69,95.69,0.0,0.0,96.03,96.03,96.03,0.0,0.0
2018-04-08,99.2,99.2,99.2,0.0,0.0,99.2,99.2,99.2,0.0,0.0,98.0,98.0,98.0,0.0,0.0,98.34,98.34,98.34,0.0,0.0
2018-04-15,99.66,99.66,99.66,0.0,0.0,99.72,99.72,99.72,0.0,0.0,98.68,98.68,98.68,0.0,0.0,98.98,98.98,98.98,0.0,0.0
2018-04-22,99.4,99.4,99.4,0.0,0.0,99.4,99.4,99.4,0.0,0.0,98.75,98.75,98.75,0.0,0.0,99.21,99.21,99.21,0.0,0.0
2018-04-29,97.06,97.06,97.06,0.0,0.0,99.02,99.02,99.02,0.0,0.0,97.06,97.06,97.06,0.0,0.0,98.77,98.77,98.77,0.0,0.0
2018-05-06,101.13,101.13,101.13,0.0,0.0,101.47,101.47,101.47,0.0,0.0,100.87,100.87,100.87,0.0,0.0,101.16,101.16,101.16,0.0,0.0
2018-05-13,100.77,100.77,100.77,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.5,100.5,100.5,0.0,0.0,100.7,100.7,100.7,0.0,0.0
2018-05-20,101.16,101.16,101.16,0.0,0.0,101.35,101.35,101.35,0.0,0.0,100.91,100.91,100.91,0.0,0.0,101.1,101.1,101.1,0.0,0.0
2018-05-27,101.32,101.32,101.32,0.0,0.0,102.11,102.11,102.11,0.0,0.0,101.32,101.32,101.32,0.0,0.0,102.07,102.07,102.07,0.0,0.0
2018-06-03,102.88,102.88,102.88,0.0,0.0,103.51,103.51,103.51,0.0,0.0,102.88,102.88,102.88,0.0,0.0,103.49,103.49,103.49,0.0,0.0
2018-06-10,103.55,103.55,103.55,0.0,0.0,103.98,103.98,103.98,0.0,0.0,103.35,103.35,103.35,0.0,0.0,103.88,103.88,103.88,0.0,0.0
2018-06-17,103.35,103.35,103.35,0.0,0.0,103.51,103.51,103.51,0.0,0.0,102.89,102.89,102.89,0.0,0.0,102.98,102.98,102.98,0.0,0.0
2018-06-24,101.16,101.16,101.16,0.0,0.0,101.73,101.73,101.73,0.0,0.0,100.94,100.94,100.94,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2018-07-01,102.03,102.03,102.03,0.0,0.0,103.0,103.0,103.0,0.0,0.0,102.03,102.03,102.03,0.0,0.0,102.91,102.91,102.91,0.0,0.0
2018-07-08,104.29,104.29,104.29,0.0,0.0,104.65,104.65,104.65,0.0,0.0,104.29,104.29,104.29,0.0,0.0,104.51,104.51,104.51,0.0,0.0
2018-07-15,104.5,104.5,104.5,0.0,0.0,104.66,104.66,104.66,0.0,0.0,104.28,104.28,104.28,0.0,0.0,104.36,104.36,104.36,0.0,0.0
2018-07-22,105.58,105.58,105.58,0.0,0.0,105.58,105.58,105.58,0.0,0.0,104.13,104.13,104.13,0.0,0.0,104.45,104.45,104.45,0.0,0.0
2018-07-29,104.83,104.83,104.83,0.0,0.0,105.07,105.07,105.07,0.0,0.0,104.72,104.72,104.72,0.0,0.0,105.07,105.07,105.07,0.0,0.0
2018-08-05,105.0,105.0,105.0,0.0,0.0,105.13,105.13,105.13,0.0,0.0,104.57,104.57,104.57,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2018-08-12,104.45,104.45,104.45,0.0,0.0,105.05,105.05,105.05,0.0,0.0,104.34,104.34,104.34,0.0,0.0,104.87,104.87,104.87,0.0,0.0
2018-08-19,105.47,105.47,105.47,0.0,0.0,106.06,106.06,106.06,0.0,0.0,105.47,105.47,105.47,0.0,0.0,106.02,106.02,106.02,0.0,0.0
2018-08-26,106.72,106.72,106.72,0.0,0.0,107.02,107.02,107.02,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.81,106.81,106.81,0.0,0.0
2018-09-02,105.07,105.07,105.07,0.0,0.0,105.53,105.53,105.53,0.0,0.0,104.89,104.89,104.89,0.0,0.0,105.2,105.2,105.2,0.0,0.0
2018-09-09,106.69,106.69,106.69,0.0,0.0,106.8,106.8,106.8,0.0,0.0,106.42,106.42,106.42,0.0,0.0,106.64,106.64,106.64,0.0,0.0
2018-09-16,107.99,107.99,107.99,0.0,0.0,108.1,108.1,108.1,0.0,0.0,107.56,107.56,107.56,0.0,0.0,107.56,107.56,107.56,0.0,0.0
2018-09-23,106.59,106.59,106.59,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.79,106.79,106.79,0.0,0.0
