Date,Vanguard Mega Cap ValueEtf_Open_average,Vanguard Mega Cap ValueEtf_Open_max,Vanguard Mega Cap ValueEtf_Open_min,Vanguard Mega Cap ValueEtf_Open_volatility,Vanguard Mega Cap ValueEtf_Open_change,Vanguard Mega Cap ValueEtf_High_average,Vanguard Mega Cap ValueEtf_High_max,Vanguard Mega Cap ValueEtf_High_min,Vanguard Mega Cap ValueEtf_High_volatility,Vanguard Mega Cap ValueEtf_High_change,Vanguard Mega Cap ValueEtf_Low_average,Vanguard Mega Cap ValueEtf_Low_max,Vanguard Mega Cap ValueEtf_Low_min,Vanguard Mega Cap ValueEtf_Low_volatility,Vanguard Mega Cap ValueEtf_Low_change,Vanguard Mega Cap ValueEtf_Close_average,Vanguard Mega Cap ValueEtf_Close_max,Vanguard Mega Cap ValueEtf_Close_min,Vanguard Mega Cap ValueEtf_Close_volatility,Vanguard Mega Cap ValueEtf_Close_change
2018-04-01,74.23,74.23,74.23,0.0,0.0,74.52,74.52,74.52,0.0,0.0,72.62,72.62,72.62,0.0,0.0,73.2,73.2,73.2,0.0,0.0
2018-04-08,75.33,75.33,75.33,0.0,0.0,75.33,75.33,75.33,0.0,0.0,74.32,74.32,74.32,0.0,0.0,74.63,74.63,74.63,0.0,0.0
2018-04-15,75.76,75.76,75.76,0.0,0.0,75.76,75.76,75.76,0.0,0.0,74.96,74.96,74.96,0.0,0.0,75.18,75.18,75.18,0.0,0.0
2018-04-22,75.24,75.24,75.24,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.04,75.04,75.04,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2018-04-29,72.93,72.93,72.93,0.0,0.0,74.19,74.19,74.19,0.0,0.0,72.91,72.91,72.91,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2018-05-06,75.68,75.68,75.68,0.0,0.0,75.89,75.89,75.89,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2018-05-13,75.8,75.8,75.8,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2018-05-20,75.89,75.89,75.89,0.0,0.0,75.89,75.89,75.89,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2018-05-27,75.57,75.57,75.57,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.63,75.63,75.63,0.0,0.0
2018-06-03,76.66,76.66,76.66,0.0,0.0,76.96,76.96,76.96,0.0,0.0,76.59,76.59,76.59,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2018-06-10,76.3,76.3,76.3,0.0,0.0,76.52,76.52,76.52,0.0,0.0,75.87,75.87,75.87,0.0,0.0,76.4,76.4,76.4,0.0,0.0
2018-06-17,75.8,75.8,75.8,0.0,0.0,75.94,75.94,75.94,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2018-06-24,74.68,74.68,74.68,0.0,0.0,75.15,75.15,75.15,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.41,74.41,74.41,0.0,0.0
2018-07-01,74.96,74.96,74.96,0.0,0.0,75.53,75.53,75.53,0.0,0.0,74.87,74.87,74.87,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2018-07-08,76.2,76.2,76.2,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.15,76.15,76.15,0.0,0.0,76.42,76.42,76.42,0.0,0.0
2018-07-15,76.56,76.56,76.56,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.58,76.58,76.58,0.0,0.0
2018-07-22,78.01,78.01,78.01,0.0,0.0,78.14,78.14,78.14,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.91,77.91,77.91,0.0,0.0
2018-07-29,77.94,77.94,77.94,0.0,0.0,78.58,78.58,78.58,0.0,0.0,77.94,77.94,77.94,0.0,0.0,78.58,78.58,78.58,0.0,0.0
2018-08-05,78.45,78.45,78.45,0.0,0.0,78.65,78.65,78.65,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.38,78.38,78.38,0.0,0.0
2018-08-12,78.77,78.77,78.77,0.0,0.0,79.39,79.39,79.39,0.0,0.0,78.76,78.76,78.76,0.0,0.0,79.21,79.21,79.21,0.0,0.0
2018-08-19,79.28,79.28,79.28,0.0,0.0,79.59,79.59,79.59,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.49,79.49,79.49,0.0,0.0
2018-08-26,79.82,79.82,79.82,0.0,0.0,80.01,80.01,80.01,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2018-09-02,79.6,79.6,79.6,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2018-09-09,80.5,80.5,80.5,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.36,80.36,80.36,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2018-09-16,82.03,82.03,82.03,0.0,0.0,82.04,82.04,82.04,0.0,0.0,81.78,81.78,81.78,0.0,0.0,81.87,81.87,81.87,0.0,0.0
2018-09-23,79.94,79.94,79.94,0.0,0.0,80.21,80.21,80.21,0.0,0.0,79.63,79.63,79.63,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2018-09-30,80.75,80.75,80.75,0.0,0.0,80.9,80.9,80.9,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.4,80.4,80.4,0.0,0.0
2018-10-07,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,76.19,76.19,76.19,0.0,0.0,77.04,77.04,77.04,0.0,0.0
2018-10-14,77.56,77.56,77.56,0.0,0.0,78.19,78.19,78.19,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.6,77.6,77.6,0.0,0.0
2018-10-21,74.79,74.79,74.79,0.0,0.0,75.36,75.36,75.36,0.0,0.0,73.96,73.96,73.96,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2018-10-28,77.28,77.28,77.28,0.0,0.0,77.3,77.3,77.3,0.0,0.0,76.04,76.04,76.04,0.0,0.0,76.53,76.53,76.53,0.0,0.0
2018-11-04,78.9,78.9,78.9,0.0,0.0,78.98,78.98,78.98,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.65,78.65,78.65,0.0,0.0
2018-11-11,77.46,77.46,77.46,0.0,0.0,78.27,78.27,78.27,0.0,0.0,77.43,77.43,77.43,0.0,0.0,78.09,78.09,78.09,0.0,0.0
2018-11-18,75.65,75.65,75.65,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2018-11-25,78.35,78.35,78.35,0.0,0.0,79.13,79.13,79.13,0.0,0.0,78.23,78.23,78.23,0.0,0.0,79.05,79.05,79.05,0.0,0.0
2018-12-02,76.8,76.8,76.8,0.0,0.0,77.28,77.28,77.28,0.0,0.0,75.05,75.05,75.05,0.0,0.0,75.34,75.34,75.34,0.0,0.0
2018-12-09,74.99,74.99,74.99,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.25,74.25,74.25,0.0,0.0
2018-12-16,70.95,70.95,70.95,0.0,0.0,72.05,72.05,72.05,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2018-12-23,71.21,71.21,71.21,0.0,0.0,71.69,71.69,71.69,0.0,0.0,70.57,70.57,70.57,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2018-12-30,71.03,71.03,71.03,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.03,71.03,71.03,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2019-01-06,72.92,72.92,72.92,0.0,0.0,73.46,73.46,73.46,0.0,0.0,72.85,72.85,72.85,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2019-01-13,75.22,75.22,75.22,0.0,0.0,75.67,75.67,75.67,0.0,0.0,74.94,74.94,74.94,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2019-01-20,75.41,75.41,75.41,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.17,75.17,75.17,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2019-01-27,76.19,76.19,76.19,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.01,76.01,76.01,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2019-02-03,75.65,75.65,75.65,0.0,0.0,75.88,75.88,75.88,0.0,0.0,75.24,75.24,75.24,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2019-02-10,77.37,77.37,77.37,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.97,77.97,77.97,0.0,0.0
2019-02-17,78.31,78.31,78.31,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2019-02-24,78.65,78.65,78.65,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.18,78.18,78.18,0.0,0.0,78.53,78.53,78.53,0.0,0.0
2019-03-03,76.58,76.58,76.58,0.0,0.0,76.95,76.95,76.95,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.93,76.93,76.93,0.0,0.0
2019-03-10,78.76,78.76,78.76,0.0,0.0,79.17,79.17,79.17,0.0,0.0,78.72,78.72,78.72,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2019-03-17,78.69,78.69,78.69,0.0,0.0,78.82,78.82,78.82,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2019-03-24,77.98,77.98,77.98,0.0,0.0,78.08,78.08,78.08,0.0,0.0,77.61,77.61,77.61,0.0,0.0,78.03,78.03,78.03,0.0,0.0
2019-03-31,79.2,79.2,79.2,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.11,79.11,79.11,0.0,0.0,79.38,79.38,79.38,0.0,0.0
2019-04-07,79.55,79.55,79.55,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.35,79.35,79.35,0.0,0.0,79.5,79.5,79.5,0.0,0.0
2019-04-14,79.8,79.8,79.8,0.0,0.0,79.8,79.8,79.8,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2019-04-21,79.66,79.66,79.66,0.0,0.0,80.12,80.12,80.12,0.0,0.0,79.61,79.61,79.61,0.0,0.0,80.12,80.12,80.12,0.0,0.0
2019-04-28,80.32,80.32,80.32,0.0,0.0,80.56,80.56,80.56,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.52,80.52,80.52,0.0,0.0
2019-05-05,78.3,78.3,78.3,0.0,0.0,79.24,79.24,79.24,0.0,0.0,77.6,77.6,77.6,0.0,0.0,79.15,79.15,79.15,0.0,0.0
2019-05-12,78.28,78.28,78.28,0.0,0.0,79.04,79.04,79.04,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.58,78.58,78.58,0.0,0.0
2019-05-19,78.31,78.31,78.31,0.0,0.0,78.39,78.39,78.39,0.0,0.0,77.97,77.97,77.97,0.0,0.0,78.26,78.26,78.26,0.0,0.0
2019-05-26,76.09,76.09,76.09,0.0,0.0,76.16,76.16,76.16,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2019-06-02,79.14,79.14,79.14,0.0,0.0,79.63,79.63,79.63,0.0,0.0,79.12,79.12,79.12,0.0,0.0,79.31,79.31,79.31,0.0,0.0
2019-06-09,79.85,79.85,79.85,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.76,79.76,79.76,0.0,0.0
2019-06-16,81.12,81.12,81.12,0.0,0.0,81.5,81.5,81.5,0.0,0.0,81.07,81.07,81.07,0.0,0.0,81.18,81.18,81.18,0.0,0.0
2019-06-23,80.39,80.39,80.39,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.28,80.28,80.28,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2019-06-30,81.57,81.57,81.57,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.25,81.25,81.25,0.0,0.0,81.75,81.75,81.75,0.0,0.0
2019-07-07,81.9,81.9,81.9,0.0,0.0,82.06,82.06,82.06,0.0,0.0,81.77,81.77,81.77,0.0,0.0,82.03,82.03,82.03,0.0,0.0
2019-07-14,81.81,81.81,81.81,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2019-07-21,81.83,81.83,81.83,0.0,0.0,82.21,82.21,82.21,0.0,0.0,81.73,81.73,81.73,0.0,0.0,82.18,82.18,82.18,0.0,0.0
2019-07-28,80.08,80.08,80.08,0.0,0.0,80.24,80.24,80.24,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2019-08-04,79.46,79.46,79.46,0.0,0.0,79.6,79.6,79.6,0.0,0.0,78.7,78.7,78.7,0.0,0.0,79.27,79.27,79.27,0.0,0.0
2019-08-11,77.47,77.47,77.47,0.0,0.0,78.31,78.31,78.31,0.0,0.0,77.47,77.47,77.47,0.0,0.0,78.16,78.16,78.16,0.0,0.0
2019-08-18,78.32,78.32,78.32,0.0,0.0,78.7,78.7,78.7,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.81,76.81,76.81,0.0,0.0
2019-08-25,79.15,79.15,79.15,0.0,0.0,79.25,79.25,79.25,0.0,0.0,78.73,78.73,78.73,0.0,0.0,78.87,78.87,78.87,0.0,0.0
2019-09-01,80.34,80.34,80.34,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.17,80.17,80.17,0.0,0.0,80.38,80.38,80.38,0.0,0.0
2019-09-08,82.15,82.15,82.15,0.0,0.0,82.36,82.36,82.36,0.0,0.0,82.03,82.03,82.03,0.0,0.0,82.14,82.14,82.14,0.0,0.0
2019-09-15,82.12,82.12,82.12,0.0,0.0,82.21,82.21,82.21,0.0,0.0,81.67,81.67,81.67,0.0,0.0,81.67,81.67,81.67,0.0,0.0
2019-09-22,81.51,81.51,81.51,0.0,0.0,81.6,81.6,81.6,0.0,0.0,80.83,80.83,80.83,0.0,0.0,81.21,81.21,81.21,0.0,0.0
2019-09-29,78.95,78.95,78.95,0.0,0.0,79.91,79.91,79.91,0.0,0.0,78.9,78.9,78.9,0.0,0.0,79.88,79.88,79.88,0.0,0.0
2019-10-06,80.21,80.21,80.21,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.15,80.15,80.15,0.0,0.0
2019-10-13,80.9,80.9,80.9,0.0,0.0,81.18,81.18,81.18,0.0,0.0,80.9,80.9,80.9,0.0,0.0,80.94,80.94,80.94,0.0,0.0
2019-10-20,81.71,81.71,81.71,0.0,0.0,82.25,82.25,82.25,0.0,0.0,81.71,81.71,81.71,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2019-10-27,83.02,83.02,83.02,0.0,0.0,83.48,83.48,83.48,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.41,83.41,83.41,0.0,0.0
2019-11-03,84.55,84.55,84.55,0.0,0.0,84.8,84.8,84.8,0.0,0.0,84.2,84.2,84.2,0.0,0.0,84.8,84.8,84.8,0.0,0.0
2019-11-10,84.7,84.7,84.7,0.0,0.0,85.07,85.07,85.07,0.0,0.0,84.56,84.56,84.56,0.0,0.0,85.07,85.07,85.07,0.0,0.0
2019-11-17,84.97,84.97,84.97,0.0,0.0,85.13,85.13,85.13,0.0,0.0,84.82,84.82,84.82,0.0,0.0,85.04,85.04,85.04,0.0,0.0
2019-11-24,85.55,85.55,85.55,0.0,0.0,85.7,85.7,85.7,0.0,0.0,85.44,85.44,85.44,0.0,0.0,85.55,85.55,85.55,0.0,0.0
2019-12-01,85.67,85.67,85.67,0.0,0.0,86.06,86.06,86.06,0.0,0.0,85.67,85.67,85.67,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2019-12-08,86.74,86.74,86.74,0.0,0.0,87.06,87.06,87.06,0.0,0.0,86.3,86.3,86.3,0.0,0.0,86.54,86.54,86.54,0.0,0.0
2019-12-15,87.7,87.7,87.7,0.0,0.0,87.97,87.97,87.97,0.0,0.0,87.7,87.7,87.7,0.0,0.0,87.71,87.71,87.71,0.0,0.0
2019-12-22,87.64,87.64,87.64,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.41,87.41,87.41,0.0,0.0
2019-12-29,86.82,86.82,86.82,0.0,0.0,87.22,87.22,87.22,0.0,0.0,86.62,86.62,86.62,0.0,0.0,86.98,86.98,86.98,0.0,0.0
