Date,CIA_Open_average,CIA_Open_max,CIA_Open_min,CIA_Open_volatility,CIA_Open_change,CIA_High_average,CIA_High_max,CIA_High_min,CIA_High_volatility,CIA_High_change,CIA_Low_average,CIA_Low_max,CIA_Low_min,CIA_Low_volatility,CIA_Low_change,CIA_Close_average,CIA_Close_max,CIA_Close_min,CIA_Close_volatility,CIA_Close_change,CIA_Volume_average,CIA_Volume_max,CIA_Volume_min,CIA_Volume_volatility,CIA_Volume_change
2018-03-25,7.295,7.42,7.12,0.2999999999999998,-0.13999999999999968,7.47,7.58,7.39,0.1900000000000004,-0.1299999999999999,7.15,7.3,7.08,0.21999999999999975,0.019999999999999574,7.2825,7.35,7.19,0.15999999999999925,0.07999999999999918,68594,77260,46750,30510,-1072
2018-04-01,7.278,7.36,7.18,0.1800000000000006,-0.019999999999999574,7.46,7.61,7.4,0.20999999999999996,0.1200000000000001,7.222,7.29,7.15,0.13999999999999968,0.13999999999999968,7.34,7.37,7.29,0.08000000000000007,0.019999999999999574,61425,96952,37148,59804,33602
2018-04-08,7.452,7.5,7.39,0.11000000000000032,0.08000000000000007,7.588,7.68,7.51,0.16999999999999993,0.14999999999999947,7.336,7.42,7.26,0.16000000000000014,-0.040000000000000036,7.48,7.54,7.44,0.09999999999999964,0.040000000000000036,48101,67918,28370,39548,23973
2018-04-15,7.676,7.77,7.53,0.23999999999999932,0.23999999999999932,7.852,7.9,7.73,0.16999999999999993,0.16999999999999993,7.566,7.68,7.35,0.33000000000000007,0.33000000000000007,7.7700000000000005,7.86,7.7,0.16000000000000014,0.16000000000000014,43524,47454,31951,15503,-15503
2018-04-22,7.842,7.92,7.76,0.16000000000000014,-0.14000000000000057,7.966,8.0,7.94,0.05999999999999961,-0.020000000000000462,7.734,7.81,7.64,0.16999999999999993,-0.09999999999999964,7.836,7.91,7.77,0.14000000000000057,-0.14000000000000057,62784,80261,39205,41056,20218
2018-04-29,7.576,7.75,7.45,0.2999999999999998,-0.09999999999999964,7.7540000000000004,7.87,7.65,0.21999999999999975,0.08000000000000007,7.492,7.64,7.43,0.20999999999999996,0.14999999999999947,7.628,7.79,7.5,0.29000000000000004,0.29000000000000004,40458,69133,22581,46552,-25641
2018-05-06,7.758,7.9,7.48,0.41999999999999993,-0.2699999999999996,7.88,8.0,7.55,0.4500000000000002,-0.39000000000000057,7.6240000000000006,7.73,7.45,0.28000000000000025,-0.25,7.72,7.9,7.46,0.4400000000000004,-0.4400000000000004,53505,81795,35142,46653,2210
2018-05-13,7.528,7.59,7.47,0.1200000000000001,0.040000000000000036,7.668,7.8,7.59,0.20999999999999996,0.13999999999999968,7.458,7.5,7.42,0.08000000000000007,-0.04999999999999982,7.576,7.77,7.5,0.2699999999999996,0.2699999999999996,66092,104805,49167,55638,49002
2018-05-20,7.7725,7.85,7.69,0.15999999999999925,0.14999999999999947,7.915,7.95,7.85,0.10000000000000053,0.10000000000000053,7.635,7.69,7.55,0.14000000000000057,0.10000000000000053,7.8275,7.9,7.75,0.15000000000000036,0.019999999999999574,51717,80679,34656,46023,-43530
2018-05-27,7.632000000000001,7.82,7.46,0.3600000000000003,-0.08999999999999986,7.822,7.99,7.65,0.33999999999999986,-0.09999999999999964,7.554,7.8,7.4,0.39999999999999947,-0.07000000000000028,7.668,7.88,7.41,0.46999999999999975,-0.019999999999999574,84344,139644,51994,87650,1336
2018-06-03,7.752,7.9,7.6,0.3000000000000007,-0.13000000000000078,7.906,7.99,7.81,0.1800000000000006,-0.08000000000000007,7.686,7.78,7.6,0.1800000000000006,-0.1200000000000001,7.804,7.97,7.63,0.33999999999999986,-0.09999999999999964,61881,88064,24044,64020,-8415
2018-06-10,7.914,8.03,7.84,0.1899999999999995,0.1899999999999995,8.036,8.16,7.94,0.21999999999999975,0.20999999999999996,7.88,8.01,7.81,0.20000000000000018,0.20000000000000018,8.002,8.13,7.89,0.2400000000000011,0.21000000000000085,80324,175155,43893,131262,32010
2018-06-17,7.848,8.05,7.71,0.34000000000000075,-0.33000000000000096,7.922,8.16,7.78,0.3799999999999999,-0.3799999999999999,7.714,8.05,7.59,0.46000000000000085,-0.46000000000000085,7.774,8.08,7.68,0.40000000000000036,-0.3600000000000003,123220,354725,51687,303038,-51606
2018-06-24,7.802,7.89,7.73,0.15999999999999925,0.0699999999999994,7.966,8.07,7.87,0.20000000000000018,-0.11000000000000032,7.702,7.86,7.62,0.2400000000000002,0.09999999999999964,7.832,7.92,7.74,0.17999999999999972,-0.08000000000000007,65502,122138,37820,84318,-30652
2018-07-01,7.8575,7.9,7.74,0.16000000000000014,0.010000000000000675,7.9625,7.99,7.91,0.08000000000000007,-0.009999999999999787,7.7675,7.81,7.74,0.0699999999999994,0.02999999999999936,7.8825,7.92,7.8,0.1200000000000001,0.03000000000000025,37139,48415,25399,23016,-10650
2018-07-08,7.812,7.9,7.7,0.20000000000000018,-0.020000000000000462,7.916,8.01,7.8,0.20999999999999996,-0.019999999999999574,7.744,7.82,7.66,0.16000000000000014,0.010000000000000675,7.84,7.96,7.73,0.22999999999999954,0.08000000000000007,38349,43761,34494,9267,9267
2018-07-15,7.932,7.96,7.89,0.07000000000000028,0.009999999999999787,8.054,8.09,8.02,0.07000000000000028,0.040000000000000924,7.92,7.96,7.89,0.07000000000000028,0.009999999999999787,7.9799999999999995,8.02,7.93,0.08999999999999986,0.02999999999999936,55374,90849,37304,53545,-20797
2018-07-22,7.922,7.98,7.85,0.13000000000000078,-0.07000000000000028,8.084,8.13,8.0,0.13000000000000078,-0.08999999999999986,7.878,7.92,7.83,0.08999999999999986,-0.040000000000000036,7.9319999999999995,8.02,7.86,0.15999999999999925,-0.07000000000000028,46080,66598,29675,36923,-8623
2018-07-29,7.812,7.92,7.52,0.40000000000000036,-0.40000000000000036,7.942,8.1,7.71,0.3899999999999997,-0.3899999999999997,7.72,7.88,7.52,0.3600000000000003,-0.3600000000000003,7.8,7.95,7.6,0.35000000000000053,-0.3100000000000005,52602,85368,28305,57063,-57063
2018-08-05,7.578,7.71,7.5,0.20999999999999996,0.16000000000000014,7.71,7.81,7.6,0.20999999999999996,0.07999999999999918,7.502,7.58,7.41,0.16999999999999993,0.0600000000000005,7.6339999999999995,7.76,7.54,0.21999999999999975,0.1900000000000004,28272,52535,17895,34640,5084
2018-08-12,7.64,7.69,7.6,0.09000000000000075,0.05000000000000071,7.74,7.8,7.69,0.10999999999999943,-0.02999999999999936,7.584,7.63,7.53,0.09999999999999964,0.04999999999999982,7.638,7.7,7.6,0.10000000000000053,-0.009999999999999787,33386,43506,19069,24437,-24437
2018-08-19,7.768,8.02,7.58,0.4399999999999995,0.4399999999999995,8.21,8.8,7.92,0.8800000000000008,0.8800000000000008,7.732,8.02,7.58,0.4399999999999995,0.4399999999999995,8.05,8.49,7.7,0.79,0.6100000000000003,127178,329601,48019,281582,90340
2018-08-26,8.3475,8.4,8.29,0.11000000000000121,0.05000000000000071,8.565,8.77,8.48,0.28999999999999915,-0.25,8.295,8.39,8.17,0.22000000000000064,0.22000000000000064,8.405000000000001,8.47,8.37,0.10000000000000142,0.019999999999999574,68866,106846,46500,60346,-60346
2018-09-02,8.296,8.34,8.21,0.129999999999999,0.02999999999999936,8.48,8.59,8.38,0.20999999999999908,0.009999999999999787,8.254,8.32,8.18,0.14000000000000057,0.05000000000000071,8.372,8.49,8.27,0.22000000000000064,0.07000000000000028,70460,99690,43134,56556,876
2018-09-09,8.324,8.5,8.2,0.3000000000000007,-0.2599999999999998,8.506,8.72,8.35,0.370000000000001,-0.370000000000001,8.23,8.34,8.17,0.16999999999999993,-0.14000000000000057,8.294,8.37,8.22,0.14999999999999858,-0.08000000000000007,62101,88523,42266,46257,-19446
2018-09-16,8.314,8.38,8.24,0.14000000000000057,0.03999999999999915,8.502,8.6,8.4,0.1999999999999993,-0.09999999999999964,8.254,8.32,8.2,0.120000000000001,0.02999999999999936,8.34,8.39,8.26,0.13000000000000078,-0.040000000000000924,92206,218207,46252,171955,-31099
2018-09-23,8.306,8.36,8.25,0.10999999999999943,0.02999999999999936,8.468,8.55,8.42,0.13000000000000078,-0.07000000000000028,8.234,8.26,8.2,0.0600000000000005,-0.0600000000000005,8.308,8.4,8.24,0.16000000000000014,-0.10999999999999943,49803,64568,39392,25176,15393
2018-09-30,8.236,8.33,8.17,0.16000000000000014,-0.02999999999999936,8.392,8.5,8.31,0.1899999999999995,0.08999999999999986,8.19,8.25,8.12,0.13000000000000078,-0.03999999999999915,8.276,8.36,8.17,0.1899999999999995,0.129999999999999,49476,57015,35626,21389,15633
2018-10-07,8.144,8.42,7.75,0.6699999999999999,-0.5099999999999998,8.318,8.65,7.84,0.8100000000000005,-0.8100000000000005,7.94,8.26,7.52,0.7400000000000002,-0.7400000000000002,8.052,8.53,7.62,0.9099999999999993,-0.9099999999999993,100634,138271,77417,60854,30993
2018-10-14,7.8,8.03,7.62,0.40999999999999925,0.11000000000000032,8.038,8.2,7.87,0.3299999999999992,-0.049999999999998934,7.736,7.96,7.62,0.33999999999999986,0.11000000000000032,7.91,8.05,7.75,0.3000000000000007,-0.0699999999999994,54633,85837,36308,49529,-49529
2018-10-21,7.768,7.87,7.67,0.20000000000000018,-0.04999999999999982,7.946,8.03,7.88,0.14999999999999947,0.019999999999999574,7.694,7.74,7.65,0.08999999999999986,0.0,7.816,7.94,7.67,0.27000000000000046,-0.07000000000000028,53405,68914,35117,33797,33797
2018-10-28,7.914,8.1,7.82,0.27999999999999936,0.020000000000000462,8.024000000000001,8.15,7.93,0.22000000000000064,-0.13999999999999968,7.748,7.84,7.67,0.16999999999999993,-0.16999999999999993,7.86,8.04,7.76,0.27999999999999936,-0.21999999999999886,62391,87656,40583,47073,-2889
2018-11-04,7.864,8.04,7.73,0.3099999999999987,0.04999999999999982,8.076,8.19,7.97,0.21999999999999975,-0.010000000000000675,7.8,7.9,7.73,0.16999999999999993,0.019999999999999574,7.976,8.16,7.75,0.41000000000000014,-0.23000000000000043,59967,103159,40456,62703,59152
2018-11-11,7.662,7.8,7.55,0.25,-0.25,7.836,7.91,7.71,0.20000000000000018,-0.03000000000000025,7.602,7.66,7.55,0.11000000000000032,-0.11000000000000032,7.716,7.82,7.62,0.20000000000000018,0.1299999999999999,61782,97135,29398,67737,27735
2018-11-18,7.6625,7.86,7.51,0.35000000000000053,0.1800000000000006,7.8975,8.03,7.83,0.1999999999999993,0.1999999999999993,7.592499999999999,7.66,7.51,0.15000000000000036,0.0600000000000005,7.797499999999999,7.97,7.67,0.2999999999999998,0.2999999999999998,57514,76788,44638,32150,15520
2018-11-25,7.952,8.05,7.89,0.16000000000000103,0.05000000000000071,8.168,8.31,7.99,0.3200000000000003,-0.17999999999999972,7.862,7.92,7.74,0.17999999999999972,-0.1299999999999999,7.984,8.25,7.86,0.3899999999999997,-0.05999999999999961,75435,93491,59496,33995,14973
2018-12-02,7.5600000000000005,7.83,7.45,0.3799999999999999,-0.3799999999999999,7.705,7.92,7.62,0.2999999999999998,-0.28000000000000025,7.375,7.55,7.26,0.29000000000000004,-0.25,7.57,7.61,7.53,0.08000000000000007,0.010000000000000675,162011,292245,72354,219891,-95311
2018-12-09,7.572,7.7,7.38,0.3200000000000003,-0.2400000000000002,7.776,7.88,7.71,0.16999999999999993,0.040000000000000036,7.432,7.54,7.38,0.16000000000000014,0.019999999999999574,7.626,7.73,7.5,0.23000000000000043,0.09999999999999964,69496,136872,34647,102225,102225
2018-12-16,7.8,7.85,7.72,0.1299999999999999,-0.07000000000000028,7.916,8.02,7.82,0.1999999999999993,-0.08999999999999986,7.712,7.78,7.58,0.20000000000000018,-0.15000000000000036,7.786,7.87,7.58,0.29000000000000004,-0.22999999999999954,133089,307908,46084,261824,-48822
2018-12-23,7.5825,7.65,7.53,0.1200000000000001,-0.0699999999999994,7.705,7.82,7.57,0.25,-0.25,7.4225,7.44,7.4,0.040000000000000036,-0.02999999999999936,7.595,7.79,7.51,0.28000000000000025,-0.27000000000000046,99981,127677,77489,50188,-38614
2018-12-30,7.52,7.67,7.39,0.28000000000000025,0.28000000000000025,7.67,7.74,7.59,0.15000000000000036,0.1299999999999999,7.39,7.43,7.34,0.08999999999999986,0.04999999999999982,7.5725,7.73,7.42,0.3100000000000005,0.05999999999999961,69936,90140,50821,39319,39319
2019-01-06,7.608,7.72,7.51,0.20999999999999996,-0.08999999999999986,7.742,7.8,7.63,0.16999999999999993,-0.16999999999999993,7.514,7.6,7.42,0.17999999999999972,-0.07000000000000028,7.6259999999999994,7.77,7.47,0.2999999999999998,-0.22000000000000064,52196,60950,41937,19013,11513
2019-01-13,7.625,7.71,7.49,0.21999999999999975,0.21999999999999975,7.7575,7.8,7.69,0.10999999999999943,0.09999999999999964,7.525,7.65,7.42,0.23000000000000043,0.11000000000000032,7.67,7.74,7.56,0.1800000000000006,-0.11000000000000032,61941,71885,53106,18779,6568
2019-01-20,7.41,7.52,7.12,0.39999999999999947,-0.3600000000000003,7.486,7.55,7.36,0.1899999999999995,-0.1899999999999995,7.216,7.32,6.98,0.33999999999999986,-0.33999999999999986,7.3500000000000005,7.47,7.2,0.2699999999999996,-0.14999999999999947,75129,112674,31312,81362,27939
2019-01-27,7.186,7.29,7.05,0.2400000000000002,-0.20999999999999996,7.318,7.43,7.14,0.29000000000000004,-0.1999999999999993,7.109999999999999,7.26,7.02,0.2400000000000002,-0.20999999999999996,7.178,7.3,7.05,0.25,-0.08999999999999986,69147,95482,38449,57033,-55588
2019-02-03,7.11,7.16,7.05,0.11000000000000032,-0.11000000000000032,7.224,7.33,7.15,0.17999999999999972,-0.17999999999999972,7.05,7.15,7.0,0.15000000000000036,-0.1200000000000001,7.0760000000000005,7.15,7.01,0.14000000000000057,-0.03000000000000025,74400,154369,26434,127935,111244
2019-02-10,7.095,7.21,6.96,0.25,-0.25,7.15,7.24,7.04,0.20000000000000018,-0.20000000000000018,6.995,7.09,6.9,0.1899999999999995,-0.17999999999999972,7.035,7.19,6.91,0.28000000000000025,-0.25,59040,91067,29586,61481,41031
2019-02-17,6.99,7.05,6.91,0.13999999999999968,0.07000000000000028,7.082,7.13,7.05,0.08000000000000007,0.020000000000000462,6.964,7.02,6.91,0.10999999999999943,0.04999999999999982,7.01,7.06,6.96,0.09999999999999964,-0.07000000000000028,62718,101070,37985,63085,-21007
2019-02-24,6.898,6.98,6.84,0.14000000000000057,0.03000000000000025,6.988,7.03,6.95,0.08000000000000007,0.040000000000000036,6.844,6.9,6.82,0.08000000000000007,-0.07000000000000028,6.89,6.97,6.83,0.13999999999999968,-0.08000000000000007,48431,69837,38588,31249,-9952
2019-03-03,6.806,6.94,6.7,0.2400000000000002,-0.040000000000000036,6.934,6.98,6.88,0.10000000000000053,0.020000000000000462,6.766,6.85,6.7,0.14999999999999947,-0.040000000000000036,6.854,6.95,6.76,0.1900000000000004,-0.009999999999999787,55192,87908,30569,57339,8821
2019-03-10,6.954,7.04,6.89,0.15000000000000036,0.11999999999999922,7.106,7.34,6.99,0.34999999999999964,0.08999999999999986,6.926,6.97,6.89,0.08000000000000007,0.0699999999999994,6.976,7.06,6.92,0.13999999999999968,0.09999999999999964,104998,356840,23206,333634,12219
2019-03-17,6.83,7.02,6.45,0.5699999999999994,-0.5699999999999994,6.994,7.11,6.84,0.27000000000000046,-0.25,6.728,7.01,6.45,0.5599999999999996,-0.5599999999999996,6.818,7.02,6.47,0.5499999999999998,-0.2599999999999998,60208,121990,20472,101518,35736
2019-03-24,6.788,6.88,6.68,0.20000000000000018,-0.07000000000000028,6.906000000000001,6.95,6.75,0.20000000000000018,-0.1900000000000004,6.674,6.79,6.62,0.16999999999999993,-0.020000000000000462,6.772,6.9,6.65,0.25,-0.25,51002,108451,27700,80751,18313
2019-03-31,6.696,6.83,6.62,0.20999999999999996,0.1900000000000004,6.808,6.95,6.68,0.27000000000000046,0.27000000000000046,6.638,6.75,6.53,0.21999999999999975,0.21999999999999975,6.7540000000000004,6.9,6.62,0.28000000000000025,0.28000000000000025,51777,75914,30776,45138,-33669
2019-04-07,6.912,7.1,6.84,0.2599999999999998,-0.020000000000000462,7.018,7.18,6.95,0.22999999999999954,0.0,6.772,6.87,6.68,0.1900000000000004,0.03000000000000025,6.898,6.97,6.83,0.13999999999999968,0.04999999999999982,49926,65566,39951,25615,12453
2019-04-14,6.8425,6.89,6.75,0.13999999999999968,-0.11000000000000032,6.9775,7.07,6.92,0.15000000000000036,-0.15000000000000036,6.79,6.82,6.75,0.07000000000000028,-0.07000000000000028,6.875,6.9,6.83,0.07000000000000028,-0.009999999999999787,44683,54875,31628,23247,-3398
2019-04-21,6.886,6.94,6.83,0.11000000000000032,0.05999999999999961,7.0120000000000005,7.13,6.96,0.16999999999999993,0.14999999999999947,6.858,6.89,6.83,0.05999999999999961,0.05999999999999961,6.97,7.1,6.93,0.16999999999999993,0.14999999999999947,48588,76327,29550,46777,28816
2019-04-28,6.818,7.03,6.74,0.29000000000000004,-0.23000000000000043,6.926,7.06,6.84,0.21999999999999975,-0.08999999999999986,6.736,6.79,6.69,0.09999999999999964,0.04999999999999982,6.808,6.89,6.72,0.16999999999999993,0.1299999999999999,56016,104810,42040,62770,-62025
2019-05-05,6.774,6.81,6.69,0.11999999999999922,-0.11999999999999922,6.904,6.97,6.81,0.16000000000000014,-0.10000000000000053,6.716,6.76,6.67,0.08999999999999986,-0.07000000000000028,6.786,6.84,6.7,0.13999999999999968,-0.08999999999999986,51110,67505,34684,32821,24159
2019-05-12,6.776,6.91,6.69,0.21999999999999975,0.02999999999999936,6.924,7.0,6.87,0.1299999999999999,-0.009999999999999787,6.724,6.82,6.59,0.23000000000000043,-0.10000000000000053,6.816,6.96,6.61,0.34999999999999964,-0.25,74130,203100,32708,170392,159928
2019-05-19,6.5625,6.61,6.54,0.07000000000000028,-0.07000000000000028,6.6225000000000005,6.66,6.57,0.08999999999999986,-0.03000000000000025,6.5024999999999995,6.55,6.45,0.09999999999999964,-0.009999999999999787,6.5875,6.62,6.55,0.07000000000000028,-0.019999999999999574,66593,113535,37103,76432,-31141
2019-05-26,6.558,6.63,6.4,0.22999999999999954,-0.14999999999999947,6.674,6.75,6.54,0.20999999999999996,-0.17999999999999972,6.464,6.61,6.3,0.3100000000000005,-0.1900000000000004,6.588,6.71,6.41,0.2999999999999998,-0.1900000000000004,68452,91921,38158,53763,-21620
2019-06-02,6.704,6.78,6.52,0.2600000000000007,0.2600000000000007,6.828,6.88,6.75,0.1299999999999999,0.1299999999999999,6.628,6.75,6.49,0.2599999999999998,0.2599999999999998,6.816,6.87,6.75,0.1200000000000001,0.1200000000000001,170747,565133,58596,506537,-12219
2019-06-09,6.938,7.04,6.86,0.17999999999999972,0.040000000000000036,7.034,7.13,6.92,0.20999999999999996,-0.04999999999999982,6.89,7.01,6.83,0.17999999999999972,0.019999999999999574,6.974,7.08,6.9,0.17999999999999972,-0.03000000000000025,59580,78651,44385,34266,-15945
2019-06-16,7.002,7.06,6.9,0.15999999999999925,0.15999999999999925,7.12,7.16,7.08,0.08000000000000007,0.009999999999999787,6.94,7.04,6.83,0.20999999999999996,0.13999999999999968,7.07,7.14,7.03,0.10999999999999943,0.040000000000000036,85894,187178,42306,144872,14488
2019-06-23,7.15,7.29,7.08,0.20999999999999996,0.20000000000000018,7.248,7.4,7.15,0.25,0.25,7.074,7.27,6.96,0.3099999999999996,0.3099999999999996,7.2,7.31,7.08,0.22999999999999954,0.1899999999999995,119754,356930,52505,304425,-13276
2019-06-30,7.2775,7.31,7.25,0.05999999999999961,0.02999999999999936,7.3525,7.38,7.31,0.07000000000000028,0.07000000000000028,7.22,7.28,7.13,0.15000000000000036,0.15000000000000036,7.3125,7.36,7.28,0.08000000000000007,0.07000000000000028,55833,70488,33209,37279,17919
2019-07-07,7.32,7.45,7.18,0.27000000000000046,-0.05999999999999961,7.4079999999999995,7.55,7.33,0.21999999999999975,-0.13999999999999968,7.242,7.33,7.17,0.16000000000000014,-0.1200000000000001,7.332,7.45,7.22,0.23000000000000043,-0.1200000000000001,60467,80158,50463,29695,-10988
2019-07-14,7.32,7.34,7.3,0.040000000000000036,0.020000000000000462,7.39,7.42,7.34,0.08000000000000007,-0.04999999999999982,7.258,7.3,7.19,0.10999999999999943,-0.09999999999999964,7.33,7.34,7.3,0.040000000000000036,0.009999999999999787,40270,48128,30768,17360,-15873
2019-07-21,7.458,7.65,7.36,0.29000000000000004,0.0699999999999994,7.576,7.72,7.39,0.33000000000000007,0.1200000000000001,7.38,7.46,7.27,0.1900000000000004,0.14000000000000057,7.51,7.7,7.39,0.3100000000000005,0.11000000000000032,74280,108452,55969,52483,20883
2019-07-28,7.212,7.52,6.82,0.6999999999999993,-0.6200000000000001,7.312,7.64,6.94,0.6999999999999993,-0.5999999999999996,7.054,7.38,6.69,0.6899999999999995,-0.6199999999999992,7.156,7.53,6.76,0.7700000000000005,-0.7700000000000005,97012,176607,53975,122632,-28474
2019-08-04,6.684,6.75,6.64,0.11000000000000032,-0.07000000000000028,6.838,6.9,6.74,0.16000000000000014,-0.13999999999999968,6.616,6.66,6.56,0.10000000000000053,-0.05000000000000071,6.702,6.81,6.57,0.23999999999999932,-0.1999999999999993,53485,71505,45612,25893,-2283
2019-08-11,6.628,6.79,6.5,0.29000000000000004,0.29000000000000004,6.748,6.8,6.69,0.10999999999999943,0.019999999999999574,6.596,6.75,6.5,0.25,0.25,6.702,6.78,6.62,0.16000000000000014,0.040000000000000036,75375,93980,51957,42023,1343
2019-08-18,6.502,6.71,6.16,0.5499999999999998,-0.5499999999999998,6.57,6.78,6.33,0.4500000000000002,-0.4500000000000002,6.352,6.57,6.08,0.4900000000000002,-0.4400000000000004,6.418,6.6,6.16,0.4399999999999995,-0.27999999999999936,70029,88924,45267,43657,-41575
2019-08-25,6.25,6.39,6.14,0.25,-0.10999999999999943,6.3425,6.41,6.31,0.10000000000000053,-0.10000000000000053,6.1725,6.23,6.1,0.13000000000000078,0.040000000000000036,6.235,6.28,6.17,0.11000000000000032,0.07000000000000028,61191,74477,41499,32978,-27482
2019-09-01,6.43,6.63,6.21,0.41999999999999993,0.41999999999999993,6.55,6.77,6.28,0.4899999999999993,0.4899999999999993,6.382,6.61,6.17,0.4400000000000004,0.4400000000000004,6.504,6.76,6.25,0.5099999999999998,0.5099999999999998,59163,94142,36267,57875,34245
2019-09-08,7.078,7.28,6.69,0.5899999999999999,0.5799999999999992,7.308,7.5,7.01,0.4900000000000002,0.4900000000000002,7.04,7.26,6.68,0.5800000000000001,0.5600000000000005,7.28,7.44,7.0,0.4400000000000004,0.4400000000000004,105000,116998,85423,31575,939
2019-09-15,7.172,7.38,7.0,0.3799999999999999,-0.3799999999999999,7.3,7.46,7.11,0.34999999999999964,-0.16999999999999993,7.07,7.28,6.97,0.3100000000000005,-0.28000000000000025,7.192,7.39,7.06,0.33000000000000007,-0.14999999999999947,92536,185166,66404,118762,1674
2019-09-22,7.132,7.25,6.96,0.29000000000000004,-0.25,7.21,7.33,7.04,0.29000000000000004,-0.29000000000000004,7.046,7.2,6.86,0.33999999999999986,-0.33999999999999986,7.094,7.29,6.87,0.41999999999999993,-0.41999999999999993,63772,83973,38390,45583,5832
2019-09-29,6.666,6.88,6.57,0.3099999999999996,-0.22999999999999954,6.786,7.05,6.64,0.41000000000000014,-0.2599999999999998,6.618,6.77,6.53,0.23999999999999932,-0.11999999999999922,6.6979999999999995,6.78,6.6,0.1800000000000006,-0.010000000000000675,54924,84899,33738,51161,-29197
2019-10-06,6.808,6.96,6.65,0.3099999999999996,0.3099999999999996,6.954,7.17,6.76,0.41000000000000014,0.2999999999999998,6.788,6.92,6.61,0.3099999999999996,0.3099999999999996,6.884,7.05,6.73,0.3199999999999994,0.23999999999999932,55994,92068,28965,63103,-7067
2019-10-13,6.9,6.94,6.88,0.0600000000000005,-0.05000000000000071,7.042,7.12,6.98,0.13999999999999968,0.040000000000000036,6.867999999999999,6.89,6.8,0.08999999999999986,0.0,6.9639999999999995,7.12,6.89,0.23000000000000043,0.1900000000000004,50115,68630,31215,37415,18163
2019-10-20,6.854,7.08,6.6,0.4800000000000004,-0.3099999999999996,6.994,7.27,6.79,0.47999999999999954,-0.41999999999999993,6.788,7.01,6.6,0.41000000000000014,-0.2999999999999998,6.872,7.15,6.67,0.4800000000000004,-0.35000000000000053,56043,76935,25663,51272,-478
