Date,PATK_stock_Open_average,PATK_stock_Open_max,PATK_stock_Open_min,PATK_stock_Open_volatility,PATK_stock_Open_change,PATK_stock_High_average,PATK_stock_High_max,PATK_stock_High_min,PATK_stock_High_volatility,PATK_stock_High_change,PATK_stock_Low_average,PATK_stock_Low_max,PATK_stock_Low_min,PATK_stock_Low_volatility,PATK_stock_Low_change,PATK_stock_Close_average,PATK_stock_Close_max,PATK_stock_Close_min,PATK_stock_Close_volatility,PATK_stock_Close_change,PATK_stock_Volume_average,PATK_stock_Volume_max,PATK_stock_Volume_min,PATK_stock_Volume_volatility,PATK_stock_Volume_change
2018-01-14,66.725,68.45,65.1,3.3500000000000085,-0.6000000000000085,68.36250000000001,69.65,66.15,3.5,0.0,65.77,67.66,63.9,3.759999999999998,1.2399999999999949,67.35,69.6,65.1,4.5,2.8999999999999915,322352,498953,148546,350407,124937
2018-01-21,70.95,71.9,69.6,2.3000000000000114,1.8000000000000114,71.538,72.35,69.6,2.75,1.8000000000000114,68.76,70.9,64.45,6.450000000000003,-4.200000000000003,69.81,71.4,65.6,5.800000000000011,-3.8000000000000114,314601,713724,129326,584398,584398
2018-01-28,65.27,67.15,63.3,3.8500000000000085,-2.8999999999999915,66.24,67.75,63.45,4.299999999999997,-3.8499999999999943,63.57,65.35,61.0,4.349999999999994,-4.200000000000003,64.42,66.85,61.25,5.599999999999994,-4.849999999999994,277377,431528,177542,253986,24395
2018-02-04,59.480000000000004,60.75,56.7,4.049999999999997,-1.4500000000000028,61.096,61.75,60.4,1.3500000000000014,-1.3500000000000014,57.83,59.9,56.05,3.8500000000000014,-1.6000000000000014,59.38,60.75,57.95,2.799999999999997,1.1499999999999986,373622,551697,193655,358042,-57223
2018-02-11,63.56,68.3,60.0,8.299999999999997,8.299999999999997,65.58,69.85,61.3,8.549999999999997,8.549999999999997,61.814,65.12,58.7,6.420000000000002,6.420000000000002,64.42,68.05,60.8,7.25,5.25,377600,563550,213899,349651,349651
2018-02-18,63.4,65.85,62.05,3.799999999999997,-3.799999999999997,64.1675,67.42,62.5,4.920000000000002,-4.920000000000002,61.9125,63.5,61.2,2.299999999999997,-2.1499999999999986,62.3875,63.6,61.7,1.8999999999999986,-1.3000000000000043,285099,385192,174866,210326,-210326
2018-02-25,61.85,63.75,59.55,4.200000000000003,-3.3500000000000014,62.992000000000004,64.42,61.1,3.3200000000000003,-3.3200000000000003,60.606,62.08,58.95,3.1299999999999955,-3.1299999999999955,61.61,63.9,60.25,3.6499999999999986,-3.0,275584,407947,169605,238342,140558
2018-03-04,62.86,64.5,60.9,3.6000000000000014,2.450000000000003,64.094,64.82,62.55,2.269999999999996,2.25,62.23,63.15,60.9,2.25,2.25,63.410000000000004,64.7,62.15,2.5500000000000043,2.5500000000000043,168379,257548,139663,117885,-10978
2018-03-11,66.13,67.2,64.75,2.450000000000003,1.2000000000000028,67.01,67.6,65.65,1.9499999999999886,1.8499999999999943,65.454,66.22,64.6,1.6200000000000045,0.8500000000000085,66.35,67.0,65.25,1.75,1.75,211994,371709,98209,273500,273500
2018-03-18,65.95,67.25,64.15,3.0999999999999943,-2.75,66.626,67.4,64.83,2.5700000000000074,-2.0700000000000074,64.45,65.9,61.45,4.450000000000003,-3.950000000000003,64.97,67.35,61.5,5.849999999999994,-4.650000000000006,181604,266433,122054,144379,124517
2018-03-25,62.2125,62.9,61.3,1.6000000000000014,-0.9499999999999957,62.807500000000005,63.33,62.1,1.2299999999999969,-1.2299999999999969,61.2125,61.35,61.05,0.30000000000000426,0.0,61.7875,62.35,61.25,1.1000000000000014,-0.5,252621,302818,161112,141706,9268
