Date,MIDD_Open_average,MIDD_Open_max,MIDD_Open_min,MIDD_Open_volatility,MIDD_Open_change,MIDD_High_average,MIDD_High_max,MIDD_High_min,MIDD_High_volatility,MIDD_High_change,MIDD_Low_average,MIDD_Low_max,MIDD_Low_min,MIDD_Low_volatility,MIDD_Low_change,MIDD_Close_average,MIDD_Close_max,MIDD_Close_min,MIDD_Close_volatility,MIDD_Close_change,MIDD_Volume_average,MIDD_Volume_max,MIDD_Volume_min,MIDD_Volume_volatility,MIDD_Volume_change
2018-01-14,135.47,137.66,133.14,4.52000000000001,1.3400000000000034,136.756,138.89,134.41,4.47999999999999,1.9899999999999807,133.938,135.92,132.69,3.2299999999999898,3.2299999999999898,135.81,138.75,133.77,4.97999999999999,4.069999999999993,480481,647652,269013,378639,165148
2018-01-21,136.564,138.54,134.67,3.8700000000000045,-3.469999999999999,137.656,138.86,136.69,2.170000000000016,-1.490000000000009,134.494,135.87,132.26,3.6100000000000136,-0.9200000000000159,135.802,137.04,134.49,2.549999999999983,-1.079999999999984,369899,441966,306746,135220,-113361
2018-01-28,134.93200000000002,137.32,131.44,5.8799999999999955,-3.640000000000015,136.438,138.64,133.3,5.339999999999975,-4.289999999999992,132.082,135.09,127.81,7.280000000000001,-4.969999999999999,133.994,136.9,128.27,8.629999999999995,-8.629999999999995,384851,525946,260428,265518,-30582
2018-02-04,130.19,132.8,125.35,7.450000000000017,6.650000000000006,132.846,134.33,129.22,5.110000000000014,4.789999999999992,128.268,131.37,124.76,6.609999999999999,6.609999999999999,131.394,133.37,128.37,5.0,5.0,606125,992145,235844,756301,-403295
2018-02-11,132.495,134.14,130.04,4.099999999999994,0.6800000000000068,134.7425,137.16,133.08,4.079999999999984,4.079999999999984,130.265,131.82,128.88,2.9399999999999977,0.2599999999999909,132.9925,135.0,130.45,4.550000000000011,4.550000000000011,378135,595213,249923,345290,-345290
2018-02-18,134.08,134.85,133.41,1.4399999999999977,-0.4099999999999966,134.914,135.73,134.44,1.289999999999992,-1.289999999999992,131.516,133.31,129.39,3.920000000000016,-3.920000000000016,133.004,134.35,131.07,3.280000000000001,-2.6500000000000057,325582,681559,222633,458926,428412
2018-02-25,120.974,130.64,117.59,13.049999999999983,-11.429999999999993,123.368,132.48,120.04,12.439999999999984,-12.409999999999997,118.354,127.46,114.58,12.879999999999995,-9.83999999999999,121.182,127.77,118.02,9.75,-7.759999999999991,1460923,2872050,715728,2156322,232608
2018-03-04,125.114,131.78,120.73,11.049999999999997,11.049999999999997,127.684,132.34,121.95,10.39,10.39,123.516,130.89,115.42,15.469999999999985,15.469999999999985,127.256,131.94,121.5,10.439999999999998,10.439999999999998,738516,927168,560032,367136,301430
2018-03-11,131.02599999999998,133.45,129.23,4.219999999999999,-2.680000000000007,131.8,134.02,129.28,4.740000000000009,-4.069999999999993,129.588,131.89,127.75,4.139999999999986,-4.139999999999986,130.306,133.13,128.41,4.719999999999999,-4.719999999999999,628229,842511,411034,431477,-58413
2018-03-18,126.6,128.84,123.97,4.8700000000000045,-4.430000000000007,127.496,130.5,124.25,6.25,-5.3300000000000125,124.854,128.12,122.42,5.700000000000003,-4.3999999999999915,125.466,128.54,122.63,5.909999999999997,-5.189999999999998,449032,730085,264238,465847,269904
