Date,OVBC_stock_Open_average,OVBC_stock_Open_max,OVBC_stock_Open_min,OVBC_stock_Open_volatility,OVBC_stock_Open_change,OVBC_stock_High_average,OVBC_stock_High_max,OVBC_stock_High_min,OVBC_stock_High_volatility,OVBC_stock_High_change,OVBC_stock_Low_average,OVBC_stock_Low_max,OVBC_stock_Low_min,OVBC_stock_Low_volatility,OVBC_stock_Low_change,OVBC_stock_Close_average,OVBC_stock_Close_max,OVBC_stock_Close_min,OVBC_stock_Close_volatility,OVBC_stock_Close_change,OVBC_stock_Volume_average,OVBC_stock_Volume_max,OVBC_stock_Volume_min,OVBC_stock_Volume_volatility,OVBC_stock_Volume_change
2018-01-14,38.9375,39.6,37.9,1.7000000000000028,0.9500000000000028,39.6125,40.25,38.65,1.6000000000000014,1.6000000000000014,38.9125,39.6,37.9,1.7000000000000028,0.9500000000000028,39.575,40.25,38.65,1.6000000000000014,1.6000000000000014,3076,5543,892,4651,2640
2018-01-21,41.102,42.45,38.51,3.940000000000005,2.1499999999999986,42.82,43.25,41.95,1.2999999999999972,0.6999999999999957,41.032,42.35,38.51,3.8400000000000034,2.1000000000000014,42.15,42.4,41.8,0.6000000000000014,0.6000000000000014,4754,7195,3858,3337,-730
2018-01-28,41.49,42.4,40.25,2.1499999999999986,-1.1999999999999957,42.336,43.25,41.33,1.9200000000000017,-1.7700000000000031,40.706,42.35,39.38,2.969999999999999,-2.969999999999999,41.82,43.25,40.7,2.549999999999997,-1.6499999999999986,4522,6977,2430,4547,4020
2018-02-04,40.019999999999996,41.35,38.65,2.700000000000003,-0.7999999999999972,41.47,41.95,40.9,1.0500000000000043,-0.9000000000000057,38.788,40.3,35.19,5.109999999999999,-0.6499999999999986,40.32,41.55,39.75,1.7999999999999972,-0.10000000000000142,13011,21778,5912,15866,-8163
2018-02-11,40.254,40.52,39.75,0.7700000000000031,0.0,41.114,42.6,40.52,2.0799999999999983,1.8000000000000043,40.05,40.5,39.75,0.75,0.45000000000000284,40.59,42.15,39.95,2.1999999999999957,2.1499999999999986,5359,11125,3412,7713,5994
2018-02-18,40.8875,41.95,40.3,1.6500000000000057,-1.1500000000000057,41.7625,42.15,41.45,0.6999999999999957,-0.25,40.34,40.46,40.25,0.21000000000000085,0.1600000000000037,40.9125,41.9,40.35,1.5499999999999972,1.2999999999999972,7404,10048,3476,6572,-1970
2018-02-25,40.269999999999996,41.55,39.0,2.549999999999997,-2.25,40.904,41.75,39.5,2.25,-0.75,39.379999999999995,40.3,38.4,1.8999999999999986,-1.8999999999999986,40.02,40.85,39.15,1.7000000000000028,0.25,8182,16937,2293,14644,11203
2018-03-04,39.94,40.75,39.5,1.25,-0.8500000000000014,40.78,41.95,39.7,2.25,1.4500000000000028,39.23,39.3,39.1,0.19999999999999574,-0.14999999999999858,39.94,41.1,39.45,1.6499999999999986,0.9500000000000028,7552,10018,3301,6717,-1447
2018-03-11,41.19,42.3,39.95,2.3499999999999943,0.3999999999999986,42.339999999999996,43.25,40.9,2.3500000000000014,1.3500000000000014,40.64,41.8,39.95,1.8499999999999943,1.5499999999999972,41.83,43.2,40.5,2.700000000000003,2.4000000000000057,11923,17474,3565,13909,6200
2018-03-18,42.57,42.9,42.0,0.8999999999999986,-0.5500000000000043,43.35,44.45,42.85,1.6000000000000014,-1.3500000000000014,42.012,42.35,41.56,0.7899999999999991,-0.7899999999999991,42.45,42.8,41.85,0.9499999999999957,-0.9499999999999957,18519,42955,3268,39687,-25021
