Date,Utilities Select Sector SPDR_etf_Open_average,Utilities Select Sector SPDR_etf_Open_max,Utilities Select Sector SPDR_etf_Open_min,Utilities Select Sector SPDR_etf_Open_volatility,Utilities Select Sector SPDR_etf_Open_change,Utilities Select Sector SPDR_etf_High_average,Utilities Select Sector SPDR_etf_High_max,Utilities Select Sector SPDR_etf_High_min,Utilities Select Sector SPDR_etf_High_volatility,Utilities Select Sector SPDR_etf_High_change,Utilities Select Sector SPDR_etf_Low_average,Utilities Select Sector SPDR_etf_Low_max,Utilities Select Sector SPDR_etf_Low_min,Utilities Select Sector SPDR_etf_Low_volatility,Utilities Select Sector SPDR_etf_Low_change,Utilities Select Sector SPDR_etf_Close_average,Utilities Select Sector SPDR_etf_Close_max,Utilities Select Sector SPDR_etf_Close_min,Utilities Select Sector SPDR_etf_Close_volatility,Utilities Select Sector SPDR_etf_Close_change
2018-01-14,50.34,50.34,50.34,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-01-21,51.15,51.15,51.15,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.53,50.53,50.53,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2018-01-28,49.99,49.99,49.99,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-02-04,47.69,47.69,47.69,0.0,0.0,48.92,48.92,48.92,0.0,0.0,47.55,47.55,47.55,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-02-11,49.71,49.71,49.71,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2018-02-18,49.21,49.21,49.21,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.15,49.15,49.15,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-02-25,49.04,49.04,49.04,0.0,0.0,49.53,49.53,49.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-03-04,49.16,49.16,49.16,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-03-11,49.81,49.81,49.81,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.78,49.78,49.78,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-03-18,49.76,49.76,49.76,0.0,0.0,50.21,50.21,50.21,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2018-03-25,50.41,50.41,50.41,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2018-04-01,50.89,50.89,50.89,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-04-08,49.49,49.49,49.49,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-04-15,50.7,50.7,50.7,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2018-04-22,51.13,51.13,51.13,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2018-04-29,51.37,51.37,51.37,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2018-05-06,50.36,50.36,50.36,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2018-05-13,49.12,49.12,49.12,0.0,0.0,49.28,49.28,49.28,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-05-20,50.35,50.35,50.35,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-05-27,50.86,50.86,50.86,0.0,0.0,50.88,50.88,50.88,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-06-03,48.89,48.89,48.89,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-06-10,49.13,49.13,49.13,0.0,0.0,49.56,49.56,49.56,0.0,0.0,48.74,48.74,48.74,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2018-06-17,50.43,50.43,50.43,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-06-24,51.79,51.79,51.79,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2018-07-01,52.87,52.87,52.87,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2018-07-08,52.6,52.6,52.6,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2018-07-15,52.5,52.5,52.5,0.0,0.0,52.64,52.64,52.64,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.29,52.29,52.29,0.0,0.0
