Date,Barclays + Shiller CAPE Exp 12 Oct 2022_Open_average,Barclays + Shiller CAPE Exp 12 Oct 2022_Open_max,Barclays + Shiller CAPE Exp 12 Oct 2022_Open_min,Barclays + Shiller CAPE Exp 12 Oct 2022_Open_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_Open_change,Barclays + Shiller CAPE Exp 12 Oct 2022_High_average,Barclays + Shiller CAPE Exp 12 Oct 2022_High_max,Barclays + Shiller CAPE Exp 12 Oct 2022_High_min,Barclays + Shiller CAPE Exp 12 Oct 2022_High_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_High_change,Barclays + Shiller CAPE Exp 12 Oct 2022_Low_average,Barclays + Shiller CAPE Exp 12 Oct 2022_Low_max,Barclays + Shiller CAPE Exp 12 Oct 2022_Low_min,Barclays + Shiller CAPE Exp 12 Oct 2022_Low_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_Low_change,Barclays + Shiller CAPE Exp 12 Oct 2022_Close_average,Barclays + Shiller CAPE Exp 12 Oct 2022_Close_max,Barclays + Shiller CAPE Exp 12 Oct 2022_Close_min,Barclays + Shiller CAPE Exp 12 Oct 2022_Close_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_Close_change
2018-01-14,122.7,122.7,122.7,0.0,0.0,123.63,123.63,123.63,0.0,0.0,122.7,122.7,122.7,0.0,0.0,123.63,123.63,123.63,0.0,0.0
2018-01-21,126.05,126.05,126.05,0.0,0.0,126.1,126.1,126.1,0.0,0.0,125.73,125.73,125.73,0.0,0.0,126.03,126.03,126.03,0.0,0.0
2018-01-28,120.03,120.03,120.03,0.0,0.0,121.67,121.67,121.67,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.34,116.34,116.34,0.0,0.0
2018-02-04,115.71,115.71,115.71,0.0,0.0,117.35,117.35,117.35,0.0,0.0,115.57,115.57,115.57,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2018-02-11,119.99,119.99,119.99,0.0,0.0,121.25,121.25,121.25,0.0,0.0,119.99,119.99,119.99,0.0,0.0,120.8,120.8,120.8,0.0,0.0
2018-02-18,121.94,121.94,121.94,0.0,0.0,122.97,122.97,122.97,0.0,0.0,121.94,121.94,121.94,0.0,0.0,122.97,122.97,122.97,0.0,0.0
2018-02-25,118.4,118.4,118.4,0.0,0.0,120.26,120.26,120.26,0.0,0.0,118.4,118.4,118.4,0.0,0.0,120.26,120.26,120.26,0.0,0.0
2018-03-04,122.41,122.41,122.41,0.0,0.0,123.01,123.01,123.01,0.0,0.0,122.41,122.41,122.41,0.0,0.0,122.72,122.72,122.72,0.0,0.0
2018-03-11,120.64,120.64,120.64,0.0,0.0,120.69,120.69,120.69,0.0,0.0,119.04,119.04,119.04,0.0,0.0,119.34,119.34,119.34,0.0,0.0
2018-03-18,115.31,115.31,115.31,0.0,0.0,116.86,116.86,116.86,0.0,0.0,115.1,115.1,115.1,0.0,0.0,116.86,116.86,116.86,0.0,0.0
2018-03-25,116.58,116.58,116.58,0.0,0.0,116.58,116.58,116.58,0.0,0.0,112.7,112.7,112.7,0.0,0.0,113.3,113.3,113.3,0.0,0.0
2018-04-01,115.7,115.7,115.7,0.0,0.0,116.3,116.3,116.3,0.0,0.0,115.7,115.7,115.7,0.0,0.0,115.8,115.8,115.8,0.0,0.0
2018-04-08,118.08,118.08,118.08,0.0,0.0,118.08,118.08,118.08,0.0,0.0,118.08,118.08,118.08,0.0,0.0,118.08,118.08,118.08,0.0,0.0
2018-04-15,118.57,118.57,118.57,0.0,0.0,118.62,118.62,118.62,0.0,0.0,117.88,117.88,117.88,0.0,0.0,118.12,118.12,118.12,0.0,0.0
2018-04-22,117.16,117.16,117.16,0.0,0.0,117.16,117.16,117.16,0.0,0.0,116.89,116.89,116.89,0.0,0.0,116.89,116.89,116.89,0.0,0.0
2018-04-29,118.0,118.0,118.0,0.0,0.0,118.0,118.0,118.0,0.0,0.0,117.74,117.74,117.74,0.0,0.0,117.74,117.74,117.74,0.0,0.0
2018-05-06,120.59,120.59,120.59,0.0,0.0,120.76,120.76,120.76,0.0,0.0,120.41,120.41,120.41,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2018-05-13,119.88,119.88,119.88,0.0,0.0,120.13,120.13,120.13,0.0,0.0,119.88,119.88,119.88,0.0,0.0,120.08,120.08,120.08,0.0,0.0
2018-05-20,121.15,121.15,121.15,0.0,0.0,121.15,121.15,121.15,0.0,0.0,120.95,120.95,120.95,0.0,0.0,121.07,121.07,121.07,0.0,0.0
2018-05-27,120.18,120.18,120.18,0.0,0.0,121.58,121.58,121.58,0.0,0.0,120.18,120.18,120.18,0.0,0.0,121.58,121.58,121.58,0.0,0.0
2018-06-03,123.66,123.66,123.66,0.0,0.0,123.9,123.9,123.9,0.0,0.0,123.52,123.52,123.52,0.0,0.0,123.9,123.9,123.9,0.0,0.0
2018-06-10,123.69,123.69,123.69,0.0,0.0,123.69,123.69,123.69,0.0,0.0,123.1,123.1,123.1,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2018-06-17,121.5,121.5,121.5,0.0,0.0,121.5,121.5,121.5,0.0,0.0,119.93,119.93,119.93,0.0,0.0,120.16,120.16,120.16,0.0,0.0
2018-06-24,119.7,119.7,119.7,0.0,0.0,120.44,120.44,120.44,0.0,0.0,119.7,119.7,119.7,0.0,0.0,120.13,120.13,120.13,0.0,0.0
2018-07-01,122.4,122.4,122.4,0.0,0.0,123.37,123.37,123.37,0.0,0.0,122.4,122.4,122.4,0.0,0.0,123.37,123.37,123.37,0.0,0.0
2018-07-08,124.77,124.77,124.77,0.0,0.0,124.77,124.77,124.77,0.0,0.0,124.18,124.18,124.18,0.0,0.0,124.22,124.22,124.22,0.0,0.0
2018-07-15,124.38,124.38,124.38,0.0,0.0,124.75,124.75,124.75,0.0,0.0,124.38,124.38,124.38,0.0,0.0,124.75,124.75,124.75,0.0,0.0
2018-07-22,125.21,125.21,125.21,0.0,0.0,125.21,125.21,125.21,0.0,0.0,124.36,124.36,124.36,0.0,0.0,124.45,124.45,124.45,0.0,0.0
2018-07-29,127.17,127.17,127.17,0.0,0.0,127.17,127.17,127.17,0.0,0.0,127.06,127.06,127.06,0.0,0.0,127.06,127.06,127.06,0.0,0.0
2018-08-05,126.95,126.95,126.95,0.0,0.0,126.95,126.95,126.95,0.0,0.0,126.43,126.43,126.43,0.0,0.0,126.83,126.83,126.83,0.0,0.0
2018-08-12,128.24,128.24,128.24,0.0,0.0,128.24,128.24,128.24,0.0,0.0,128.12,128.12,128.12,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2018-08-19,130.0,130.0,130.0,0.0,0.0,130.37,130.37,130.37,0.0,0.0,130.0,130.0,130.0,0.0,0.0,130.37,130.37,130.37,0.0,0.0
2018-08-26,131.0,131.0,131.0,0.0,0.0,131.0,131.0,131.0,0.0,0.0,130.68,130.68,130.68,0.0,0.0,130.68,130.68,130.68,0.0,0.0
2018-09-02,130.37,130.37,130.37,0.0,0.0,130.44,130.44,130.44,0.0,0.0,130.02,130.02,130.02,0.0,0.0,130.02,130.02,130.02,0.0,0.0
2018-09-09,132.14,132.14,132.14,0.0,0.0,132.14,132.14,132.14,0.0,0.0,130.85,130.85,130.85,0.0,0.0,130.85,130.85,130.85,0.0,0.0
2018-09-16,131.99,131.99,131.99,0.0,0.0,132.19,132.19,132.19,0.0,0.0,131.78,131.78,131.78,0.0,0.0,132.18,132.18,132.18,0.0,0.0
2018-09-23,147.62,147.62,147.62,0.0,0.0,162.38,162.38,162.38,0.0,0.0,132.34,132.34,132.34,0.0,0.0,133.09,133.09,133.09,0.0,0.0
2018-09-30,129.39,129.39,129.39,0.0,0.0,130.33,130.33,130.33,0.0,0.0,129.28,129.28,129.28,0.0,0.0,130.23,130.23,130.23,0.0,0.0
2018-10-07,125.34,125.34,125.34,0.0,0.0,125.34,125.34,125.34,0.0,0.0,124.68,124.68,124.68,0.0,0.0,124.93,124.93,124.93,0.0,0.0
2018-10-14,125.16,125.16,125.16,0.0,0.0,125.27,125.27,125.27,0.0,0.0,124.42,124.42,124.42,0.0,0.0,124.42,124.42,124.42,0.0,0.0
2018-10-21,121.75,121.75,121.75,0.0,0.0,122.25,122.25,122.25,0.0,0.0,116.57,116.57,116.57,0.0,0.0,116.57,116.57,116.57,0.0,0.0
