Date,HCSG_stock_Open_average,HCSG_stock_Open_max,HCSG_stock_Open_min,HCSG_stock_Open_volatility,HCSG_stock_Open_change,HCSG_stock_High_average,HCSG_stock_High_max,HCSG_stock_High_min,HCSG_stock_High_volatility,HCSG_stock_High_change,HCSG_stock_Low_average,HCSG_stock_Low_max,HCSG_stock_Low_min,HCSG_stock_Low_volatility,HCSG_stock_Low_change,HCSG_stock_Close_average,HCSG_stock_Close_max,HCSG_stock_Close_min,HCSG_stock_Close_volatility,HCSG_stock_Close_change,HCSG_stock_Volume_average,HCSG_stock_Volume_max,HCSG_stock_Volume_min,HCSG_stock_Volume_volatility,HCSG_stock_Volume_change
2018-01-14,52.325,52.67,51.99,0.6799999999999997,-0.10999999999999943,52.725,52.99,52.4,0.5900000000000034,-0.3100000000000023,51.95,52.16,51.72,0.4399999999999977,-0.1600000000000037,52.3375,52.76,52.05,0.7100000000000009,0.240000000000002,431498,626340,352063,274277,-4913
2018-01-21,53.206,54.7,52.11,2.5900000000000034,2.5900000000000034,54.058,56.2,52.7,3.5,3.5,53.064,54.52,51.99,2.530000000000001,2.530000000000001,53.908,56.01,52.68,3.3299999999999983,3.3299999999999983,610641,921642,233613,688029,510310
2018-01-28,55.058,56.01,54.49,1.519999999999996,-1.519999999999996,55.392,56.17,54.53,1.6400000000000006,-1.6400000000000006,54.284,55.58,53.02,2.559999999999995,-2.559999999999995,54.594,55.59,53.38,2.210000000000001,-2.210000000000001,2874555,12022143,516262,11505881,11505881
2018-02-04,49.832,52.68,47.89,4.789999999999999,-3.1300000000000026,50.85,53.49,49.72,3.770000000000003,-3.770000000000003,47.762,50.04,45.03,5.009999999999998,-4.119999999999997,49.594,51.01,47.99,3.019999999999996,-2.309999999999995,1865894,3495218,1188678,2306540,339737
2018-02-11,48.106,49.11,46.8,2.3100000000000023,0.9399999999999977,49.022,49.78,47.92,1.8599999999999994,0.990000000000002,47.33,49.11,45.2,3.9099999999999966,1.759999999999998,48.49,49.39,47.21,2.1799999999999997,1.4500000000000028,974565,1640036,404130,1235906,-860816
2018-02-18,48.095,49.02,47.3,1.720000000000006,-1.720000000000006,48.6175,49.42,48.0,1.4200000000000017,-1.4200000000000017,47.29,48.0,46.61,1.3900000000000006,-1.3900000000000006,47.7,48.09,46.99,1.1000000000000014,-0.19000000000000483,780166,1091416,572429,518987,46227
2018-02-25,46.67,48.22,44.58,3.6400000000000006,-3.6400000000000006,47.016,48.38,45.25,3.1300000000000026,-3.1300000000000026,45.576,47.3,43.42,3.8799999999999955,-3.8799999999999955,46.124,48.18,45.02,3.1599999999999966,-3.1499999999999986,933830,1315455,623217,692238,245962
2018-03-04,45.938,46.68,44.71,1.9699999999999989,1.8500000000000014,46.746,47.38,45.96,1.4200000000000017,1.4200000000000017,45.516,46.35,44.22,2.1300000000000026,2.1300000000000026,46.434000000000005,47.28,45.74,1.5399999999999991,1.5399999999999991,485879,615809,329714,286095,-115768
2018-03-11,45.348,47.41,43.91,3.5,-2.6499999999999986,45.961999999999996,47.48,45.05,2.4299999999999997,-1.6799999999999997,44.614,45.73,43.91,1.8200000000000003,-1.009999999999998,45.166000000000004,45.84,44.67,1.1700000000000017,-0.28000000000000114,1103231,1484502,716863,767639,608847
2018-03-18,44.396,45.41,43.03,2.3799999999999955,-2.3799999999999955,44.74,45.51,43.14,2.3699999999999974,-2.3699999999999974,43.554,44.36,41.98,2.3800000000000026,-2.0900000000000034,43.8,44.74,42.05,2.690000000000005,-2.450000000000003,824926,1462182,545277,916905,502363
