Date,MMLP_Open_average,MMLP_Open_max,MMLP_Open_min,MMLP_Open_volatility,MMLP_Open_change,MMLP_High_average,MMLP_High_max,MMLP_High_min,MMLP_High_volatility,MMLP_High_change,MMLP_Low_average,MMLP_Low_max,MMLP_Low_min,MMLP_Low_volatility,MMLP_Low_change,MMLP_Close_average,MMLP_Close_max,MMLP_Close_min,MMLP_Close_volatility,MMLP_Close_change,MMLP_Volume_average,MMLP_Volume_max,MMLP_Volume_min,MMLP_Volume_volatility,MMLP_Volume_change
2018-01-14,15.43,15.65,15.25,0.40000000000000036,-0.15000000000000036,15.806,16.25,15.5,0.75,0.35999999999999943,15.31,15.5,15.25,0.25,0.25,15.51,16.1,15.25,0.8500000000000014,0.8500000000000014,157217,224944,103421,121523,24174
2018-01-21,16.53,16.8,16.3,0.5,0.5,16.686,16.9,16.35,0.5499999999999972,0.4599999999999973,16.24,16.5,16.0,0.5,0.14999999999999858,16.47,16.8,16.25,0.5500000000000007,0.05000000000000071,176384,258456,121268,137188,113885
2018-01-28,16.27,16.45,16.1,0.34999999999999787,0.34999999999999787,16.368,16.55,16.1,0.4499999999999993,0.4399999999999977,15.862,16.2,15.36,0.8399999999999999,0.6400000000000006,16.14,16.35,16.0,0.3500000000000014,0.10000000000000142,165804,336909,81973,254936,150960
2018-02-04,15.32,15.9,14.7,1.200000000000001,0.3000000000000007,15.786,16.0,15.5,0.5,-0.33000000000000007,14.862,15.25,14.45,0.8000000000000007,0.4900000000000002,15.48,15.95,15.1,0.8499999999999996,-0.5500000000000007,163736,224778,131047,93731,-71257
2018-02-11,15.8,16.55,15.15,1.4000000000000004,1.4000000000000004,16.19,16.95,15.31,1.6399999999999988,1.4399999999999995,15.475,16.0,15.0,1.0,1.0,15.925,16.65,15.25,1.3999999999999986,1.0,170712,311684,96624,215060,58198
2018-02-18,15.45,16.15,14.55,1.5999999999999979,-1.4499999999999993,15.7,16.45,14.85,1.5999999999999996,-1.5999999999999996,14.852,16.0,13.8,2.1999999999999993,-1.4499999999999993,15.200000000000001,16.05,14.55,1.5,-1.450000000000001,258686,794259,98138,696121,10095
2018-02-25,14.0,14.45,13.75,0.6999999999999993,-0.6499999999999986,14.198,14.55,14.06,0.4900000000000002,-0.4900000000000002,13.814,14.1,13.62,0.4800000000000004,-0.29999999999999893,13.91,14.2,13.75,0.4499999999999993,-0.29999999999999893,116015,121742,108614,13128,285
2018-03-04,13.65,14.0,13.5,0.5,-0.4499999999999993,13.832,14.1,13.71,0.3899999999999988,-0.29999999999999893,13.542,13.65,13.45,0.20000000000000107,-0.09999999999999964,13.61,13.8,13.45,0.3500000000000014,0.10000000000000142,97413,135415,70621,64794,-29855
2018-03-11,13.71,14.0,13.3,0.6999999999999993,-0.5,13.814,14.0,13.43,0.5700000000000003,-0.47000000000000064,13.4,13.7,13.0,0.6999999999999993,-0.6500000000000004,13.54,14.0,13.0,1.0,-0.75,138803,219892,68869,151023,85943
2018-03-18,13.23,13.7,13.0,0.6999999999999993,0.6499999999999986,13.582,13.8,13.43,0.370000000000001,0.3200000000000003,13.11,13.4,12.9,0.5,0.5,13.32,13.6,13.0,0.5999999999999996,0.5999999999999996,118320,198921,76301,122620,-23679
