Date,Direxion Daily Healthcare Bull 3X Shares_Open_average,Direxion Daily Healthcare Bull 3X Shares_Open_max,Direxion Daily Healthcare Bull 3X Shares_Open_min,Direxion Daily Healthcare Bull 3X Shares_Open_volatility,Direxion Daily Healthcare Bull 3X Shares_Open_change,Direxion Daily Healthcare Bull 3X Shares_High_average,Direxion Daily Healthcare Bull 3X Shares_High_max,Direxion Daily Healthcare Bull 3X Shares_High_min,Direxion Daily Healthcare Bull 3X Shares_High_volatility,Direxion Daily Healthcare Bull 3X Shares_High_change,Direxion Daily Healthcare Bull 3X Shares_Low_average,Direxion Daily Healthcare Bull 3X Shares_Low_max,Direxion Daily Healthcare Bull 3X Shares_Low_min,Direxion Daily Healthcare Bull 3X Shares_Low_volatility,Direxion Daily Healthcare Bull 3X Shares_Low_change,Direxion Daily Healthcare Bull 3X Shares_Close_average,Direxion Daily Healthcare Bull 3X Shares_Close_max,Direxion Daily Healthcare Bull 3X Shares_Close_min,Direxion Daily Healthcare Bull 3X Shares_Close_volatility,Direxion Daily Healthcare Bull 3X Shares_Close_change
2018-05-06,45.25,45.25,45.25,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2018-05-13,45.73,45.73,45.73,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-05-20,44.81,44.81,44.81,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,45.21,45.21,45.21,0.0,0.0,45.81,45.81,45.81,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2018-06-03,47.74,47.74,47.74,0.0,0.0,48.8,48.8,48.8,0.0,0.0,47.57,47.57,47.57,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-06-10,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-06-17,47.3,47.3,47.3,0.0,0.0,47.92,47.92,47.92,0.0,0.0,45.58,45.58,45.58,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-06-24,44.64,44.64,44.64,0.0,0.0,45.86,45.86,45.86,0.0,0.0,44.22,44.22,44.22,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2018-07-01,50.33,50.33,50.33,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-07-08,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2018-07-15,50.65,50.65,50.65,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.58,50.58,50.58,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2018-07-22,52.77,52.77,52.77,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-07-29,56.13,56.13,56.13,0.0,0.0,56.76,56.76,56.76,0.0,0.0,55.43,55.43,55.43,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2018-08-05,56.1,56.1,56.1,0.0,0.0,56.5,56.5,56.5,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2018-08-12,58.91,58.91,58.91,0.0,0.0,59.28,59.28,59.28,0.0,0.0,58.75,58.75,58.75,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-08-19,60.41,60.41,60.41,0.0,0.0,60.51,60.51,60.51,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2018-08-26,61.34,61.34,61.34,0.0,0.0,61.66,61.66,61.66,0.0,0.0,60.81,60.81,60.81,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-09-02,61.56,61.56,61.56,0.0,0.0,61.76,61.76,61.76,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2018-09-09,62.78,62.78,62.78,0.0,0.0,62.78,62.78,62.78,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2018-09-16,64.76,64.76,64.76,0.0,0.0,65.77,65.77,65.77,0.0,0.0,64.68,64.68,64.68,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2018-09-23,67.42,67.42,67.42,0.0,0.0,68.58,68.58,68.58,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2018-09-30,64.42,64.42,64.42,0.0,0.0,65.05,65.05,65.05,0.0,0.0,62.97,62.97,62.97,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2018-10-07,57.8,57.8,57.8,0.0,0.0,58.41,58.41,58.41,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2018-10-14,58.58,58.58,58.58,0.0,0.0,58.81,58.81,58.81,0.0,0.0,56.34,56.34,56.34,0.0,0.0,57.07,57.07,57.07,0.0,0.0
2018-10-21,52.28,52.28,52.28,0.0,0.0,53.62,53.62,53.62,0.0,0.0,48.93,48.93,48.93,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2018-10-28,53.92,53.92,53.92,0.0,0.0,55.99,55.99,55.99,0.0,0.0,53.92,53.92,53.92,0.0,0.0,55.31,55.31,55.31,0.0,0.0
2018-11-04,60.2,60.2,60.2,0.0,0.0,60.72,60.72,60.72,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2018-11-11,58.51,58.51,58.51,0.0,0.0,58.89,58.89,58.89,0.0,0.0,55.66,55.66,55.66,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2018-11-18,55.6,55.6,55.6,0.0,0.0,56.0,56.0,56.0,0.0,0.0,54.72,54.72,54.72,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2018-11-25,66.04,66.04,66.04,0.0,0.0,66.95,66.95,66.95,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2018-12-02,55.18,55.18,55.18,0.0,0.0,56.5,56.5,56.5,0.0,0.0,51.84,51.84,51.84,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2018-12-09,50.75,50.75,50.75,0.0,0.0,51.75,51.75,51.75,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-12-16,41.58,41.58,41.58,0.0,0.0,41.77,41.77,41.77,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2018-12-23,46.7,46.7,46.7,0.0,0.0,47.82,47.82,47.82,0.0,0.0,46.39,46.39,46.39,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2018-12-30,46.46,46.46,46.46,0.0,0.0,48.4,48.4,48.4,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2019-01-06,48.64,48.64,48.64,0.0,0.0,48.66,48.66,48.66,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-01-13,52.64,52.64,52.64,0.0,0.0,53.37,53.37,53.37,0.0,0.0,51.47,51.47,51.47,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-01-20,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,48.72,48.72,48.72,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2019-01-27,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0,52.43,52.43,52.43,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2019-02-03,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2019-02-10,56.4,56.4,56.4,0.0,0.0,57.94,57.94,57.94,0.0,0.0,56.4,56.4,56.4,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2019-02-17,58.07,58.07,58.07,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2019-02-24,58.35,58.35,58.35,0.0,0.0,58.83,58.83,58.83,0.0,0.0,54.4,54.4,54.4,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2019-03-03,51.6,51.6,51.6,0.0,0.0,53.17,53.17,53.17,0.0,0.0,51.32,51.32,51.32,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2019-03-10,56.51,56.51,56.51,0.0,0.0,56.65,56.65,56.65,0.0,0.0,55.57,55.57,55.57,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-03-17,53.82,53.82,53.82,0.0,0.0,54.1,54.1,54.1,0.0,0.0,52.48,52.48,52.48,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2019-03-24,56.52,56.52,56.52,0.0,0.0,56.78,56.78,56.78,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2019-03-31,55.77,55.77,55.77,0.0,0.0,56.0,56.0,56.0,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-04-07,52.21,52.21,52.21,0.0,0.0,52.66,52.66,52.66,0.0,0.0,51.88,51.88,51.88,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-04-14,45.01,45.01,45.01,0.0,0.0,46.04,46.04,46.04,0.0,0.0,44.62,44.62,44.62,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-04-21,50.23,50.23,50.23,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-04-28,49.69,49.69,49.69,0.0,0.0,53.22,53.22,53.22,0.0,0.0,49.51,49.51,49.51,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-05-05,47.27,47.27,47.27,0.0,0.0,47.87,47.87,47.87,0.0,0.0,46.39,46.39,46.39,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-05-12,48.12,48.12,48.12,0.0,0.0,49.22,49.22,49.22,0.0,0.0,47.79,47.79,47.79,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2019-05-19,51.0,51.0,51.0,0.0,0.0,51.5,51.5,51.5,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-05-26,47.0,47.0,47.0,0.0,0.0,48.24,48.24,48.24,0.0,0.0,46.81,46.81,46.81,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2019-06-02,53.47,53.47,53.47,0.0,0.0,53.83,53.83,53.83,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2019-06-09,53.34,53.34,53.34,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2019-06-16,58.04,58.04,58.04,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-06-23,57.59,57.59,57.59,0.0,0.0,57.59,57.59,57.59,0.0,0.0,56.38,56.38,56.38,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2019-06-30,57.42,57.42,57.42,0.0,0.0,57.43,57.43,57.43,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2019-07-07,55.57,55.57,55.57,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-07-14,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2019-07-21,54.68,54.68,54.68,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.59,54.59,54.59,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2019-07-28,51.09,51.09,51.09,0.0,0.0,51.66,51.66,51.66,0.0,0.0,47.85,47.85,47.85,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-08-04,52.65,52.65,52.65,0.0,0.0,53.07,53.07,53.07,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-08-11,52.73,52.73,52.73,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.6,52.6,52.6,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-08-18,49.73,49.73,49.73,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-08-25,51.97,51.97,51.97,0.0,0.0,52.15,52.15,52.15,0.0,0.0,50.72,50.72,50.72,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-09-01,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-09-08,51.97,51.97,51.97,0.0,0.0,52.69,52.69,52.69,0.0,0.0,51.76,51.76,51.76,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-09-15,53.77,53.77,53.77,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-09-22,49.61,49.61,49.61,0.0,0.0,51.44,51.44,51.44,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-09-29,50.0,50.0,50.0,0.0,0.0,50.91,50.91,50.91,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-10-06,49.95,49.95,49.95,0.0,0.0,50.55,50.55,50.55,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2019-10-13,53.94,53.94,53.94,0.0,0.0,53.94,53.94,53.94,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2019-10-20,53.96,53.96,53.96,0.0,0.0,55.39,55.39,55.39,0.0,0.0,53.75,53.75,53.75,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-10-27,59.13,59.13,59.13,0.0,0.0,59.19,59.19,59.19,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-11-03,58.1,58.1,58.1,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.59,57.59,57.59,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-11-10,62.98,62.98,62.98,0.0,0.0,63.9,63.9,63.9,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2019-11-17,65.11,65.11,65.11,0.0,0.0,66.78,66.78,66.78,0.0,0.0,65.11,65.11,65.11,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2019-11-24,67.22,67.22,67.22,0.0,0.0,67.3,67.3,67.3,0.0,0.0,65.43,65.43,65.43,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-12-01,68.81,68.81,68.81,0.0,0.0,68.81,68.81,68.81,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.28,67.28,67.28,0.0,0.0
2019-12-08,70.67,70.67,70.67,0.0,0.0,72.53,72.53,72.53,0.0,0.0,70.67,70.67,70.67,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2019-12-15,74.98,74.98,74.98,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.12,74.12,74.12,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2019-12-22,74.54,74.54,74.54,0.0,0.0,75.0,75.0,75.0,0.0,0.0,72.92,72.92,72.92,0.0,0.0,73.17,73.17,73.17,0.0,0.0
2019-12-29,71.79,71.79,71.79,0.0,0.0,73.42,73.42,73.42,0.0,0.0,70.46,70.46,70.46,0.0,0.0,72.29,72.29,72.29,0.0,0.0
